MKod,SendServerName,SendCatalog,Title,SendKod,SendTitle,kgid,insUN,insDT,insApp,updUN,updDT,updApp
2772,KorgunDb,Antrepo20,Kahve Malak - Laci Malak,,,2666,,,,,,
2773,KorgunDb,Antrepo20,892 Mushio Nubuk Kroko Deri,,,2667,,,,,,
2774,KorgunDb,Antrepo20,575 Turuncu Süet,,,2668,,,,,,
2775,KorgunDb,Antrepo20,748 Laci Süet - Hardal Napa - Kot Kumaş,,,2669,,,,,,
2776,KorgunDb,Antrepo20,996 Mavi Keten,,,2670,,,,,,
2777,KorgunDb,Antrepo20,069 Blunette Süet - Laci İmperteks - Hawai Süet,,,2671,,,,,,
2778,KorgunDb,Antrepo20,133 Gri Astek Rugan,,,2672,,,,,,
2779,KorgunDb,Antrepo20,994 Byz Rodos - Brd Rodos - Byz Dr - Siyah Rodos,,,2673,,,,,,
2780,KorgunDb,Antrepo20,679 Impertex Nubuk - Kahve Flap,,,2674,,,,,,
2781,KorgunDb,Antrepo20,134 Gri Napa Deri - Gri Süet Deri,,,2675,,,,,,
2782,KorgunDb,Antrepo20,007 Siyah Flap Deri - Kırmızı Napa Deri,,,2676,,,,,,
2783,KorgunDb,Antrepo20,014 Laci Süet - Laci İmperteks - Beyaz Verona,,,2677,,,,,,
2784,KorgunDb,Antrepo20,015 Siyah Antik - Mavi Dikili Antik Deri,,,2678,,,,,,
2785,KorgunDb,Antrepo20,016 Siyah Oxide - Gri Oxide - Siyah Keten Deri,,,2679,,,,,,
2786,KorgunDb,Antrepo20,019 Siyah Antik Deri - Turuncu Dikişli,,,2680,,,,,,
2787,KorgunDb,Antrepo20,001 Siyah Sabunlu Deri,,,2681,,,,,,
2788,KorgunDb,Antrepo20,136 Gri Napa Deri,,,2682,,,,,,
2789,KorgunDb,Antrepo20,390 Brd Flp Dr - Lc Flp Dr - Brd Flp Dr - Byz Vrn,,,2683,,,,,,
2790,KorgunDb,Antrepo20,Kahve Mondo Deri,,,2684,,,,,,
2791,KorgunDb,Antrepo20,Kırmızı - Beyaz - Mavi,,,2685,,,,,,
2792,KorgunDb,Antrepo20,Kahve Der - Taba Deri,,,2686,,,,,,
2793,KorgunDb,Antrepo20,Kahve Spiro,,,2687,,,,,,
2794,KorgunDb,Antrepo20,Yeşil Santo Deri,,,2688,,,,,,
2795,KorgunDb,Antrepo20,Laci Antik Deri - Laci Floter Deri,,,2689,,,,,,
2796,KorgunDb,Antrepo20,Siyah Soft Deri - Kahve Soft Deri,,,2690,,,,,,
2797,KorgunDb,Antrepo20,Laci Zambak,,,2691,,,,,,
2798,KorgunDb,Antrepo20,Siyah Kırma Deri,,,2692,,,,,,
2799,KorgunDb,Antrepo20,Siyah - Füme,,,2693,,,,,,
2800,KorgunDb,Antrepo20,Laci Alkol Deri,,,2694,,,,,,
2801,KorgunDb,Antrepo20,Taba Açma - Kahve Süet,,,2695,,,,,,
2802,KorgunDb,Antrepo20,Kırmızı Açma Deri - Laci Süet,,,2696,,,,,,
2803,KorgunDb,Antrepo20,Laci Deri - Laci Nubuk Deri,,,2697,,,,,,
2804,KorgunDb,Antrepo20,Bej Açma Deri,,,2698,,,,,,
2805,KorgunDb,Antrepo20,Laci Açma - Kırmızı Açma,,,2699,,,,,,
2806,KorgunDb,Antrepo20,Mavi Açma Deri,,,2700,,,,,,
2807,KorgunDb,Antrepo20,Laci - Taba,,,2701,,,,,,
2808,KorgunDb,Antrepo20,Krem Floter,,,2702,,,,,,
2809,KorgunDb,Antrepo20,Laci Açma - Bordo Açma,,,2703,,,,,,
2810,KorgunDb,Antrepo20,Kahve Bufalo - Siyah Bufalo Garni,,,2704,,,,,,
2811,KorgunDb,Antrepo20,011 Siyah Panama Deri,,,2705,,,,,,
2812,KorgunDb,Antrepo20,088 Lacivert Nata - Lacivert Verona,,,2706,,,,,,
2813,KorgunDb,Antrepo20,973 Siyah Floter Deri - Füme Floter Deri,,,2707,,,,,,
2814,KorgunDb,Antrepo20,008 Mavi Napa Deri,,,2708,,,,,,
2815,KorgunDb,Antrepo20,416 Siyah Nata Deri - Gri Deri,,,2709,,,,,,
2816,KorgunDb,Antrepo20,Black,,,2710,,,,,,
2817,KorgunDb,Antrepo20,Siyah Kırma Naturel Floter Deri,,,2711,,,,,,
2818,KorgunDb,Antrepo20,Taba Süet Danası Deri,,,2712,,,,,,
2819,KorgunDb,Antrepo20,Kahve Devekuşu Ayağı,,,2713,,,,,,
2820,KorgunDb,Antrepo20,Siyah Devekuşu Ayağı - Süt Dana Deri,,,2714,,,,,,
2821,KorgunDb,Antrepo20,Kahve Süet Danası Deri,,,2715,,,,,,
2822,KorgunDb,Antrepo20,199 Mavi Süet Deri,,,2716,,,,,,
2823,KorgunDb,Antrepo20,180 Grafite Süet,,,2717,,,,,,
2824,KorgunDb,Antrepo20,411 Siyah Wint,,,2718,,,,,,
2825,KorgunDb,Antrepo20,055 Fındık Arize Kroko Baskılı Deri,,,2719,,,,,,
2826,KorgunDb,Antrepo20,132 Gri Nubuk Antik Deri,,,2720,,,,,,
2827,KorgunDb,Antrepo20,Oliv Nubuk,,,2721,,,,,,
2828,KorgunDb,Antrepo20,179 Bordo Finisajlı - Beyaz Kırık Bordo,,,2722,,,,,,
2829,KorgunDb,Antrepo20,069 Blunette Süet - Laci İmp. Süet - Hawai Süet,,,2723,,,,,,
2830,KorgunDb,Antrepo20,644 Siyah Vanucci,,,2724,,,,,,
2831,KorgunDb,Antrepo20,425 Siyah Napa Deri - Siyah Antrasit - Gold Rugan,,,2725,,,,,,
2832,KorgunDb,Antrepo20,363 Kahve Devekuşu - Kahve Nata,,,2726,,,,,,
2833,KorgunDb,Antrepo20,602 Siyah Devekuşu,,,2727,,,,,,
2834,KorgunDb,Antrepo20,Lacivert Floter Deri,,,2728,,,,,,
2835,KorgunDb,Antrepo20,390 Bordo Flp - Laci Flp - Bordo Flp - Beyaz Verna,,,2729,,,,,,
2836,KorgunDb,Antrepo20,310 Kahve Toro Yılan Deri,,,2730,,,,,,
2837,KorgunDb,Antrepo20,049 Fındık Analin Deri,,,2731,,,,,,
2838,KorgunDb,Antrepo20,Siyah Rugan - Siyah Analin,,,2732,,,,,,
2839,KorgunDb,Antrepo20,Lacivert Timsah Deri,,,2733,,,,,,
2840,KorgunDb,Antrepo20,Kahve Soft -Bej,,,2734,,,,,,
2841,KorgunDb,Antrepo20,Bej Soft - Bej Deri,,,2735,,,,,,
2842,KorgunDb,Antrepo20,Kahve Soft - Laci Soft,,,2736,,,,,,
2843,KorgunDb,Antrepo20,Kahve Soft - Siyah Soft,,,2737,,,,,,
2844,KorgunDb,Antrepo20,Bordo Santo - Laci Santo,,,2738,,,,,,
2845,KorgunDb,Antrepo20,Siyah Havana - Siyah Deri,,,2739,,,,,,
2846,KorgunDb,Antrepo20,Laci Havana - Laci Deri,,,2740,,,,,,
2847,KorgunDb,Antrepo20,Bej Nubuk - Yeşil Nubuk - Bordo Nubuk,,,2741,,,,,,
2848,KorgunDb,Antrepo20,Taba Süet - Taba Deri,,,2742,,,,,,
2849,KorgunDb,Antrepo20,Siyah Deri - Siyah Süet,,,2743,,,,,,
2850,KorgunDb,Antrepo20,Laci Analin - Laci Baskılı Deri,,,2744,,,,,,
2851,KorgunDb,Antrepo20,Beyaz Flap Deri,,,2745,,,,,,
2852,KorgunDb,Antrepo20,Lacivert Flap - Beyaz Flap - Kırmızı Flap,,,2746,,,,,,
2853,KorgunDb,Antrepo20,Beyaz Napa - Kum Süet,,,2747,,,,,,
2854,KorgunDb,Antrepo20,Kahve Antik - Kahve Süet,,,2748,,,,,,
2855,KorgunDb,Antrepo20,Kahve Napa - Kahve Süet - Kahve Napa,,,2749,,,,,,
2856,KorgunDb,Antrepo20,Kreyzu Deri,,,2750,,,,,,
2857,KorgunDb,Antrepo20,Vizon Baskılı Nubuk,,,2751,,,,,,
2858,KorgunDb,Antrepo20,497 Siyah Yeni Kroko - Siyah Antik,,,2752,,,,,,
2859,KorgunDb,Antrepo20,998 Oliv Keten,,,2753,,,,,,
2860,KorgunDb,Antrepo20,763 Füme Antilop - Gri Laris,,,2754,,,,,,
2861,KorgunDb,Antrepo20,687 Lacivert Kıps,,,2755,,,,,,
2862,KorgunDb,Antrepo20,646 Siyah Ox Dr - Kırmızı Np Dr - Gri Ox Dr,,,2756,,,,,,
2863,KorgunDb,Antrepo20,106 Lacivert Yuvarlak Kroko,,,2757,,,,,,
2864,KorgunDb,Antrepo20,070 Taba Taç Baskılı Deri,,,2758,,,,,,
2865,KorgunDb,Antrepo20,395 Kahve Yıkama - Kahve Toro Yılan,,,2759,,,,,,
2866,KorgunDb,Antrepo20,326 Kahve Süet - Bej Napa - Kahve Napa -Kahve Rgn,,,2760,,,,,,
2867,KorgunDb,Antrepo20,581 Laci Soft - Laci Bez - Beyaz Soft,,,2761,,,,,,
2868,KorgunDb,Antrepo20,744 Mavi Nata Vizon Süet Beyaz Napa,,,2762,,,,,,
2869,KorgunDb,Antrepo20,652 Kızıl Flap,,,2763,,,,,,
2870,KorgunDb,Antrepo20,951 Lacivert Napa - Kırmızı Füme Süet,,,2764,,,,,,
2871,KorgunDb,Antrepo20,Lacivert Pıcasso Deri,,,2765,,,,,,
2872,KorgunDb,Antrepo20,Beyaz Bez -  Gümüş Rgn - Gri Süet -  Fosfor Yeşil,,,2766,,,,,,
2873,KorgunDb,Antrepo20,Siyah Deri -Laci Deri,,,2767,,,,,,
2874,KorgunDb,Antrepo20,Lacivert,,,2768,,,,,,
2875,KorgunDb,Antrepo20,Siyah Scoth Deri,,,2769,,,,,,
2876,KorgunDb,Antrepo20,Bordo Alkollü Deri,,,2770,,,,,,
2877,KorgunDb,Antrepo20,Siyah Şirinkıl,,,2771,,,,,,
2878,KorgunDb,Antrepo20,Siyah İmperteks - Siyah Kroko,,,2772,,,,,,
2879,KorgunDb,Antrepo20,Laci İmperteks - Lacivert Nata,,,2773,,,,,,
2880,KorgunDb,Antrepo20,Siyah Keten - Siyah Nata,,,2774,,,,,,
2881,KorgunDb,Antrepo20,Kahve Açma - Kahve İmperteks Bez,,,2775,,,,,,
2882,KorgunDb,Antrepo20,Siyah Nata - Siyah Süet - Beyaz Deri,,,2776,,,,,,
2883,KorgunDb,Antrepo20,Hardal Napa - Kahve Napa,,,2777,,,,,,
2884,KorgunDb,Antrepo20,Lacivert İmperteks - Lacivert Süet,,,2778,,,,,,
2885,KorgunDb,Antrepo20,Laci Geyik Deri,,,2779,,,,,,
2886,KorgunDb,Antrepo20,813 Kahve Soft - Kahve İthal Bez - Kahve Antilop,,,2780,,,,,,
2887,KorgunDb,Antrepo20,950 Siyah Timsah,,,2781,,,,,,
2888,KorgunDb,Antrepo20,176 Mavi Kamuflaj - Siyah - Mavi Süet - Sarı Deri,,,2782,,,,,,
2889,KorgunDb,Antrepo20,409 Gri Bez - K.Gri - Oliv Kmf - Syh Dr - Krmz Dr,,,2783,,,,,,
2890,KorgunDb,Antrepo20,539 Taba Kalın Zımbalı - Taba Napa,,,2784,,,,,,
2891,KorgunDb,Antrepo20,627 Açık Gri - Gri Sarı Nata - Gri Bez,,,2785,,,,,,
2892,KorgunDb,Antrepo20,Lacivert Triko,,,2786,,,,,,
2893,KorgunDb,Antrepo20,Bej Süt - Bej Deri,,,2787,,,,,,
2894,KorgunDb,Antrepo20,Siyah Kroko - Garni Malak,,,2788,,,,,,
2895,KorgunDb,Antrepo20,Kahve Deve Ayağı - Garni Devekuşu Kahve,,,2789,,,,,,
2896,KorgunDb,Antrepo20,Siyah Deve Ayağı - Garne Devekuşu,,,2790,,,,,,
2897,KorgunDb,Antrepo20,531 Siyah Soft - Çivit Mavi antilop,,,2791,,,,,,
2898,KorgunDb,Antrepo20,677 Laci Napa Gri Ers - Laci İmprtex - Bordo Rugan,,,2792,,,,,,
2899,KorgunDb,Antrepo20,777 Laci Napa - Laci kamuflaj - Gold Deri,,,2793,,,,,,
2900,KorgunDb,Antrepo20,948 Yeşil Flap - Mavi Flap - Lacivert Flap,,,2794,,,,,,
2901,KorgunDb,Antrepo20,781 Lacivert Pier,,,2795,,,,,,
2902,KorgunDb,Antrepo20,585 Gri Antik Deri,,,2796,,,,,,
2903,KorgunDb,Antrepo20,532 Taba Napa - Fındık Süet,,,2797,,,,,,
2904,KorgunDb,Antrepo20,914 Laci Soft - Laci Yeni Bez,,,2798,,,,,,
2905,KorgunDb,Antrepo20,279 Hardal Kırma - Hardal Kırma Zımba Floter Deri,,,2799,,,,,,
2906,KorgunDb,Antrepo20,422 Siyah Süet - Füme Keten - Siyah Deri,,,2800,,,,,,
2907,KorgunDb,Antrepo20,797 Blunette Süet - Soluk Mavi Süet - Beyaz Verona,,,2801,,,,,,
2908,KorgunDb,Antrepo20,953 Lacivert Flap - Beyaz Flap,,,2802,,,,,,
2909,KorgunDb,Antrepo20,Toprak Deri,,,2803,,,,,,
2910,KorgunDb,Antrepo20,Fuşya Deri - Beyaz Deri,,,2804,,,,,,
2911,KorgunDb,Antrepo20,Beyaz Yılan - Siyah Yılan,,,2805,,,,,,
2912,KorgunDb,Antrepo20,Karışık Renkli,,,2806,,,,,,
2913,KorgunDb,Antrepo20,Nero,,,2807,,,,,,
2914,KorgunDb,Antrepo20,Kahve Chiaccio,,,2808,,,,,,
2915,KorgunDb,Antrepo20,Siyah Wint (Kroko),,,2809,,,,,,
2916,KorgunDb,Antrepo20,Kahve Deri - Kahve Rugan,,,2810,,,,,,
2917,KorgunDb,Antrepo20,Siyah Deri - Beyaz Dikişli,,,2811,,,,,,
2918,KorgunDb,Antrepo20,Şampanya Deri,,,2812,,,,,,
2919,KorgunDb,Antrepo20,Gri Süet - Gri Deri,,,2813,,,,,,
2920,KorgunDb,Antrepo20,Gri Rugan - Gri Süet,,,2814,,,,,,
2921,KorgunDb,Antrepo20,Toprak Süet,,,2815,,,,,,
2922,KorgunDb,Antrepo20,Kum Antik,,,2816,,,,,,
2923,KorgunDb,Antrepo20,Gri Rugan,,,2817,,,,,,
2924,KorgunDb,Antrepo20,Leopar Deri,,,2818,,,,,,
2925,KorgunDb,Antrepo20,Haki Yılan,,,2819,,,,,,
2926,KorgunDb,Antrepo20,Kırmızı Yılan,,,2820,,,,,,
2927,KorgunDb,Antrepo20,Sahra Deri,,,2821,,,,,,
2928,KorgunDb,Antrepo20,Açık Mavi Süet,,,2822,,,,,,
2929,KorgunDb,Antrepo20,Bordo Süet,,,2823,,,,,,
2930,KorgunDb,Antrepo20,Tarçın Nubuk,,,2824,,,,,,
2931,KorgunDb,Antrepo20,Yeşil Süet,,,2825,,,,,,
2932,KorgunDb,Antrepo20,Kiremit Süet,,,2826,,,,,,
2933,KorgunDb,Antrepo20,427 Siyah Noktalı Rugan,,,2827,,,,,,
2934,KorgunDb,Antrepo20,Kahve Baskılı Napa,,,2828,,,,,,
2935,KorgunDb,Antrepo20,Siyah Baskılı Napa,,,2829,,,,,,
2936,KorgunDb,Antrepo20,524 Laci Rodos - Bordo Rodos - Beyaz Deri,,,2830,,,,,,
2937,KorgunDb,Antrepo20,Kahve Napa - Kahve Kroko,,,2831,,,,,,
2938,KorgunDb,Antrepo20,Vizon Naa,,,2832,,,,,,
2939,KorgunDb,Antrepo20,Meyan,,,2833,,,,,,
2940,KorgunDb,Antrepo20,Laci Süet - Kırmızı Deri,,,2834,,,,,,
2941,KorgunDb,Antrepo20,Kiremit Süet - Laci Deri,,,2835,,,,,,
2942,KorgunDb,Antrepo20,440 Turkuaz Baskılı,,,2836,,,,,,
2943,KorgunDb,Antrepo20,Gümüş Yılan,,,2837,,,,,,
2944,KorgunDb,Antrepo20,Taba Brucato,,,2838,,,,,,
2945,KorgunDb,Antrepo20,Bej Yılan,,,2839,,,,,,
2946,KorgunDb,Antrepo20,Kemik Beyazı,,,2840,,,,,,
2947,KorgunDb,Antrepo20,Nar Çiçeği Deri,,,2841,,,,,,
2948,KorgunDb,Antrepo20,Kırmızı Nubuk,,,2842,,,,,,
2949,KorgunDb,Antrepo20,Nar Çiçeği Rugan,,,2843,,,,,,
2950,KorgunDb,Antrepo20,Siyah Rugan - Kırmızı Rugan,,,2844,,,,,,
2951,KorgunDb,Antrepo20,Bronx,,,2845,,,,,,
2952,KorgunDb,Antrepo20,Siyah Glase,,,2846,,,,,,
2953,KorgunDb,Antrepo20,Sedef,,,2847,,,,,,
2954,KorgunDb,Antrepo20,Siyah Deri - Taba Deri,,,2848,,,,,,
2955,KorgunDb,Antrepo20,Vizon Yakma - Vizon Deri,,,2849,,,,,,
2956,KorgunDb,Antrepo20,Mavi Yakma - Mavi Deri,,,2850,,,,,,
2957,KorgunDb,Antrepo20,Beyaz Süet,,,2851,,,,,,
2958,KorgunDb,Antrepo20,Laci Yarma Süet,,,2852,,,,,,
2959,KorgunDb,Antrepo20,Bordo Yarma Süet,,,2853,,,,,,
2960,KorgunDb,Antrepo20,Siyah Yarma Süet,,,2854,,,,,,
2961,KorgunDb,Antrepo20,Kahve Süet - Kahve Deri,,,2855,,,,,,
2962,KorgunDb,Antrepo20,Acı Kahve,,,2856,,,,,,
2963,KorgunDb,Antrepo20,Siyah Dolaplı Deri,,,2857,,,,,,
2964,KorgunDb,Antrepo20,Taba Dolaplı Deri,,,2858,,,,,,
2965,KorgunDb,Antrepo20,Siyah Nubuk - Gri Nubuk,,,2859,,,,,,
2966,KorgunDb,Antrepo20,Laci Nubuk - Bordo Nubuk,,,2860,,,,,,
2967,KorgunDb,Antrepo20,Vizon Süet - Vizon Deri,,,2861,,,,,,
2968,KorgunDb,Antrepo20,Bakır Rugan,,,2862,,,,,,
2969,KorgunDb,Antrepo20,Mavi Kroko,,,2863,,,,,,
2970,KorgunDb,Antrepo20,Civit Mavisi Rugan,,,2864,,,,,,
2971,KorgunDb,Antrepo20,Civit Mavisi Deri,,,2865,,,,,,
2972,KorgunDb,Antrepo20,Oranj Neon,,,2866,,,,,,
2973,KorgunDb,Antrepo20,Sarı Neon,,,2867,,,,,,
2974,KorgunDb,Antrepo20,Karamel Süet,,,2868,,,,,,
2975,KorgunDb,Antrepo20,Kırmızı Keten,,,2869,,,,,,
2976,KorgunDb,Antrepo20,Petrol Yeşili Deri,,,2870,,,,,,
2977,KorgunDb,Antrepo20,Kahve Açma - Kahve Süet,,,2871,,,,,,
2978,KorgunDb,Antrepo20,Sax Mavi Rugan,,,2872,,,,,,
2979,KorgunDb,Antrepo20,Oranj Rugan,,,2873,,,,,,
2980,KorgunDb,Antrepo20,Siyah Deri - Siyah Rugan,,,2874,,,,,,
2981,KorgunDb,Antrepo20,Vizon Deri - Vizon Rugan,,,2875,,,,,,
2982,KorgunDb,Antrepo20,Nar Çiçeği Süet,,,2876,,,,,,
2983,KorgunDb,Antrepo20,Kahve Yakma,,,2877,,,,,,
2984,KorgunDb,Antrepo20,Sahra Süet,,,2878,,,,,,
2985,KorgunDb,Antrepo20,Siyah Deri - Bordo Deri,,,2879,,,,,,
2986,KorgunDb,Antrepo20,Krem Süet,,,2880,,,,,,
2987,KorgunDb,Antrepo20,Altın - Siyah,,,2881,,,,,,
2988,KorgunDb,Antrepo20,Kot Mavisi,,,2882,,,,,,
2989,KorgunDb,Antrepo20,Beyaz - Siyah,,,2883,,,,,,
2990,KorgunDb,Antrepo20,Cevis - Fusya,,,2884,,,,,,
2991,KorgunDb,Antrepo20,Bej Dantel,,,2885,,,,,,
2992,KorgunDb,Antrepo20,Krem Keten,,,2886,,,,,,
2993,KorgunDb,Antrepo20,Etnik Baskı Keten,,,2887,,,,,,
2994,KorgunDb,Antrepo20,Pembe Simli,,,2888,,,,,,
2995,KorgunDb,Antrepo20,Kelebek Baskılı Keten,,,2889,,,,,,
2996,KorgunDb,Antrepo20,Çiçekli Keten,,,2890,,,,,,
2997,KorgunDb,Antrepo20,Gri Yılan,,,2891,,,,,,
2998,KorgunDb,Antrepo20,Limon Yeşili,,,2892,,,,,,
2999,KorgunDb,Antrepo20,Gül Ayna Pembe,,,2893,,,,,,
3000,KorgunDb,Antrepo20,Ten Süet,,,2894,,,,,,
3001,KorgunDb,Antrepo20,Ten Rugan,,,2895,,,,,,
3002,KorgunDb,Antrepo20,Lila Süet,,,2896,,,,,,
3003,KorgunDb,Antrepo20,Buz Yılan,,,2897,,,,,,
3004,KorgunDb,Antrepo20,Vişne Deri,,,2898,,,,,,
3005,KorgunDb,Antrepo20,Süt Beyaz,,,2899,,,,,,
3006,KorgunDb,Antrepo20,Siyah Açma - Siyah Tay Tuyu,,,2900,,,,,,
3007,KorgunDb,Antrepo20,Siyah Kroko Rugan,,,2901,,,,,,
3008,KorgunDb,Antrepo20,Kahve Analin - Leopar Tay Tüyü,,,2902,,,,,,
3009,KorgunDb,Antrepo20,Sİyah Analin Leopar Tay Tüyü,,,2903,,,,,,
3010,KorgunDb,Antrepo20,Bej Analin,,,2904,,,,,,
3011,KorgunDb,Antrepo20,Siyah Süet - Siyah Kroko Baskı,,,2905,,,,,,
3012,KorgunDb,Antrepo20,Kahve Analin - Kahve Süet,,,2906,,,,,,
3013,KorgunDb,Antrepo20,Siyah Analin - Siyah Snack,,,2907,,,,,,
3014,KorgunDb,Antrepo20,Bordo - Bordo Floter,,,2908,,,,,,
3015,KorgunDb,Antrepo20,Kahve Analin - Kahve Snack,,,2909,,,,,,
3016,KorgunDb,Antrepo20,Siyah Analin - Siyah Croco,,,2910,,,,,,
3017,KorgunDb,Antrepo20,866 Mor Nubuk,,,2911,,,,,,
3018,KorgunDb,Antrepo20,Orange,,,2912,,,,,,
3019,KorgunDb,Antrepo20,868 Gümüş Rugan,,,2913,,,,,,
3020,KorgunDb,Antrepo20,Beyaz - Laci,,,2914,,,,,,
3021,KorgunDb,Antrepo20,Altın Terra - Vizon Deri,,,2915,,,,,,
3022,KorgunDb,Antrepo20,Siyah Terra - Siyah Deri,,,2916,,,,,,
3023,KorgunDb,Antrepo20,Valentin Mix Color,,,2917,,,,,,
3024,KorgunDb,Antrepo20,211 Sari,,,2918,,,,,,
3025,KorgunDb,Antrepo20,Siyah Rugan Croco,,,2919,,,,,,
3026,KorgunDb,Antrepo20,Siyah Vidala - İdek Yeşil,,,2920,,,,,,
3027,KorgunDb,Antrepo20,Siyah - Vizon,,,2921,,,,,,
3028,KorgunDb,Antrepo20,Laci - Vizon,,,2922,,,,,,
3029,KorgunDb,Antrepo20,Ceviz,,,2923,,,,,,
3030,KorgunDb,Antrepo20,Dore Simli,,,2924,,,,,,
3031,KorgunDb,Antrepo20,Gri Baskılı Deri,,,2925,,,,,,
3032,KorgunDb,Antrepo20,Bronz Yılan,,,2926,,,,,,
3033,KorgunDb,Antrepo20,Dore Yılan,,,2927,,,,,,
3034,KorgunDb,Antrepo20,Gold Croco,,,2928,,,,,,
3035,KorgunDb,Antrepo20,Gümüş Croco,,,2929,,,,,,
3036,KorgunDb,Antrepo20,Gold - Gümüş,,,2930,,,,,,
3037,KorgunDb,Antrepo20,Fuşya Süet,,,2931,,,,,,
3038,KorgunDb,Antrepo20,Açık Pembe Süet,,,2932,,,,,,
3039,KorgunDb,Antrepo20,Lila Pembe Deri,,,2933,,,,,,
3040,KorgunDb,Antrepo20,Bej - Ten,,,2934,,,,,,
3041,KorgunDb,Antrepo20,Beyaz - Mavi - Laci,,,2935,,,,,,
3042,KorgunDb,Antrepo20,Beyaz - Siyah - Bej,,,2936,,,,,,
3043,KorgunDb,Antrepo20,Fuşya Rugan,,,2937,,,,,,
3044,KorgunDb,Antrepo20,Siyah Kesik,,,2938,,,,,,
3045,KorgunDb,Antrepo20,Bordo Analin Deri,,,2939,,,,,,
3046,KorgunDb,Antrepo20,Siyah Deri - Siyah Süet - Siyah Sabunlu Deri,,,2940,,,,,,
3047,KorgunDb,Antrepo20,Laci Deri - Laci Süet Deri,,,2941,,,,,,
3048,KorgunDb,Antrepo20,Bakır Deri,,,2942,,,,,,
3049,KorgunDb,Antrepo20,Siyah Analin - Siyah Baskı Deri,,,2943,,,,,,
3050,KorgunDb,Antrepo20,Kahve Kesik Deri,,,2944,,,,,,
3051,KorgunDb,Antrepo20,Kahve Analin - Kahve Baskı,,,2945,,,,,,
3052,KorgunDb,Antrepo20,Nude Rugan,,,2946,,,,,,
3053,KorgunDb,Antrepo20,Blue Deri,,,2947,,,,,,
3054,KorgunDb,Antrepo20,Beige,,,2948,,,,,,
3055,KorgunDb,Antrepo20,Siyah Süet - Siyah Soft,,,2949,,,,,,
3056,KorgunDb,Antrepo20,Siyah Piton Deri,,,2950,,,,,,
3057,KorgunDb,Antrepo20,Kırmızı Siyah,,,2951,,,,,,
3058,KorgunDb,Antrepo20,Siyah - Beyaz Kumaş,,,2952,,,,,,
3059,KorgunDb,Antrepo20,Laci - Beyaz Kumaş,,,2953,,,,,,
3060,KorgunDb,Antrepo20,Bej - Vizon,,,2954,,,,,,
3061,KorgunDb,Antrepo20,Açık Yeşil Floter Deri,,,2955,,,,,,
3062,KorgunDb,Antrepo20,Beyaz - Altın,,,2956,,,,,,
3063,KorgunDb,Antrepo20,Kırmızı Floter,,,2957,,,,,,
3064,KorgunDb,Antrepo20,Turuncu Süet,,,2958,,,,,,
3065,KorgunDb,Antrepo20,Dore Deri,,,2959,,,,,,
3066,KorgunDb,Antrepo20,Siyah - Yeşil,,,2960,,,,,,
3067,KorgunDb,Antrepo20,Vizon Baskılı Deri,,,2961,,,,,,
3068,KorgunDb,Antrepo20,Bej Flap Deri,,,2962,,,,,,
3069,KorgunDb,Antrepo20,Kırmızı Kumaş,,,2963,,,,,,
3070,KorgunDb,Antrepo20,Gümüş Kumaş,,,2964,,,,,,
3071,KorgunDb,Antrepo20,Gül Desen,,,2965,,,,,,
3072,KorgunDb,Antrepo20,Gri Floter,,,2966,,,,,,
3073,KorgunDb,Antrepo20,Yeşil Kırmızı,,,2967,,,,,,
3074,KorgunDb,Antrepo20,Gökkuşağı,,,2968,,,,,,
3075,KorgunDb,Antrepo20,Leopar Baskı Deri,,,2969,,,,,,
3076,KorgunDb,Antrepo20,Siyah Milano - Siyah Strec Deri,,,2970,,,,,,
3077,KorgunDb,Antrepo20,Platin Deri,,,2971,,,,,,
3078,KorgunDb,Antrepo20,Siyah Floter Deri - Siyah Simli Deri,,,2972,,,,,,
3079,KorgunDb,Antrepo20,Laci Floter Deri - Laci Simli Deri,,,2973,,,,,,
3080,KorgunDb,Antrepo20,Laci Simli Deri,,,2974,,,,,,
3081,KorgunDb,Antrepo20,Bej Belize - Bej Nubuk,,,2975,,,,,,
3082,KorgunDb,Antrepo20,Oliv Süet,,,2976,,,,,,
3083,KorgunDb,Antrepo20,Siyah Floter Deri,,,2977,,,,,,
3084,KorgunDb,Antrepo20,Çelik Floter Deri,,,2978,,,,,,
3085,KorgunDb,Antrepo20,Laci Kroko Deri,,,2979,,,,,,
3086,KorgunDb,Antrepo20,01-070-06,,,2980,,,,,,
3087,KorgunDb,Antrepo20,Siyah Ayna,,,2981,,,,,,
3088,KorgunDb,Antrepo20,Siyah Paris Deri,,,2982,,,,,,
3089,KorgunDb,Antrepo20,Gümüş Ayna,,,2983,,,,,,
3090,KorgunDb,Antrepo20,Bordo Metis Deri,,,2984,,,,,,
3091,KorgunDb,Antrepo20,Laci Metiz Deri,,,2985,,,,,,
3092,KorgunDb,Antrepo20,Nude Rugan - Siyah Rugan,,,2986,,,,,,
3093,KorgunDb,Antrepo20,Siyah Deri - Beyaz Baskılı Deri,,,2987,,,,,,
3094,KorgunDb,Antrepo20,Duman Süet,,,2988,,,,,,
3095,KorgunDb,Antrepo20,Metal İguana Deri,,,2989,,,,,,
3096,KorgunDb,Antrepo20,Roz Deri,,,2990,,,,,,
3097,KorgunDb,Antrepo20,Multi Deri,,,2991,,,,,,
3098,KorgunDb,Antrepo20,Çelik Ayna Deri,,,2992,,,,,,
