Koli_KOD,Beden_No,Koli_ADET
1632,13,0.0
1632,34,0.0
1633,1,0.0
1633,2,0.0
1633,3,0.0
1633,4,0.0
1633,5,0.0
1633,6,0.0
1633,7,1.0
1633,8,0.0
1633,9,3.0
1633,10,2.0
1633,11,1.0
1633,12,1.0
1633,13,0.0
1633,34,0.0
1634,1,0.0
1634,2,0.0
1634,3,0.0
1634,4,0.0
1634,5,0.0
1634,6,0.0
1634,7,0.0
1634,8,3.0
1634,9,3.0
1634,10,4.0
1634,11,0.0
1634,12,0.0
1634,13,0.0
1634,34,0.0
1635,1,0.0
1635,2,0.0
1635,3,0.0
1635,4,0.0
1635,5,0.0
1635,6,0.0
1635,7,1.0
1635,8,0.0
1635,9,3.0
1635,10,1.0
1635,11,2.0
1635,12,0.0
1635,13,0.0
1635,34,0.0
1636,1,0.0
1636,2,0.0
1636,3,0.0
1636,4,0.0
1636,5,0.0
1636,6,0.0
1636,7,1.0
1636,8,1.0
1636,9,1.0
1636,10,3.0
1636,11,1.0
1636,12,1.0
1636,13,0.0
1636,34,0.0
1637,1,0.0
1637,2,0.0
1637,3,0.0
1637,4,0.0
1637,5,0.0
1637,6,1.0
1637,7,1.0
1637,8,2.0
1637,9,0.0
1637,10,2.0
1637,11,2.0
1637,12,2.0
1637,13,0.0
1637,34,0.0
1638,1,0.0
1638,2,0.0
1638,3,0.0
1638,4,0.0
1638,5,0.0
1638,6,0.0
1638,7,1.0
1638,8,2.0
1638,9,0.0
1638,10,2.0
1638,11,2.0
1638,12,1.0
1638,13,0.0
1638,34,0.0
1639,1,0.0
1639,2,0.0
1639,3,0.0
1639,4,0.0
1639,5,0.0
1639,6,0.0
1639,7,1.0
1639,8,0.0
1639,9,3.0
1639,10,2.0
1639,11,0.0
1639,12,2.0
1639,13,0.0
1639,34,0.0
1640,1,0.0
1640,2,0.0
1640,3,0.0
1640,4,0.0
1640,5,0.0
1640,6,0.0
1640,7,0.0
1640,8,2.0
1640,9,2.0
1640,10,2.0
1640,11,0.0
1640,12,2.0
1640,13,0.0
1640,34,0.0
1641,1,0.0
1641,2,0.0
1641,3,0.0
1641,4,0.0
1641,5,0.0
1641,6,0.0
1641,7,1.0
1641,8,4.0
1641,9,6.0
1641,10,0.0
1641,11,0.0
1641,12,0.0
1641,13,0.0
1641,34,0.0
1642,1,0.0
1642,2,0.0
1642,3,0.0
1642,4,0.0
1642,5,0.0
1642,6,0.0
1642,7,0.0
1642,8,8.0
1642,9,0.0
1642,10,0.0
1642,11,0.0
1642,12,2.0
1642,13,0.0
1642,34,0.0
1643,1,0.0
1643,2,0.0
1643,3,0.0
1643,4,0.0
1643,5,0.0
1643,6,0.0
1643,7,0.0
1643,8,0.0
1643,9,0.0
1643,10,7.0
1643,11,0.0
1643,12,3.0
1643,13,0.0
1643,34,0.0
1644,1,0.0
1644,2,0.0
1644,3,0.0
1644,4,0.0
1644,5,0.0
1644,6,0.0
1644,7,0.0
1644,8,0.0
1644,9,8.0
1644,10,0.0
1644,11,0.0
1644,12,3.0
1644,13,0.0
1644,34,0.0
1645,1,0.0
1645,2,0.0
1645,3,0.0
1645,4,0.0
1645,5,0.0
1645,6,0.0
1645,7,1.0
1645,8,0.0
1645,9,0.0
1645,10,7.0
1645,11,0.0
1645,12,3.0
1645,13,0.0
1645,34,0.0
1646,1,0.0
1646,2,0.0
1646,3,0.0
1646,4,0.0
1646,5,0.0
1646,6,0.0
1646,7,0.0
1646,8,2.0
1646,9,3.0
1646,10,0.0
1646,11,3.0
1646,12,0.0
1646,13,0.0
1646,34,0.0
1647,1,0.0
1647,2,0.0
1647,3,0.0
1647,4,0.0
1647,5,0.0
1647,6,0.0
1647,7,0.0
1647,8,0.0
1647,9,0.0
1647,10,3.0
1647,11,2.0
1647,12,5.0
1647,13,0.0
1647,34,0.0
1648,1,0.0
1648,2,0.0
1648,3,0.0
1648,4,0.0
1648,5,0.0
1648,6,0.0
1648,7,1.0
1648,8,1.0
1648,9,2.0
1648,10,3.0
1648,11,1.0
1648,12,2.0
1648,13,0.0
1648,34,0.0
1649,1,0.0
1649,2,0.0
1649,3,0.0
1649,4,0.0
1649,5,0.0
1649,6,0.0
1649,7,2.0
1649,8,1.0
1649,9,3.0
1649,10,3.0
1649,11,0.0
1649,12,2.0
1649,13,0.0
1649,34,0.0
1650,1,0.0
1650,2,0.0
1650,3,0.0
1650,4,0.0
1650,5,0.0
1650,6,0.0
1650,7,1.0
1650,8,5.0
1650,9,0.0
1650,10,6.0
1650,11,0.0
1650,12,0.0
1650,13,0.0
1650,34,0.0
1651,1,0.0
1651,2,0.0
1651,3,0.0
1651,4,0.0
1651,5,0.0
1651,6,0.0
1651,7,0.0
1651,8,0.0
1651,9,7.0
1651,10,0.0
1651,11,4.0
1651,12,1.0
1651,13,0.0
1651,34,0.0
1652,1,0.0
1652,2,0.0
1652,3,0.0
1652,4,0.0
1652,5,0.0
1652,6,0.0
1652,7,1.0
1652,8,0.0
1652,9,5.0
1652,10,5.0
1652,11,0.0
1652,12,0.0
1652,13,0.0
1652,34,0.0
1653,1,0.0
1653,2,0.0
1653,3,0.0
1653,4,0.0
1653,5,0.0
1653,6,0.0
1653,7,0.0
1653,8,1.0
1653,9,0.0
1653,10,0.0
1653,11,8.0
1653,12,0.0
1653,13,0.0
1653,34,0.0
1654,1,0.0
1654,2,0.0
1654,3,0.0
1654,4,0.0
1654,5,0.0
1654,6,0.0
1654,7,1.0
1654,8,5.0
1654,9,0.0
1654,10,0.0
1654,11,0.0
1654,12,5.0
1654,13,0.0
1654,34,0.0
1655,1,0.0
1655,2,0.0
1655,3,0.0
1655,4,0.0
1655,5,0.0
1655,6,0.0
1655,7,0.0
1655,8,5.0
1655,9,0.0
1655,10,5.0
1655,11,0.0
1655,12,0.0
1655,13,0.0
1655,34,0.0
1656,1,0.0
1656,2,0.0
1656,3,0.0
1656,4,0.0
1656,5,0.0
1656,6,0.0
1656,7,0.0
1656,8,0.0
1656,9,6.0
1656,10,0.0
1656,11,2.0
1656,12,0.0
1656,13,0.0
1656,34,0.0
1657,1,0.0
1657,2,0.0
1657,3,0.0
1657,4,0.0
1657,5,0.0
1657,6,0.0
1657,7,1.0
1657,8,4.0
1657,9,5.0
1657,10,0.0
1657,11,0.0
1657,12,0.0
1657,13,0.0
1657,34,0.0
1658,1,0.0
1658,2,0.0
1658,3,0.0
1658,4,0.0
1658,5,0.0
1658,6,0.0
1658,7,1.0
1658,8,5.0
1658,9,6.0
1658,10,0.0
1658,11,0.0
1658,12,0.0
1658,13,0.0
1658,34,0.0
1659,1,0.0
1659,2,0.0
1659,3,0.0
1659,4,0.0
1659,5,0.0
1659,6,0.0
1659,7,0.0
1659,8,0.0
1659,9,0.0
1659,10,6.0
1659,11,4.0
1659,12,2.0
1659,13,0.0
1659,34,0.0
1660,1,0.0
1660,2,0.0
1660,3,0.0
1660,4,0.0
1660,5,0.0
1660,6,0.0
1660,7,0.0
1660,8,2.0
1660,9,0.0
1660,10,2.0
1660,11,4.0
1660,12,2.0
1660,13,0.0
1660,34,0.0
1661,1,0.0
1661,2,0.0
1661,3,0.0
1661,4,0.0
1661,5,0.0
1661,6,0.0
1661,7,0.0
1661,8,1.0
1661,9,2.0
1661,10,2.0
1661,11,0.0
1661,12,0.0
1661,13,0.0
1661,34,0.0
1662,1,0.0
1662,2,0.0
1662,3,0.0
1662,4,0.0
1662,5,0.0
1662,6,0.0
1662,7,0.0
1662,8,2.0
1662,9,10.0
1662,10,0.0
1662,11,0.0
1662,12,0.0
1662,13,0.0
1662,34,0.0
1663,1,0.0
1663,2,0.0
1663,3,0.0
1663,4,0.0
1663,5,0.0
1663,6,0.0
1663,7,0.0
1663,8,0.0
1663,9,2.0
1663,10,10.0
1663,11,0.0
1663,12,0.0
1663,13,0.0
1663,34,0.0
1664,1,0.0
1664,2,0.0
1664,3,0.0
1664,4,0.0
1664,5,0.0
1664,6,0.0
1664,7,0.0
1664,8,3.0
1664,9,0.0
1664,10,0.0
1664,11,3.0
1664,12,0.0
1664,13,0.0
1664,34,0.0
1665,1,0.0
1665,2,0.0
1665,3,0.0
1665,4,0.0
1665,5,0.0
1665,6,0.0
1665,7,1.0
1665,8,1.0
1665,9,1.0
1665,10,6.0
1665,11,1.0
1665,12,0.0
1665,13,0.0
1665,34,0.0
1666,1,0.0
1666,2,0.0
1666,3,0.0
1666,4,0.0
1666,5,0.0
1666,6,0.0
1666,7,1.0
1666,8,1.0
1666,9,2.0
1666,10,4.0
1666,11,2.0
1666,12,0.0
1666,13,0.0
1666,34,0.0
1667,17,0.0
1667,18,0.0
1667,19,1.0
1667,20,1.0
1667,21,1.0
1667,22,1.0
1667,23,1.0
1667,24,0.0
1667,25,0.0
1667,26,0.0
1667,27,0.0
1667,28,0.0
1667,29,0.0
1668,1,0.0
1668,2,0.0
1668,3,0.0
1668,4,0.0
1668,5,0.0
1668,6,0.0
1668,7,0.0
1668,8,3.0
1668,9,0.0
1668,10,2.0
1668,11,2.0
1668,12,0.0
1668,13,0.0
1668,34,0.0
1669,17,0.0
1669,18,0.0
1669,19,2.0
1669,20,2.0
1669,21,2.0
1669,22,2.0
1669,23,2.0
1669,24,0.0
1669,25,0.0
1669,26,0.0
1669,27,0.0
1669,28,0.0
1669,29,0.0
1670,1,0.0
1670,2,0.0
1670,3,0.0
1670,4,0.0
1670,5,0.0
1670,6,0.0
1670,7,4.0
1670,8,0.0
1670,9,4.0
1670,10,0.0
1670,11,0.0
1670,12,0.0
1670,13,0.0
1670,34,0.0
1671,17,0.0
1671,18,1.0
1671,19,0.0
1671,20,0.0
1671,21,0.0
1671,22,0.0
1671,23,0.0
1671,24,3.0
1671,25,0.0
1671,26,0.0
1671,27,0.0
1671,28,0.0
1671,29,0.0
1672,1,0.0
1672,2,0.0
1672,3,0.0
1672,4,0.0
1672,5,0.0
1672,6,0.0
1672,7,2.0
1672,8,3.0
1672,9,3.0
1672,10,0.0
1672,11,2.0
1672,12,0.0
1672,13,0.0
1672,34,0.0
1673,17,0.0
1673,18,1.0
1673,19,0.0
1673,20,0.0
1673,21,0.0
1673,22,0.0
1673,23,0.0
1673,24,0.0
1673,25,0.0
1673,26,0.0
1673,27,0.0
1673,28,0.0
1673,29,0.0
1674,1,0.0
1674,2,0.0
1674,3,0.0
1674,4,0.0
1674,5,0.0
1674,6,1.0
1674,7,1.0
1674,8,2.0
1674,9,3.0
1674,10,2.0
1674,11,2.0
1674,12,1.0
1674,13,0.0
1674,34,0.0
1675,17,0.0
1675,18,0.0
1675,19,2.0
1675,20,2.0
1675,21,2.0
1675,22,2.0
1675,23,2.0
1675,24,2.0
1675,25,0.0
1675,26,0.0
1675,27,0.0
1675,28,0.0
1675,29,0.0
1676,1,0.0
1676,2,0.0
1676,3,0.0
1676,4,0.0
1676,5,0.0
1676,6,2.0
1676,7,0.0
1676,8,4.0
1676,9,0.0
1676,10,2.0
1676,11,0.0
1676,12,0.0
1676,13,0.0
1676,34,0.0
1677,17,0.0
1677,18,0.0
1677,19,0.0
1677,20,0.0
1677,21,0.0
1677,22,4.0
1677,23,4.0
1677,24,3.0
1677,25,0.0
1677,26,0.0
1677,27,0.0
1677,28,0.0
1677,29,0.0
1678,1,0.0
1678,2,0.0
1678,3,0.0
1678,4,0.0
1678,5,0.0
1678,6,0.0
1678,7,0.0
1678,8,4.0
1678,9,0.0
1678,10,0.0
1678,11,2.0
1678,12,2.0
1678,13,0.0
1678,34,0.0
1679,1,0.0
1679,2,0.0
1679,3,0.0
1679,4,0.0
1679,5,0.0
1679,6,2.0
1679,7,2.0
1679,8,4.0
1679,9,4.0
1679,10,4.0
1679,11,2.0
1679,12,2.0
1679,13,0.0
1679,34,0.0
1680,1,0.0
1680,2,0.0
1680,3,0.0
1680,4,0.0
1680,5,0.0
1680,6,0.0
1680,7,0.0
1680,8,4.0
1680,9,4.0
1680,10,1.0
1680,11,0.0
1680,12,0.0
1680,13,0.0
1680,34,0.0
1681,1,0.0
1681,2,0.0
1681,3,0.0
1681,4,0.0
1681,5,0.0
1681,6,0.0
1681,7,2.0
1681,8,2.0
1681,9,0.0
1681,10,2.0
1681,11,2.0
1681,12,0.0
1681,13,0.0
1681,34,0.0
1682,1,0.0
1682,2,0.0
1682,3,0.0
1682,4,0.0
1682,5,0.0
1682,6,0.0
1682,7,0.0
1682,8,0.0
1682,9,1.0
1682,10,0.0
1682,11,1.0
1682,12,0.0
1682,13,0.0
1682,34,0.0
1683,1,0.0
1683,2,0.0
1683,3,0.0
1683,4,0.0
1683,5,0.0
1683,6,0.0
1683,7,3.0
1683,8,4.0
1683,9,5.0
1683,10,0.0
1683,11,0.0
1683,12,0.0
1683,13,0.0
1683,34,0.0
1684,1,0.0
1684,2,0.0
1684,3,0.0
1684,4,0.0
1684,5,0.0
1684,6,0.0
1684,7,4.0
1684,8,17.0
1684,9,31.0
1684,10,33.0
1684,11,29.0
1684,12,17.0
1684,13,0.0
1684,34,0.0
1685,1,0.0
1685,2,0.0
1685,3,0.0
1685,4,0.0
1685,5,0.0
1685,6,0.0
1685,7,2.0
1685,8,7.0
1685,9,10.0
1685,10,10.0
1685,11,7.0
1685,12,5.0
1685,13,0.0
1685,34,0.0
1686,1,0.0
1686,2,0.0
1686,3,0.0
1686,4,0.0
1686,5,0.0
1686,6,0.0
1686,7,1.0
1686,8,16.0
1686,9,18.0
1686,10,19.0
1686,11,16.0
1686,12,8.0
1686,13,0.0
1686,34,0.0
1687,1,0.0
1687,2,0.0
1687,3,0.0
1687,4,0.0
1687,5,0.0
1687,6,0.0
1687,7,0.0
1687,8,13.0
1687,9,15.0
1687,10,15.0
1687,11,15.0
1687,12,9.0
1687,13,0.0
1687,34,0.0
1688,1,0.0
1688,2,0.0
1688,3,0.0
1688,4,0.0
1688,5,0.0
1688,6,0.0
1688,7,2.0
1688,8,0.0
1688,9,2.0
1688,10,2.0
1688,11,0.0
1688,12,0.0
1688,13,0.0
1688,34,0.0
1689,1,0.0
1689,2,0.0
1689,3,0.0
1689,4,0.0
1689,5,0.0
1689,6,0.0
1689,7,2.0
1689,8,1.0
1689,9,2.0
1689,10,0.0
1689,11,1.0
1689,12,0.0
1689,13,0.0
1689,34,0.0
1690,1,0.0
1690,2,0.0
1690,3,0.0
1690,4,0.0
1690,5,0.0
1690,6,0.0
1690,7,2.0
1690,8,0.0
1690,9,2.0
1690,10,0.0
1690,11,1.0
1690,12,1.0
1690,13,0.0
1690,34,0.0
1691,1,0.0
1691,2,0.0
1691,3,0.0
1691,4,0.0
1691,5,0.0
1691,6,0.0
1691,7,1.0
1691,8,2.0
1691,9,3.0
1691,10,0.0
1691,11,0.0
1691,12,0.0
1691,13,0.0
1691,34,0.0
1692,1,0.0
1692,2,0.0
1692,3,0.0
1692,4,0.0
1692,5,0.0
1692,6,0.0
1692,7,0.0
1692,8,0.0
1692,9,0.0
1692,10,4.0
1692,11,3.0
1692,12,1.0
1692,13,0.0
1692,34,0.0
1693,1,0.0
1693,2,0.0
1693,3,0.0
1693,4,0.0
1693,5,0.0
1693,6,0.0
1693,7,0.0
1693,8,0.0
1693,9,0.0
1693,10,4.0
1693,11,4.0
1693,12,1.0
1693,13,0.0
1693,34,0.0
1694,1,0.0
1694,2,0.0
1694,3,0.0
1694,4,0.0
1694,5,0.0
1694,6,0.0
1694,7,1.0
1694,8,2.0
1694,9,2.0
1694,10,3.0
1694,11,2.0
1694,12,2.0
1694,13,0.0
1694,34,0.0
1695,1,0.0
1695,2,0.0
1695,3,0.0
1695,4,0.0
1695,5,0.0
1695,6,0.0
1695,7,3.0
1695,8,4.0
1695,9,4.0
1695,10,0.0
1695,11,1.0
1695,12,0.0
1695,13,0.0
1695,34,0.0
1696,1,0.0
1696,2,0.0
1696,3,0.0
1696,4,0.0
1696,5,0.0
1696,6,0.0
1696,7,0.0
1696,8,0.0
1696,9,0.0
1696,10,3.0
1696,11,3.0
1696,12,2.0
1696,13,0.0
1696,34,0.0
1697,1,0.0
1697,2,0.0
1697,3,0.0
1697,4,0.0
1697,5,0.0
1697,6,0.0
1697,7,0.0
1697,8,3.0
1697,9,0.0
1697,10,3.0
1697,11,2.0
1697,12,2.0
1697,13,0.0
1697,34,0.0
1698,1,0.0
1698,2,0.0
1698,3,0.0
1698,4,0.0
1698,5,0.0
1698,6,1.0
1698,7,0.0
1698,8,4.0
1698,9,3.0
1698,10,2.0
1698,11,2.0
1698,12,0.0
1698,13,0.0
1698,34,0.0
1699,1,0.0
1699,2,0.0
1699,3,0.0
1699,4,0.0
1699,5,0.0
1699,6,0.0
1699,7,4.0
1699,8,0.0
1699,9,0.0
1699,10,4.0
1699,11,0.0
1699,12,0.0
1699,13,0.0
1699,34,0.0
1700,1,0.0
1700,2,0.0
1700,3,0.0
1700,4,0.0
1700,5,0.0
1700,6,0.0
1700,7,3.0
1700,8,0.0
1700,9,3.0
1700,10,0.0
1700,11,2.0
1700,12,0.0
1700,13,0.0
1700,34,0.0
1701,1,0.0
1701,2,0.0
1701,3,0.0
1701,4,0.0
1701,5,0.0
1701,6,0.0
1701,7,0.0
1701,8,3.0
1701,9,3.0
1701,10,3.0
1701,11,2.0
1701,12,2.0
1701,13,0.0
1701,34,0.0
1702,1,0.0
1702,2,0.0
1702,3,0.0
1702,4,0.0
1702,5,0.0
1702,6,0.0
1702,7,0.0
1702,8,3.0
1702,9,3.0
1702,10,2.0
1702,11,2.0
1702,12,2.0
1702,13,0.0
1702,34,0.0
1703,1,0.0
1703,2,0.0
1703,3,0.0
1703,4,0.0
1703,5,0.0
1703,6,0.0
1703,7,0.0
1703,8,1.0
1703,9,0.0
1703,10,2.0
1703,11,1.0
1703,12,2.0
1703,13,0.0
1703,34,0.0
1704,1,0.0
1704,2,0.0
1704,3,0.0
1704,4,0.0
1704,5,0.0
1704,6,0.0
1704,7,0.0
1704,8,2.0
1704,9,0.0
1704,10,0.0
1704,11,2.0
1704,12,2.0
1704,13,0.0
1704,34,0.0
1705,1,0.0
1705,2,0.0
1705,3,0.0
1705,4,0.0
1705,5,0.0
1705,6,1.0
1705,7,1.0
1705,8,1.0
1705,9,1.0
1705,10,2.0
1705,11,5.0
1705,12,1.0
1705,13,0.0
1705,34,0.0
1706,1,0.0
1706,2,0.0
1706,3,0.0
1706,4,0.0
1706,5,0.0
1706,6,0.0
1706,7,0.0
1706,8,1.0
1706,9,4.0
1706,10,5.0
1706,11,2.0
1706,12,0.0
1706,13,0.0
1706,34,0.0
1707,1,0.0
1707,2,0.0
1707,3,0.0
1707,4,0.0
1707,5,0.0
1707,6,0.0
1707,7,0.0
1707,8,3.0
1707,9,6.0
1707,10,0.0
1707,11,2.0
1707,12,0.0
1707,13,0.0
1707,34,0.0
1708,1,0.0
1708,2,0.0
1708,3,0.0
1708,4,0.0
1708,5,0.0
1708,6,0.0
1708,7,0.0
1708,8,4.0
1708,9,3.0
1708,10,0.0
1708,11,0.0
1708,12,2.0
1708,13,0.0
1708,34,0.0
1709,1,0.0
1709,2,0.0
1709,3,0.0
1709,4,0.0
1709,5,0.0
1709,6,0.0
1709,7,0.0
1709,8,2.0
1709,9,4.0
1709,10,4.0
1709,11,0.0
1709,12,2.0
1709,13,0.0
1709,34,0.0
1710,1,0.0
1710,2,0.0
1710,3,0.0
1710,4,0.0
1710,5,0.0
1710,6,0.0
1710,7,0.0
1710,8,0.0
1710,9,2.0
1710,10,2.0
1710,11,4.0
1710,12,0.0
1710,13,0.0
1710,34,0.0
1711,1,0.0
1711,2,0.0
1711,3,0.0
1711,4,0.0
1711,5,0.0
1711,6,0.0
1711,7,0.0
1711,8,2.0
1711,9,7.0
1711,10,3.0
1711,11,0.0
1711,12,0.0
1711,13,0.0
1711,34,0.0
1712,1,0.0
1712,2,0.0
1712,3,0.0
1712,4,0.0
1712,5,0.0
1712,6,0.0
1712,7,0.0
1712,8,0.0
1712,9,0.0
1712,10,0.0
1712,11,2.0
1712,12,5.0
1712,13,0.0
1712,34,0.0
1713,1,0.0
1713,2,0.0
1713,3,0.0
1713,4,0.0
1713,5,0.0
1713,6,0.0
1713,7,0.0
1713,8,0.0
1713,9,0.0
1713,10,5.0
1713,11,7.0
1713,12,0.0
1713,13,0.0
1713,34,0.0
1714,1,0.0
1714,2,0.0
1714,3,0.0
1714,4,0.0
1714,5,0.0
1714,6,0.0
1714,7,0.0
1714,8,0.0
1714,9,0.0
1714,10,0.0
1714,11,1.0
1714,12,5.0
1714,13,0.0
1714,34,0.0
1715,1,0.0
1715,2,0.0
1715,3,0.0
1715,4,0.0
1715,5,0.0
1715,6,0.0
1715,7,0.0
1715,8,0.0
1715,9,1.0
1715,10,0.0
1715,11,11.0
1715,12,0.0
1715,13,0.0
1715,34,0.0
1716,1,0.0
1716,2,0.0
1716,3,0.0
1716,4,0.0
1716,5,0.0
1716,6,0.0
1716,7,1.0
1716,8,3.0
1716,9,6.0
1716,10,2.0
1716,11,0.0
1716,12,0.0
1716,13,0.0
1716,34,0.0
1717,1,0.0
1717,2,0.0
1717,3,0.0
1717,4,0.0
1717,5,0.0
1717,6,0.0
1717,7,0.0
1717,8,0.0
1717,9,0.0
1717,10,5.0
1717,11,6.0
1717,12,0.0
1717,13,0.0
1717,34,0.0
1718,1,0.0
1718,2,0.0
1718,3,0.0
1718,4,0.0
1718,5,0.0
1718,6,0.0
1718,7,1.0
1718,8,8.0
1718,9,3.0
1718,10,0.0
1718,11,0.0
1718,12,0.0
1718,13,0.0
1718,34,0.0
1719,1,0.0
1719,2,0.0
1719,3,0.0
1719,4,0.0
1719,5,0.0
1719,6,0.0
1719,7,0.0
1719,8,0.0
1719,9,0.0
1719,10,7.0
1719,11,0.0
1719,12,5.0
1719,13,0.0
1719,34,0.0
1720,1,0.0
1720,2,0.0
1720,3,0.0
1720,4,0.0
1720,5,0.0
1720,6,1.0
1720,7,1.0
1720,8,2.0
1720,9,2.0
1720,10,2.0
1720,11,4.0
1720,12,0.0
1720,13,0.0
1720,34,0.0
1721,1,0.0
1721,2,0.0
1721,3,0.0
1721,4,0.0
1721,5,0.0
1721,6,0.0
1721,7,0.0
1721,8,1.0
1721,9,2.0
1721,10,5.0
1721,11,4.0
1721,12,0.0
1721,13,0.0
1721,34,0.0
1722,1,0.0
1722,2,0.0
1722,3,0.0
1722,4,0.0
1722,5,0.0
1722,6,0.0
1722,7,2.0
1722,8,3.0
1722,9,2.0
1722,10,0.0
1722,11,0.0
1722,12,0.0
1722,13,0.0
1722,34,0.0
1723,1,0.0
1723,2,0.0
1723,3,0.0
1723,4,0.0
1723,5,0.0
1723,6,0.0
1723,7,0.0
1723,8,8.0
1723,9,6.0
1723,10,6.0
1723,11,4.0
1723,12,0.0
1723,13,0.0
1723,34,0.0
1724,1,0.0
1724,2,0.0
1724,3,0.0
1724,4,0.0
1724,5,0.0
1724,6,0.0
1724,7,0.0
1724,8,4.0
1724,9,3.0
1724,10,3.0
1724,11,2.0
1724,12,0.0
1724,13,0.0
1724,34,0.0
1725,1,0.0
1725,2,0.0
1725,3,0.0
1725,4,0.0
1725,5,0.0
1725,6,0.0
1725,7,2.0
1725,8,0.0
1725,9,3.0
1725,10,3.0
1725,11,2.0
1725,12,2.0
1725,13,0.0
1725,34,0.0
1726,1,0.0
1726,2,0.0
1726,3,0.0
1726,4,0.0
1726,5,0.0
1726,6,1.0
1726,7,4.0
1726,8,0.0
1726,9,0.0
1726,10,0.0
1726,11,7.0
1726,12,0.0
1726,13,0.0
1726,34,0.0
1727,1,0.0
1727,2,0.0
1727,3,0.0
1727,4,0.0
1727,5,0.0
1727,6,0.0
1727,7,0.0
1727,8,9.0
1727,9,0.0
1727,10,0.0
1727,11,0.0
1727,12,3.0
1727,13,0.0
1727,34,0.0
1728,1,0.0
1728,2,0.0
1728,3,0.0
1728,4,0.0
1728,5,0.0
1728,6,0.0
1728,7,0.0
1728,8,4.0
1728,9,7.0
1728,10,0.0
1728,11,0.0
1728,12,0.0
1728,13,0.0
1728,34,0.0
1729,1,0.0
1729,2,0.0
1729,3,0.0
1729,4,0.0
1729,5,0.0
1729,6,0.0
1729,7,0.0
1729,8,0.0
1729,9,0.0
1729,10,5.0
1729,11,4.0
1729,12,1.0
1729,13,0.0
1729,34,0.0
1730,1,0.0
1730,2,0.0
1730,3,0.0
1730,4,0.0
1730,5,0.0
1730,6,0.0
1730,7,0.0
1730,8,0.0
1730,9,2.0
1730,10,1.0
1730,11,1.0
1730,12,0.0
1730,13,0.0
1730,34,0.0
1731,1,0.0
1731,2,0.0
1731,3,0.0
1731,4,0.0
1731,5,0.0
1731,6,0.0
1731,7,0.0
1731,8,0.0
1731,9,0.0
1731,10,1.0
1731,11,2.0
1731,12,5.0
1731,13,0.0
1731,34,0.0
1732,1,0.0
1732,2,0.0
1732,3,0.0
1732,4,0.0
1732,5,0.0
1732,6,0.0
1732,7,1.0
1732,8,2.0
1732,9,3.0
1732,10,1.0
1732,11,0.0
1732,12,0.0
1732,13,0.0
1732,34,0.0
1733,1,0.0
1733,2,0.0
1733,3,0.0
1733,4,0.0
1733,5,0.0
1733,6,0.0
1733,7,0.0
1733,8,0.0
1733,9,2.0
1733,10,3.0
1733,11,2.0
1733,12,0.0
1733,13,0.0
1733,34,0.0
1734,1,0.0
1734,2,0.0
1734,3,0.0
1734,4,0.0
1734,5,0.0
1734,6,0.0
1734,7,1.0
1734,8,2.0
1734,9,1.0
1734,10,2.0
1734,11,2.0
1734,12,1.0
1734,13,0.0
1734,34,0.0
1735,1,0.0
1735,2,0.0
1735,3,0.0
1735,4,0.0
1735,5,0.0
1735,6,0.0
1735,7,0.0
1735,8,0.0
1735,9,1.0
1735,10,2.0
1735,11,3.0
1735,12,1.0
1735,13,0.0
1735,34,0.0
1736,1,0.0
1736,2,0.0
1736,3,0.0
1736,4,0.0
1736,5,0.0
1736,6,0.0
1736,7,0.0
1736,8,0.0
1736,9,0.0
1736,10,3.0
1736,11,3.0
1736,12,1.0
1736,13,0.0
1736,34,0.0
1737,1,0.0
1737,2,0.0
1737,3,0.0
1737,4,0.0
1737,5,0.0
1737,6,0.0
1737,7,1.0
1737,8,2.0
1737,9,2.0
1737,10,3.0
1737,11,3.0
1737,12,2.0
1737,13,0.0
1737,34,0.0
1738,1,0.0
1738,2,0.0
1738,3,0.0
1738,4,0.0
1738,5,0.0
1738,6,0.0
1738,7,1.0
1738,8,2.0
1738,9,3.0
1738,10,3.0
1738,11,2.0
1738,12,2.0
1738,13,0.0
1738,34,0.0
1739,17,0.0
1739,18,2.0
1739,19,4.0
1739,20,2.0
1739,21,0.0
1739,22,0.0
1739,23,0.0
1739,24,0.0
1739,25,0.0
1739,26,0.0
1739,27,0.0
1739,28,0.0
1739,29,0.0
1740,1,0.0
1740,2,0.0
1740,3,0.0
1740,4,0.0
1740,5,0.0
1740,6,0.0
1740,7,0.0
1740,8,0.0
1740,9,0.0
1740,10,0.0
1740,11,2.0
1740,12,4.0
1740,13,4.0
1740,34,0.0
1741,17,0.0
1741,18,0.0
1741,19,0.0
1741,20,2.0
1741,21,2.0
1741,22,2.0
1741,23,2.0
1741,24,2.0
1741,25,0.0
1741,26,0.0
1741,27,0.0
1741,28,0.0
1741,29,0.0
1742,1,0.0
1742,2,0.0
1742,3,0.0
1742,4,0.0
1742,5,0.0
1742,6,0.0
1742,7,0.0
1742,8,2.0
1742,9,5.0
1742,10,5.0
1742,11,0.0
1742,12,0.0
1742,13,0.0
1742,34,0.0
1743,17,0.0
1743,18,0.0
1743,19,0.0
1743,20,0.0
1743,21,2.0
1743,22,2.0
1743,23,2.0
1743,24,2.0
1743,25,0.0
1743,26,0.0
1743,27,0.0
1743,28,0.0
1743,29,0.0
1744,1,0.0
1744,2,0.0
1744,3,0.0
1744,4,0.0
1744,5,0.0
1744,6,0.0
