FisNo,Bolum,FisTip,FisTar,BelgeNo,Kasa,Location,CariKod,OzKod1,OzKod2,MuhKod,MuhFisNo,iptal,MM,insUN,insDT,updUN,updDT,locked,CreaterApp,OzKod3,OzKod4,OzKod5,LastUpdate,LastCalculate,MakbuzSerino,MakbuzNo,NeedCalculate,NoBaBs
7952,K,NT,2025-04-10 13:43:00,,K001,L001,,,,,0,,,İra,2025-04-10 13:42:33.133000,İra,2025-04-10 13:42:33.133000,,,,,,2025-04-17 15:30:30.110000,2025-04-17 15:30:33.190000,,,0,
7953,K,NT,2025-04-10 15:33:55,,K001,L001,,,,,0,,,İra,2025-04-10 15:33:12.440000,İra,2025-04-10 15:33:12.440000,,,,,,2025-04-17 15:30:30.110000,2025-05-02 16:46:27.820000,,,0,
7954,K,NT,2025-04-10 16:58:47,,K001,L001,,,,,0,,,İra,2025-04-10 16:58:12.960000,İra,2025-04-10 16:58:12.960000,,,,,,2025-04-17 15:30:30.110000,2025-04-17 15:30:33.200000,,,0,
7955,K,NT,2025-04-10 17:00:05,,K001,L001,,,,,0,,,İra,2025-04-10 16:59:32.063000,İra,2025-04-10 16:59:32.063000,,,,,,2025-04-17 15:30:30.110000,2025-04-17 15:30:33.210000,,,0,
7956,K,NT,2025-04-11 15:50:41,,K001,L001,,,,,0,,,İra,2025-04-11 15:50:30.223000,İra,2025-04-11 15:50:30.223000,,,,,,2025-04-12 14:26:06.573000,2025-04-12 14:26:07.477000,,,0,
7957,K,NT,2025-04-11 15:51:46,,K001,L001,,,,,0,,,İra,2025-04-11 15:51:16.807000,İra,2025-04-11 15:51:16.807000,,,,,,2025-04-12 14:26:06.573000,2025-04-12 14:26:07.493000,,,0,
7958,K,NT,2025-04-11 15:53:05,,K001,L001,,,,,0,,,İra,2025-04-11 15:52:37.180000,İra,2025-04-11 15:52:37.180000,,,,,,2025-04-12 14:26:06.573000,2025-04-12 14:26:07.497000,,,0,
7959,K,NT,2025-04-11 17:13:04,,K001,L001,,,,,0,,,İra,2025-04-11 17:12:31.867000,İra,2025-04-11 17:12:31.867000,,,,,,2025-04-12 14:26:06.573000,2025-04-12 14:26:07.503000,,,0,
7960,K,NT,2025-04-11 17:13:49,,K001,L001,,,,,0,,,İra,2025-04-11 17:13:02.350000,İra,2025-04-11 17:13:02.350000,,,,,,2025-04-12 14:26:06.573000,2025-04-12 14:26:07.510000,,,0,
7961,K,NT,2025-04-12 13:15:36,,K001,L001,,,,,0,,,İra,2025-04-12 13:15:54.073000,İra,2025-04-12 13:15:54.073000,,,,,,2025-04-12 13:15:54.163000,2025-05-15 16:19:32.590000,,,0,
7962,K,NO,2025-04-11 14:05:16,,K001,L001,,,,,0,,,ONUR,2025-04-12 14:06:54.510000,ONUR,2025-04-12 14:13:54.917000,,,,,,2025-04-12 14:26:06.573000,2025-04-12 14:26:07.513000,,,0,
7963,K,NO,2025-04-11 14:14:55,,K001,L001,,,,,0,,,ONUR,2025-04-12 14:15:48.670000,ONUR,2025-04-12 14:21:44.177000,,,,,,2025-04-12 14:26:06.573000,2025-04-12 14:26:07.550000,,,0,
7964,K,NO,2025-04-11 14:22:45,,K001,L001,,,,,0,,,ONUR,2025-04-12 14:22:19.040000,ONUR,2025-04-12 14:24:53.750000,,,,,,2025-04-12 14:26:06.573000,2025-04-12 14:26:07.563000,,,0,
7965,K,NT,2025-04-11 15:48:47,,K001,L001,,,,,0,,,ONUR,2025-04-12 15:48:20.330000,ONUR,2025-04-12 15:48:20.330000,,,,,,2025-04-12 15:48:20.343000,2025-04-12 15:48:20.543000,,,0,
7966,K,NT,2025-04-14 11:10:21,,K001,L001,,,,,0,,,ONUR,2025-04-14 11:10:13.567000,ONUR,2025-04-14 11:10:13.567000,,,,,,2025-04-14 11:10:13.590000,2025-04-14 11:10:13.823000,,,0,
7967,K,NT,2025-04-14 16:19:28,,K001,L001,,,,,0,,,ONUR,2025-04-14 16:22:17.707000,ONUR,2025-04-14 16:22:17.707000,,,,,,2025-04-14 16:22:17.727000,2025-04-14 16:22:17.973000,,,0,
7968,K,NT,2025-04-14 16:24:56,,K001,L001,,,,,0,,,ONUR,2025-04-14 16:24:16.537000,ONUR,2025-04-14 16:24:16.537000,,,,,,2025-04-14 16:24:16.560000,2025-04-14 16:24:16.790000,,,0,
7969,K,NT,2025-04-14 16:26:10,,K001,L001,,,,,0,,,ONUR,2025-04-14 16:25:29.340000,ONUR,2025-04-14 16:25:29.340000,,,,,,2025-04-14 16:25:29.367000,2025-04-14 16:25:29.593000,,,0,
7970,K,NT,2025-04-14 16:27:29,,K001,L001,,,,,0,,,ONUR,2025-04-14 16:27:23.613000,ONUR,2025-04-14 16:27:23.613000,,,,,,2025-04-14 16:27:23.640000,2025-04-14 16:27:23.863000,,,0,
7971,K,NT,2025-04-14 16:29:16,,K001,L001,,,,,0,,,ONUR,2025-04-14 16:28:54.630000,ONUR,2025-04-14 16:28:54.630000,,,,,,2025-04-14 16:28:54.653000,2025-04-14 16:28:54.870000,,,0,
7972,K,NT,2025-04-14 17:38:59,,K001,L001,,,,,0,,,ONUR,2025-04-14 17:38:35.560000,ONUR,2025-04-15 12:33:26.900000,,,,,,2025-04-15 12:33:26.913000,2025-04-15 12:33:27.063000,,,0,
7973,K,NT,2025-04-15 10:29:51,,K001,L001,,,,,0,,,ONUR,2025-04-15 10:30:19.977000,ONUR,2025-04-15 10:30:19.977000,,,,,,2025-04-15 10:30:20.050000,2025-04-15 10:30:20.563000,,,0,
7974,K,NT,2025-04-15 10:39:50,,K001,L001,,,,,0,,,ONUR,2025-04-15 10:39:13.230000,ONUR,2025-04-15 10:39:13.230000,,,,,,2025-04-15 10:39:13.250000,2025-04-15 10:39:13.470000,,,0,
7975,K,NO,2025-04-15 12:42:41,,K001,L001,,,,,0,,,ONUR,2025-04-15 12:42:42.950000,ONUR,2025-04-15 12:42:42.950000,,,,,,2025-04-15 12:42:42.967000,2025-04-15 12:42:43.200000,,,0,
7976,K,NT,2025-04-15 15:28:43,,K001,L001,,,,,0,,,ONUR,2025-04-15 15:28:24.607000,ONUR,2025-04-15 15:28:24.607000,,,,,,2025-04-15 15:28:24.643000,2025-04-15 15:28:24.883000,,,0,
7977,K,NT,2025-04-15 15:32:07,,K001,L001,,,,,0,,,ONUR,2025-04-15 15:31:27.300000,ONUR,2025-04-15 15:31:27.300000,,,,,,2025-04-15 15:31:27.320000,2025-04-15 15:31:27.530000,,,0,
7978,K,NT,2025-04-15 15:42:54,,K001,L001,,,,,0,,,ONUR,2025-04-15 15:42:18.450000,ONUR,2025-04-15 15:42:18.450000,,,,,,2025-04-15 15:42:18.470000,2025-04-15 15:42:18.690000,,,0,
7979,K,NT,2025-04-15 15:44:03,,K001,L001,,,,,0,,,ONUR,2025-04-15 15:43:28.430000,ONUR,2025-04-15 15:43:28.430000,,,,,,2025-04-15 15:43:28.450000,2025-04-15 15:43:28.657000,,,0,
7980,K,NT,2025-04-15 17:05:10,,K001,L001,,,,,0,,,ONUR,2025-04-15 17:04:36.257000,ONUR,2025-04-15 17:04:36.257000,,,,,,2025-04-15 17:04:36.280000,2025-04-15 17:04:36.500000,,,0,
7981,K,NT,2025-04-15 17:07:04,,K001,L001,,,,,0,,,ONUR,2025-04-15 17:06:23.740000,ONUR,2025-04-15 17:06:23.740000,,,,,,2025-04-15 17:06:23.760000,2025-04-15 17:06:23.973000,,,0,
7982,K,NT,2025-04-15 17:11:08,,K001,L001,,,,,0,,,ONUR,2025-04-15 17:10:34.190000,ONUR,2025-04-15 17:10:34.190000,,,,,,2025-04-15 17:10:34.210000,2025-04-15 17:10:34.410000,,,0,
7983,K,NT,2025-04-14 19:02:27,,K001,L001,,,,,0,,,İra,2025-04-15 19:02:45.913000,İra,2025-04-15 19:02:45.913000,,,,,,2025-04-15 19:02:45.970000,2025-05-15 16:19:23.180000,,,0,
7984,K,NT,2025-04-15 19:03:51,,K001,L001,,,,,0,,,İra,2025-04-15 19:04:03.827000,İra,2025-04-15 19:04:03.827000,,,,,,2025-04-15 19:04:03.880000,2025-05-15 16:19:23.193000,,,0,
7985,K,NT,2025-04-16 11:31:02,,K001,L001,,,,,0,,,ONUR,2025-04-16 11:30:28.710000,ONUR,2025-04-16 11:30:28.710000,,,,,,2025-04-16 11:30:28.730000,2025-04-16 11:30:28.957000,,,0,
7986,K,NT,2025-04-16 11:32:39,,K001,L001,,,,,0,,,ONUR,2025-04-16 11:31:59.850000,ONUR,2025-04-16 11:31:59.850000,,,,,,2025-04-16 11:31:59.870000,2025-04-16 11:32:00.087000,,,0,
7987,K,NT,2025-04-16 14:26:47,,K001,L001,,,,,0,,,ONUR,2025-04-16 14:26:11.827000,ONUR,2025-04-16 14:26:11.827000,,,,,,2025-04-16 14:26:11.837000,2025-04-16 14:26:12.027000,,,0,
7988,K,NO,2025-04-16 14:53:54,,K001,L001,,,,,0,,,ONUR,2025-04-16 14:53:53.110000,ONUR,2025-04-16 14:53:53.110000,,,,,,2025-04-16 14:53:53.130000,2025-04-16 14:53:53.337000,,,0,
7989,K,NT,2025-04-16 15:37:06,,K001,L001,,,,,0,,,İra,2025-04-16 15:37:35.750000,İra,2025-04-16 15:37:35.750000,,,,,,2025-04-16 15:37:35.830000,2025-04-25 19:24:52.083000,,,0,
7990,K,NT,2025-04-16 18:22:43,,K001,L001,,,,,0,,,ONUR,2025-04-16 18:22:04.413000,ONUR,2025-04-16 18:22:04.413000,,,,,,2025-04-16 18:22:04.437000,2025-04-16 18:22:04.633000,,,0,
7991,K,NT,2025-04-16 18:24:53,,K001,L001,,,,,0,,,ONUR,2025-04-16 18:24:14.273000,ONUR,2025-04-16 18:24:14.273000,,,,,,2025-04-16 18:24:14.297000,2025-04-16 18:24:14.500000,,,0,
7992,K,NT,2025-04-16 18:26:33,,K001,L001,,,,,0,,,ONUR,2025-04-16 18:25:52.283000,ONUR,2025-04-16 18:25:52.283000,,,,,,2025-04-16 18:25:52.307000,2025-04-16 18:25:52.510000,,,0,
7993,K,NT,2025-04-16 18:31:43,,K001,L001,,,,,0,,,ONUR,2025-04-16 18:31:07.153000,ONUR,2025-04-16 18:31:07.153000,,,,,,2025-04-16 18:31:07.177000,2025-04-16 18:31:07.390000,,,0,
7994,K,NT,2025-04-16 18:34:15,,K001,L001,,,,,0,,,ONUR,2025-04-16 18:33:40.597000,ONUR,2025-04-16 18:33:40.597000,,,,,,2025-04-16 18:33:40.627000,2025-04-16 18:33:40.887000,,,0,
7995,K,NT,2025-04-16 18:35:45,,K001,L001,,,,,0,,,ONUR,2025-04-16 18:35:04.437000,ONUR,2025-04-16 18:35:04.437000,,,,,,2025-04-16 18:35:04.453000,2025-04-16 18:35:04.657000,,,0,
7996,K,NT,2025-04-16 18:38:45,,K001,L001,,,,,0,,,ONUR,2025-04-16 18:38:05.297000,ONUR,2025-04-16 18:38:05.297000,,,,,,2025-04-16 18:38:05.310000,2025-04-16 18:38:05.500000,,,0,
7997,K,NT,2025-04-16 18:40:17,,K001,L001,,,,,0,,,ONUR,2025-04-16 18:39:35.960000,ONUR,2025-04-16 18:39:35.960000,,,,,,2025-04-16 18:39:35.973000,2025-04-16 18:39:36.140000,,,0,
7998,K,NT,2025-04-17 09:51:52,,K001,L001,,,,,0,,,ONUR,2025-04-17 09:53:19.230000,ONUR,2025-04-17 09:53:19.230000,,,,,,2025-04-17 16:31:07.590000,2025-04-17 16:31:15.100000,,,0,
7999,K,NT,2025-04-17 09:54:18,,K001,L001,,,,,0,,,ONUR,2025-04-17 09:54:34.423000,ONUR,2025-04-17 09:54:34.423000,,,,,,2025-04-17 16:31:07.590000,2025-04-17 16:31:15.107000,,,0,
8000,K,NT,2025-04-17 14:40:49,,K001,L001,,,,,0,,,ONUR,2025-04-17 14:40:50.077000,ONUR,2025-04-17 14:40:50.077000,,,,,,2025-04-17 16:31:07.590000,2025-04-17 16:31:15.110000,,,0,
8001,K,NT,2025-04-17 14:42:43,,K001,L001,,,,,0,,,ONUR,2025-04-17 14:42:02.927000,ONUR,2025-04-17 14:42:02.927000,,,,,,2025-04-17 16:31:07.590000,2025-04-17 16:31:15.117000,,,0,
8002,K,NT,2025-04-17 14:44:25,,K001,L001,,,,,0,,,ONUR,2025-04-17 14:43:43.753000,ONUR,2025-04-17 14:43:43.753000,,,,,,2025-04-17 16:31:07.590000,2025-04-17 16:31:15.120000,,,0,
8004,K,NO,2025-03-27 19:58:04,,K001,L001,,,,,0,,,ONUR,2025-04-17 19:59:00.567000,ONUR,2025-04-17 19:59:54.220000,,,,,,2025-04-17 19:59:54.220000,2025-04-17 19:59:54.770000,,,0,
8005,K,NO,2025-04-18 09:07:55,,K001,L001,,,,,0,,,ONUR,2025-04-18 09:08:14.057000,ONUR,2025-04-26 13:44:47.797000,,,,,,2025-04-26 13:44:47.807000,2025-04-26 13:44:48.040000,,,0,
8006,K,NO,2025-04-18 09:08:53,,K001,L001,,,,,0,,,ONUR,2025-04-18 09:09:09.393000,ONUR,2025-04-18 09:09:09.393000,,,,,,2025-04-18 10:54:15.590000,2025-04-18 10:54:18.397000,,,0,
8007,K,NO,2025-04-18 10:33:05,,K001,L001,,,,,0,,,ONUR,2025-04-18 10:33:23.190000,ONUR,2025-04-18 12:18:02.497000,,,,,,2025-04-18 12:18:02.503000,2025-04-18 12:18:03.967000,,,0,
8008,K,NO,2025-04-18 13:19:07,,K001,L001,,,,,0,,,ONUR,2025-04-18 13:19:30.330000,ONUR,2025-04-18 15:38:29.987000,,,,,,2025-04-18 15:38:29.997000,2025-04-18 15:38:31.960000,,,0,
8009,K,NT,2025-04-18 14:15:50,,K001,L001,,,,,0,,,İra,2025-04-18 14:16:15.687000,İra,2025-04-18 14:16:15.687000,,,,,,2025-04-18 14:16:15.750000,2025-05-22 17:13:48.203000,,,0,
8010,K,NT,2025-04-18 15:16:08,,K001,L001,,,,,0,,,ONUR,2025-04-18 15:15:29.013000,ONUR,2025-04-18 15:15:29.013000,,,,,,2025-04-18 15:15:29.017000,2025-04-18 15:15:29.243000,,,0,
8011,K,NT,2025-04-18 15:18:00,,K001,L001,,,,,0,,,ONUR,2025-04-18 15:17:17.673000,ONUR,2025-04-18 15:17:17.673000,,,,,,2025-04-18 15:17:17.693000,2025-04-18 15:17:17.897000,,,0,
8012,K,NT,2025-04-18 16:02:34,,K001,L001,,,,,0,,,ONUR,2025-04-18 16:02:00.933000,ONUR,2025-04-18 16:02:00.933000,,,,,,2025-04-18 16:02:00.953000,2025-04-18 16:02:01.177000,,,0,
8013,K,NT,2025-04-18 16:03:42,,K001,L001,,,,,0,,,ONUR,2025-04-18 16:03:00.897000,ONUR,2025-04-18 16:03:00.897000,,,,,,2025-04-18 16:03:00.923000,2025-04-18 16:03:01.140000,,,0,
8014,K,NT,2025-04-18 18:40:36,,K001,L001,,,,,0,,,ONUR,2025-04-18 18:41:06.497000,ONUR,2025-04-18 18:41:06.497000,,,,,,2025-04-18 18:41:06.567000,2025-04-18 18:41:07.153000,,,0,
8015,K,NT,2025-04-18 18:59:43,,K001,L001,,,,,0,,,ONUR,2025-04-18 19:00:03.767000,ONUR,2025-04-18 19:00:42.323000,,,,,,2025-04-18 19:00:42.340000,2025-04-18 19:00:42.857000,,,0,
8016,K,NT,2025-04-19 10:13:19,,K001,L001,,,,,0,,,İra,2025-04-19 10:13:33.403000,İra,2025-04-19 10:13:33.403000,,,,,,2025-04-19 10:13:33.460000,2025-05-15 16:19:23.203000,,,0,
8018,K,NO,2025-04-19 10:52:12,,K001,L001,,,,,0,,,ONUR,2025-04-19 10:51:42.543000,ONUR,2025-04-19 10:51:42.543000,,,,,,2025-04-19 10:51:42.560000,2025-04-19 10:51:42.767000,,,0,
8019,K,NT,2025-04-19 13:15:32,,K001,L001,,,,,0,,,ONUR,2025-04-19 13:15:52.190000,ONUR,2025-04-19 14:15:58.513000,,,,,,2025-04-19 14:15:58.517000,2025-04-19 14:15:58.670000,,,0,
8020,K,NT,2025-04-21 16:59:59,,K001,L001,,,,,0,,,ONUR,2025-04-21 16:59:17.303000,ONUR,2025-04-21 16:59:17.303000,,,,,,2025-04-21 16:59:17.323000,2025-04-21 16:59:17.520000,,,0,
8021,K,NT,2025-04-21 17:05:17,,K001,L001,,,,,0,,,ONUR,2025-04-21 17:04:35.707000,ONUR,2025-04-21 17:04:35.707000,,,,,,2025-04-21 17:04:35.727000,2025-04-21 17:04:35.943000,,,0,
8022,K,NT,2025-04-21 17:07:47,,K001,L001,,,,,0,,,ONUR,2025-04-21 17:07:03.500000,ONUR,2025-04-21 17:07:03.500000,,,,,,2025-04-21 17:07:03.527000,2025-04-21 17:07:03.727000,,,0,
8023,K,NT,2025-04-21 17:51:43,,K001,L001,,,,,0,,,ONUR,2025-04-21 17:51:00,ONUR,2025-04-21 17:51:00,,,,,,2025-04-21 17:51:00.017000,2025-04-21 17:51:00.223000,,,0,
8024,K,NT,2025-04-21 17:53:08,,K001,L001,,,,,0,,,ONUR,2025-04-21 17:52:30.567000,ONUR,2025-04-21 17:52:30.567000,,,,,,2025-04-21 17:52:30.583000,2025-04-21 17:52:30.790000,,,0,
8025,K,NT,2025-04-21 18:08:59,,K001,L001,,,,,0,,,ONUR,2025-04-21 18:09:24.747000,ONUR,2025-04-21 18:09:24.747000,,,,,,2025-04-21 18:09:24.767000,2025-04-21 18:09:24.997000,,,0,
8026,K,NT,2025-04-07 19:20:45,,K001,L001,,,,,0,,,ONUR,2025-04-21 19:22:00.253000,ONUR,2025-04-21 19:22:00.253000,,,,,,2025-04-21 19:22:00.333000,2025-04-21 19:22:00.863000,,,0,
8027,K,NT,2025-04-21 19:36:51,,K001,L001,,,,,0,,,İra,2025-04-21 19:37:12.263000,İra,2025-04-21 19:37:12.267000,,,,,,2025-04-21 19:37:12.327000,2025-05-21 16:42:02.820000,,,0,
8028,K,NT,2025-04-22 12:16:44,,K001,L001,,,,,0,,,ONUR,2025-04-22 12:16:03.723000,ONUR,2025-04-22 12:16:03.723000,,,,,,2025-04-22 12:16:03.743000,2025-04-22 12:16:03.943000,,,0,
8029,K,NT,2025-04-22 12:18:33,,K001,L001,,,,,0,,,ONUR,2025-04-22 12:17:52.403000,ONUR,2025-04-22 12:17:52.403000,,,,,,2025-04-22 12:17:52.417000,2025-04-22 12:17:52.590000,,,0,
8030,K,NT,2025-04-22 16:33:23,,K001,L001,,,,,0,,,ONUR,2025-04-22 16:32:39.380000,ONUR,2025-04-22 16:32:57.293000,,,,,,2025-04-22 16:32:57.303000,2025-04-22 16:32:57.503000,,,0,
8031,K,NT,2025-03-06 11:16:27,,K001,L001,,,,,0,,,ONUR,2025-04-23 11:16:18.760000,ONUR,2025-04-23 11:16:18.760000,,,,,,2025-04-23 11:16:18.780000,2025-04-23 11:16:18.990000,,,0,
8032,K,NO,2025-03-06 11:18:11,,K001,L001,,,,,0,,,ONUR,2025-04-23 11:19:50.957000,ONUR,2025-04-23 11:19:50.957000,,,,,,2025-04-23 11:19:50.980000,2025-04-23 11:19:51.230000,,,0,
8033,K,NT,2025-04-14 11:24:54,,K001,L001,,,,,0,,,ONUR,2025-04-23 11:24:23.110000,ONUR,2025-04-23 11:24:31.447000,,,,,,2025-04-23 11:24:31.447000,2025-04-23 11:24:31.617000,,,0,
8034,K,NO,2025-04-14 11:26:59,,K001,L001,,,,,0,,,ONUR,2025-04-23 11:26:21.423000,ONUR,2025-04-23 11:26:21.423000,,,,,,2025-04-23 11:26:21.450000,2025-04-23 11:26:21.653000,,,0,
8035,K,NT,2025-04-18 11:29:23,,K001,L001,,,,,0,,,ONUR,2025-04-23 11:28:58.770000,ONUR,2025-04-23 11:28:58.770000,,,,,,2025-04-23 11:28:58.790000,2025-04-23 11:28:59.017000,,,0,
8036,K,NO,2025-04-23 11:30:22,,K001,L001,,,,,0,,,ONUR,2025-04-23 11:29:47.293000,ONUR,2025-04-23 11:29:47.293000,,,,,,2025-04-23 11:29:47.317000,2025-04-23 11:29:47.533000,,,0,
8037,K,NT,2025-04-23 11:25:12,,K001,L001,,,,,0,,,ONUR,2025-04-23 11:31:24.597000,ONUR,2025-04-23 11:31:24.597000,,,,,,2025-04-23 11:31:24.673000,2025-04-23 11:31:28.143000,,,0,
8038,K,NT,2025-04-23 15:37:23,,K001,L001,,,,,0,,,ONUR,2025-04-23 15:36:40.097000,ONUR,2025-04-23 15:36:40.097000,,,,,,2025-04-23 15:36:40.113000,2025-04-23 15:36:40.327000,,,0,
8039,K,NT,2025-04-23 15:38:47,,K001,L001,,,,,0,,,ONUR,2025-04-23 15:38:54.003000,ONUR,2025-04-23 15:38:54.003000,,,,,,2025-04-23 15:38:54.027000,2025-04-23 15:38:54.230000,,,0,
8040,K,NT,2025-04-23 15:41:35,,K001,L001,,,,,0,,,ONUR,2025-04-23 15:40:57,ONUR,2025-04-23 15:40:57,,,,,,2025-04-23 15:40:57.017000,2025-04-23 15:40:57.237000,,,0,
8041,K,NT,2025-04-23 16:29:51,,K001,L001,,,,,0,,,Suat,2025-04-23 16:30:21.907000,ONUR,2025-04-23 17:43:19.783000,,,,,,2025-04-23 17:43:19.790000,2025-04-23 17:43:19.980000,,,0,
8042,K,NO,2025-04-24 10:22:01,,K001,L001,,,,,0,,,ONUR,2025-04-24 10:22:43.183000,ONUR,2025-04-24 10:22:43.183000,,,,,,2025-04-24 10:22:43.260000,2025-04-24 10:22:43.780000,,,0,
8043,K,NT,2025-04-24 12:39:20,,K001,L001,,,,,0,,,ONUR,2025-04-24 12:38:38.293000,ONUR,2025-04-24 12:38:38.293000,,,,,,2025-04-24 12:38:38.307000,2025-04-24 12:38:38.503000,,,0,
8044,K,NT,2025-04-24 14:18:23,,K001,L001,,,,,0,,,İra,2025-04-24 14:18:34.787000,İra,2025-04-24 14:18:34.787000,,,,,,2025-04-24 14:18:34.860000,2025-05-16 18:56:47.337000,,,0,
8045,K,NT,2025-04-24 14:38:00,,K001,L001,,,,,0,,,ONUR,2025-04-24 14:37:53.240000,ONUR,2025-04-24 14:37:53.240000,,,,,,2025-04-24 14:37:53.253000,2025-04-24 14:37:53.473000,,,0,
8046,K,NO,2025-04-24 16:21:52,,K001,L001,,,,,0,,,ONUR,2025-04-24 16:21:47.910000,ONUR,2025-04-24 16:22:29.120000,,,,,,2025-04-24 16:22:29.127000,2025-04-24 16:22:29.297000,,,0,
8047,K,NT,2025-04-24 16:29:57,,K001,L001,,,,,0,,,ONUR,2025-04-24 16:29:16.167000,ONUR,2025-04-24 16:29:16.167000,,,,,,2025-04-24 16:29:16.187000,2025-04-24 16:29:16.347000,,,0,
8048,K,NT,2025-04-24 16:35:06,,K001,L001,,,,,0,,,ONUR,2025-04-24 16:34:24.230000,ONUR,2025-04-24 16:34:24.230000,,,,,,2025-04-24 16:34:24.250000,2025-04-24 16:34:24.447000,,,0,
8049,K,NT,2025-04-24 17:25:34,,K001,L001,,,,,0,,,ONUR,2025-04-24 17:24:55.343000,ONUR,2025-04-24 17:24:55.343000,,,,,,2025-04-24 17:24:55.363000,2025-04-24 17:24:55.563000,,,0,
8050,K,NO,2025-04-25 08:57:58,,K001,L001,,,,,0,,,ONUR,2025-04-25 10:31:57.027000,ONUR,2025-04-25 17:22:34.597000,,,,,,2025-04-26 09:53:22.753000,2025-04-26 09:53:28.153000,,,0,
8051,K,NT,2025-04-25 11:36:08,,K001,L001,,,,,0,,,ONUR,2025-04-25 11:37:07.523000,ONUR,2025-04-25 11:37:07.523000,,,,,,2025-04-26 09:53:22.753000,2025-04-26 09:53:28.197000,,,0,
8054,K,NT,2025-04-25 12:35:32,,K001,L001,,,,,0,,,İra,2025-04-25 12:39:15.720000,İra,2025-04-25 12:39:15.720000,,,,,,2025-04-26 09:53:22.753000,2025-04-26 09:53:28.223000,,,0,
8055,K,NT,2025-04-25 17:41:56,,K001,L001,,,,,0,,,ONUR,2025-04-25 17:42:19.817000,ONUR,2025-04-25 17:42:19.817000,,,,,,2025-04-26 09:53:22.753000,2025-04-26 09:53:28.230000,,,0,
8056,K,NT,2025-04-25 17:43:10,,K001,L001,,,,,0,,,ONUR,2025-04-25 17:43:30.903000,ONUR,2025-04-25 17:43:30.903000,,,,,,2025-04-26 09:53:22.753000,2025-04-26 09:53:28.237000,,,0,
8057,K,NT,2025-04-25 17:43:48,,K001,L001,,,,,0,,,ONUR,2025-04-25 17:44:08.480000,ONUR,2025-04-25 17:44:08.480000,,,,,,2025-04-26 09:53:22.753000,2025-04-26 09:53:28.240000,,,0,
8058,K,NT,2025-04-26 09:27:16,,K001,L001,,,,,0,,,ONUR,2025-04-26 09:27:36.430000,ONUR,2025-04-26 09:27:36.430000,,,,,,2025-04-26 09:27:36.477000,2025-04-26 09:27:36.823000,,,0,
8059,K,NO,2025-04-25 09:31:47,,K001,L001,,,,,0,,,ONUR,2025-04-26 09:33:48.043000,ONUR,2025-04-26 09:42:08.730000,,,,,,2025-04-26 09:53:22.753000,2025-04-26 09:53:28.247000,,,0,
8060,K,NT,2025-04-26 10:49:11,,K001,L001,,,,,0,,,ONUR,2025-04-26 10:49:39.260000,ONUR,2025-04-26 10:49:39.260000,,,,,,2025-04-26 10:49:39.333000,2025-04-26 10:49:39.830000,,,0,
8061,K,NO,2025-04-26 13:44:52,,K001,L001,,,,,0,,,ONUR,2025-04-26 13:44:27.820000,ONUR,2025-04-26 13:44:27.820000,,,,,,2025-04-26 13:44:27.840000,2025-04-26 13:44:28.053000,,,0,
8062,K,NT,2025-04-28 14:57:56,,K001,L001,,,,,0,,,ONUR,2025-04-28 14:57:20.803000,ONUR,2025-04-28 14:57:20.803000,,,,,,2025-04-28 14:57:20.820000,2025-04-28 14:57:21.007000,,,0,
8063,K,NT,2025-04-28 16:20:49,,K001,L001,,,,,0,,,ONUR,2025-04-28 16:20:05.533000,ONUR,2025-04-28 16:20:05.533000,,,,,,2025-04-28 16:20:05.553000,2025-04-28 16:20:05.747000,,,0,
8064,K,NT,2025-04-28 16:22:55,,K001,L001,,,,,0,,,ONUR,2025-04-28 16:22:07.297000,ONUR,2025-04-28 16:22:07.297000,,,,,,2025-04-28 16:22:07.313000,2025-04-28 16:22:07.507000,,,0,
8065,K,NT,2025-04-28 17:29:33,,K001,L001,,,,,0,,,ONUR,2025-04-28 17:28:48.040000,ONUR,2025-04-28 17:28:48.040000,,,,,,2025-04-28 17:28:48.057000,2025-04-28 17:28:48.263000,,,0,
8066,K,NT,2025-04-29 09:46:34,,K001,L001,,,,,0,,,ONUR,2025-04-29 09:45:44.617000,ONUR,2025-04-29 09:45:44.617000,,,,,,2025-04-29 09:45:44.633000,2025-04-29 09:45:44.843000,,,0,
8067,K,NT,2025-04-29 12:06:18,,K001,L001,,,,,0,,,ONUR,2025-04-29 12:06:35.277000,ONUR,2025-04-29 12:06:35.277000,,,,,,2025-04-29 12:06:35.323000,2025-04-29 12:06:35.727000,,,0,
8068,K,NT,2025-04-29 12:07:28,,K001,L001,,,,,0,,,ONUR,2025-04-29 12:07:47.117000,ONUR,2025-04-29 12:07:47.117000,,,,,,2025-04-29 12:07:47.197000,2025-04-29 12:07:47.733000,,,0,
8069,K,NT,2025-04-29 13:15:32,,K001,L001,,,,,0,,,ONUR,2025-04-29 13:16:38.570000,ONUR,2025-04-29 13:16:38.570000,,,,,,2025-04-29 13:16:38.587000,2025-04-29 13:16:38.793000,,,0,
8070,K,NT,2025-04-29 14:57:37,,K001,L001,,,,,0,,,ONUR,2025-04-29 14:56:52.067000,ONUR,2025-04-29 14:56:52.067000,,,,,,2025-04-29 14:56:52.083000,2025-04-29 14:56:52.267000,,,0,
8071,K,NT,2025-04-29 16:17:23,,K001,L001,,,,,0,,,ONUR,2025-04-29 16:16:36.920000,ONUR,2025-04-29 16:16:36.920000,,,,,,2025-04-29 16:16:36.940000,2025-04-29 16:16:37.127000,,,0,
