inx,SatNo,Odinx,Puan,ParaCinsi,Taksit,GBT,SKT,MKod,Active,PERKOD,Tarih,SendCode,STATUS
17724,1203233,1277320,1.0,US, ,2022-04-07 14:59:21,2099-01-01 00:00:00,KS0020000005618,*,V167,2022-04-07 14:59:42.937000,05c9ac62-4f2a-40ba-bc67-3e81474dfc0b,0
17725,1203233,1277321,2.8,TL, ,2022-04-07 14:59:27,2099-01-01 00:00:00,KS0020000005618,*,V167,2022-04-07 14:59:42.937000,b8cce5b5-588e-4774-a91a-095fd056e526,0
17726,1203300,1277387,2.52,US, ,2022-04-07 16:45:35,2099-01-01 00:00:00,KS0030000002552,*,E01,2022-04-07 16:48:41.693000,3781e178-5b63-4350-9154-82b5cbca1933,0
17727,1203302,1277389,2.72,US, ,2022-04-07 16:53:22,2099-01-01 00:00:00,KS0030000002623,*,E01,2022-04-07 16:53:33.813000,172190a7-db6c-40ce-b142-9ecf73ebe76d,0
17728,1203388,1277478,0.76,US, ,2022-04-07 21:06:08,2099-01-01 00:00:00,KS0030000000256,*,E01,2022-04-07 21:06:30.660000,0bd658b6-4f60-4a08-932f-266c69f62536,0
17729,1203408,1277499,0.96,US, ,2022-04-07 22:09:27,2099-01-01 00:00:00,KS0030000002626,*,E01,2022-04-07 22:10:39.723000,0234f243-ea71-4a88-9e90-a9f8be06633c,0
17730,1203438,1277534,3.36,US, ,2022-04-07 23:44:48,2099-01-01 00:00:00,KS0030000002627,*,E01,2022-04-07 23:45:04.227000,cd4e7888-6395-4961-9adc-150fb7719a23,0
17731,1203498,1277597,4.0,US, ,2022-04-08 10:52:09,2099-01-01 00:00:00,KS0020000005618,*,V167,2022-04-08 10:52:24.230000,c18f337c-98b5-46af-bc7d-d841d9adc762,0
17732,1203499,1277598,2.28,US, ,2022-04-08 10:57:54,2099-01-01 00:00:00,KS0020000005618,*,V167,2022-04-08 10:58:34.093000,a6f8ac3b-4e58-408f-b6a9-4d06bec1c405,0
17733,1203599,1277703,1.08,US, ,2022-04-08 14:36:59,2099-01-01 00:00:00,KS0030000000460,*,E01,2022-04-08 14:37:14.417000,5d357ecc-21fd-4fd8-91c8-f88168fa642c,0
17734,1203615,1277721,35.4,TL, ,2022-04-08 15:11:44,2099-01-01 00:00:00,KS0020000005618,*,V167,2022-04-08 15:12:16.553000,38567c35-b1ed-4351-9ad4-f4cdecb88cc0,0
17735,1203615,1277720,8.0,US, ,2022-04-08 15:11:38,2099-01-01 00:00:00,KS0020000005618,*,V167,2022-04-08 15:12:16.553000,863627fa-2c53-480f-853f-a8e651a97d9d,0
17736,1203617,1277723,8.2,TL, ,2022-04-08 15:15:59,2099-01-01 00:00:00,KS0020000005618,*,V167,2022-04-08 15:16:06.510000,7056c192-d473-4f7c-bcfe-50b992c4e0b5,0
17737,1203654,1277761,2.08,US, ,2022-04-08 16:11:11,2099-01-01 00:00:00,KS0030000002628,*,E01,2022-04-08 16:11:24.080000,6e46a233-8942-4904-ba63-9e0ec5c0b157,0
17738,1203657,1277764,8.76,TL, ,2022-04-08 16:13:11,2099-01-01 00:00:00,KS0020000005360,*,V167,2022-04-08 16:13:39.167000,20b81340-c7dd-455b-a02b-622b3e6f5540,0
17739,1203677,1277785,2.68,US, ,2022-04-08 16:37:16,2099-01-01 00:00:00,KS0030000002629,*,E01,2022-04-08 16:37:34.630000,2c30e0bf-1311-4460-903d-2eab0c5f9bde,0
17740,1203692,1277800,1.88,US, ,2022-04-08 16:59:26,2099-01-01 00:00:00,KS0030000002630,*,E01,2022-04-08 17:00:04.487000,954979c3-352d-4d10-8650-a14106cfe011,0
17741,1203707,1277817,0.8,US, ,2022-04-08 17:23:47,2099-01-01 00:00:00,KS0030000001244,*,E01,2022-04-08 17:24:05.340000,873c960a-1d14-4100-9f08-e7b2fcc10116,0
17742,1203778,1277890,7.6,TL, ,2022-04-08 19:29:50,2099-01-01 00:00:00,KS0020000005774,*,V167,2022-04-08 19:29:59.757000,551ee474-3864-4615-9f7b-971f0a112fb0,0
17743,1203800,1277913,6.92,US, ,2022-04-08 20:32:32,2099-01-01 00:00:00,KS0030000002631,*,E01,2022-04-08 20:32:57.833000,bd9e6bae-3c73-4548-a549-291bfa4b06fb,0
17744,1203816,1277929,3.88,US, ,2022-04-08 21:10:42,2099-01-01 00:00:00,KS0030000002632,*,E01,2022-04-08 21:11:00.280000,99329b26-891f-4daa-ba06-11a480f752a1,0
17745,1203818,1277931,1.72,US, ,2022-04-08 21:11:24,2099-01-01 00:00:00,KS0030000000255,*,E01,2022-04-08 21:12:09.960000,e1800c36-806f-4317-a988-8926fa0c5e4f,0
17746,1203847,1277960,0.8,US, ,2022-04-08 22:15:12,2099-01-01 00:00:00,KS0030000002633,*,E01,2022-04-08 22:15:22.157000,33c11753-7f39-44f6-8487-35974ceff379,0
17747,1203860,1277974,2.04,US, ,2022-04-08 22:45:22,2099-01-01 00:00:00,KS0030000002634,*,E01,2022-04-08 22:46:03.640000,fd7cc90b-ddd0-4d4b-95d4-333a6760631a,0
17748,1203872,1277986,1.72,US, ,2022-04-08 23:03:17,2099-01-01 00:00:00,KS0030000002635,*,E01,2022-04-08 23:04:14.077000,8bf2c696-08b5-4540-887d-27d307b83efd,0
17749,1203875,1277989,1.76,US, ,2022-04-08 23:09:01,2099-01-01 00:00:00,KS0030000002636,*,E01,2022-04-08 23:09:32.373000,e9ac8131-ae0d-420b-ad46-27dcec2b9393,0
17750,1203888,1278002,1.4,US, ,2022-04-08 23:47:13,2099-01-01 00:00:00,KS0030000002436,*,E01,2022-04-08 23:47:30.283000,79acde4e-a059-47f0-9316-0eb0d41f1164,0
17751,1203892,1278006,3.28,US, ,2022-04-09 00:10:37,2099-01-01 00:00:00,KS0030000002638,*,E01,2022-04-09 00:10:50.660000,0d8ab57c-bcbd-48df-a62a-5930d5d0baab,0
17752,1204178,1278304,1.76,US, ,2022-04-09 15:29:56,2099-01-01 00:00:00,KS0030000002639,*,E01,2022-04-09 15:30:08.490000,9afa10d9-56c5-4a4d-92d6-f383d5a9a8ab,0
17753,1204213,1278338,5.52,US, ,2022-04-09 16:01:10,2099-01-01 00:00:00,KS0020000005772,*,V167,2022-04-09 16:01:32.853000,93351028-fbf7-4328-8d08-1446d54b75e1,0
17754,1204385,1278518,5.08,US, ,2022-04-09 21:22:22,2099-01-01 00:00:00,KS0030000002640,*,E01,2022-04-09 21:22:43.590000,d36f4422-a1ab-4fe0-b6a0-c438f320a867,0
17755,1204405,1278540,5.4,US, ,2022-04-09 21:56:07,2099-01-01 00:00:00,KS0030000002641,*,E01,2022-04-09 21:56:24.837000,0d38bf89-7296-4564-947c-5a8c385ce8d0,0
17756,1204407,1278542,5.68,US, ,2022-04-09 22:01:19,2099-01-01 00:00:00,KS0030000002642,*,E01,2022-04-09 22:01:31.627000,fc3a5b5d-5328-49b8-aaba-f14357d57dd8,0
17757,1204439,1278574,3.56,US, ,2022-04-09 23:37:02,2099-01-01 00:00:00,KS0030000002643,*,E01,2022-04-09 23:37:46.600000,568da62f-334f-4901-9bdf-ac13bdc7f6b5,0
17758,1204448,1278584,2.68,US, ,2022-04-10 00:05:05,2099-01-01 00:00:00,KS0030000001322,*,E01,2022-04-10 00:05:20.900000,a67e8937-0249-49e6-bf3e-a9ede127a15c,0
17759,1204449,1278585,2.56,US, ,2022-04-10 00:07:35,2099-01-01 00:00:00,KS0030000000009,*,E01,2022-04-10 00:08:38.157000,718aeff3-738a-449b-998e-c9f399bb9dd7,0
17760,1204451,1278587,3.08,US, ,2022-04-10 00:19:43,2099-01-01 00:00:00,KS0030000002644,*,E01,2022-04-10 00:20:10.300000,51c221e7-0ef3-4289-9f09-0dd54d79d693,0
17761,1204453,1278589,3.4,US, ,2022-04-10 00:30:19,2099-01-01 00:00:00,KS0030000002645,*,E01,2022-04-10 00:30:38.817000,136887f5-fc3b-4720-9f3f-c43936f4578e,0
17762,1204754,1278912,1.6,US, ,2022-04-10 15:37:07,2099-01-01 00:00:00,KS0030000002646,*,E01,2022-04-10 15:37:14.937000,00d2ffa9-435c-4095-99be-8907b679f802,0
17763,1204793,1278957,16.64,US, ,2022-04-10 16:22:46,2099-01-01 00:00:00,KS0030000000830,*,E01,2022-04-10 16:23:28.533000,9ccab8d1-3595-4d51-8979-52cc8957900c,0
17764,1204810,1278975,24.0,TL, ,2022-04-10 16:43:12,2099-01-01 00:00:00,KS0020000005618,*,V167,2022-04-10 16:43:25.733000,df4fa48d-6385-4547-bf67-b66de395223e,0
17765,1204910,1279082,5.36,US, ,2022-04-10 20:34:25,2099-01-01 00:00:00,KS0030000002637,*,E01,2022-04-10 20:34:42.837000,cedf68e3-f0fd-4f56-aa58-f110ff5a5539,0
17766,1204921,1279093,0.96,US, ,2022-04-10 21:02:25,2099-01-01 00:00:00,KS0030000001726,*,E01,2022-04-10 21:02:44.770000,55de6511-16f9-4307-b2da-e288ef870bcb,0
17767,1204925,1279097,2.88,US, ,2022-04-10 21:11:35,2099-01-01 00:00:00,KS0030000000466,*,E01,2022-04-10 21:11:52.940000,7e85d5bb-0ae7-4286-bc66-55716fc6af8f,0
17768,1204932,1279104,1.72,US, ,2022-04-10 21:33:40,2099-01-01 00:00:00,KS0030000002647,*,E01,2022-04-10 21:33:50.803000,8e4614a8-30ed-43e4-b0c3-c22f1887ff85,0
17769,1204939,1279111,1.36,US, ,2022-04-10 21:56:25,2099-01-01 00:00:00,KS0030000002648,*,E01,2022-04-10 21:56:32.583000,4611ae90-1de3-49ba-b890-04e43d4ba914,0
17770,1204966,1279139,2.28,US, ,2022-04-10 22:34:04,2099-01-01 00:00:00,KS0030000002649,*,E01,2022-04-10 22:34:18.690000,24335f55-f14f-46f9-88b3-1129aa25eb65,0
17771,1204974,1279147,2.36,US, ,2022-04-10 22:50:45,2099-01-01 00:00:00,KS0030000001213,*,E01,2022-04-10 22:50:55.080000,a8bc54a9-b7fb-436e-8e4b-e0deb2ca3d52,0
17772,1204975,1279148,4.04,US, ,2022-04-10 22:52:34,2099-01-01 00:00:00,KS0030000002650,*,E01,2022-04-10 22:52:50.237000,622e1475-3484-4ab1-824f-a2902ad22f3b,0
17773,1204978,1279151,0.96,US, ,2022-04-10 22:59:36,2099-01-01 00:00:00,KS0030000002651,*,E01,2022-04-10 22:59:46.720000,46d4de1d-8747-4538-9b59-c36cdca92090,0
17774,1204987,1279160,1.76,US, ,2022-04-10 23:48:30,2099-01-01 00:00:00,KS0030000002652,*,E01,2022-04-10 23:48:42.623000,50b2a2be-f742-4ec8-910c-1d2613ac0d20,0
17775,1204988,1279161,0.96,US, ,2022-04-10 23:49:13,2099-01-01 00:00:00,KS0030000002652,*,E01,2022-04-10 23:49:24.303000,24a829e6-9584-4339-8d96-a779e140d425,0
17776,1205057,1279231,5.8,TL, ,2022-04-11 14:00:56,2099-01-01 00:00:00,KS0020000005663,*,V204,2022-04-11 14:01:05.050000,35407bab-9453-491b-a911-068b4a794299,0
17777,1205060,1279234,11.2,TL, ,2022-04-11 14:07:28,2099-01-01 00:00:00,KS0020000005663,*,V204,2022-04-11 14:07:40.033000,5236470e-6ac3-43d7-b88f-da9c8a907fa0,0
17778,1205187,1279367,1.44,US, ,2022-04-11 17:19:43,2099-01-01 00:00:00,KS0030000002446,*,E01,2022-04-11 17:19:58.597000,18894188-2c9d-4099-b218-e8e719e3601e,0
17779,1205269,1279462,2.96,US, ,2022-04-11 21:37:37,2099-01-01 00:00:00,KS0030000002653,*,E01,2022-04-11 21:37:53.243000,334b1630-8380-475e-b030-02bab724d52d,0
17780,1205282,1279476,2.84,US, ,2022-04-11 22:10:46,2099-01-01 00:00:00,KS0030000002654,*,E01,2022-04-11 22:11:00.613000,769c4a2e-abf7-4fbd-96f2-1178849e6c21,0
17781,1205288,1279482,0.16,US, ,2022-04-11 22:20:43,2099-01-01 00:00:00,KS0040000000995,*,FAMILYMOOL,2022-04-11 22:21:01.883000,43beb89e-3ef1-4b49-a9c5-2398b89be029,0
17782,1205314,1279508,1.36,US, ,2022-04-11 23:10:28,2099-01-01 00:00:00,KS0030000000779,*,RAYMOOL,2022-04-11 23:10:49.623000,fe3e280a-d54c-4b57-8716-34d4405c6bd6,0
17783,1205324,1279518,5.52,US, ,2022-04-11 23:18:03,2099-01-01 00:00:00,KS0050000000071,*,RAYMOOL,2022-04-11 23:18:39.960000,dc5c6437-0c0f-4b51-a4b0-883cce50afbb,0
17784,1205338,1279532,9.04,US, ,2022-04-12 00:24:56,2099-01-01 00:00:00,KS0030000002511,*,E01,2022-04-12 00:26:02.167000,d4b727bf-de64-43a9-94e9-175bc7325f30,0
17785,1205340,1279534,2.56,US, ,2022-04-12 00:41:13,2099-01-01 00:00:00,KS0030000001547,*,E01,2022-04-12 00:41:50.710000,f0c4136d-d7a3-4814-8da8-8f4aae94a13f,0
17786,1205457,1279656,0.68,US, ,2022-04-12 13:46:21,2099-01-01 00:00:00,KS0020000005618,*,V204,2022-04-12 13:46:31.723000,c43959fb-234f-401c-ab95-7abaa276145f,0
17787,1205458,1279657,4.44,US, ,2022-04-12 13:47:14,2099-01-01 00:00:00,KS0020000005618,*,V204,2022-04-12 13:47:45.973000,6ed5e027-2355-49e2-b267-798f93905166,0
17788,1205473,1279672,2.72,US, ,2022-04-12 14:05:51,2099-01-01 00:00:00,KS0020000005618,*,V204,2022-04-12 14:06:06.737000,31c406ec-4c98-4d99-bb11-69ac31794d71,0
17789,1205480,1279680,0.8,US, ,2022-04-12 14:11:56,2099-01-01 00:00:00,KS0020000005618,*,V204,2022-04-12 14:12:07.790000,05898d59-59e4-423b-9ca5-b1c02919b9c4,0
17790,1205509,1279709,11.76,US, ,2022-04-12 15:04:46,2099-01-01 00:00:00,KS0020000005776,*,V204,2022-04-12 15:05:24.390000,ea8cab44-3d27-43ee-bcc2-36e9680511b0,0
17791,1205530,1279731,3.24,US, ,2022-04-12 15:48:27,2099-01-01 00:00:00,KS0030000002655,*,E01,2022-04-12 15:48:44.963000,9b4f2717-10af-4b78-ab00-0dc5496d7ae9,0
17792,1205668,1279880,1.32,US, ,2022-04-12 20:32:32,2099-01-01 00:00:00,KS0030000000251,*,E01,2022-04-12 20:33:33.570000,555a4ebd-588f-4ef0-8da7-ae16dd8c75e6,0
17793,1205679,1279891,1.36,US, ,2022-04-12 21:03:59,2099-01-01 00:00:00,KS0030000002656,*,E01,2022-04-12 21:04:22.283000,268c0764-1b2e-4132-9192-7776a7f10d7d,0
17794,1205716,1279930,2.6,US, ,2022-04-12 22:30:46,2099-01-01 00:00:00,KS0030000001823,*,E01,2022-04-12 22:30:56.487000,504af429-07e7-47b5-b4a9-cf9a8adc2d42,0
17795,1205861,1280082,2.4,US, ,2022-04-13 13:28:57,2099-01-01 00:00:00,KS0030000002657,*,E01,2022-04-13 13:29:11.970000,e4c13ef0-8836-4544-924c-9fb81165cc6f,0
17796,1205874,1280094,2.0,US, ,2022-04-13 14:00:03,2099-01-01 00:00:00,KS0030000000542,*,RAYMOOL,2022-04-13 14:00:24.360000,4edb238a-9b0e-4899-b607-c30f1667a5cf,0
17797,1205915,1280138,8.8,US, ,2022-04-13 15:12:20,2099-01-01 00:00:00,KS0020000005777,*,V167,2022-04-13 15:12:37.873000,4ae4c2c7-44dc-4458-8c0f-2fbe7e6a9136,0
17798,1205919,1280143,2.68,US, ,2022-04-13 15:16:13,2099-01-01 00:00:00,KS0030000001664,*,E01,2022-04-13 15:16:37.323000,6a9f0a05-6c19-4e76-bbbb-05174da11b05,0
17799,1205978,1280206,4.32,US, ,2022-04-13 16:43:29,2099-01-01 00:00:00,KS0030000002658,*,E01,2022-04-13 16:43:44.370000,2f66402b-3799-4282-a7e9-941892926cd8,0
17800,1206048,1280280,11.84,US, ,2022-04-13 19:01:39,2099-01-01 00:00:00,KS0020000005757,*,V167,2022-04-13 19:02:07.003000,75644b59-e25c-4f6e-9edd-7f151758ae34,0
17801,1206074,1280307,1.84,US, ,2022-04-13 20:34:10,2099-01-01 00:00:00,KS0040000000995,*,FAMILYMOOL,2022-04-13 20:34:44.013000,f029d91e-6f53-46de-a253-c5a5236064ac,0
17802,1206105,1280338,2.16,US, ,2022-04-13 21:52:31,2099-01-01 00:00:00,KS0030000002659,*,E01,2022-04-13 21:55:39.353000,fc6c4269-4b4b-47f8-9381-db5bbe452066,0
17803,1206106,1280339,1.36,US, ,2022-04-13 21:56:08,2099-01-01 00:00:00,KS0050000000003,*,RAYMOOL,2022-04-13 21:56:34.540000,35a543b1-e4c8-445b-afd1-9f874aa71742,0
17804,1206128,1280362,1.36,US, ,2022-04-13 22:23:25,2099-01-01 00:00:00,KS0030000000391,*,E01,2022-04-13 22:24:03.523000,68610b5b-bb98-4a34-a9b5-0d0b3fde48e6,0
17805,1206153,1280388,0.8,US, ,2022-04-13 23:15:56,2099-01-01 00:00:00,KS0030000002662,*,E01,2022-04-13 23:16:39.337000,e3667328-088b-4af8-9980-47456364c278,0
17806,1206165,1280401,0.88,US, ,2022-04-13 23:52:01,2099-01-01 00:00:00,KS0030000001044,*,FAMILYMOOL,2022-04-13 23:52:20.447000,5bb9d7b4-d96a-4081-99d6-5ec98b923f64,0
17807,1206223,1280462,0.8,US, ,2022-04-14 10:55:55,2099-01-01 00:00:00,KS0020000005618,*,V167,2022-04-14 10:56:07.157000,a1bc2953-d10d-4d5f-865a-4b6216a21854,0
17808,1206225,1280464,2.88,US, ,2022-04-14 11:10:22,2099-01-01 00:00:00,KS0020000005618,*,V167,2022-04-14 11:11:07.020000,1bfeae67-0cdd-4d7b-a4a1-afed49f74f4f,0
17809,1206252,1280492,0.88,US, ,2022-04-14 12:12:56,2099-01-01 00:00:00,KS0030000001782,*,FAMILYMOOL,2022-04-14 12:13:15.097000,fb45acf4-d282-4073-ab25-1334cbd47b7e,0
17810,1206320,1280567,1.48,US, ,2022-04-14 14:21:51,2099-01-01 00:00:00,KS0030000002614,*,E01,2022-04-14 14:22:06.777000,0328cc96-923a-4ccf-a7bc-9521acf5a8dd,0
17811,1206435,1280692,2.44,US, ,2022-04-14 17:12:30,2099-01-01 00:00:00,KS0030000002665,*,E01,2022-04-14 17:12:42.003000,8a01319f-bc19-4a09-80fb-ce384cec79c1,0
17812,1206471,1280733,2.28,US, ,2022-04-14 17:55:12,2099-01-01 00:00:00,KS0030000002667,*,E01,2022-04-14 17:55:25.567000,f07fa076-5283-45c3-9e83-05880e184599,0
17813,1206474,1280736,0.28,US, ,2022-04-14 17:58:15,2099-01-01 00:00:00,KS0030000002668,*,E01,2022-04-14 17:58:24.960000,38a94a1f-ef8a-4f0c-9108-13c4db262954,0
17814,1206556,1280821,4.2,US, ,2022-04-14 20:59:19,2099-01-01 00:00:00,KS0030000000263,*,E01,2022-04-14 20:59:36.423000,0243d3af-e13a-4445-b6ef-61f9439ba902,0
17815,1206574,1280839,0.32,US, ,2022-04-14 21:24:22,2099-01-01 00:00:00,KS0030000002574,*,E01,2022-04-14 21:26:07.883000,bdb1e1cf-7da1-4717-829e-d0f69ece0c62,0
17816,1206576,1280842,2.68,US, ,2022-04-14 21:31:05,2099-01-01 00:00:00,KS0030000002669,*,E01,2022-04-14 21:31:24.237000,a9570779-c639-4485-9bac-c3543da1473c,0
17817,1206582,1280848,2.4,US, ,2022-04-14 21:44:53,2099-01-01 00:00:00,KS0030000002670,*,E01,2022-04-14 21:45:11.093000,d074bb5c-2bdf-409c-9877-2a8b688fbd2c,0
17818,1206598,1280864,2.68,US, ,2022-04-14 22:11:13,2099-01-01 00:00:00,KS0050000000288,*,RAYMOOL,2022-04-14 22:11:56.970000,57716940-45fa-4988-afd9-ed7fa454b8b1,0
17819,1206599,1280865,0.74,US, ,2022-04-14 22:13:39,2099-01-01 00:00:00,KS0030000000014,*,RAYMOOL,2022-04-14 22:13:58.983000,130c0bbc-cd83-4e18-af54-1601b461cfd8,0
17820,1206606,1280871,0.52,US, ,2022-04-14 22:21:52,2099-01-01 00:00:00,KS0030000000218,*,RAYMOOL,2022-04-14 22:22:04.887000,bc542b23-fda2-414d-b73b-7097b8cb706b,0
17821,1206615,1280883,1.28,US, ,2022-04-14 22:29:31,2099-01-01 00:00:00,KS0030000000859,*,E01,2022-04-14 22:29:37.790000,f39674dc-b707-462f-b850-77727a1532ff,0
17822,1206641,1280912,2.96,US, ,2022-04-14 23:07:43,2099-01-01 00:00:00,KS0030000001249,*,E01,2022-04-14 23:07:51.117000,ea081610-045b-4c59-a91d-78b6e499bf94,0
17823,1206665,1280937,6.2,US, ,2022-04-15 00:14:55,2099-01-01 00:00:00,KS0030000002673,*,E01,2022-04-15 00:15:21.957000,0e6e79b7-b1c3-4e09-8434-db1fe65c20f2,0
17824,1206831,1281106,16.8,TL, ,2022-04-15 13:49:30,2099-01-01 00:00:00,KS0020000005660,*,V167,2022-04-15 13:50:09.060000,df1bf7b4-ff11-40e4-b326-4447059abedc,0
17825,1206832,1281107,2.6,US, ,2022-04-15 13:50:39,2099-01-01 00:00:00,KS0030000002674,*,E01,2022-04-15 13:51:51.467000,af3adafe-7f4e-47eb-9768-2f2692ae2b66,0
17826,1206848,1281122,4.2,US, ,2022-04-15 14:14:43,2099-01-01 00:00:00,KS0030000002555,*,E01,2022-04-15 14:15:35.223000,087cc127-3c7d-4e9d-8a5b-d5daaa5f04ac,0
17827,1206874,1281149,4.0,US, ,2022-04-15 14:45:36,2099-01-01 00:00:00,KS0030000002669,*,E01,2022-04-15 14:46:23.473000,d5d9e59b-2be8-4dbb-a10e-47c6979393ed,0
17828,1206919,1281196,4.96,US, ,2022-04-15 15:31:47,2099-01-01 00:00:00,KS0030000002675,*,E01,2022-04-15 15:33:29.837000,c412fdd0-9d53-403d-bf37-93cd2e83a62d,0
17829,1206960,1281240,1.08,US, ,2022-04-15 16:29:02,2099-01-01 00:00:00,KS0030000000650,*,E01,2022-04-15 16:29:15.063000,a75e0baa-84b9-4480-9077-fd6299e6e95d,0
17830,1206991,1281274,2.68,US, ,2022-04-15 17:03:46,2099-01-01 00:00:00,KS0030000002677,*,E01,2022-04-15 17:04:16.647000,cf2e0f49-246e-435e-a36e-691897440471,0
17831,1206993,1281277,2.04,US, ,2022-04-15 17:05:59,2099-01-01 00:00:00,KS0030000002678,*,E01,2022-04-15 17:06:14.200000,61f23205-d331-4cb0-81b2-c188df21fd51,0
17832,1207017,1281302,1.88,US, ,2022-04-15 17:42:03,2099-01-01 00:00:00,KS0030000001475,*,E01,2022-04-15 17:42:17.040000,c2c5ff89-99da-4523-a276-85df7b69bd21,0
17833,1207041,1281327,11.4,TL, ,2022-04-15 18:23:43,2099-01-01 00:00:00,KS0020000005772,*,V167,2022-04-15 18:23:52.533000,f2b34f0f-5ab9-40a4-899d-1c5d4ade23f7,0
17834,1207102,1281392,0.76,US, ,2022-04-15 20:34:13,2099-01-01 00:00:00,KS0030000002680,*,E01,2022-04-15 20:34:44.990000,b0a152e9-45c1-4eba-9d85-b21e623bb6d7,0
17835,1207103,1281393,4.08,US, ,2022-04-15 20:21:55,2099-01-01 00:00:00,KS0030000002679,*,E01,2022-04-15 20:36:21.577000,8c2451ec-d7d1-4039-ae04-93e16c103e8f,0
17836,1207106,1281396,1.08,US, ,2022-04-15 20:41:36,2099-01-01 00:00:00,KS0050000000033,*,E01,2022-04-15 20:41:57.403000,614f3215-4b37-4ba8-813a-692c5b88fef0,0
17837,1207112,1281402,1.6,US, ,2022-04-15 20:46:51,2099-01-01 00:00:00,KS0030000002653,*,E01,2022-04-15 20:47:53.730000,0dd1ad48-f577-4825-9623-b55f112c24f8,0
17838,1207130,1281420,15.84,US, ,2022-04-15 21:17:16,2099-01-01 00:00:00,KS0030000002661,*,E01,2022-04-15 21:17:39.427000,8e2957d1-bae8-4228-bee7-12eb6ca87b09,0
17839,1207132,1281422,1.08,US, ,2022-04-15 21:19:13,2099-01-01 00:00:00,KS0030000001799,*,E01,2022-04-15 21:19:23.563000,c2bf746a-46ec-4024-ab60-9b83a0d03c02,0
17840,1207156,1281447,0.88,US, ,2022-04-15 22:04:48,2099-01-01 00:00:00,KS0030000002635,*,E01,2022-04-15 22:04:56.660000,2b52ffec-2275-468e-825b-b86bbfab3799,0
17841,1207159,1281450,0.544,US, ,2022-04-15 22:08:56,2099-01-01 00:00:00,KS0030000002635,*,E01,2022-04-15 22:09:16.870000,fec0bf90-2b99-4c75-84aa-60b1184d7052,0
17842,1207164,1281455,1.36,US, ,2022-04-15 22:22:45,2099-01-01 00:00:00,KS0030000002681,*,E01,2022-04-15 22:23:07.823000,0ce50fb3-e8cb-46e0-9385-fafa8825e2fd,0
17843,1207169,1281460,1.52,US, ,2022-04-15 22:28:43,2099-01-01 00:00:00,KS0030000000845,*,E01,2022-04-15 22:29:21.127000,87bcbd08-5c4e-49d0-bf90-3f6ccbea4a0a,0
17844,1207173,1281464,4.72,US, ,2022-04-15 22:32:34,2099-01-01 00:00:00,KS0030000000845,*,E01,2022-04-15 22:33:10.363000,074eb0ec-d852-4180-9b88-a2e9e53584ea,0
17845,1207204,1281497,2.68,US, ,2022-04-15 23:20:52,2099-01-01 00:00:00,KS0030000002682,*,E01,2022-04-15 23:21:43.217000,162acc62-6ab4-45a0-b0b7-26b597526268,0
17846,1207210,1281503,0.32,US, ,2022-04-15 23:37:00,2099-01-01 00:00:00,KS0030000002683,*,E01,2022-04-15 23:37:11.207000,1fa31707-566a-4f59-9037-c85f53640403,0
17847,1207227,1281520,3.12,US, ,2022-04-16 00:21:40,2099-01-01 00:00:00,KS0030000002684,*,E01,2022-04-16 00:22:06.710000,deed9c9d-59ea-40d2-ab97-40e195167c9c,0
17848,1207229,1281522,5.48,US, ,2022-04-16 00:30:50,2099-01-01 00:00:00,KS0030000002685,*,E01,2022-04-16 00:31:05.567000,0f8877ff-a502-4939-ad79-54af77162b66,0
17849,1207447,1281752,1.8,US, ,2022-04-16 14:21:50,2099-01-01 00:00:00,KS0040000000260,*,E01,2022-04-16 14:22:01.920000,c7037599-1ab1-4de5-9167-792851d66b92,0
17850,1207507,1281815,1.6,US, ,2022-04-16 15:06:43,2099-01-01 00:00:00,KS0040000000970,*,FAMILYMOOL,2022-04-16 15:07:00.277000,e309470d-ec68-4e67-a74e-1dfa8193ed4c,0
17851,1207522,1281830,2.04,US, ,2022-04-16 15:20:11,2099-01-01 00:00:00,KS0030000002687,*,E01,2022-04-16 15:20:23.697000,d7109d27-2d3a-4c12-ab0e-e77cb7aecc6b,0
17852,1207645,1281958,2.48,US, ,2022-04-16 16:56:30,2099-01-01 00:00:00,KS0030000002688,*,E01,2022-04-16 16:57:18.617000,46c8a509-14b7-46e3-ad48-2198c8f317fb,0
17853,1207696,1282009,3.36,US, ,2022-04-16 17:56:17,2099-01-01 00:00:00,KS0030000002689,*,E01,2022-04-16 17:56:33.487000,66466988-428a-4194-b2fa-411c10ea7d15,0
17854,1207701,1282014,4.6,US, ,2022-04-16 17:58:44,2099-01-01 00:00:00,KS0030000002690,*,E01,2022-04-16 17:58:55.130000,4fa9649b-048b-4be4-8797-643f3053c43a,0
17855,1207888,1282207,2.6,US, ,2022-04-17 00:12:21,2099-01-01 00:00:00,KS0030000000010,*,E01,2022-04-17 00:12:53,cc2f224f-5106-43b7-9b67-cb909c43a42b,0
17856,1208164,1282498,3.76,US, ,2022-04-17 14:18:27,2099-01-01 00:00:00,KS0030000000605,*,E01,2022-04-17 14:18:44.303000,39d8373b-a742-4bd8-9123-1ee30a4bf1cd,0
17857,1208211,1282548,0.52,US, ,2022-04-17 14:48:29,2099-01-01 00:00:00,KS0030000000028,*,FAMILYMOOL,2022-04-17 14:48:46.343000,d70e3e2a-202a-4075-ac56-7ee704ce6525,0
