SipNo,SipTip,SipTur,SipTar,BelgeNo,CariKod,UrGirTar,SevkTar,TeslimTar,iptalTar,iskontoOr,iskontoTut,iParacinsi,AvansVeren,AvansAlan,SipAlan,Yet1,Yet2,TesYerSevk,Notlar,Location,Durum,OdSekil,OzKod1,OzKod2,SevkSekil,SevkNum,ACode,OnayKademe,Onay1,OnayTar1,Onay2,OnayTar2,Onay3,OnayTar3,Onay4,OnayTar4,Onay5,OnayTar5,KDVCheck,FiyTaksit,insUN,insDT,updUN,updDT,AdresAdi,DahiliNo,locked,OzKod3,OzKod4,OzKod5,Satici,CloseTitle,CreaterApp,AdresAdi2,NettenSatis,OzKod6,OzKod7,OzKod8,OzKod9,OzKod10,LastUpdate,LastCalculate,NeedCalculate,kgid,insApp,updApp
1514,S,N,2024-09-12 17:39:42,,P 0008,,,,,0E-10,0E-10,,,,Mürüvvet,,,,,LN001,*,,,,,,0,0,,2024-09-12 00:00:00,,2024-09-12 00:00:00,,2024-09-12 00:00:00,,2024-09-12 00:00:00,,2024-09-12 00:00:00,,0,Mürüvvet,2024-09-12 17:40:17.827000,Mürüvvet,2024-09-12 17:40:27.837000,<Default>,,,,,,,,,,,,,,,,2024-09-12 17:40:17.840000,2024-09-12 17:40:17.913000,0,1514,KGShop,KGShop
1515,S,N,2024-09-13 10:16:37,,DSM,,,,,0E-10,0E-10,,,,zeki,,,,,LN001,*,,669710,1314146,,,0,0,,2024-09-13 00:00:00,,2024-09-13 00:00:00,,2024-09-13 00:00:00,,2024-09-13 00:00:00,,2024-09-13 00:00:00,,0,Zeki,2024-09-13 10:21:45.230000,Lindon,2024-09-13 14:02:02.153000,<Default>,,,,,,,,,,,,,,,,2024-09-13 10:22:10.957000,2024-09-13 10:22:11.027000,0,1515,KGShop,KG-Sevkiyat
1516,S,N,2024-09-13 10:24:04,,DSM,,,,,0E-10,0E-10,,,,zeki,,,,,LN001,*,,669898,1314105,,,0,0,,2024-09-13 00:00:00,,2024-09-13 00:00:00,,2024-09-13 00:00:00,,2024-09-13 00:00:00,,2024-09-13 00:00:00,,0,Zeki,2024-09-13 10:27:51.257000,Lindon,2024-09-13 17:21:09.947000,<Default>,,,,,,,,,,,,,,,,2024-09-13 10:32:15.490000,2024-09-13 10:32:15.587000,0,1516,KGShop,KG-Sevkiyat
1517,A,N,2024-09-13 10:47:23,,RCN00020,,,,,0E-10,0E-10,,,,Rumeysa,,,,,LN014,,,,,,,0,0,,2024-09-13 00:00:00,,2024-09-13 00:00:00,,2024-09-13 00:00:00,,2024-09-13 00:00:00,,2024-09-13 00:00:00,,,Rumeysa,2024-09-13 10:50:47.530000,MUAZ,2024-09-17 14:24:20.473000,<Default>,,,,,,,,,,,,,,,,2024-09-13 10:50:47.573000,2024-09-13 10:50:47.860000,0,1517,KGShop,KGShop
1518,A,N,2024-09-13 10:52:00,,RCN00020,,,,,0E-10,0E-10,,,,Rumeysa,,,,,LN014,,,,,,,0,0,,2024-09-13 00:00:00,,2024-09-13 00:00:00,,2024-09-13 00:00:00,,2024-09-13 00:00:00,,2024-09-13 00:00:00,,,Rumeysa,2024-09-13 10:54:01.127000,MUAZ,2024-09-17 14:24:09.253000,<Default>,,,,,,,,,,,,,,,,2024-09-13 10:54:01.153000,2024-09-13 10:54:01.320000,0,1518,KGShop,KGShop
1521,A,N,2024-09-13 11:01:37,,RCN00020,,,,,0E-10,0E-10,,,,Rumeysa,,,,,LN014,,,,,,,0,0,,2024-09-13 00:00:00,,2024-09-13 00:00:00,,2024-09-13 00:00:00,,2024-09-13 00:00:00,,2024-09-13 00:00:00,,,Rumeysa,2024-09-13 11:03:10.833000,MUAZ,2024-09-17 14:23:37.267000,<Default>,,,,,,,,,,,,,,,,2024-09-13 11:03:10.857000,2024-09-13 11:03:11.033000,0,1521,KGShop,KGShop
1523,A,N,2024-09-13 11:05:19,,RCN00020,,,,,0E-10,0E-10,,,,Rumeysa,,,,,LN014,,,,,,,0,0,,2024-09-13 00:00:00,,2024-09-13 00:00:00,,2024-09-13 00:00:00,,2024-09-13 00:00:00,,2024-09-13 00:00:00,,,Rumeysa,2024-09-13 11:07:20.113000,MUAZ,2024-09-17 14:23:12.070000,<Default>,,,,,,,,,,,,,,,,2024-09-13 11:07:20.133000,2024-09-13 11:07:20.267000,0,1523,KGShop,KGShop
1524,A,N,2024-09-13 11:07:37,,RCN00020,,,,,0E-10,0E-10,,,,Rumeysa,,,,,LN014,,,,,,,0,0,,2024-09-13 00:00:00,,2024-09-13 00:00:00,,2024-09-13 00:00:00,,2024-09-13 00:00:00,,2024-09-13 00:00:00,,,Rumeysa,2024-09-13 11:08:29.240000,MUAZ,2024-09-17 14:23:00.283000,<Default>,,,,,,,,,,,,,,,,2024-09-13 11:08:29.277000,2024-09-13 11:08:29.500000,0,1524,KGShop,KGShop
1525,S,N,2024-09-13 17:58:37,,P 0002,,,,,0E-10,0E-10,,,,Mürüvvet,,,,,LN001,*,,,,,,0,0,,2024-09-13 00:00:00,,2024-09-13 00:00:00,,2024-09-13 00:00:00,,2024-09-13 00:00:00,,2024-09-13 00:00:00,,0,Mürüvvet,2024-09-13 17:59:30.723000,Mürüvvet,2024-09-13 17:59:40.590000,<Default>,,,,,,,,,,,,,,,,2024-09-13 17:59:30.750000,2024-09-13 17:59:31.070000,0,1525,KGShop,KGShop
1526,S,N,2024-09-14 09:15:45,,DSM,,,,,0E-10,0E-10,,,,zeki,,,,,LN001,*,,669898,1314584,,,0,0,,2024-09-14 00:00:00,,2024-09-14 00:00:00,,2024-09-14 00:00:00,,2024-09-14 00:00:00,,2024-09-14 00:00:00,,0,Zeki,2024-09-14 09:17:14.763000,Lindon,2024-09-14 14:54:38.903000,<Default>,,,,,,,,,,,,,,,,2024-09-14 09:17:40.767000,2024-09-14 09:17:40.887000,0,1526,KGShop,KG-Sevkiyat
1527,A,N,2024-09-14 09:24:42,,RCN00037,,,,,0E-10,0E-10,,,,Rumeysa,,,,,LN014,,,,,,,0,0,,2024-09-14 00:00:00,,2024-09-14 00:00:00,,2024-09-14 00:00:00,,2024-09-14 00:00:00,,2024-09-14 00:00:00,,,Rumeysa,2024-09-14 09:25:48.787000,MUAZ,2024-09-18 17:19:24.817000,<Default>,,,,,,,,,,,,,,,,2024-09-14 09:25:48.807000,2024-09-14 09:25:48.943000,0,1527,KGShop,KGShop
1529,S,N,2024-09-15 10:06:59,,DSM,,,,,0E-10,0E-10,,,,zeki,,,,,LN001,*,,669898,1314892,,,0,0,,2024-09-15 00:00:00,,2024-09-15 00:00:00,,2024-09-15 00:00:00,,2024-09-15 00:00:00,,2024-09-15 00:00:00,,0,Zeki,2024-09-15 10:08:10.337000,Lindon,2024-09-15 13:31:42.360000,<Default>,,,,,,,,,,,,,,,,2024-09-15 10:08:24.670000,2024-09-15 10:08:25.213000,0,1529,KGShop,KG-Sevkiyat
1530,S,N,2024-09-15 10:08:52,,DSM,,,,,0E-10,0E-10,,,,zeki,,,,,LN001,*,,670076,1314869,,,0,0,,2024-09-15 00:00:00,,2024-09-15 00:00:00,,2024-09-15 00:00:00,,2024-09-15 00:00:00,,2024-09-15 00:00:00,,0,Zeki,2024-09-15 10:13:19.083000,Lindon,2024-09-15 14:29:57.630000,<Default>,,,,,,,,,,,,,,,,2024-09-15 10:13:44.677000,2024-09-15 10:13:44.800000,0,1530,KGShop,KG-Sevkiyat
1531,S,N,2024-09-16 10:47:33,,DSM,,,,,0E-10,0E-10,,,,zeki,,,,,LN001,*,,670076,1315526,,,0,0,,2024-09-16 00:00:00,,2024-09-16 00:00:00,,2024-09-16 00:00:00,,2024-09-16 00:00:00,,2024-09-16 00:00:00,,0,Zeki,2024-09-16 10:50:50.223000,Lindon,2024-09-16 19:58:07.620000,<Default>,,,,,,,,,,,,,,,,2024-09-16 10:51:51.480000,2024-09-16 10:51:51.707000,0,1531,KGShop,KG-Sevkiyat
1532,S,N,2024-09-17 10:02:39,,DSM,,,,,0E-10,0E-10,,,,zeki,,,,,LN001,*,,670076,1316048,,,0,0,,2024-09-17 00:00:00,,2024-09-17 00:00:00,,2024-09-17 00:00:00,,2024-09-17 00:00:00,,2024-09-17 00:00:00,,0,Zeki,2024-09-17 10:07:12.637000,Lindon,2024-09-17 14:40:11.627000,<Default>,,,,,,,,,,,,,,,,2024-09-17 10:08:24.887000,2024-09-17 10:08:24.977000,0,1532,KGShop,KG-Sevkiyat
1533,S,N,2024-09-17 10:11:40,,DSM,,,,,0E-10,0E-10,,,,zeki,,,,,LN001,*,,670243,1316058,,,0,0,,2024-09-17 00:00:00,,2024-09-17 00:00:00,,2024-09-17 00:00:00,,2024-09-17 00:00:00,,2024-09-17 00:00:00,,0,Zeki,2024-09-17 10:15:02.980000,Lindon,2024-09-17 19:23:44.487000,<Default>,,,,,,,,,,,,,,,,2024-09-17 10:15:40.510000,2024-09-17 10:15:40.607000,0,1533,KGShop,KG-Sevkiyat
1534,A,N,2024-09-17 13:06:46,,RCN00037,,,,,0E-10,0E-10,,,,Rumeysa,,,,,LN014,,,,,,,0,0,,2024-09-17 00:00:00,,2024-09-17 00:00:00,,2024-09-17 00:00:00,,2024-09-17 00:00:00,,2024-09-17 00:00:00,,,Rumeysa,2024-09-17 13:08:13.767000,MUAZ,2024-09-18 17:18:49.347000,<Default>,,,,,,,,,,,,,,,,2024-09-17 13:19:35.307000,2024-09-17 13:19:35.363000,0,1534,KGShop,KGShop
1535,A,N,2024-09-17 13:19:58,,RCN00018,,,,,0E-10,0E-10,,,,Rumeysa,,,,D,LN014,,,,,,,0,0,,2024-09-17 00:00:00,,2024-09-17 00:00:00,,2024-09-17 00:00:00,,2024-09-17 00:00:00,,2024-09-17 00:00:00,,,Rumeysa,2024-09-17 13:21:07.793000,MUAZ,2024-09-18 14:28:29.443000,<Default>,,,,,,,,,,,,,,,,2024-09-17 13:22:13.160000,2024-09-17 13:22:13.247000,0,1535,KGShop,KGShop
1536,A,N,2024-09-17 13:24:12,,RCN00018,,,,,0E-10,0E-10,,,,Rumeysa,,,,,LN014,,,,,,,0,0,,2024-09-17 00:00:00,,2024-09-17 00:00:00,,2024-09-17 00:00:00,,2024-09-17 00:00:00,,2024-09-17 00:00:00,,,Rumeysa,2024-09-17 13:24:57.473000,MUAZ,2024-09-18 14:28:14.200000,<Default>,,,,,,,,,,,,,,,,2024-09-17 13:24:57.487000,2024-09-17 13:24:57.577000,0,1536,KGShop,KGShop
1537,A,N,2024-09-17 13:25:15,,RCN00018,,,,,0E-10,0E-10,,,,Rumeysa,,,,D,LN014,,,,,,,0,0,,2024-09-17 00:00:00,,2024-09-17 00:00:00,,2024-09-17 00:00:00,,2024-09-17 00:00:00,,2024-09-17 00:00:00,,,Rumeysa,2024-09-17 13:26:29.003000,MUAZ,2024-09-18 14:28:04.317000,<Default>,,,,,,,,,,,,,,,,2024-09-17 13:26:53.393000,2024-09-17 13:26:53.450000,0,1537,KGShop,KGShop
1540,A,N,2024-09-17 13:32:50,,RCN00018,,,,,0E-10,0E-10,,,,Rumeysa,,,,,LN014,,,,,,,0,0,,2024-09-17 00:00:00,,2024-09-17 00:00:00,,2024-09-17 00:00:00,,2024-09-17 00:00:00,,2024-09-17 00:00:00,,,Rumeysa,2024-09-17 13:38:38.603000,MUAZ,2024-09-18 14:27:48.707000,<Default>,,,,,,,,,,,,,,,,2024-09-17 13:38:38.657000,2024-09-17 13:38:38.850000,0,1540,KGShop,KGShop
1541,A,N,2024-09-17 13:38:59,,RCN00036,,,,,0E-10,0E-10,,,,Rumeysa,,,,,LN014,,,,,,,0,0,,2024-09-17 00:00:00,,2024-09-17 00:00:00,,2024-09-17 00:00:00,,2024-09-17 00:00:00,,2024-09-17 00:00:00,,,Rumeysa,2024-09-17 13:40:08.177000,MUAZ,2024-09-19 16:47:52.350000,<Default>,,,,,,,,,,,,,,,,2024-09-17 13:43:01.210000,2024-09-17 13:43:01.320000,0,1541,KGShop,KGShop
1543,A,N,2024-09-17 13:50:15,,RCN00014,,,,,0E-10,0E-10,,,,Rumeysa,,,,,LN014,,,,,,,0,0,,2024-09-17 00:00:00,,2024-09-17 00:00:00,,2024-09-17 00:00:00,,2024-09-17 00:00:00,,2024-09-17 00:00:00,,,Rumeysa,2024-09-17 13:51:25.107000,MUAZ,2024-09-19 14:27:33.020000,<Default>,,,,,,,,,,,,,,,,2024-09-17 13:55:08.750000,2024-09-17 13:55:08.833000,0,1543,KGShop,KGShop
1544,S,N,2024-09-17 22:10:11,,DSM,,,,,0E-10,0E-10,,,,zeki,,,,,LN001,*,,670076,1315526,,,0,0,,2024-09-19 00:00:00,,2024-09-19 00:00:00,,2024-09-19 00:00:00,,2024-09-19 00:00:00,,2024-09-19 00:00:00,,0,Zeki,2024-09-17 22:11:05.827000,Zeki,2024-09-19 18:21:29.430000,<Default>,,,YENİDEN GÖNDERİM,,,,,,,,,,,,,2024-09-19 18:21:28.927000,2024-09-19 18:21:29.137000,0,1544,KGShop,KGShop
1545,S,N,2024-09-17 22:15:34,,DSM,,,,,0E-10,0E-10,,,,zeki,,,,,LN001,*,,669898,1314892,,,0,0,,2024-09-17 00:00:00,,2024-09-17 00:00:00,,2024-09-17 00:00:00,,2024-09-17 00:00:00,,2024-09-17 00:00:00,,0,Zeki,2024-09-17 22:16:32.117000,Lindon,2024-09-18 08:48:30.123000,<Default>,,,YENİDEN GÖNDERİM,,,,,,,,,,,,,2024-09-17 22:16:32.157000,2024-09-17 22:16:32.273000,0,1545,KGShop,KG-Sevkiyat
1546,S,N,2024-09-18 08:45:51,,DSM,,,,,0E-10,0E-10,,,,zeki,,,,,LN001,*,,670243,1316446,,,0,0,,2024-09-18 00:00:00,,2024-09-18 00:00:00,,2024-09-18 00:00:00,,2024-09-18 00:00:00,,2024-09-18 00:00:00,,0,Zeki,2024-09-18 08:47:53.567000,Lindon,2024-09-18 16:33:17.387000,<Default>,,,,,,,,,,,,,,,,2024-09-18 08:48:23.110000,2024-09-18 08:48:23.233000,0,1546,KGShop,KG-Sevkiyat
1547,A,N,2024-09-18 10:59:54,,RCN00034,,,,,0E-10,0E-10,,,,Rumeysa,,,,,LN014,,,,,,,0,0,,2024-09-18 00:00:00,,2024-09-18 00:00:00,,2024-09-18 00:00:00,,2024-09-18 00:00:00,,2024-09-18 00:00:00,,,Rumeysa,2024-09-18 11:00:57.540000,MUAZ,2024-09-19 16:47:43.983000,<Default>,,,,,,,,,,,,,,,,2024-09-18 11:07:07.283000,2024-09-18 11:07:07.367000,0,1547,KGShop,KGShop
1548,S,N,2024-09-19 08:22:36,,DSM,,,,,0E-10,0E-10,,,,zeki,,,,,LN001,*,,670243,1317102,,,0,0,,2024-09-19 00:00:00,,2024-09-19 00:00:00,,2024-09-19 00:00:00,,2024-09-19 00:00:00,,2024-09-19 00:00:00,,0,Zeki,2024-09-19 08:24:44.110000,Lindon,2024-09-19 14:28:57.830000,<Default>,,,,,,,,,,,,,,,,2024-09-19 08:24:44.497000,2024-09-19 08:24:45.260000,0,1548,KGShop,KG-Sevkiyat
1549,S,N,2024-09-19 08:25:46,,DSM,,,,,0E-10,0E-10,,,,zeki,,,,,LN001,*,,670419,1317086,,,0,0,,2024-09-19 00:00:00,,2024-09-19 00:00:00,,2024-09-19 00:00:00,,2024-09-19 00:00:00,,2024-09-19 00:00:00,,0,Zeki,2024-09-19 08:29:41.393000,Lindon,2024-09-19 15:11:38.480000,<Default>,,,,,,,,,,,,,,,,2024-09-19 08:30:02.920000,2024-09-19 08:30:03.030000,0,1549,KGShop,KG-Sevkiyat
1550,S,N,2024-09-17 22:10:11,,DSM,,,,,0E-10,0E-10,,,,zeki,,,,,LN001,*,,670076,1315526,,,0,0,,2024-09-19 00:00:00,,2024-09-19 00:00:00,,2024-09-19 00:00:00,,2024-09-19 00:00:00,,2024-09-19 00:00:00,,0,Zeki,2024-09-19 18:21:52.100000,Zeki,2024-09-19 18:24:06.250000,<Default>,,,YENİDEN GÖNDERİM,,,,,,,,,,,,,2024-09-19 18:23:57.540000,2024-09-19 18:23:57.583000,0,1550,KGShop,KGShop
1551,S,N,2024-09-20 08:20:46,,DSM,,,,,0E-10,0E-10,,,,zeki,,,,,LN001,*,,670419,1317695,,,0,0,,2024-09-20 00:00:00,,2024-09-20 00:00:00,,2024-09-20 00:00:00,,2024-09-20 00:00:00,,2024-09-20 00:00:00,,0,Zeki,2024-09-20 08:24:09.300000,Lindon,2024-09-20 15:52:59.810000,<Default>,,,,,,,,,,,,,,,,2024-09-20 08:24:29.580000,2024-09-20 08:24:29.687000,0,1551,KGShop,KG-Sevkiyat
1552,A,N,2024-09-20 10:26:36,,RCN00037,,,,,0E-10,0E-10,,,,Rumeysa,,,,,LN014,,,,,,,0,0,,2024-09-20 00:00:00,,2024-09-20 00:00:00,,2024-09-20 00:00:00,,2024-09-20 00:00:00,,2024-09-20 00:00:00,,,Rumeysa,2024-09-20 10:27:41.707000,MUAZ,2024-09-23 15:27:49.660000,<Default>,,,,,,,,,,,,,,,,2024-09-20 10:27:41.757000,2024-09-20 10:27:41.940000,0,1552,KGShop,KGShop
1554,S,N,2024-09-21 10:09:47,,DSM,,,,,0E-10,0E-10,,,,zeki,,,,,LN001,*,,670419,1318359,,,0,0,,2024-09-21 00:00:00,,2024-09-21 00:00:00,,2024-09-21 00:00:00,,2024-09-21 00:00:00,,2024-09-21 00:00:00,,0,Zeki,2024-09-21 10:11:43.693000,Lindon,2024-09-21 14:57:01.527000,<Default>,,,,,,,,,,,,,,,,2024-09-21 10:11:44.023000,2024-09-21 10:11:44.597000,0,1554,KGShop,KG-Sevkiyat
1555,S,N,2024-09-21 10:15:03,,DSM,,,,,0E-10,0E-10,,,,zeki,,,,,LN001,*,,,,,,0,0,,2024-09-21 00:00:00,,2024-09-21 00:00:00,,2024-09-21 00:00:00,,2024-09-21 00:00:00,,2024-09-21 00:00:00,,0,Zeki,2024-09-21 10:17:17.873000,Lindon,2024-09-21 14:59:32.023000,<Default>,,,,,,,,,,,,,,,,2024-09-21 10:17:18.013000,2024-09-21 10:17:18.327000,0,1555,KGShop,KG-Sevkiyat
1558,S,N,2024-09-21 17:26:18,,ORIGIN,,,,,0E-10,0E-10,,,,Mürüvvet,,,,,LN001,*,,,,,,0,0,,2024-09-21 00:00:00,,2024-09-21 00:00:00,,2024-09-21 00:00:00,,2024-09-21 00:00:00,,2024-09-21 00:00:00,,0,Mürüvvet,2024-09-21 17:27:01.890000,Mürüvvet,2024-09-21 17:27:16.290000,<Default>,,,,,,,,,,,,,,,,2024-09-21 17:27:01.997000,2024-09-21 17:27:02.457000,0,1558,KGShop,KGShop
1559,S,N,2024-09-21 17:28:07,,P 0023,,,,,0E-10,0E-10,,,,Mürüvvet,,,,,LN001,*,,,,,,0,0,,2024-09-21 00:00:00,,2024-09-21 00:00:00,,2024-09-21 00:00:00,,2024-09-21 00:00:00,,2024-09-21 00:00:00,,0,Mürüvvet,2024-09-21 17:30:26.343000,Mürüvvet,2024-09-21 17:30:39.980000,<Default>,,,,,,,,,,,,,,,,2024-09-21 17:30:26.373000,2024-09-21 17:30:26.477000,0,1559,KGShop,KGShop
1560,S,N,2024-09-23 10:01:58,,DSM,,,,,0E-10,0E-10,,,,zeki,,,,,LN001,*,,670597,1318659,,,0,0,,2024-09-23 00:00:00,,2024-09-23 00:00:00,,2024-09-23 00:00:00,,2024-09-23 00:00:00,,2024-09-23 00:00:00,,0,Zeki,2024-09-23 10:04:13.363000,Lindon,2024-09-23 14:50:34.790000,<Default>,,,,,,,,,,,,,,,,2024-09-23 11:37:43.743000,2024-09-23 11:37:43.850000,0,1560,KGShop,KG-Sevkiyat
1561,S,N,2024-09-23 11:34:26,,DSM,,,,,0E-10,0E-10,,,,zeki,,,,,LN001,*,,670597,1318649,,,0,0,,2024-09-23 00:00:00,,2024-09-23 00:00:00,,2024-09-23 00:00:00,,2024-09-23 00:00:00,,2024-09-23 00:00:00,,0,Zeki,2024-09-23 11:36:38.707000,Lindon,2024-09-23 19:48:43.140000,<Default>,,,,,,,,,,,,,,,,2024-09-23 11:37:06.390000,2024-09-23 11:37:06.467000,0,1561,KGShop,KG-Sevkiyat
1562,S,N,2024-09-23 11:41:05,,DSM,,,,,0E-10,0E-10,,,,zeki,,,,,LN001,*,,670597,1319149,,,0,0,,2024-09-23 00:00:00,,2024-09-23 00:00:00,,2024-09-23 00:00:00,,2024-09-23 00:00:00,,2024-09-23 00:00:00,,0,Zeki,2024-09-23 11:42:49.533000,Lindon,2024-09-23 19:35:58.120000,<Default>,,,,,,,,,,,,,,,,2024-09-23 11:43:03.670000,2024-09-23 11:43:04.237000,0,1562,KGShop,KG-Sevkiyat
1563,S,N,2024-09-23 11:43:29,,DSM,,,,,0E-10,0E-10,,,,zeki,,,,,LN001,*,,670762,1319147,,,0,0,,2024-09-23 00:00:00,,2024-09-23 00:00:00,,2024-09-23 00:00:00,,2024-09-23 00:00:00,,2024-09-23 00:00:00,,0,Zeki,2024-09-23 11:46:17.097000,Lindon,2024-09-23 13:39:17.297000,<Default>,,,,,,,,,,,,,,,,2024-09-23 11:46:17.283000,2024-09-23 11:46:17.717000,0,1563,KGShop,KG-Sevkiyat
1565,S,N,2024-09-24 11:09:19,,DSM,,,,,0E-10,0E-10,,,,zeki,,,,,LN001,*,,670762,1319756,,,0,0,,2024-09-24 00:00:00,,2024-09-24 00:00:00,,2024-09-24 00:00:00,,2024-09-24 00:00:00,,2024-09-24 00:00:00,,0,Zeki,2024-09-24 11:11:08.580000,Lindon,2024-09-24 17:12:04.787000,<Default>,,,,,,,,,,,,,,,,2024-09-24 11:11:09.300000,2024-09-24 11:11:10.680000,0,1565,KGShop,KG-Sevkiyat
1566,S,N,2024-09-25 10:28:33,,DSM,,,,,0E-10,0E-10,,,,zeki,,,,,LN001,*,,670762,1320164,,,0,0,,2024-09-25 00:00:00,,2024-09-25 00:00:00,,2024-09-25 00:00:00,,2024-09-25 00:00:00,,2024-09-25 00:00:00,,0,Zeki,2024-09-25 10:29:28.907000,Lindon,2024-09-25 17:48:36.847000,<Default>,,,,,,,,,,,,,,,,2024-09-25 10:29:45.573000,2024-09-25 10:29:45.690000,0,1566,KGShop,KG-Sevkiyat
1567,S,N,2024-09-25 10:35:43,,DSM,,,,,0E-10,0E-10,,,,zeki,,,,,LN001,*,,670762,1320104,,,0,0,,2024-09-25 00:00:00,,2024-09-25 00:00:00,,2024-09-25 00:00:00,,2024-09-25 00:00:00,,2024-09-25 00:00:00,,0,Zeki,2024-09-25 10:36:27.653000,Lindon,2024-09-25 15:41:57.980000,<Default>,,,,,,,,,,,,,,,,2024-09-25 10:36:27.710000,2024-09-25 10:36:27.903000,0,1567,KGShop,KG-Sevkiyat
1568,S,N,2024-09-25 10:36:51,,DSM,,,,,0E-10,0E-10,,,,zeki,,,,,LN001,*,,670762,1320086,,,0,0,,2024-09-25 00:00:00,,2024-09-25 00:00:00,,2024-09-25 00:00:00,,2024-09-25 00:00:00,,2024-09-25 00:00:00,,0,Zeki,2024-09-25 10:38:32.180000,Lindon,2024-09-25 15:38:10.557000,<Default>,,,,,,,,,,,,,,,,2024-09-25 10:38:51.630000,2024-09-25 10:38:51.693000,0,1568,KGShop,KG-Sevkiyat
1569,S,N,2024-09-25 10:41:42,,DSM,,,,,0E-10,0E-10,,,,zeki,,,,,LN001,*,,670935,1320129,,,0,0,,2024-09-25 00:00:00,,2024-09-25 00:00:00,,2024-09-25 00:00:00,,2024-09-25 00:00:00,,2024-09-25 00:00:00,,0,Zeki,2024-09-25 10:42:04.113000,Lindon,2024-09-25 15:36:36.207000,<Default>,,,,,,,,,,,,,,,,2024-09-25 10:42:29.800000,2024-09-25 10:42:29.867000,0,1569,KGShop,KG-Sevkiyat
1570,A,N,2024-09-25 11:02:56,,RCN00005,,,,,0E-10,0E-10,,,,Rumeysa,,,,,LN015,,,,,,,0,0,,2024-09-25 00:00:00,,2024-09-25 00:00:00,,2024-09-25 00:00:00,,2024-09-25 00:00:00,,2024-09-25 00:00:00,,,Rumeysa,2024-09-25 11:07:24.020000,MUAZ,2024-09-27 14:01:49.153000,<Default>,,,,,,,,,,,,,,,,2024-09-25 11:08:37.667000,2024-09-25 11:08:37.827000,0,1570,KGShop,KGShop
1571,S,N,2024-09-26 10:02:08,,DSM,,,,,0E-10,0E-10,,,,zeki,,,,,LN001,*,,670935,1320867,,,0,0,,2024-09-26 00:00:00,,2024-09-26 00:00:00,,2024-09-26 00:00:00,,2024-09-26 00:00:00,,2024-09-26 00:00:00,,0,Zeki,2024-09-26 10:02:48.337000,Lindon,2024-09-26 17:37:45.700000,<Default>,,,,,,,,,,,,,,,,2024-09-26 10:02:48.820000,2024-09-26 10:02:49.947000,0,1571,KGShop,KG-Sevkiyat
1572,A,N,2024-09-26 11:40:07,,RCN00019,,,,,0E-10,0E-10,,,,Rumeysa,,,,,LN014,,,,,,,0,0,,2024-09-26 00:00:00,,2024-09-26 00:00:00,,2024-09-26 00:00:00,,2024-09-26 00:00:00,,2024-09-26 00:00:00,,,Rumeysa,2024-09-26 11:43:09.563000,MUAZ,2024-09-27 14:04:53.547000,<Default>,,,,,,,,,,,,,,,,2024-09-26 11:48:39.800000,2024-09-26 11:48:39.913000,0,1572,KGShop,KGShop
1574,A,N,2024-09-26 11:53:19,,RCN00018,,,,,0E-10,0E-10,,,,Rumeysa,,,,,LN014,,,,,,,0,0,,2024-09-26 00:00:00,,2024-09-26 00:00:00,,2024-09-26 00:00:00,,2024-09-26 00:00:00,,2024-09-26 00:00:00,,,Rumeysa,2024-09-26 12:00:09.247000,MUAZ,2024-09-27 14:04:24.943000,<Default>,,,,,,,,,,,,,,,,2024-09-26 12:05:25.513000,2024-09-26 12:05:25.597000,0,1574,KGShop,KGShop
1575,A,N,2024-09-26 12:07:54,,RCN00040,,,,,0E-10,0E-10,,,,Rumeysa,,,,,LN014,,,,,,,0,0,,2024-09-26 00:00:00,,2024-09-26 00:00:00,,2024-09-26 00:00:00,,2024-09-26 00:00:00,,2024-09-26 00:00:00,,,Rumeysa,2024-09-26 12:10:05.973000,MUAZ,2024-09-26 18:55:28.623000,<Default>,,,,,,,,,,,,,,,,2024-09-26 12:14:00.850000,2024-09-26 12:14:00.940000,0,1575,KGShop,KGShop
1576,A,N,2024-09-26 12:14:26,,RCN00037,,,,,0E-10,0E-10,,,,Rumeysa,,,,,LN014,,,,,,,0,0,,2024-09-26 00:00:00,,2024-09-26 00:00:00,,2024-09-26 00:00:00,,2024-09-26 00:00:00,,2024-09-26 00:00:00,,,Rumeysa,2024-09-26 12:16:14.320000,MUAZ,2024-09-27 14:03:47.970000,<Default>,,,,,,,,,,,,,,,,2024-09-26 12:19:40.707000,2024-09-26 12:19:40.847000,0,1576,KGShop,KGShop
1577,A,N,2024-09-26 12:20:12,,RCN00014,,,,,0E-10,0E-10,,,,Rumeysa,,,,,LN014,,,,,,,0,0,,2024-09-26 00:00:00,,2024-09-26 00:00:00,,2024-09-26 00:00:00,,2024-09-26 00:00:00,,2024-09-26 00:00:00,,,Rumeysa,2024-09-26 12:22:50.453000,MUAZ,2024-09-27 14:03:29.837000,<Default>,,,,,,,,,,,,,,,,2024-09-26 12:24:41.690000,2024-09-26 12:24:41.760000,0,1577,KGShop,KGShop
1578,A,N,2024-09-26 12:25:21,,RCN00021,,,,,0E-10,0E-10,,,,Rumeysa,,,,,LN014,,,,,,,0,0,,2024-09-26 00:00:00,,2024-09-26 00:00:00,,2024-09-26 00:00:00,,2024-09-26 00:00:00,,2024-09-26 00:00:00,,,Rumeysa,2024-09-26 12:26:28.403000,MUAZ,2024-09-27 14:03:17.140000,<Default>,,,,,,,,,,,,,,,,2024-09-26 12:34:22.160000,2024-09-26 12:34:22.300000,0,1578,KGShop,KGShop
