FisNo,FisTar,Location,CM,CMKod,BelgeNo,Durum,OzKod1,OzKod2,OzKod3,OzKod4,OzKod5,Onay1,OnayTar1,insUN,insDT,updUN,updDT
6380,2022-03-07 23:16:11.713000,KS013,M,KS0130000000001,,,,,,,,,,sa,2022-03-07 23:16:11.713000,sa,2022-03-07 23:16:11.713000
6381,2022-03-07 23:16:13.327000,KS012,M,KS0120000000001,,,,,,,,,,sa,2022-03-07 23:16:13.327000,sa,2022-03-07 23:16:13.327000
6382,2022-03-07 23:16:13.720000,KS012,M,KS0120000000001,,,,,,,,,,sa,2022-03-07 23:16:13.720000,sa,2022-03-07 23:16:13.720000
6383,2022-03-07 23:16:14.127000,KS012,M,KS0120000000001,,,,,,,,,,sa,2022-03-07 23:16:14.127000,sa,2022-03-07 23:16:14.127000
6384,2022-03-07 23:16:15.737000,KS012,M,KS0120000000001,,,,,,,,,,sa,2022-03-07 23:16:15.737000,sa,2022-03-07 23:16:15.737000
6385,2022-03-07 23:16:16.130000,KS012,M,KS0120000000001,,,,,,,,,,sa,2022-03-07 23:16:16.130000,sa,2022-03-07 23:16:16.130000
6386,2022-03-07 23:16:17.803000,KS012,M,KS0120000000001,,,,,,,,,,sa,2022-03-07 23:16:17.803000,sa,2022-03-07 23:16:17.803000
6387,2022-03-07 23:16:19.467000,KS012,M,KS0120000000001,,,,,,,,,,sa,2022-03-07 23:16:19.467000,sa,2022-03-07 23:16:19.467000
6388,2022-03-07 23:16:19.970000,KS012,M,KS0120000000001,,,,,,,,,,sa,2022-03-07 23:16:19.970000,sa,2022-03-07 23:16:19.970000
6389,2022-03-07 23:16:20.440000,KS012,M,KS0120000000001,,,,,,,,,,sa,2022-03-07 23:16:20.440000,sa,2022-03-07 23:16:20.440000
6390,2022-03-07 23:16:22.067000,KS012,M,KS0120000000001,,,,,,,,,,sa,2022-03-07 23:16:22.067000,sa,2022-03-07 23:16:22.067000
6391,2022-03-07 23:16:23.900000,KS012,M,KS0120000000001,,,,,,,,,,sa,2022-03-07 23:16:23.900000,sa,2022-03-07 23:16:23.900000
6392,2022-03-07 23:16:25.580000,KS012,M,KS0120000000001,,,,,,,,,,sa,2022-03-07 23:16:25.580000,sa,2022-03-07 23:16:25.580000
6393,2022-03-07 23:16:27.357000,KS012,M,KS0120000000001,,,,,,,,,,sa,2022-03-07 23:16:27.357000,sa,2022-03-07 23:16:27.357000
6394,2022-03-07 23:16:28.950000,KS013,M,KS0130000000001,,,,,,,,,,sa,2022-03-07 23:16:28.950000,sa,2022-03-07 23:16:28.950000
6395,2022-03-07 23:16:30.820000,KS012,M,KS0120000000001,,,,,,,,,,sa,2022-03-07 23:16:30.820000,sa,2022-03-07 23:16:30.820000
6396,2022-03-07 23:16:31.413000,KS012,M,KS0120000000001,,,,,,,,,,sa,2022-03-07 23:16:31.413000,sa,2022-03-07 23:16:31.413000
6397,2022-03-07 23:16:33.687000,KS012,M,KS0120000000001,,,,,,,,,,sa,2022-03-07 23:16:33.687000,sa,2022-03-07 23:16:33.687000
6398,2022-03-07 23:16:35.213000,KS013,M,KS0130000000001,,,,,,,,,,sa,2022-03-07 23:16:35.213000,sa,2022-03-07 23:16:35.213000
6399,2022-03-07 23:16:36.863000,KS013,M,KS0130000000001,,,,,,,,,,sa,2022-03-07 23:16:36.863000,sa,2022-03-07 23:16:36.863000
6400,2022-03-07 23:16:38.540000,KS013,M,KS0130000000001,,,,,,,,,,sa,2022-03-07 23:16:38.540000,sa,2022-03-07 23:16:38.540000
6401,2022-03-07 23:16:40.210000,KS013,M,KS0130000000001,,,,,,,,,,sa,2022-03-07 23:16:40.210000,sa,2022-03-07 23:16:40.210000
6402,2022-03-07 23:16:40.683000,KS013,M,KS0130000000001,,,,,,,,,,sa,2022-03-07 23:16:40.683000,sa,2022-03-07 23:16:40.683000
6403,2022-03-07 23:16:41.043000,KS013,M,KS0130000000001,,,,,,,,,,sa,2022-03-07 23:16:41.043000,sa,2022-03-07 23:16:41.043000
6404,2022-03-07 23:16:41.440000,KS013,M,KS0130000000001,,,,,,,,,,sa,2022-03-07 23:16:41.440000,sa,2022-03-07 23:16:41.440000
6405,2022-03-07 23:16:43.423000,KS012,M,KS0120000000001,,,,,,,,,,sa,2022-03-07 23:16:43.423000,sa,2022-03-07 23:16:43.423000
6406,2022-03-07 23:16:45.003000,KS013,M,KS0130000000001,,,,,,,,,,sa,2022-03-07 23:16:45.003000,sa,2022-03-07 23:16:45.003000
6407,2022-03-07 23:16:46.540000,KS012,M,KS0120000000001,,,,,,,,,,sa,2022-03-07 23:16:46.540000,sa,2022-03-07 23:16:46.540000
6408,2022-03-07 23:16:48.090000,KS012,M,KS0120000000001,,,,,,,,,,sa,2022-03-07 23:16:48.090000,sa,2022-03-07 23:16:48.090000
6409,2022-03-07 23:16:49.743000,KS012,M,KS0120000000001,,,,,,,,,,sa,2022-03-07 23:16:49.743000,sa,2022-03-07 23:16:49.743000
6410,2022-03-07 23:16:52.693000,KS012,M,KS0120000000001,,,,,,,,,,sa,2022-03-07 23:16:52.693000,sa,2022-03-07 23:16:52.693000
6411,2022-03-07 23:16:54.390000,KS012,M,KS0120000000001,,,,,,,,,,sa,2022-03-07 23:16:54.390000,sa,2022-03-07 23:16:54.390000
6412,2022-03-07 23:16:56.017000,KS013,M,KS0130000000001,,,,,,,,,,sa,2022-03-07 23:16:56.017000,sa,2022-03-07 23:16:56.017000
6413,2022-03-07 23:16:57.750000,KS013,M,KS0130000000001,,,,,,,,,,sa,2022-03-07 23:16:57.750000,sa,2022-03-07 23:16:57.750000
6414,2022-03-07 23:16:59.477000,KS013,M,KS0130000000001,,,,,,,,,,sa,2022-03-07 23:16:59.477000,sa,2022-03-07 23:16:59.477000
6415,2022-03-07 23:17:01.137000,KS013,M,KS0130000000001,,,,,,,,,,sa,2022-03-07 23:17:01.137000,sa,2022-03-07 23:17:01.137000
6416,2022-03-07 23:17:02.863000,KS013,M,KS0130000000001,,,,,,,,,,sa,2022-03-07 23:17:02.863000,sa,2022-03-07 23:17:02.863000
6417,2022-03-07 23:17:04.297000,KS013,M,KS0130000000001,,,,,,,,,,sa,2022-03-07 23:17:04.297000,sa,2022-03-07 23:17:04.297000
6418,2022-03-07 23:17:05.793000,KS013,M,KS0130000000001,,,,,,,,,,sa,2022-03-07 23:17:05.793000,sa,2022-03-07 23:17:05.793000
6419,2022-03-07 23:17:07.313000,KS013,M,KS0130000000001,,,,,,,,,,sa,2022-03-07 23:17:07.313000,sa,2022-03-07 23:17:07.313000
6420,2022-03-07 23:17:07.703000,KS013,M,KS0130000000001,,,,,,,,,,sa,2022-03-07 23:17:07.703000,sa,2022-03-07 23:17:07.703000
6421,2022-03-07 23:17:09.160000,KS012,M,KS0120000000001,,,,,,,,,,sa,2022-03-07 23:17:09.160000,sa,2022-03-07 23:17:09.160000
6422,2022-03-07 23:17:10.693000,KS012,M,KS0120000000001,,,,,,,,,,sa,2022-03-07 23:17:10.693000,sa,2022-03-07 23:17:10.693000
6423,2022-03-07 23:17:12.247000,KS012,M,KS0120000000001,,,,,,,,,,sa,2022-03-07 23:17:12.247000,sa,2022-03-07 23:17:12.247000
6424,2022-03-07 23:17:13.690000,KS013,M,KS0130000000001,,,,,,,,,,sa,2022-03-07 23:17:13.690000,sa,2022-03-07 23:17:13.690000
6425,2022-03-07 23:17:15.237000,KS013,M,KS0130000000001,,,,,,,,,,sa,2022-03-07 23:17:15.237000,sa,2022-03-07 23:17:15.237000
6426,2022-03-07 23:17:16.780000,KS013,M,KS0130000000001,,,,,,,,,,sa,2022-03-07 23:17:16.780000,sa,2022-03-07 23:17:16.780000
6427,2022-03-07 23:17:17.163000,KS013,M,KS0130000000001,,,,,,,,,,sa,2022-03-07 23:17:17.163000,sa,2022-03-07 23:17:17.163000
6428,2022-03-07 23:17:18.617000,KS012,M,KS0120000000001,,,,,,,,,,sa,2022-03-07 23:17:18.617000,sa,2022-03-07 23:17:18.617000
6429,2022-03-07 23:17:20.173000,KS013,M,KS0130000000001,,,,,,,,,,sa,2022-03-07 23:17:20.173000,sa,2022-03-07 23:17:20.173000
6430,2022-03-07 23:17:21.793000,KS013,M,KS0130000000001,,,,,,,,,,sa,2022-03-07 23:17:21.793000,sa,2022-03-07 23:17:21.793000
6431,2022-03-07 23:17:23.283000,KS013,M,KS0130000000001,,,,,,,,,,sa,2022-03-07 23:17:23.283000,sa,2022-03-07 23:17:23.283000
6432,2022-03-07 23:17:23.713000,KS013,M,KS0130000000001,,,,,,,,,,sa,2022-03-07 23:17:23.713000,sa,2022-03-07 23:17:23.713000
6433,2022-03-07 23:17:25.283000,KS012,M,KS0120000000001,,,,,,,,,,sa,2022-03-07 23:17:25.283000,sa,2022-03-07 23:17:25.283000
6434,2022-03-07 23:17:25.733000,KS012,M,KS0120000000001,,,,,,,,,,sa,2022-03-07 23:17:25.733000,sa,2022-03-07 23:17:25.733000
6435,2022-03-07 23:17:27.423000,KS012,M,KS0120000000001,,,,,,,,,,sa,2022-03-07 23:17:27.423000,sa,2022-03-07 23:17:27.423000
6436,2022-03-07 23:17:29.103000,KS012,M,KS0120000000001,,,,,,,,,,sa,2022-03-07 23:17:29.103000,sa,2022-03-07 23:17:29.103000
6437,2022-03-07 23:17:30.983000,KS012,M,KS0120000000001,,,,,,,,,,sa,2022-03-07 23:17:30.983000,sa,2022-03-07 23:17:30.983000
6438,2022-03-07 23:17:32.810000,KS012,M,KS0120000000001,,,,,,,,,,sa,2022-03-07 23:17:32.810000,sa,2022-03-07 23:17:32.810000
6439,2022-03-07 23:17:34.733000,KS013,M,KS0130000000001,,,,,,,,,,sa,2022-03-07 23:17:34.733000,sa,2022-03-07 23:17:34.733000
6440,2022-03-07 23:17:36.590000,KS013,M,KS0130000000001,,,,,,,,,,sa,2022-03-07 23:17:36.590000,sa,2022-03-07 23:17:36.590000
6441,2022-03-07 23:17:37.030000,KS013,M,KS0130000000001,,,,,,,,,,sa,2022-03-07 23:17:37.030000,sa,2022-03-07 23:17:37.030000
6442,2022-03-07 23:17:37.513000,KS013,M,KS0130000000001,,,,,,,,,,sa,2022-03-07 23:17:37.513000,sa,2022-03-07 23:17:37.513000
6443,2022-03-07 23:17:39.483000,KS013,M,KS0130000000001,,,,,,,,,,sa,2022-03-07 23:17:39.483000,sa,2022-03-07 23:17:39.483000
6444,2022-03-07 23:17:41.443000,KS012,M,KS0120000000001,,,,,,,,,,sa,2022-03-07 23:17:41.443000,sa,2022-03-07 23:17:41.443000
6445,2022-03-07 23:17:41.930000,KS012,M,KS0120000000001,,,,,,,,,,sa,2022-03-07 23:17:41.930000,sa,2022-03-07 23:17:41.930000
6446,2022-03-07 23:17:43.693000,KS013,M,KS0130000000001,,,,,,,,,,sa,2022-03-07 23:17:43.693000,sa,2022-03-07 23:17:43.693000
6447,2022-03-07 23:17:45.617000,KS012,M,KS0120000000001,,,,,,,,,,sa,2022-03-07 23:17:45.617000,sa,2022-03-07 23:17:45.617000
6448,2022-03-07 23:17:46.023000,KS012,M,KS0120000000001,,,,,,,,,,sa,2022-03-07 23:17:46.023000,sa,2022-03-07 23:17:46.023000
6449,2022-03-07 23:17:47.877000,KS013,M,KS0130000000001,,,,,,,,,,sa,2022-03-07 23:17:47.877000,sa,2022-03-07 23:17:47.877000
6450,2022-03-07 23:17:48.267000,KS013,M,KS0130000000001,,,,,,,,,,sa,2022-03-07 23:17:48.267000,sa,2022-03-07 23:17:48.267000
6451,2022-03-07 23:17:50.020000,KS013,M,KS0130000000001,,,,,,,,,,sa,2022-03-07 23:17:50.020000,sa,2022-03-07 23:17:50.020000
6452,2022-03-07 23:17:51.743000,KS012,M,KS0120000000001,,,,,,,,,,sa,2022-03-07 23:17:51.743000,sa,2022-03-07 23:17:51.743000
6453,2022-03-07 23:17:52.200000,KS012,M,KS0120000000001,,,,,,,,,,sa,2022-03-07 23:17:52.200000,sa,2022-03-07 23:17:52.200000
6454,2022-03-07 23:17:52.620000,KS012,M,KS0120000000001,,,,,,,,,,sa,2022-03-07 23:17:52.620000,sa,2022-03-07 23:17:52.620000
6455,2022-03-07 23:17:53.030000,KS012,M,KS0120000000001,,,,,,,,,,sa,2022-03-07 23:17:53.030000,sa,2022-03-07 23:17:53.030000
6456,2022-03-07 23:17:53.457000,KS012,M,KS0120000000001,,,,,,,,,,sa,2022-03-07 23:17:53.457000,sa,2022-03-07 23:17:53.457000
6457,2022-03-07 23:17:53.833000,KS012,M,KS0120000000001,,,,,,,,,,sa,2022-03-07 23:17:53.833000,sa,2022-03-07 23:17:53.833000
6458,2022-03-07 23:17:55.557000,KS013,M,KS0130000000001,,,,,,,,,,sa,2022-03-07 23:17:55.557000,sa,2022-03-07 23:17:55.557000
6459,2022-03-07 23:17:56.007000,KS013,M,KS0130000000001,,,,,,,,,,sa,2022-03-07 23:17:56.007000,sa,2022-03-07 23:17:56.007000
6460,2022-03-07 23:17:57.457000,KS013,M,KS0130000000001,,,,,,,,,,sa,2022-03-07 23:17:57.457000,sa,2022-03-07 23:17:57.457000
6461,2022-03-07 23:17:59.270000,KS012,M,KS0120000000001,,,,,,,,,,sa,2022-03-07 23:17:59.270000,sa,2022-03-07 23:17:59.270000
6462,2022-03-07 23:18:01.213000,KS013,M,KS0130000000001,,,,,,,,,,sa,2022-03-07 23:18:01.213000,sa,2022-03-07 23:18:01.213000
6463,2022-03-07 23:18:01.687000,KS013,M,KS0130000000001,,,,,,,,,,sa,2022-03-07 23:18:01.687000,sa,2022-03-07 23:18:01.687000
6464,2022-03-07 23:18:03.567000,KS012,M,KS0120000000001,,,,,,,,,,sa,2022-03-07 23:18:03.567000,sa,2022-03-07 23:18:03.567000
6465,2022-03-07 23:18:05.287000,KS013,M,KS0130000000001,,,,,,,,,,sa,2022-03-07 23:18:05.287000,sa,2022-03-07 23:18:05.287000
6466,2022-03-07 23:18:06.870000,KS013,M,KS0130000000001,,,,,,,,,,sa,2022-03-07 23:18:06.870000,sa,2022-03-07 23:18:06.870000
6467,2022-03-07 23:18:08.687000,KS012,M,KS0120000000001,,,,,,,,,,sa,2022-03-07 23:18:08.687000,sa,2022-03-07 23:18:08.687000
6468,2022-03-07 23:18:11.290000,KS012,M,KS0120000000001,,,,,,,,,,sa,2022-03-07 23:18:11.290000,sa,2022-03-07 23:18:11.290000
6469,2022-03-07 23:18:11.673000,KS012,M,KS0120000000001,,,,,,,,,,sa,2022-03-07 23:18:11.673000,sa,2022-03-07 23:18:11.673000
6470,2022-03-07 23:18:13.660000,KS013,M,KS0130000000001,,,,,,,,,,sa,2022-03-07 23:18:13.660000,sa,2022-03-07 23:18:13.660000
6471,2022-03-07 23:18:14.037000,KS013,M,KS0130000000001,,,,,,,,,,sa,2022-03-07 23:18:14.037000,sa,2022-03-07 23:18:14.037000
6472,2022-03-07 23:18:15.810000,KS012,M,KS0120000000001,,,,,,,,,,sa,2022-03-07 23:18:15.810000,sa,2022-03-07 23:18:15.810000
6473,2022-03-07 23:18:17.573000,KS013,M,KS0130000000001,,,,,,,,,,sa,2022-03-07 23:18:17.573000,sa,2022-03-07 23:18:17.573000
6474,2022-03-07 23:18:19.233000,KS013,M,KS0130000000001,,,,,,,,,,sa,2022-03-07 23:18:19.233000,sa,2022-03-07 23:18:19.233000
6475,2022-03-07 23:18:21.027000,KS013,M,KS0130000000001,,,,,,,,,,sa,2022-03-07 23:18:21.027000,sa,2022-03-07 23:18:21.027000
6476,2022-03-07 23:18:22.893000,KS013,M,KS0130000000001,,,,,,,,,,sa,2022-03-07 23:18:22.893000,sa,2022-03-07 23:18:22.893000
6477,2022-03-07 23:18:24.853000,KS013,M,KS0130000000001,,,,,,,,,,sa,2022-03-07 23:18:24.853000,sa,2022-03-07 23:18:24.853000
6478,2022-03-07 23:18:26.540000,KS013,M,KS0130000000001,,,,,,,,,,sa,2022-03-07 23:18:26.540000,sa,2022-03-07 23:18:26.540000
6479,2022-03-07 23:18:28.290000,KS013,M,KS0130000000001,,,,,,,,,,sa,2022-03-07 23:18:28.290000,sa,2022-03-07 23:18:28.290000
6480,2022-03-07 23:18:30.140000,KS012,M,KS0120000000001,,,,,,,,,,sa,2022-03-07 23:18:30.140000,sa,2022-03-07 23:18:30.140000
6481,2022-03-07 23:18:31.780000,KS013,M,KS0130000000001,,,,,,,,,,sa,2022-03-07 23:18:31.780000,sa,2022-03-07 23:18:31.780000
6482,2022-03-07 23:18:45.740000,KS013,M,KS0130000000001,,,,,,,,,,sa,2022-03-07 23:18:45.740000,sa,2022-03-07 23:18:45.740000
6483,2022-03-07 23:18:47.380000,KS012,M,KS0120000000001,,,,,,,,,,sa,2022-03-07 23:18:47.380000,sa,2022-03-07 23:18:47.380000
6484,2022-03-07 23:18:47.820000,KS012,M,KS0120000000001,,,,,,,,,,sa,2022-03-07 23:18:47.820000,sa,2022-03-07 23:18:47.820000
6485,2022-03-07 23:18:49.747000,KS012,M,KS0120000000001,,,,,,,,,,sa,2022-03-07 23:18:49.747000,sa,2022-03-07 23:18:49.747000
6486,2022-03-07 23:18:51.467000,KS013,M,KS0130000000001,,,,,,,,,,sa,2022-03-07 23:18:51.467000,sa,2022-03-07 23:18:51.467000
6487,2022-03-07 23:18:53.077000,KS012,M,KS0120000000001,,,,,,,,,,sa,2022-03-07 23:18:53.077000,sa,2022-03-07 23:18:53.077000
6488,2022-03-07 23:18:53.480000,KS012,M,KS0120000000001,,,,,,,,,,sa,2022-03-07 23:18:53.480000,sa,2022-03-07 23:18:53.480000
6489,2022-03-07 23:18:55.273000,KS012,M,KS0120000000001,,,,,,,,,,sa,2022-03-07 23:18:55.273000,sa,2022-03-07 23:18:55.273000
6490,2022-03-07 23:18:56.887000,KS012,M,KS0120000000001,,,,,,,,,,sa,2022-03-07 23:18:56.887000,sa,2022-03-07 23:18:56.887000
6491,2022-03-07 23:18:58.723000,KS012,M,KS0120000000001,,,,,,,,,,sa,2022-03-07 23:18:58.723000,sa,2022-03-07 23:18:58.723000
6492,2022-03-07 23:19:00.380000,KS013,M,KS0130000000001,,,,,,,,,,sa,2022-03-07 23:19:00.380000,sa,2022-03-07 23:19:00.380000
6493,2022-03-07 23:19:00.787000,KS013,M,KS0130000000001,,,,,,,,,,sa,2022-03-07 23:19:00.787000,sa,2022-03-07 23:19:00.787000
6494,2022-03-07 23:19:01.210000,KS013,M,KS0130000000001,,,,,,,,,,sa,2022-03-07 23:19:01.210000,sa,2022-03-07 23:19:01.210000
6495,2022-03-07 23:19:01.613000,KS013,M,KS0130000000001,,,,,,,,,,sa,2022-03-07 23:19:01.613000,sa,2022-03-07 23:19:01.613000
6496,2022-03-07 23:19:01.970000,KS013,M,KS0130000000001,,,,,,,,,,sa,2022-03-07 23:19:01.970000,sa,2022-03-07 23:19:01.970000
6497,2022-03-07 23:19:03.520000,KS013,M,KS0130000000001,,,,,,,,,,sa,2022-03-07 23:19:03.520000,sa,2022-03-07 23:19:03.520000
6498,2022-03-07 23:19:03.910000,KS013,M,KS0130000000001,,,,,,,,,,sa,2022-03-07 23:19:03.910000,sa,2022-03-07 23:19:03.910000
6499,2022-03-07 23:19:04.277000,KS013,M,KS0130000000001,,,,,,,,,,sa,2022-03-07 23:19:04.277000,sa,2022-03-07 23:19:04.277000
6500,2022-03-07 23:19:05.740000,KS012,M,KS0120000000001,,,,,,,,,,sa,2022-03-07 23:19:05.740000,sa,2022-03-07 23:19:05.740000
6501,2022-03-07 23:19:07.327000,KS013,M,KS0130000000001,,,,,,,,,,sa,2022-03-07 23:19:07.327000,sa,2022-03-07 23:19:07.327000
6502,2022-03-07 23:19:07.687000,KS013,M,KS0130000000001,,,,,,,,,,sa,2022-03-07 23:19:07.687000,sa,2022-03-07 23:19:07.687000
6503,2022-03-07 23:19:09.223000,KS013,M,KS0130000000001,,,,,,,,,,sa,2022-03-07 23:19:09.223000,sa,2022-03-07 23:19:09.223000
6504,2022-03-07 23:19:10.847000,KS012,M,KS0120000000001,,,,,,,,,,sa,2022-03-07 23:19:10.847000,sa,2022-03-07 23:19:10.847000
6505,2022-03-07 23:19:12.433000,KS013,M,KS0130000000001,,,,,,,,,,sa,2022-03-07 23:19:12.433000,sa,2022-03-07 23:19:12.433000
6506,2022-03-07 23:19:12.780000,KS013,M,KS0130000000001,,,,,,,,,,sa,2022-03-07 23:19:12.780000,sa,2022-03-07 23:19:12.780000
6507,2022-03-07 23:19:14.523000,KS013,M,KS0130000000001,,,,,,,,,,sa,2022-03-07 23:19:14.523000,sa,2022-03-07 23:19:14.523000
6508,2022-03-07 23:19:16.073000,KS013,M,KS0130000000001,,,,,,,,,,sa,2022-03-07 23:19:16.073000,sa,2022-03-07 23:19:16.073000
6509,2022-03-07 23:19:17.647000,KS013,M,KS0130000000001,,,,,,,,,,sa,2022-03-07 23:19:17.647000,sa,2022-03-07 23:19:17.647000
6510,2022-03-07 23:19:19.227000,KS012,M,KS0120000000001,,,,,,,,,,sa,2022-03-07 23:19:19.227000,sa,2022-03-07 23:19:19.227000
6511,2022-03-07 23:19:20.863000,KS013,M,KS0130000000001,,,,,,,,,,sa,2022-03-07 23:19:20.863000,sa,2022-03-07 23:19:20.863000
6512,2022-03-07 23:19:22.440000,KS013,M,KS0130000000001,,,,,,,,,,sa,2022-03-07 23:19:22.440000,sa,2022-03-07 23:19:22.440000
6513,2022-03-07 23:19:24.213000,KS013,M,KS0130000000001,,,,,,,,,,sa,2022-03-07 23:19:24.213000,sa,2022-03-07 23:19:24.213000
6514,2022-03-07 23:19:25.880000,KS013,M,KS0130000000001,,,,,,,,,,sa,2022-03-07 23:19:25.880000,sa,2022-03-07 23:19:25.880000
6515,2022-03-07 23:19:27.510000,KS013,M,KS0130000000001,,,,,,,,,,sa,2022-03-07 23:19:27.510000,sa,2022-03-07 23:19:27.510000
6516,2022-03-07 23:19:29.070000,KS013,M,KS0130000000001,,,,,,,,,,sa,2022-03-07 23:19:29.070000,sa,2022-03-07 23:19:29.070000
6517,2022-03-07 23:19:29.480000,KS013,M,KS0130000000001,,,,,,,,,,sa,2022-03-07 23:19:29.480000,sa,2022-03-07 23:19:29.480000
6518,2022-03-07 23:19:31.203000,KS013,M,KS0130000000001,,,,,,,,,,sa,2022-03-07 23:19:31.203000,sa,2022-03-07 23:19:31.203000
6519,2022-03-07 23:19:31.607000,KS013,M,KS0130000000001,,,,,,,,,,sa,2022-03-07 23:19:31.607000,sa,2022-03-07 23:19:31.607000
6520,2022-03-07 23:19:32,KS013,M,KS0130000000001,,,,,,,,,,sa,2022-03-07 23:19:32,sa,2022-03-07 23:19:32
6521,2022-03-07 23:19:32.487000,KS013,M,KS0130000000001,,,,,,,,,,sa,2022-03-07 23:19:32.487000,sa,2022-03-07 23:19:32.487000
6522,2022-03-07 23:19:34.027000,KS012,M,KS0120000000001,,,,,,,,,,sa,2022-03-07 23:19:34.027000,sa,2022-03-07 23:19:34.027000
6523,2022-03-07 23:19:36.920000,KS013,M,KS0130000000001,,,,,,,,,,sa,2022-03-07 23:19:36.920000,sa,2022-03-07 23:19:36.920000
6524,2022-03-07 23:19:37.977000,KS013,M,KS0130000000001,,,,,,,,,,sa,2022-03-07 23:19:37.977000,sa,2022-03-07 23:19:37.977000
6525,2022-03-07 23:19:39.283000,KS013,M,KS0130000000001,,,,,,,,,,sa,2022-03-07 23:19:39.283000,sa,2022-03-07 23:19:39.283000
6526,2022-03-07 23:19:41.967000,KS013,M,KS0130000000001,,,,,,,,,,sa,2022-03-07 23:19:41.967000,sa,2022-03-07 23:19:41.967000
6527,2022-03-07 23:19:42.390000,KS013,M,KS0130000000001,,,,,,,,,,sa,2022-03-07 23:19:42.390000,sa,2022-03-07 23:19:42.390000
6528,2022-03-07 23:19:43.920000,KS013,M,KS0130000000001,,,,,,,,,,sa,2022-03-07 23:19:43.920000,sa,2022-03-07 23:19:43.920000
6529,2022-03-07 23:19:45.430000,KS013,M,KS0130000000001,,,,,,,,,,sa,2022-03-07 23:19:45.430000,sa,2022-03-07 23:19:45.430000
6530,2022-03-07 23:19:45.870000,KS013,M,KS0130000000001,,,,,,,,,,sa,2022-03-07 23:19:45.870000,sa,2022-03-07 23:19:45.870000
6531,2022-03-07 23:19:47.430000,KS012,M,KS0120000000001,,,,,,,,,,sa,2022-03-07 23:19:47.430000,sa,2022-03-07 23:19:47.430000
6532,2022-03-07 23:19:49.650000,KS012,M,KS0120000000001,,,,,,,,,,sa,2022-03-07 23:19:49.650000,sa,2022-03-07 23:19:49.650000
6533,2022-03-07 23:19:51.290000,KS013,M,KS0130000000001,,,,,,,,,,sa,2022-03-07 23:19:51.290000,sa,2022-03-07 23:19:51.290000
6534,2022-03-07 23:19:53.510000,KS013,M,KS0130000000001,,,,,,,,,,sa,2022-03-07 23:19:53.510000,sa,2022-03-07 23:19:53.510000
6535,2022-03-07 23:19:55.160000,KS013,M,KS0130000000001,,,,,,,,,,sa,2022-03-07 23:19:55.160000,sa,2022-03-07 23:19:55.160000
6536,2022-03-07 23:19:55.537000,KS013,M,KS0130000000001,,,,,,,,,,sa,2022-03-07 23:19:55.537000,sa,2022-03-07 23:19:55.537000
6537,2022-03-07 23:19:57.310000,KS013,M,KS0130000000001,,,,,,,,,,sa,2022-03-07 23:19:57.310000,sa,2022-03-07 23:19:57.310000
6538,2022-03-07 23:19:58.973000,KS013,M,KS0130000000001,,,,,,,,,,sa,2022-03-07 23:19:58.973000,sa,2022-03-07 23:19:58.973000
6539,2022-03-07 23:20:00.943000,KS012,M,KS0120000000001,,,,,,,,,,sa,2022-03-07 23:20:00.943000,sa,2022-03-07 23:20:00.943000
6540,2022-03-07 23:20:06.887000,KS013,M,KS0130000000003,,,,,,,,,,sa,2022-03-07 23:20:06.887000,sa,2022-03-07 23:20:06.887000
6541,2022-03-07 23:20:13.573000,KS013,M,KS0130000000004,,,,,,,,,,sa,2022-03-07 23:20:13.573000,sa,2022-03-07 23:20:13.573000
6542,2022-03-07 23:20:15.413000,KS012,M,KS0120000000001,,,,,,,,,,sa,2022-03-07 23:20:15.413000,sa,2022-03-07 23:20:15.413000
6543,2022-03-07 23:20:15.960000,KS012,M,KS0120000000001,,,,,,,,,,sa,2022-03-07 23:20:15.960000,sa,2022-03-07 23:20:15.960000
6544,2022-03-07 23:20:18.883000,KS012,M,KS0120000000001,,,,,,,,,,sa,2022-03-07 23:20:18.883000,sa,2022-03-07 23:20:18.883000
6545,2022-03-07 23:20:21.273000,KS013,M,KS0130000000001,,,,,,,,,,sa,2022-03-07 23:20:21.273000,sa,2022-03-07 23:20:21.273000
6546,2022-03-07 23:20:21.693000,KS013,M,KS0130000000001,,,,,,,,,,sa,2022-03-07 23:20:21.693000,sa,2022-03-07 23:20:21.693000
6547,2022-03-07 23:20:25.220000,KS013,M,KS0130000000005,,,,,,,,,,sa,2022-03-07 23:20:25.220000,sa,2022-03-07 23:20:25.220000
6548,2022-03-07 23:20:25.897000,KS013,M,KS0130000000005,,,,,,,,,,sa,2022-03-07 23:20:25.897000,sa,2022-03-07 23:20:25.897000
6549,2022-03-07 23:20:29.227000,KS013,M,KS0130000000006,,,,,,,,,,sa,2022-03-07 23:20:29.227000,sa,2022-03-07 23:20:29.227000
6550,2022-03-07 23:20:31.477000,KS013,M,KS0130000000001,,,,,,,,,,sa,2022-03-07 23:20:31.477000,sa,2022-03-07 23:20:31.477000
6551,2022-03-07 23:20:34.207000,KS013,M,KS0130000000001,,,,,,,,,,sa,2022-03-07 23:20:34.207000,sa,2022-03-07 23:20:34.207000
6552,2022-03-07 23:20:36.367000,KS012,M,KS0120000000001,,,,,,,,,,sa,2022-03-07 23:20:36.367000,sa,2022-03-07 23:20:36.367000
