FisNo,Bolum,FisTip,FisTar,BelgeNo,Kasa,Location,CariKod,OzKod1,OzKod2,MuhKod,MuhFisNo,iptal,MM,insUN,insDT,updUN,updDT,locked,CreaterApp,OzKod3,OzKod4,OzKod5,LastUpdate,LastCalculate,MakbuzSerino,MakbuzNo,NoBaBs,NeedCalculate
685002,K,KT,2023-01-12 13:25:16,GİDER,V01,KS002,,,,,0,,,AIDAANA,2023-01-12 13:27:00.267000,AIDAANA,2023-01-13 00:49:42.317000,,,,,,2023-01-13 00:49:42.357000,2023-01-13 00:49:43.123000,,,,0
685003,K,NO,2023-01-11 14:34:06,OK,KS01,KS001,,,,,0,,,BERRIN,2023-01-12 14:34:43.323000,BERRIN,2023-01-12 14:34:43.323000,,,,,,2023-01-12 14:34:43.460000,2023-01-12 14:34:44.237000,,,,0
685004,K,KT,2023-01-12 15:10:39,NAKIT,R01,KS005,,,,,0,,,RAYMOOL,2023-01-12 15:11:06.070000,RAYMOOL,2023-01-12 15:11:06.070000,,,,,,2023-01-12 15:11:06.140000,2023-01-12 15:11:06.707000,,,,0
685005,K,KT,2023-01-12 15:26:38,AVANS,D01,KM03,,,,,0,,,SEMRA,2023-01-12 15:27:34.760000,SEMRA,2023-01-12 15:27:34.763000,,,,,,2023-01-12 15:27:34.823000,2023-01-12 15:27:35.550000,,,,0
685006,K,KT,2023-01-12 15:28:57,GIDER,D01,KM03,,,,,0,,,SEMRA,2023-01-12 15:29:57.370000,SEMRA,2023-01-12 15:29:57.370000,,,,,,2023-01-12 15:29:57.493000,2023-01-12 15:29:58.190000,,,,0
685007,C,AD,2023-01-12 15:34:17,FIRMA ,,KS001,,,,,0,,,BERRIN,2023-01-12 15:35:26.610000,BERRIN,2023-01-12 15:35:26.610000,,,,,,2023-01-12 15:35:26.693000,2023-01-12 15:35:27.290000,,,,0
685008,K,KT,2023-01-12 15:42:51,NAKIT,H01,KS007,,,,,0,,,KLAS,2023-01-12 15:43:46.290000,KLAS,2023-01-12 22:15:40.270000,,,,,,2023-01-12 22:15:40.283000,2023-01-12 22:15:40.933000,,,,0
685009,K,KT,2023-01-12 15:43:49,GIDER,H01,KS007,,,,,0,,,KLAS,2023-01-12 15:44:33.033000,KLAS,2023-01-12 15:44:33.033000,,,,,,2023-01-12 15:44:33.170000,2023-01-12 15:44:34.090000,,,,0
685010,K,KT,2023-01-12 16:06:03,NAKİT,F01,KS004,,,,,0,,,FAMILYMOOL,2023-01-12 16:13:07.483000,FAMILYMOOL,2023-01-12 16:13:07.483000,,,,,,2023-01-12 16:13:07.563000,2023-01-12 16:13:08.190000,,,,0
685011,K,NO,2023-01-12 17:55:04,,K01,Z003,,,,,0,,,AKKALAMALL,2023-01-12 17:55:27.507000,AKKALAMALL,2023-01-12 17:55:27.507000,,,,,,2023-01-12 17:55:27.557000,2023-01-12 17:55:28.047000,,,,0
685012,K,GO,2023-01-12 18:02:10,,K01,Z003,,,,,0,,,AKKALAMALL,2023-01-12 18:02:36.127000,AKKALAMALL,2023-01-12 18:02:36.130000,,,,,,2023-01-12 18:02:36.183000,2023-01-12 18:02:36.733000,,,,0
685013,K,KT,2023-01-12 18:59:36,,A01,KS013,,,,,0,,,AYTOLGUN,2023-01-12 19:00:30.047000,AYTOLGUN,2023-01-12 19:00:30.047000,,,,,,2023-01-12 19:00:30.110000,2023-01-12 19:00:31.013000,,,,0
685014,K,KT,2023-01-12 18:59:15,GRANDPARK GIDERLERI,G01,KS012,,,,,0,,,NAZERKE,2023-01-12 19:03:35.397000,NAZERKE,2023-01-12 19:03:35.397000,,,,,,2023-01-12 19:03:35.640000,2023-01-12 19:03:36.620000,,,,0
685015,K,BY,2023-01-12 20:15:22,,KS01,KS001,,,,,0,,,BERRIN,2023-01-12 20:15:58.187000,BERRIN,2023-01-13 13:11:47.150000,,,,,,2023-01-13 13:11:47.160000,2023-01-13 13:11:47.483000,,,,0
685016,K,NT,2023-01-12 20:26:27,FR,KS01,KS001,,,,,0,,,BERRIN,2023-01-12 20:26:54.323000,BERRIN,2023-01-12 20:26:54.327000,,,,,,2023-01-12 20:26:54.353000,2023-01-12 20:26:54.737000,,,,0
685017,K,NT,2023-01-12 20:27:02,TOPTAN,T01,KS001,,,,,0,,,BERRIN,2023-01-12 20:27:41.443000,BERRIN,2023-01-12 20:27:41.443000,,,,,,2023-01-12 20:27:41.523000,2023-01-12 20:27:42.090000,,,,0
685018,K,KT,2023-01-12 20:28:56,TOPTAN,T01,KS001,,,,,0,,,BERRIN,2023-01-12 20:29:07.440000,BERRIN,2023-01-12 20:29:11.113000,,,,,,2023-01-12 20:29:11.113000,2023-01-12 20:29:13.287000,,,,0
685019,K,NO,2023-01-12 20:30:42,EMANET ,KS01,KS001,,,,,0,,,BERRIN,2023-01-12 20:31:43.363000,BERRIN,2023-01-12 20:31:43.363000,,,,,,2023-01-12 20:31:43.410000,2023-01-12 20:31:43.843000,,,,0
685020,K,NO,2023-01-12 20:32:27,,L01,KS006,,,,,0,,,laleli,2023-01-12 20:35:33.650000,laleli,2023-01-12 20:46:07.897000,,,,,,2023-01-12 20:46:07.907000,2023-01-12 20:46:08.440000,,,,0
685021,K,NO,2023-01-12 20:32:17,FIRMA ,KS01,KS001,,,,,0,,,BERRIN,2023-01-12 20:36:53.370000,BERRIN,2023-01-12 20:36:53.370000,,,,,,2023-01-12 20:36:53.400000,2023-01-12 20:36:53.950000,,,,0
685022,C,AD,2023-01-12 20:41:38,FIRMA,,KS001,,,,,0,,,ERSEN,2023-01-12 20:42:04.800000,BERRIN,2023-01-13 17:23:34.497000,,,,,,2023-01-13 17:23:34.497000,2023-01-13 17:23:34.720000,,,,0
685023,K,GO,2023-01-12 20:44:13,TRGIDER,KS01,KS001,,,,,0,,,BERRIN,2023-01-12 20:45:48.497000,BERRIN,2023-01-13 13:12:35.033000,,,,,,2023-01-13 13:12:35.047000,2023-01-13 13:12:35.580000,,,,0
685024,K,NO,2023-01-12 20:46:15,PERS,KS01,KS001,,,,,0,,,BERRIN,2023-01-12 20:46:33.353000,BERRIN,2023-01-12 20:46:33.353000,,,,,,2023-01-12 20:46:33.410000,2023-01-12 20:46:33.927000,,,,0
685025,K,NT,2023-01-12 20:52:43,DOVIZ,KS01,KS001,,,,,0,,,BERRIN,2023-01-12 20:53:30.490000,BERRIN,2023-01-12 20:53:30.490000,,,,,,2023-01-12 20:53:30.550000,2023-01-12 20:53:31.040000,,,,0
685026,K,NO,2023-01-12 20:53:47,DOVIZ,KS01,KS001,,,,,0,,,BERRIN,2023-01-12 20:54:24.467000,BERRIN,2023-01-12 20:54:24.467000,,,,,,2023-01-12 20:54:24.967000,2023-01-12 20:54:25.627000,,,,0
685027,K,KT,2023-01-13 10:37:54,NAKIT,D01,KM03,,,,,0,,,SEMRA,2023-01-13 10:38:36.407000,SEMRA,2023-01-13 10:38:36.407000,,,,,,2023-01-13 12:07:20.263000,2023-01-13 12:07:40.430000,,,,0
685028,K,KT,2023-01-13 12:33:46,GİDER,V01,KS002,,,,,0,,,AIDAANA,2023-01-13 12:34:26.030000,AIDAANA,2023-01-14 00:13:30.363000,,,,,,2023-01-14 00:13:30.387000,2023-01-14 00:13:30.870000,,,,0
685029,K,KT,2023-01-13 13:22:30,NAKİT ,V01,KS002,,,,,0,,,AIDAANA,2023-01-13 13:23:05.780000,AIDAANA,2023-01-14 00:26:02.680000,,,,,,2023-01-14 00:26:02.690000,2023-01-14 00:26:03.197000,,,,0
685030,K,KT,2023-01-13 14:10:08,NAKİT,H01,KS007,,,,,0,,,NUR,2023-01-13 14:11:03.907000,KLAS,2023-01-14 00:19:57.803000,,,,,,2023-01-14 00:19:57.840000,2023-01-14 00:19:58.907000,,,,0
685031,K,KT,2023-01-13 14:11:11,GİDER,H01,KS007,,,,,0,,,NUR,2023-01-13 14:13:05.740000,KLAS,2023-01-13 17:24:34.713000,,,,,,2023-01-13 17:24:34.713000,2023-01-13 17:24:35.610000,,,,0
685032,K,NO,2023-01-13 14:30:38,FIRMA ,KS01,KS001,,,,,0,,,BERRIN,2023-01-13 14:44:10.930000,BERRIN,2023-01-14 11:45:16.587000,,,,,,2023-01-14 11:45:16.607000,2023-01-14 11:45:17.303000,,,,0
685034,K,GO,2023-01-13 14:47:19,TRGIDER,KS01,KS001,,,,,0,,,BERRIN,2023-01-13 14:47:32.433000,BERRIN,2023-01-14 11:32:16.700000,,,,,,2023-01-14 11:32:16.737000,2023-01-14 11:32:17.380000,,,,0
685035,K,NT,2023-01-13 14:54:38,DOVIZ,KS01,KS001,,,,,0,,,BERRIN,2023-01-13 14:55:09.890000,BERRIN,2023-01-13 18:41:38.327000,,,,,,2023-01-13 18:41:38.343000,2023-01-13 18:41:39.047000,,,,0
685036,K,BC,2023-01-13 14:55:39,,KS01,KS001,,,,,0,,,BERRIN,2023-01-13 14:56:00.370000,BERRIN,2023-01-13 14:56:00.370000,,,,,,2023-01-13 14:56:00.440000,2023-01-13 14:56:00.847000,,,,0
685037,K,NT,2023-01-13 14:57:34,TOPTAN,T01,KS001,,,,,0,,,BERRIN,2023-01-13 15:00:34.110000,BERRIN,2023-01-13 18:46:46.157000,,,,,,2023-01-13 18:46:46.167000,2023-01-13 18:46:47.240000,,,,0
685038,K,KT,2023-01-13 15:39:23,MAAŞ KAPAMA,Z01,KM01,,,,,0,,,ZBURNU,2023-01-13 15:40:32.560000,ZBURNU,2023-01-13 15:40:32.560000,,,,,,2023-01-13 15:40:32.607000,2023-01-13 15:40:33.170000,,,,0
685039,K,NT,2023-01-13 17:00:15,FR,KS01,KS001,,,,,0,,,BERRIN,2023-01-13 17:00:34.493000,BERRIN,2023-01-13 17:00:34.493000,,,,,,2023-01-13 17:00:34.560000,2023-01-13 17:00:34.950000,,,,0
685040,C,AD,2023-01-13 17:10:07,TOPTAN,,KS001,,,,,0,,,BERRIN,2023-01-13 17:10:23.447000,BERRIN,2023-01-13 17:10:26.787000,,,,,,2023-01-13 17:10:26.787000,2023-01-13 17:10:27.010000,,,,0
685041,C,BD,2023-01-13 17:10:32,TOPTAN,,KS001,,,,,0,,,BERRIN,2023-01-13 17:10:48.467000,BERRIN,2023-01-13 17:10:57.290000,,,,,,2023-01-13 17:10:57.317000,2023-01-13 17:10:57.583000,,,,0
685042,K,KT,2023-01-13 17:16:06,GIDER,D01,KM03,,,,,0,,,SEMRA,2023-01-13 17:16:37.597000,SEMRA,2023-01-13 17:16:37.597000,,,,,,2023-01-13 17:16:37.640000,2023-01-13 17:16:38.120000,,,,0
685043,C,AD,2023-01-13 17:19:06,FIRMA ,,KS001,,,,,0,,,BERRIN,2023-01-13 17:22:15.600000,BERRIN,2023-01-13 17:22:15.600000,,,,,,2023-01-13 17:22:15.773000,2023-01-13 17:22:16.350000,,,,0
685044,C,BD,2023-01-13 17:22:30,FIRMA ,,KS001,,,,,0,,,BERRIN,2023-01-13 17:23:10.290000,BERRIN,2023-01-13 17:23:10.290000,,,,,,2023-01-13 17:23:10.473000,2023-01-13 17:23:11.133000,,,,0
685045,C,AD,2023-01-13 17:28:00,FIRMA ,,KS001,,,,,0,,,BERRIN,2023-01-13 17:29:26.350000,BERRIN,2023-01-13 17:29:26.350000,,,,,,2023-01-13 17:29:27.660000,2023-01-13 17:29:28.197000,,,,0
685046,K,KT,2023-01-13 17:35:11,GIDER,E01,KS003,,,,,0,,,ERBIL,2023-01-13 17:36:58.720000,ERBIL,2023-01-13 17:36:58.720000,,,,,,2023-01-13 17:36:58.770000,2023-01-13 17:36:59.283000,,,,0
685047,K,KT,2023-01-13 17:38:23,GIDER,D01,KM03,,,,,0,,,SEMRA,2023-01-13 17:39:12.253000,SEMRA,2023-01-13 17:39:12.253000,,,,,,2023-01-13 17:39:12.540000,2023-01-13 17:39:13.263000,,,,0
685048,K,NO,2023-01-13 17:50:40,DOVIZ,KS01,KS001,,,,,0,,,BERRIN,2023-01-13 17:51:01.297000,BERRIN,2023-01-13 18:41:52.877000,,,,,,2023-01-13 18:41:52.893000,2023-01-13 18:41:53.340000,,,,0
685049,K,NO,2023-01-13 18:13:52,,L01,KS006,,,,,0,,,laleli,2023-01-13 18:14:09.277000,laleli,2023-01-13 18:50:24.733000,,,,,,2023-01-13 18:50:24.743000,2023-01-13 18:50:25.060000,,,,0
685050,K,NO,2023-01-13 18:14:35,HK,KS01,KS001,,,,,0,,,BERRIN,2023-01-13 18:14:59.377000,BERRIN,2023-01-13 18:14:59.377000,,,,,,2023-01-13 18:14:59.417000,2023-01-13 18:14:59.770000,,,,0
685051,K,KT,2023-01-13 18:24:21,GIDER,Z01,KM01,,,,,0,,,ZBURNU,2023-01-13 18:25:38.890000,ZBURNU,2023-01-13 18:25:38.890000,,,,,,2023-01-13 18:25:39.003000,2023-01-13 18:25:39.650000,,,,0
685052,K,KT,2023-01-13 18:34:39,TOPTAN,T01,KS001,,,,,0,,,BERRIN,2023-01-13 18:35:06.350000,BERRIN,2023-01-13 18:47:09.063000,,,,,,2023-01-13 18:47:09.080000,2023-01-13 18:47:09.520000,,,,0
685053,K,NO,2023-01-13 18:37:47,PERS,KS01,KS001,,,,,0,,,BERRIN,2023-01-13 18:38:06.567000,BERRIN,2023-01-13 18:50:53.980000,,,,,,2023-01-13 18:50:53.990000,2023-01-13 18:50:54.383000,,,,0
685054,K,GO,2023-01-13 18:42:28,IRAKGD,KS01,KS001,,,,,0,,,BERRIN,2023-01-13 18:42:56.907000,BERRIN,2023-01-14 12:42:05.210000,,,,,,2023-01-14 12:42:05.210000,2023-01-14 12:42:05.553000,,,,0
685055,K,NO,2023-01-13 18:44:00,,K01,Z003,,,,,0,,,AKKALAMALL,2023-01-13 18:46:47.123000,AKKALAMALL,2023-01-13 18:46:47.123000,,,,,,2023-01-13 18:46:47.170000,2023-01-13 18:46:47.607000,,,,0
685056,K,GO,2023-01-13 18:46:52,,K01,Z003,,,,,0,,,AKKALAMALL,2023-01-13 18:47:31.327000,AKKALAMALL,2023-01-13 18:47:31.327000,,,,,,2023-01-13 18:47:31.387000,2023-01-13 18:47:31.970000,,,,0
685057,K,KT,2023-01-13 18:54:04,GRANDPARK GIDERLERI,G01,KS012,,,,,0,,,NAZERKE,2023-01-13 18:55:27.113000,NAZERKE,2023-01-13 18:55:27.113000,,,,,,2023-01-13 18:55:27.873000,2023-01-13 18:55:28.630000,,,,0
685058,K,KT,2023-01-13 19:12:08,,A01,KS013,,,,,0,,,AYTOLGUN,2023-01-13 19:13:05.553000,AYTOLGUN,2023-01-13 19:13:05.553000,,,,,,2023-01-13 19:13:05.670000,2023-01-13 19:13:06.390000,,,,0
685059,K,NO,2023-01-13 19:39:31,,K01,Z003,,,,,0,,,AKKALAMALL,2023-01-13 19:42:24.483000,AKKALAMALL,2023-01-13 19:42:24.483000,,,,,,2023-01-13 19:42:24.543000,2023-01-13 19:42:25.130000,,,,0
685060,K,NO,2023-01-13 11:42:57,EMNAET,KS01,KS001,,,,,0,,,BERRIN,2023-01-14 11:43:20.420000,BERRIN,2023-01-14 11:44:52.837000,,,,,,2023-01-14 11:44:52.857000,2023-01-14 11:44:53.180000,,,,0
685061,K,NO,2023-01-13 11:45:42,OK,KS01,KS001,,,,,0,,,BERRIN,2023-01-14 11:45:57.830000,BERRIN,2023-01-14 11:45:57.830000,,,,,,2023-01-14 11:45:57.873000,2023-01-14 11:45:58.237000,,,,0
685062,K,BY,2023-01-13 11:48:05,,KS01,KS001,,,,,0,,,BERRIN,2023-01-14 11:48:56.140000,BERRIN,2023-01-14 11:48:56.140000,,,,,,2023-01-14 11:48:56.183000,2023-01-14 11:48:56.647000,,,,0
685063,K,GG,2023-01-13 11:52:57,,KS01,KS001,,,,,0,,,BERRIN,2023-01-14 11:53:18.580000,BERRIN,2023-01-14 11:53:18.580000,,,,,,2023-01-14 11:53:18.613000,2023-01-14 11:53:19.003000,,,,0
685064,C,AD,2023-01-13 12:09:51,PAYU,,KS001,,,,,0,,,BERRIN,2023-01-14 12:11:44.703000,BERRIN,2023-01-14 12:11:51.267000,,,,,,2023-01-14 12:11:51.267000,2023-01-14 12:11:51.717000,,,,0
685065,C,BD,2023-01-13 12:12:13,PAYU,,KS001,,,,,0,,,BERRIN,2023-01-14 12:12:38.160000,BERRIN,2023-01-14 12:12:38.160000,,,,,,2023-01-14 12:12:38.193000,2023-01-14 12:12:38.610000,,,,0
685066,K,KT,2023-01-14 12:24:54,NAKIT,Z01,KM01,,,,,0,,,ZBURNU,2023-01-14 12:25:25.610000,ZBURNU,2023-01-14 12:25:25.610000,,,,,,2023-01-14 12:25:25.660000,2023-01-14 12:25:26.230000,,,,0
685067,K,KT,2023-01-14 12:25:30,GIDER,Z01,KM01,,,,,0,,,ZBURNU,2023-01-14 12:26:22.750000,ZBURNU,2023-01-14 12:26:22.750000,,,,,,2023-01-14 12:26:22.827000,2023-01-14 12:26:23.350000,,,,0
685068,K,KT,2023-01-14 15:17:50,NAKİT,H01,KS007,,,,,0,,,KLAS,2023-01-14 15:18:38.473000,KLAS,2023-01-14 23:43:38.980000,,,,,,2023-01-14 23:43:39.027000,2023-01-14 23:43:39.757000,,,,0
685069,K,KT,2023-01-14 15:21:33,GİDER,V01,KS002,,,,,0,,,AIDAANA,2023-01-14 15:26:01.857000,FUNDA,2023-01-16 12:45:27.343000,,,,,,2023-01-16 12:45:27.367000,2023-01-16 12:45:27.867000,,,,0
685070,K,KT,2023-01-14 15:27:32,NAKİT,V01,KS002,,,,,0,,,AIDAANA,2023-01-14 15:29:16.273000,AIDAANA,2023-01-14 23:39:11.470000,,,,,,2023-01-14 23:39:12.293000,2023-01-14 23:39:12.730000,,,,0
685071,K,NT,2023-01-14 16:15:50,DOVIZ,KS01,KS001,,,,,0,,,BERRIN,2023-01-14 16:16:39.890000,BERRIN,2023-01-14 17:29:55.440000,,,,,,2023-01-14 17:29:55.450000,2023-01-14 17:29:55.780000,,,,0
685072,K,NO,2023-01-14 16:16:54,DOVIZ,KS01,KS001,,,,,0,,,BERRIN,2023-01-14 16:17:19.930000,BERRIN,2023-01-14 17:53:51.883000,,,,,,2023-01-14 17:53:51.883000,2023-01-14 17:53:52.267000,,,,0
685073,K,NT,2023-01-14 16:17:38,TOPTAN,T01,KS001,,,,,0,,,BERRIN,2023-01-14 16:19:24.300000,BERRIN,2023-01-14 17:52:19.110000,,,,,,2023-01-14 17:52:19.120000,2023-01-14 17:52:19.510000,,,,0
685074,K,GO,2023-01-14 16:20:33,TRGIDER,KS01,KS001,,,,,0,,,BERRIN,2023-01-14 16:21:25.147000,BERRIN,2023-01-16 19:48:39.123000,,,,,,2023-01-16 19:48:39.150000,2023-01-16 19:48:40.160000,,,,0
685075,K,NO,2023-01-14 16:21:27,FIRMA ,KS01,KS001,,,,,0,,,BERRIN,2023-01-14 16:22:14.423000,BERRIN,2023-01-16 12:21:18.960000,,,,,,2023-01-16 12:21:18.980000,2023-01-16 12:21:19.300000,,,,0
685076,K,NO,2023-01-14 16:22:19,,L01,KS006,,,,,0,,,laleli,2023-01-14 16:24:46.240000,laleli,2023-01-14 17:41:51.323000,,,,,,2023-01-14 17:41:51.330000,2023-01-14 17:41:52,,,,0
685077,C,AD,2023-01-14 16:37:03,TOPTAN,,KS001,,,,,0,,,BERRIN,2023-01-14 16:37:28.453000,BERRIN,2023-01-14 16:37:28.453000,,,,,,2023-01-14 16:37:28.487000,2023-01-14 16:37:28.903000,,,,0
685078,C,BD,2023-01-14 16:37:32,TOPTAN,,KS001,,,,,0,,,BERRIN,2023-01-14 16:37:51.197000,BERRIN,2023-01-14 16:37:51.200000,,,,,,2023-01-14 16:37:51.243000,2023-01-14 16:37:51.610000,,,,0
685079,K,KT,2023-01-14 16:58:05,GRANDPARK GIDERLERI,G01,KS012,,,,,0,,,NAZERKE,2023-01-14 17:01:15.240000,NAZERKE,2023-01-14 17:01:15.240000,,,,,,2023-01-14 17:01:15.420000,2023-01-14 17:01:16.140000,,,,0
685080,K,NO,2023-01-14 17:34:34,PERS,KS01,KS001,,,,,0,,,BERRIN,2023-01-14 17:34:54.390000,BERRIN,2023-01-14 17:42:12.017000,,,,,,2023-01-14 17:42:12.037000,2023-01-14 17:42:12.280000,,,,0
685081,K,NO,2023-01-14 17:31:53,,K01,Z003,,,,,0,,,AKKALAMALL,2023-01-14 17:36:33.370000,AKKALAMALL,2023-01-14 17:36:33.370000,,,,,,2023-01-14 17:36:33.410000,2023-01-14 17:36:33.957000,,,,0
685082,K,GO,2023-01-14 17:36:41,,K01,Z003,,,,,0,,,AKKALAMALL,2023-01-14 17:37:14.260000,AKKALAMALL,2023-01-14 17:37:14.260000,,,,,,2023-01-14 17:37:14.320000,2023-01-14 17:37:14.910000,,,,0
685083,K,KT,2023-01-14 17:41:28,,D01,KM03,,,,,0,,,SEMRA,2023-01-14 17:43:15.380000,SEMRA,2023-01-14 17:43:15.380000,,,,,,2023-01-14 17:43:15.490000,2023-01-14 17:43:16.110000,,,,0
685084,K,KT,2023-01-14 17:52:29,TOPTAN,T01,KS001,,,,,0,,,BERRIN,2023-01-14 17:52:54.397000,BERRIN,2023-01-14 17:52:54.397000,,,,,,2023-01-14 17:52:54.563000,2023-01-14 17:52:54.983000,,,,0
685085,K,KT,2023-01-14 18:27:25,,A01,KS013,,,,,0,,,AYTOLGUN,2023-01-14 18:29:47.870000,AYTOLGUN,2023-01-14 18:29:47.870000,,,,,,2023-01-14 18:29:48.023000,2023-01-14 18:29:48.737000,,,,0
685086,K,KT,2023-01-14 21:43:32,GIDER,E01,KS003,,,,,0,,,ERBIL,2023-01-14 21:44:54.030000,ERBIL,2023-01-14 21:44:54.030000,,,,,,2023-01-14 21:44:54.110000,2023-01-14 21:44:54.613000,,,,0
685087,K,KT,2023-01-14 22:15:02,GIDER,E01,KS003,,,,,0,,,ERBIL,2023-01-14 22:15:57.940000,ERBIL,2023-01-14 22:15:57.940000,,,,,,2023-01-14 22:15:58.017000,2023-01-14 22:15:58.590000,,,,0
685088,K,KT,2023-01-14 23:39:30,GIDER,R01,KS005,,,,,0,,,RAYMOOL,2023-01-14 23:40:09.223000,RAYMOOL,2023-01-14 23:40:09.223000,,,,,,2023-01-14 23:40:09.297000,2023-01-14 23:40:10.020000,,,,0
685089,C,AD,2023-01-15 11:15:17,ONLINE TRENDYOL,,KS008,,,,,0,,,ASLINUR,2023-01-15 11:18:34.663000,ASLINUR,2023-01-15 11:18:34.663000,,,,,,2023-01-15 11:18:34.770000,2023-01-15 11:18:35.330000,,,,0
685090,C,AD,2023-01-15 11:18:37,ONLINE HEPSİBURADA,,KS008,,,,,0,,,ASLINUR,2023-01-15 11:19:33.623000,ASLINUR,2023-01-15 11:19:33.623000,,,,,,2023-01-15 11:19:33.680000,2023-01-15 11:19:34.073000,,,,0
685091,K,KT,2023-01-15 08:05:28,GİDER,V01,KS002,,,,,0,,,LIN,2023-01-15 12:23:48.710000,AIDAANA,2023-01-16 00:24:02.137000,,,,,,2023-01-16 00:24:02.160000,2023-01-16 00:24:02.617000,,,,0
685092,K,KT,2023-01-15 15:36:05,NAKIT,Z01,KM01,,,,,0,,,ZBURNU,2023-01-15 15:37:18.373000,ZBURNU,2023-01-15 15:37:18.373000,,,,,,2023-01-15 15:37:20.220000,2023-01-15 15:37:21.343000,,,,0
685093,K,KT,2023-01-15 17:26:46,GIDER,E01,KS003,,,,,0,,,ERBIL,2023-01-15 17:29:12.980000,ERBIL,2023-01-15 17:29:12.983000,,,,,,2023-01-15 17:29:13.047000,2023-01-15 17:29:14.273000,,,,0
685094,K,NO,2023-01-15 18:29:06,,K01,Z003,,,,,0,,,AKKALAMALL,2023-01-15 18:30:01.187000,AKKALAMALL,2023-01-15 18:30:01.190000,,,,,,2023-01-15 18:30:01.227000,2023-01-15 18:30:01.727000,,,,0
685095,K,GO,2023-01-15 18:30:18,,K01,Z003,,,,,0,,,AKKALAMALL,2023-01-15 18:31:05.120000,AKKALAMALL,2023-01-15 18:31:05.120000,,,,,,2023-01-15 18:31:05.207000,2023-01-15 18:31:05.740000,,,,0
685096,K,KT,2023-01-15 18:31:44,GRANDPARK GIDERLERI,G01,KS012,,,,,0,,,NAZERKE,2023-01-15 18:37:39.970000,NAZERKE,2023-01-15 18:37:39.970000,,,,,,2023-01-15 18:37:41.250000,2023-01-15 18:37:44.183000,,,,0
685097,K,KT,2023-01-15 18:35:11,,A01,KS013,,,,,0,,,AYTOLGUN,2023-01-15 18:37:49.997000,AYTOLGUN,2023-01-15 18:37:49.997000,,,,,,2023-01-15 18:37:50.460000,2023-01-15 18:37:53.047000,,,,0
685098,K,KT,2023-01-15 18:47:46,NAKİT,H01,KS007,,,,,0,,,KLAS,2023-01-15 18:48:36.340000,KLAS,2023-01-16 00:10:12.037000,,,,,,2023-01-16 00:10:12.070000,2023-01-16 00:10:12.910000,,,,0
685099,K,KT,2023-01-15 18:53:51,NAKİT,V01,KS002,,,,,0,,,LIN,2023-01-15 18:55:52.753000,LIN,2023-01-16 00:12:26.470000,,,,,,2023-01-16 00:12:26.533000,2023-01-16 00:12:27.340000,,,,0
685100,K,NO,2023-01-15 19:25:05,,K01,Z003,,,,,0,,,AKKALAMALL,2023-01-15 19:25:26.693000,AKKALAMALL,2023-01-15 19:25:26.693000,,,,,,2023-01-15 19:25:26.757000,2023-01-15 19:25:27.303000,,,,0
685101,K,KT,2023-01-15 19:51:40,GIDER,E01,KS003,,,,,0,,,ERBIL,2023-01-15 19:52:36.180000,ERBIL,2023-01-15 19:52:36.180000,,,,,,2023-01-15 19:52:36.240000,2023-01-15 19:52:36.983000,,,,0
685102,K,KT,2023-01-15 21:30:28,GIDER,R01,KS005,,,,,0,,,RAYMOOL,2023-01-15 21:30:55.007000,RAYMOOL,2023-01-15 21:30:55.007000,,,,,,2023-01-15 21:30:55.133000,2023-01-15 21:30:56.080000,,,,0
685103,K,KT,2023-01-16 09:29:15,AVANS,D01,KM03,,,,,0,,,SEMRA,2023-01-16 09:29:53.320000,SEMRA,2023-01-16 09:29:53.320000,,,,,,2023-01-16 09:29:53.360000,2023-01-16 09:29:53.937000,,,,0
685104,C,AD,2023-01-16 10:56:06,ONLINE TRENDYOL,,KS008,,,,,0,,,ASLINUR,2023-01-16 10:56:38.827000,ASLINUR,2023-01-16 10:56:38.827000,,,,,,2023-01-16 10:56:38.863000,2023-01-16 10:56:39.243000,,,,0
685105,K,BY,2023-01-15 11:34:41,,KS01,KS001,,,,,0,,,BERRIN,2023-01-16 11:36:05.173000,BERRIN,2023-01-16 12:24:36.420000,,,,,,2023-01-16 12:24:36.417000,2023-01-16 12:24:36.790000,,,,0
685106,K,KT,2023-01-16 11:52:27,GİDER,V01,KS002,,,,,0,,,LIN,2023-01-16 11:54:48.970000,AIDAANA,2023-01-17 00:37:21.393000,,,,,,2023-01-17 00:37:22.013000,2023-01-17 00:37:22.753000,,,,0
685107,K,GO,2023-01-14 11:54:09,IRAKGD,KS01,KS001,,,,,0,,,BERRIN,2023-01-16 11:55:30.197000,BERRIN,2023-01-16 18:26:19.797000,,,,,,2023-01-16 18:26:19.797000,2023-01-16 18:26:20.133000,,,,0
685108,K,NT,2023-01-15 12:02:24,TOPTAN,T01,KS001,,,,,0,,,BERRIN,2023-01-16 12:02:51.643000,BERRIN,2023-01-16 12:02:56.293000,,,,,,2023-01-16 12:02:56.293000,2023-01-16 12:02:56.907000,,,,0
685109,K,KT,2023-01-15 12:03:06,TOPTAN,T01,KS001,,,,,0,,,BERRIN,2023-01-16 12:03:35.783000,BERRIN,2023-01-16 12:26:08.503000,,,,,,2023-01-16 12:26:08.503000,2023-01-16 12:26:08.750000,,,,0
