Modul,FisTip,FisNo,FisHarinx,SKod,RKod,Asorti,Miktar
F,fsa,3814,10652,018 2796,1941,0001,1.0
F,fsa,3814,10652,018 2796,2288,0001,1.0
F,fsa,3814,10653,018 2801,1941,0001,1.0
F,fsa,3814,10655,018 2928,3320,0001,1.0
F,fsa,3814,10655,018 2928,3323,0001,1.0
F,fsa,3814,10656,018 2977,1941,0001,1.0
F,fsa,3814,10656,018 2977,3318,0001,1.0
F,fsa,3814,10657,040 2963,216,0001,1.0
F,fsa,3814,10657,040 2963,1851,0001,1.0
F,fsa,3814,10658,040 2951,1851,0001,1.0
F,fsa,3814,10659,040 2951,216,0001,1.0
F,fsa,3814,10659,040 2951,286,0001,1.0
F,fsa,3814,10659,040 2951,4398,0001,1.0
F,fsa,3814,10662,018 2926,1941,0001,1.0
F,fsa,3814,10662,018 2926,3320,0001,1.0
F,fsa,3814,10662,018 2926,4458,0001,1.0
F,fsa,3814,10663,040 2210,1851,0001,1.0
F,fsa,3814,10664,040 2210,216,0001,1.0
F,fsa,3814,10664,040 2210,286,0001,1.0
F,fsa,3814,10664,040 2210,1567,0001,1.0
F,fsa,3814,10665,040 2966,216,0149,1.0
F,fsa,3814,10665,040 2966,1077,0149,1.0
F,fsa,3822,10673,407 K22 1107,2282,0691,1.0
F,fsa,3822,10674,407 K22 1107,2282,0690,1.0
F,fsa,3822,10675,407 K22 1107,2282,0689,1.0
F,fsa,3822,10676,007 22 801,58,0001,2.0
F,fsa,3822,10677,007 21 3154,5494,0001,1.0
F,fsa,3835,10706,002 H 3823,4747,0516,1.0
F,fsa,3835,10707,002 H 2794,3040,0516,1.0
F,fsa,3835,10707,002 H 2794,4196,0516,1.0
F,fsa,3835,10708,002 H 3817,4149,0637,1.0
F,fsa,3835,10709,002 H 4104,3131,0516,1.0
F,fsa,3835,10709,002 H 4104,4780,0516,1.0
F,fsa,3835,10710,002 H 3816,4478,0637,1.0
F,fsa,3835,10711,002 H 3871,4482,0516,1.0
F,fsa,3835,10711,002 H 3871,4703,0516,1.0
F,fsa,3835,10712,002 6439,1436,0624,1.0
F,fsa,3835,10712,002 6439,1734,0625,1.0
F,fsa,3835,10712,002 6439,5133,0628,1.0
F,fsa,3835,10712,002 6439,5134,0626,1.0
F,fsa,3835,10712,002 6439,5135,0629,1.0
F,fsa,3842,10724,418 T 20263,3932,0065,1.0
F,fsa,3842,10724,418 T 20263,3957,0065,1.0
F,fsa,3847,10730,413 335,5873,0001,2.0
F,fsa,3847,10730,413 335,5874,0001,1.0
F,fsa,3847,10730,413 335,5880,0001,1.0
F,fsa,3847,10730,413 335,5881,0001,1.0
F,fsa,3847,10731,413 340,5873,0001,1.0
F,fsa,3847,10731,413 340,5874,0001,1.0
F,fsa,3847,10731,413 340,5878,0001,1.0
F,fsa,3853,10740,037 25511,2600,0233,1.0
F,fsa,3853,10741,037 25511,2600,0033,1.0
F,fsa,3853,10742,002 H 3854,4513,0622,1.0
F,fsa,3853,10743,002 H 3854,4513,0021,1.0
F,fsa,3855,10745,393 3012,2094,0001,1.0
F,fsa,3855,10746,396 2179,5388,0001,1.0
F,fsa,3856,10747,037 5001-1,2957,0093,1.0
F,fsa,3856,10748,037 5032-2,128,0093,1.0
F,fsa,3856,10748,037 5032-2,4289,0093,1.0
F,fsa,3856,10749,037 25508,2978,0197,1.0
F,fsa,3856,10750,037 25511,2600,0197,1.0
F,fsa,3856,10751,037 5030-2,4293,0093,1.0
F,fsa,3856,10752,078 33901,210,0001,1.0
F,fsa,3856,10752,078 33901,514,0001,1.0
F,fsa,3856,10752,078 33901,2094,0001,1.0
F,fsa,3856,10753,393 7895,1,0093,1.0
F,fsa,3856,10753,393 7895,1356,0093,1.0
F,fsa,3856,10754,393 557,514,0093,1.0
F,fsa,3858,10756,009 1038,241,0045,1.0
F,fsa,3858,10761,055 1724,40,0037,1.0
F,fsa,3860,10759,413 335,5875,0001,1.0
F,fsa,3860,10759,413 335,5877,0001,1.0
F,fsa,3860,10760,413 340,5875,0001,1.0
F,fsa,3862,10765,018 202,1941,0001,1.0
F,fsa,3865,10768,007 20 800,4370,0031,1.0
F,fsa,3868,10771,007 20 800,4370,0031,1.0
F,fsa,3868,10771,007 20 800,4396,0031,1.0
F,fsa,3868,10771,007 20 800,4806,0031,1.0
F,fsa,3868,10771,007 20 800,4812,0746,1.0
F,fsa,3868,10774,078 33901,514,0001,1.0
F,fsa,3869,10772,078 33901,514,0001,1.0
F,fsa,3874,10778,078 33901,210,0001,1.0
F,fsa,3878,10782,041 2689-ZM,4415,0001,1.0
F,fsa,3879,10783,393 3169,264,0001,1.0
F,fsa,3881,10785,393 3169,264,0001,1.0
F,fsa,3883,10787,393 3169,264,0001,2.0
F,fsa,3884,10788,393 7895,4364,0033,1.0
F,fsa,3886,10790,393 7895,4364,0093,1.0
F,fsa,3888,10792,393 452,2081,0001,2.0
F,fsa,3888,10792,393 452,4241,0001,2.0
F,fsa,3888,10793,018 202,1941,0001,2.0
F,fsa,3888,10794,018 201 ,3545,0001,2.0
F,fsa,3890,10798,393 452,2081,0001,2.0
F,fsa,3890,10798,393 452,4241,0001,2.0
F,fsa,3890,10799,018 202,1941,0001,2.0
F,fsa,3890,10800,018 201 ,3545,0001,2.0
F,fsa,3895,10806,418 S 10116,714,0001,1.0
F,fsa,3895,10806,418 S 10116,770,0001,1.0
F,fsa,3898,10809,418 S 10116,770,0019,2.0
F,fsa,3900,10811,007 21 901,305,0001,1.0
F,fsa,3901,10812,078 33901,210,0001,1.0
F,fsa,3901,10813,007 20 800,4348,0031,1.0
F,fsa,3903,10816,007 21 350,216,0247,1.0
F,fsa,3903,10816,007 21 350,314,0547,1.0
F,fsa,3903,10816,007 21 350,318,0247,1.0
F,fsa,3903,10816,007 21 350,587,0743,1.0
F,fsa,3904,10823,007 21 3154,5494,0589,1.0
F,fsa,3904,10824,007 21 3154,5494,0033,1.0
F,fsa,3904,10825,007 21 3154,5494,0033,1.0
F,fsa,3904,10826,007 20 3150,2615,0737,1.0
F,fsa,3907,10830,002 H 4108,5198,0001,1.0
F,fsa,3907,10831,002 H 4202,5409,0049,1.0
F,fsa,3907,10832,002 H 4269,5352,0049,1.0
F,fsa,3907,10832,002 H 4269,5410,0103,1.0
F,fsa,3913,10890,303 78148,219,0003,5.0
F,fsa,3913,10890,303 78148,389,0001,6.0
F,fsa,3913,10891,303 78134,389,0003,2.0
F,fsa,3913,10891,303 78134,4412,0093,2.0
F,fsa,3913,10892,303 78114,193,0001,1.0
F,fsa,3913,10892,303 78114,389,0085,2.0
F,fsa,3913,10893,303 17133,147,0003,2.0
F,fsa,3913,10893,303 17133,389,0001,4.0
F,fsa,3913,10894,303 17145,193,0005,4.0
F,fsa,3913,10894,303 17145,4411,0085,3.0
F,fsa,3913,10895,303 15973,219,0003,5.0
F,fsa,3913,10895,303 15973,4410,0085,5.0
F,fsa,3913,10896,303 175131,193,0003,1.0
F,fsa,3913,10896,303 175131,219,0085,1.0
F,fsa,3913,10897,303 29000,389,0001,1.0
F,fsa,3913,10898,303 A 205,147,0005,4.0
F,fsa,3913,10898,303 A 205,219,0003,3.0
F,fsa,3913,10899,303 A 414,156,0085,2.0
F,fsa,3913,10900,303 A 401,389,0003,4.0
F,fsa,3913,10901,303 78148,219,0003,13.0
F,fsa,3913,10901,303 78148,389,0001,13.0
F,fsa,3913,10902,303 78134,193,0093,8.0
F,fsa,3913,10902,303 78134,4412,0003,8.0
F,fsa,3913,10902,303 78134,4413,0021,8.0
F,fsa,3913,10903,303 78114,193,0001,5.0
F,fsa,3913,10903,303 78114,389,0085,5.0
F,fsa,3913,10904,303 17133,147,0003,15.0
F,fsa,3913,10904,303 17133,389,0001,15.0
F,fsa,3913,10905,303 17145,193,0005,12.0
F,fsa,3913,10905,303 17145,4411,0085,8.0
F,fsa,3913,10906,303 15973,219,0003,15.0
F,fsa,3913,10906,303 15973,4410,0085,8.0
F,fsa,3913,10907,303 175131,193,0003,8.0
F,fsa,3913,10907,303 175131,219,0085,8.0
F,fsa,3913,10908,303 A 205,147,0005,13.0
F,fsa,3913,10908,303 A 205,219,0003,13.0
F,fsa,3913,10909,303 A 414,156,0085,5.0
F,fsa,3913,10910,303 A 401,389,0003,10.0
F,fsa,3915,10912,393 3012,216,0001,1.0
F,fsa,3915,10912,393 3012,2094,0001,1.0
F,fsa,3915,10912,393 3012,2598,0001,1.0
F,fsa,3915,10913,018 2921,4459,0001,1.0
F,fsa,3916,10914,002 H 3201,4156,0021,6.0
F,fsa,3916,10915,002 H 3201,3133,0021,6.0
F,fsa,3916,10916,018 2804,3452,0021,5.0
F,fsa,3916,10916,018 2804,3544,0021,6.0
F,fsa,3916,10917,018 2804,3544,0001,1.0
F,fsa,3916,10918,018 2794,1945,0021,6.0
F,fsa,3916,10918,018 2794,3545,0021,6.0
F,fsa,3916,10919,018 2801,1941,0021,6.0
F,fsa,3916,10919,018 2801,2288,0021,6.0
F,fsa,3916,10920,007 20 803,4148,0021,6.0
F,fsa,3916,10920,007 20 803,4160,0021,6.0
F,fsa,3916,10921,007 20 803,4148,0001,1.0
F,fsa,3916,10921,007 20 803,4160,0001,1.0
F,fsa,3916,10922,007 21 2150,58,0021,6.0
F,fsa,3916,10922,007 21 2150,4159,0021,6.0
F,fsa,3916,10923,007 21 304,4157,0021,6.0
F,fsa,3916,10923,007 21 304,4158,0021,6.0
F,fsa,3916,10924,007 20 800,231,0021,5.0
F,fsa,3916,10924,007 20 800,240,0021,5.0
F,fsa,3916,10924,007 20 800,2907,0021,6.0
F,fsa,3917,10927,018 2952,1941,0021,1.0
F,fsa,3917,10927,018 2952,3323,0021,1.0
F,fsa,3917,10928,018 201 ,3545,0001,1.0
F,fsa,3917,10929,393 3019,5077,0093,1.0
F,fsa,3918,10930,404 PERA ,117,0123,5.0
F,fsa,3918,10930,404 PERA ,1356,0123,5.0
F,fsa,3918,10930,404 PERA ,1438,0123,5.0
F,fsa,3918,10930,404 PERA ,5293,0123,5.0
F,fsa,3918,10930,404 PERA ,5294,0123,5.0
F,fsa,3918,10930,404 PERA ,5295,0123,5.0
F,fsa,3918,10930,404 PERA ,5296,0123,5.0
F,fsa,3918,10931,404 ARYA,6,0123,2.0
F,fsa,3918,10931,404 ARYA,1356,0123,2.0
F,fsa,3918,10931,404 ARYA,1438,0123,2.0
F,fsa,3918,10931,404 ARYA,1548,0123,2.0
F,fsa,3918,10931,404 ARYA,1887,0123,2.0
F,fsa,3918,10931,404 ARYA,5299,0123,2.0
F,fsa,3918,10931,404 ARYA,5300,0123,2.0
F,fsa,3918,10932,404 BEST,1356,0123,2.0
F,fsa,3918,10932,404 BEST,1438,0123,2.0
F,fsa,3918,10932,404 BEST,1887,0123,2.0
F,fsa,3918,10932,404 BEST,5301,0123,2.0
F,fsa,3918,10933,404 MOUSE,1548,0123,3.0
F,fsa,3918,10934,404 MOUSE,1356,0123,3.0
F,fsa,3918,10934,404 MOUSE,1438,0123,3.0
F,fsa,3918,10934,404 MOUSE,4249,0123,3.0
F,fsa,3918,10934,404 MOUSE,5296,0123,3.0
F,fsa,3918,10935,404 DAISY,1248,0123,2.0
F,fsa,3918,10935,404 DAISY,1438,0123,2.0
F,fsa,3918,10935,404 DAISY,5299,0123,2.0
F,fsa,3918,10936,404 EBRU,1248,0123,2.0
F,fsa,3918,10936,404 EBRU,1438,0123,2.0
F,fsa,3918,10936,404 EBRU,5300,0123,2.0
F,fsa,3918,10936,404 EBRU,5302,0123,2.0
F,fsa,3918,10937,404 CARMEN,2929,0720,1.0
F,fsa,3918,10938,404 CARMEN,2929,0123,5.0
F,fsa,3918,10939,404 SPOR,2854,0123,2.0
F,fsa,3918,10945,007 20 859,1356,0741,1.0
F,fsa,3918,10946,007 21 107,141,0045,1.0
F,fsa,3918,10947,007 20 3150,141,0738,1.0
F,fsa,3918,10974,393 3169,264,0739,1.0
F,fsa,3918,10975,393 3169,264,0021,1.0
F,fsa,3918,11019,007 21 3154,5494,0288,2.0
F,fsa,3918,11020,007 22 801,58,0306,1.0
F,fsa,3918,11021,007 22 801,58,0033,1.0
F,fsa,3918,11048,393 7895,4364,0704,1.0
F,fsa,3918,11049,007 20 803,1439,0163,1.0
F,fsa,3918,11049,007 20 803,5037,0703,1.0
F,fsa,3918,11050,009 201,233,0702,1.0
F,fsa,3918,11051,007 20 800,4744,0701,1.0
F,fsa,3918,11052,393 7895,1,0706,1.0
F,fsa,3918,11053,393 7895,1533,0301,1.0
F,fsa,3918,11057,007 20 3150,2615,0725,1.0
F,fsa,3918,11057,007 20 3150,3008,0669,1.0
F,fsa,3918,11058,007 20 3150,141,0694,1.0
F,fsa,3918,11058,007 20 3150,2615,0585,1.0
F,fsa,3918,11058,007 20 3150,3008,0724,1.0
F,fsa,3919,10940,009 1066,751,0038,1.0
F,fsa,3919,10940,009 1066,2907,0038,1.0
F,fsa,3919,10941,009 201,753,0038,1.0
F,fsa,3919,10941,009 201,1548,0038,1.0
F,fsa,3919,10941,009 201,3594,0038,1.0
F,fsa,3922,10952,002 H 3490,4046,0474,1.0
F,fsa,3922,10952,002 H 3490,4047,0476,1.0
F,fsa,3922,10952,002 H 3490,4048,0474,1.0
F,fsa,3922,10953,002 H 3490,3271,0474,1.0
F,fsa,3922,10953,002 H 3490,3274,0474,1.0
F,fsa,3922,10953,002 H 3490,3277,0476,1.0
F,fsa,3923,10954,002 H 3539,3215,8,2.0
F,fsa,3923,10954,002 H 3539,4346,8,2.0
F,fsa,3923,10955,002 H 3539,3215,0601,6.0
F,fsa,3923,10955,002 H 3539,4346,0601,6.0
F,fsa,3923,10956,002 H 3698,4188,8,3.0
F,fsa,3923,10956,002 H 3698,5089,8,3.0
F,fsa,3923,10957,002 H 3698,4188,0601,5.0
F,fsa,3923,10957,002 H 3698,5089,0601,5.0
F,fsa,3923,10958,002 H 3659,5087,8,3.0
F,fsa,3923,10958,002 H 3659,5088,8,3.0
F,fsa,3923,10959,002 H 3659,5087,0601,5.0
F,fsa,3923,10959,002 H 3659,5088,0601,5.0
F,fsa,3923,10960,002 H 3496,3055,8,3.0
F,fsa,3923,10960,002 H 3496,5086,8,3.0
F,fsa,3923,10961,002 H 3496,3055,0601,5.0
F,fsa,3923,10961,002 H 3496,5086,0601,5.0
F,fsa,3923,10962,002 H 3687,4185,8,3.0
F,fsa,3923,10962,002 H 3687,4528,8,3.0
F,fsa,3923,10963,002 H 3687,4185,0601,5.0
F,fsa,3923,10963,002 H 3687,4528,0601,5.0
F,fsa,3923,10964,002 H 3413,4695,8,3.0
F,fsa,3923,10964,002 H 3413,5085,8,3.0
F,fsa,3923,10965,002 H 3413,4695,0601,5.0
F,fsa,3923,10965,002 H 3413,5085,0601,5.0
F,fsa,3925,10969,002 H 3230,4238,0093,1.0
F,fsa,3925,10969,002 H 3230,5451,0093,1.0
F,fsa,3925,10969,002 H 3230,5452,0093,1.0
F,fsa,3925,10970,002 H 3231,4238,0093,1.0
F,fsa,3925,10971,002 H 3227,4237,0093,1.0
F,fsa,3927,10980,002 H 3990,4528,0123,1.0
F,fsa,3927,10981,002 H 3681,4183,0123,1.0
F,fsa,3927,10982,002 H 3329,3113,0103,1.0
F,fsa,3927,10983,002 H 3314,4653,0183,1.0
F,fsa,3927,10984,045 090,264,0001,1.0
F,fsa,3927,10985,403 25,5218,0001,1.0
F,fsa,3927,10986,040 342,3388,0001,1.0
F,fsa,3927,10987,045 2015,41,0001,1.0
F,fsa,3927,10987,045 2015,42,0001,1.0
F,fsa,3927,10988,393 7895,1356,0001,1.0
F,fsa,3937,11014,002 H 3770,3214,0619,1.0
F,fsa,3937,11015,002 H 3770,3214,0618,1.0
F,fsa,3939,11022,002 H 3899,4518,0165,2.0
F,fsa,3940,11023,009 1066,751,0001,1.0
F,fsa,3940,11024,204 70055,4954,0001,1.0
F,fsa,3941,11025,002 H 3657,4482,0001,1.0
F,fsa,3941,11026,002 H 3314,4653,0001,1.0
F,fsa,3941,11027,002 H 3654,1857,0001,1.0
F,fsa,3941,11028,002 H 3424,4152,0001,1.0
F,fsa,3941,11029,037 5003-1,2948,0001,1.0
F,fsa,3941,11029,037 5003-1,2957,0001,1.0
F,fsa,3941,11029,037 5003-1,5277,0001,1.0
F,fsa,3941,11030,037 5001-1,2947,0001,1.0
F,fsa,3941,11030,037 5001-1,2954,0001,1.0
F,fsa,3941,11030,037 5001-1,2957,0001,1.0
F,fsa,3941,11030,037 5001-1,4284,0001,1.0
F,fsa,3941,11032,393 7895,1,0001,1.0
F,fsa,3943,11033,418 T 30412,4032,0682,1.0
F,fsa,3943,11033,418 T 30412,4033,0685,1.0
F,fsa,3943,11034,418 T 30412,4032,0681,2.0
F,fsa,3943,11034,418 T 30412,4033,0684,4.0
F,fsa,3943,11035,418 T 30412,4032,0680,6.0
F,fsa,3943,11035,418 T 30412,4033,0683,2.0
F,fsa,3943,11036,418 T 30412,4032,0099,5.0
F,fsa,3943,11036,418 T 30412,4033,0072,5.0
F,fsa,3943,11037,393 123,216,0674,1.0
F,fsa,3943,11037,393 123,514,0675,1.0
F,fsa,3943,11037,393 123,1047,0600,1.0
F,fsa,3943,11038,393 123,216,0607,1.0
F,fsa,3943,11038,393 123,514,0230,2.0
F,fsa,3943,11038,393 123,1047,0230,4.0
F,fsa,3943,11039,393 123,216,0019,2.0
F,fsa,3943,11039,393 123,514,0019,2.0
F,fsa,3943,11039,393 123,1047,0019,3.0
F,fsa,3943,11040,018 2792,3543,0678,1.0
F,fsa,3943,11043,018 2796,1941,0230,2.0
F,fsa,3950,11069,009 201,4386,0038,1.0
F,fsa,3953,11081,243 1002,4259,0001,1.0
F,fsa,3953,11081,243 1002,4381,0001,3.0
F,fsa,3953,11082,243 1002,3001,0001,2.0
F,fsa,3956,11085,009 201,233,0403,1.0
F,fsa,3960,11100,418 S 13454,3914,0001,1.0
F,fsa,3960,11101,002 H 3975,4797,0001,1.0
F,fsa,3960,11102,002 H 3818,5139,0001,1.0
F,fsa,3960,11103,002 H 3951,4521,0001,1.0
F,fsa,3960,11104,418 S 13454,3914,0001,1.0
F,fsa,3960,11104,418 S 13454,3916,0001,1.0
F,fsa,3960,11105,418 S 10116,3879,0001,1.0
F,fsa,3960,11105,418 S 10116,3880,0001,1.0
F,fsa,3960,11105,418 S 10116,3946,0001,1.0
F,fsa,3960,11106,418 S 10195 CM,117,0001,1.0
F,fsa,3960,11106,418 S 10195 CM,118,0001,1.0
F,fsa,3960,11107,418 S 10195,178,0001,1.0
F,fsa,3960,11108,418 T 20263,3932,0031,1.0
F,fsa,3960,11108,418 T 20263,3958,0031,1.0
F,fsa,3960,11108,418 T 20263,3959,0031,1.0
F,fsa,3960,11108,418 T 20263,3960,0031,1.0
F,fsa,3960,11109,418 T 30411,3942,0001,1.0
F,fsa,3960,11109,418 T 30411,3943,0001,1.0
F,fsa,3960,11110,418 T 10155,18,0031,1.0
F,fsa,3960,11110,418 T 10155,117,0031,1.0
F,fsa,3960,11110,418 T 10155,354,0031,1.0
F,fsa,3960,11111,418 S 10142,3887,0031,1.0
F,fsa,3960,11111,418 S 10142,3888,0031,1.0
F,fsa,3960,11111,418 S 10142,3890,0031,1.0
F,fsa,3960,11112,418 T 10160,2,0031,1.0
F,fsa,3960,11112,418 T 10160,3,0031,1.0
F,fsa,3960,11112,418 T 10160,8,0031,1.0
F,fsa,3960,11112,418 T 10160,178,0031,1.0
F,fsa,3960,11113,418 T 10164,3,0031,1.0
F,fsa,3960,11113,418 T 10164,112,0031,1.0
F,fsa,3960,11114,002 H 2797,1257,0001,1.0
F,fsa,3960,11115,002 H 3022,3811,0001,1.0
F,fsa,3960,11116,002 H 3852,4512,0001,1.0
F,fsa,3960,11117,002 H 3697,1857,0001,1.0
F,fsa,3960,11118,002 H 3930,4536,0001,1.0
F,fsa,3960,11119,002 H 3858,4740,0001,1.0
F,fsa,3960,11120,018 2709,3542,0001,1.0
F,fsa,3960,11120,018 2709,3737,0001,1.0
F,fsa,3970,11131,418 T 10187,3,0005,1.0
F,fsa,3970,11131,418 T 10187,103,0005,1.0
F,fsa,3970,11132,418 S 60436,3947,0001,1.0
F,fsa,3970,11133,418 T 30412,4032,0005,1.0
F,fsa,3970,11133,418 T 30412,4033,0005,1.0
F,fsa,3970,11134,418 T 80475,4087,0001,1.0
F,fsa,3973,11147,002 H 4291,5201,0095,1.0
F,fsa,3973,11148,009 1120,342,0744,1.0
F,fsa,3974,11151,009 1128,342,0001,1.0
F,fsa,3974,11152,407 Y22-5045,231,0001,1.0
F,fsa,3974,11153,009 1110,240,0001,1.0
F,fsa,3974,11154,007 21 108,141,0001,1.0
F,fsa,3974,11154,007 21 108,3660,0001,1.0
F,fsa,3977,11161,007 20 2410,1660,0747,1.0
F,fsa,3977,11162,407 K22 1107,2282,0288,2.0
F,fsa,3977,11163,407 K22 1107,2282,0752,1.0
F,fsa,3977,11188,413 340,5877,0001,1.0
F,fsa,3977,11188,413 340,5879,0001,1.0
F,fsa,3978,11164,018 2928,1941,0001,1.0
F,fsa,3978,11165,040 2966,4398,0149,1.0
F,fsa,3978,11166,018 2926,4455,0001,1.0
F,fsa,3980,11168,009 1052,231,0019,1.0
F,fsa,3980,11168,009 1052,232,0019,1.0
F,fsa,3980,11169,009 1128,231,0318,1.0
F,fsa,3980,11169,009 1128,240,0318,1.0
F,fsa,3980,11170,007 22 500,232,0400,1.0
F,fsa,3980,11170,007 22 500,3560,0400,1.0
F,fsa,3981,11171,097 8004,41,0001,1.0
F,fsa,3981,11171,097 8004,3784,0001,1.0
F,fsa,3981,11172,097 8000,292,0001,1.0
F,fsa,3981,11172,097 8000,3787,0001,1.0
F,fsa,3982,11173,002 H 3857,4658,0149,1.0
F,fsa,3982,11173,002 H 3857,4695,0149,1.0
F,fsa,3982,11174,002 H 2797,1257,0149,1.0
F,fsa,3982,11175,002 H 3983,5130,0040,1.0
F,fsa,3982,11175,002 H 3983,5454,0040,1.0
F,fsa,3982,11176,002 H 4163,4687,0149,1.0
F,fsa,3982,11176,002 H 4163,4700,0149,1.0
F,fsa,3982,11177,002 H 4115,1857,0165,1.0
F,fsa,3982,11177,002 H 4115,5052,0165,1.0
F,fsa,3982,11178,086 8725,45,0001,1.0
F,fsa,3982,11178,086 8725,3654,0001,1.0
F,fsa,3982,11179,002 H 4062,4528,0040,1.0
F,fsa,3982,11180,002 H 4099,4653,0149,1.0
F,fsa,3982,11180,002 H 4099,5049,0149,1.0
F,fsa,3982,11181,002 H 1831,5128,0040,1.0
F,fsa,3982,11181,002 H 1831,5453,0040,1.0
F,fsa,3982,11182,002 H 4122,4528,0040,1.0
F,fsa,3982,11183,002 H 3034,4162,0149,1.0
F,fsa,3982,11183,002 H 3034,5259,0149,1.0
F,fsa,3983,11184,393 452,2081,0001,2.0
F,fsa,3983,11184,393 452,4241,0001,2.0
F,fsa,3983,11185,018 202,1941,0001,6.0
F,fsa,3983,11186,018 201 ,3545,0001,6.0
F,fsa,3990,11201,393 3881,2171,0001,1.0
F,fsa,3992,11205,009 201,35,0031,1.0
F,fsa,3992,11205,009 201,240,0031,1.0
F,fsa,3992,11205,009 201,342,0031,1.0
F,fsa,3992,11205,009 201,753,0031,1.0
F,fsa,3994,11209,403 58,239,0001,1.0
F,fsa,3994,11210,403 51,45,0001,1.0
F,fsa,3995,11211,018 2923,1941,0093,1.0
F,fsa,3995,11211,018 2923,3323,0093,1.0
F,fsa,3995,11212,018 2915,4455,0093,1.0
F,fsa,3995,11213,018 2964,1941,0093,1.0
F,fsa,3995,11213,018 2964,3905,0093,1.0
F,fsa,3995,11214,418 T 10160 CM,12,0093,1.0
F,fsa,3997,11264,418 T 10129,4132,0604,1.0
F,fsa,3997,11264,418 T 10129,4617,0604,1.0
F,fsa,3997,11265,418 T 10129,4132,0001,1.0
F,fsa,3997,11265,418 T 10129,4617,0001,1.0
F,fsa,3997,11266,418 T 10155,18,0600,1.0
F,fsa,3997,11267,418 T 10155,18,0063,1.0
F,fsa,3997,11268,418 T 10129 LEO,9,0604,1.0
F,fsa,3997,11269,418 T 10129 LEO,9,0001,1.0
F,fsa,3997,11270,418 T 10155,19,0610,1.0
F,fsa,3997,11271,418 T 10155,19,0382,1.0
F,fsa,3997,11272,418 T 10141,16,0035,1.0
F,fsa,3997,11273,418 T 10129,4132,0600,1.0
F,fsa,3997,11274,418 T 10129,4132,0063,1.0
F,fsa,3997,11275,418 T 10160 CM,16,0609,1.0
F,fsa,3997,11276,418 T 10160 CM,16,0001,1.0
F,fsa,3997,11277,418 T 10155,117,0035,1.0
F,fsa,3997,11278,418 T 10129,4617,0600,1.0
F,fsa,3997,11279,418 T 10129,4617,0063,1.0
F,fsa,3997,11280,418 T 10155,18,0601,1.0
F,fsa,3997,11281,418 T 10374,4133,0001,1.0
F,fsa,3997,11282,418 T 10160 CM,12,0609,1.0
F,fsa,3997,11283,418 T 10160 CM,12,0001,1.0
F,fsa,3997,11284,418 T 10155,19,0601,1.0
F,fsa,3997,11285,418 T 10129 LEO,9,0600,1.0
F,fsa,3997,11286,418 T 10129 LEO,9,0063,1.0
F,fsa,3997,11287,418 T 10374,3912,0005,1.0
F,fsa,3997,11288,418 T 10160 CM,117,0604,1.0
F,fsa,3997,11289,418 T 10160 CM,117,0001,1.0
F,fsa,3997,11290,418 T 10305,21,0005,1.0
F,fsa,3997,11291,418 T 10129,4132,0601,1.0
F,fsa,3997,11292,418 T 10160 CM,12,0608,1.0
F,fsa,3997,11293,418 T 10141,16,0009,1.0
F,fsa,3997,11294,418 T 10129,4617,0601,1.0
F,fsa,3997,11295,418 T 10141,3985,0603,1.0
F,fsa,3997,11296,418 T 10141,3985,0019,1.0
F,fsa,3997,11297,418 T 10129 LEO,9,0601,1.0
F,fsa,3997,11298,418 T 10160 CM,16,0009,1.0
F,fsa,3997,11299,418 T 10160 CM,12,0151,1.0
F,fsa,3997,11300,418 T 10305,21,0186,1.0
F,fsa,3997,11301,418 T 10141,3957,0604,1.0
F,fsa,3997,11302,418 T 10141,3957,0001,1.0
F,fsa,3997,11303,418 T 10141,3958,0031,1.0
F,fsa,3997,11304,418 T 10160 CM,16,0213,1.0
F,fsa,3997,11305,418 T 10141,3985,0031,1.0
F,fsa,3997,11306,418 T 10141,3879,0605,1.0
F,fsa,3997,11307,418 T 10141,3879,0001,1.0
F,fsa,3997,11308,418 T 10486,5039,0009,1.0
F,fsa,3997,11309,418 T 10305,21,0031,1.0
F,fsa,3997,11310,418 T 10141,17,0605,1.0
F,fsa,3997,11311,418 T 10141,17,0001,1.0
F,fsa,3997,11312,418 T 10141,3879,0065,1.0
F,fsa,3997,11313,418 T 10141,3879,0382,1.0
F,fsa,3997,11314,418 T 10486,5031,0009,1.0
F,fsa,3997,11315,418 T 10486,5035,0607,1.0
F,fsa,3997,11316,418 T 10155,117,0031,1.0
F,fsa,3997,11317,418 T 10141,3985,0600,1.0
F,fsa,3997,11318,418 T 10141,3985,0063,1.0
F,fsa,3997,11319,418 T 10141,12,0605,1.0
F,fsa,3997,11320,418 T 10141,12,0001,1.0
F,fsa,3997,11321,418 T 10141,3879,0601,1.0
F,fsa,3997,11322,418 T 10486,5032,0606,1.0
F,fsa,3997,11323,418 T 10486,5032,0177,1.0
F,fsa,3997,11324,418 T 10437,3958,0009,1.0
F,fsa,3997,11325,418 T 10141,3985,0601,1.0
F,fsa,3997,11326,418 T 10141,16,0063,1.0
F,fsa,3997,11327,418 T 10141,16,0605,1.0
F,fsa,3997,11328,418 T 10141,16,0001,1.0
F,fsa,3997,11329,418 T 10141,3957,0603,1.0
F,fsa,3997,11330,418 T 10141,3957,0009,1.0
F,fsa,3997,11331,418 T 10263,3957,0031,1.0
F,fsa,3997,11332,418 T 10141,3879,0063,1.0
