BarCode,SKod,RKod,Asorti,Activ,OzKod1,OzKod2,OzKod3
8690031417,017 0543,551,0247,*,,,
8690031418,418 26100,9557,0247,*,,,
8690031419,418 26100,9558,0247,*,,,
8690031420,018 3389,5213,0001,*,,,
8690031421,018 3389,3713,0001,*,,,
8690031422,018 3389,9244,0001,*,,,
8690031423,007 23 1100 S ,9559,1598,*,,,
8690031424,007 23 1100 S ,9559,1599,*,,,
8690031425,007 23 1100 S ,9559,0275,*,,,
8690031426,007 23 1100 S ,9559,1312,*,,,
8690031427,007 23 1100 S ,9559,1600,*,,,
8690031428,007 23 1100 S ,9559,0279,*,,,
8690031429,007 23 1100 S ,9559,1601,*,,,
8690031430,404 DAISY,5296,0247,*,,,
8690031431,404 SPOR,2854,0247,*,,,
8690031432,009 1022,1248,1602,*,,,
8690031433,009 1022,1248,1603,*,,,
8690031434,007 22 02,141,0288,*,,,
8690031435,009 1022,1248,1604,*,,,
8690031436,404 DAISY,1438,0743,*,,,
8690031437,018 2801,3323,0019,*,,,
8690031438,018 2801,3323,0400,*,,,
8690031439,018 2801,1941,0400,*,,,
8690031440,018 3565,3323,0400,*,,,
8690031441,018 3565,1941,0400,*,,,
8690031442,034 96744,5496,0001,*,,,
8690031443,018 3337,3323,0400,*,,,
8690031444,018 3337,1941,0400,*,,,
8690031445,018 3565,3323,0019,*,,,
8690031446,018 3565,1941,0019,*,,,
8690031447,018 3337,3323,0019,*,,,
8690031448,018 3337,1941,0019,*,,,
8690031449,009 1022,1248,0019,*,,,
8690031450,034 3012-2,5222,0685,*,,,
8690031451,005 2521,5213,0247,*,,,
8690031452,005 2521,9560,0247,*,,,
8690031453,007 20 800,1356,0047,*,,,
8690031454,007 20 800,1439,0047,*,,,
8690031455,418 T 60426,9561,1605,*,,,
8690031456,418 T 60426,9562,1605,*,,,
8690031457,418 T 60426,9563,1605,*,,,
8690031458,418 T 60426,9561,1136,*,,,
8690031459,418 T 60426,9562,1136,*,,,
8690031460,418 T 60426,9563,1136,*,,,
8690031461,012 420 RIGEL,8191,0817,*,,,
8690031462,012 420 RIGEL,8191,1606,*,,,
8690031463,012 420 RIGEL,4355,0817,*,,,
8690031464,012 420 RIGEL,4355,1606,*,,,
8690031465,018 3256,1941,0001,*,,,
8690031466,012 406,1548,0817,*,,,
8690031467,012 406,1548,1606,*,,,
8690031468,418 T 4432,9425,0817,*,,,
8690031469,418 T 4432,9425,1606,*,,,
8690031470,418 T 4432,9421,0817,*,,,
8690031471,418 T 4432,9421,1606,*,,,
8690031472,418 T 4432,8868,0817,*,,,
8690031473,418 T 4432,8868,1606,*,,,
8690031474,005 2516,57,0817,*,,,
8690031475,005 2516,57,1606,*,,,
8690031476,385 208,2854,0001,*,,,
8690031477,036 112,1766,0001,*,,,
8690031478,272 3038 ,9399,0001,*,,,
8690031479,018 3579,1941,0001,*,,,
8690031480,418 T 40006,7134,0019,*,,,
8690031481,418 T 40006,6289,0001,*,,,
8690031482,018 3275,1941,0001,*,,,
8690031483,418 T 9813-3,9418,0019,*,,,
8690031484,007 23 252 M,9341,0001,*,,,
8690031485,012 404,9016,0001,*,,,
8690031486,418 S 4405,8450,0001,*,,,
8690031487,418 S 4405,6857,0001,*,,,
8690031488,018 3570 ,1941,0001,*,,,
8690031489,014 549,753,0001,*,,,
8690031490,014 549,3698,0001,*,,,
8690031491,418 T 4430,9488,0001,*,,,
8690031492,418 T 4430,9487,0001,*,,,
8690031493,018 3529,216,0001,*,,,
8690031494,018 3589,9313,0001,*,,,
8690031495,018 3588,7757,0001,*,,,
8690031496,018 3095,1941,0072,*,,,
8690031497,018 3095,7459,0072,*,,,
8690031498,018 3095,7768,0072,*,,,
8690031499,018 3522,3713,1607,*,,,
8690031500,018 3522,1941,1607,*,,,
8690031501,018 3522,1941,1260,*,,,
8690031502,018 3522,3713,1260,*,,,
8690031503,018 3522,3713,0594,*,,,
8690031504,018 3522,1941,0594,*,,,
8690031505,272 2022,9564,1607,*,,,
8690031506,272 2022,9565,0072,*,,,
8690031507,272 2022,9564,1606,*,,,
8690031508,272 1377,1851,1607,*,,,
8690031509,272 1377,249,0601,*,,,
8690031510,272 1377,1851,1606,*,,,
8690031511,018 3108,1941,1607,*,,,
8690031512,018 3108,1941,1606,*,,,
8690031513,018 3108,9566,0072,*,,,
8690031514,012 306 55 86,9007,1608,*,,,
8690031515,012 306 55 85,9006,1608,*,,,
8690031516,012 205 TAS ISL,7262,0601,*,,,
8690031517,012 205 TAS ISL,9303,0072,*,,,
8690031518,012 420 T YAN T,9306,0601,*,,,
8690031519,012 420 T YAN T,9567,0601,*,,,
8690031520,012 420T TAS,9295,0601,*,,,
8690031521,012 420T TAS,1548,0064,*,,,
8690031522,018 3270,7763,0072,*,,,
8690031523,018 3270,1941,0072,*,,,
8690031524,018 3270,9309,0072,*,,,
8690031525,018 3589,7757,0035,*,,,
8690031526,018 3589,1941,0072,*,,,
8690031527,018 3589,7757,0072,*,,,
8690031528,418 T 40006,6289,0019,*,,,
8690031529,418 T 40006,9508,0019,*,,,
8690031530,418 T 4432,8868,0019,*,,,
8690031531,418 T 4432,9421,0019,*,,,
8690031532,001 1976,1851,1452,*,,,
8690031533,272 3038 ,1177,1360,*,,,
8690031534,051 22119,263,1609,*,,,
8690031535,037 24565-3,1514,1610,*,,,
8690031536,037 6824,2945,0374,*,,,
8690031537,037 4207 ,2081,0247,*,,,
8690031538,037 4207 ,3771,0247,*,,,
8690031539,037 4207 ,2117,0247,*,,,
8690031540,037 4207 ,8176,0247,*,,,
8690031541,037 4207 ,8181,0247,*,,,
8690031542,037 4207 ,9106,0247,*,,,
8690031543,037 4207 ,3000,0247,*,,,
8690031544,037 4207 ,740,0247,*,,,
8690031545,037 4207 ,534,0247,*,,,
8690031546,037 4207 ,8325,0247,*,,,
8690031547,037 4207 ,5450,0247,*,,,
8690031548,037 4207 ,2998,0247,*,,,
8690031549,037 4207 ,1262,0247,*,,,
8690031550,037 4207 ,744,0247,*,,,
8690031551,037 4207 ,2999,0247,*,,,
8690031552,037 4207 ,3002,0247,*,,,
8690031553,037 4207 ,6528,0247,*,,,
8690031554,037 4207 ,291,0247,*,,,
8690031555,037 24564-3,8460,0398,*,,,
8690031556,037 24564-3,9035,0398,*,,,
8690031557,037 24564-3,6866,0200,*,,,
8690031558,037 24564-3,6032,0200,*,,,
8690031559,037 6846-3,9031,0193,*,,,
8690031560,037 6846-3,9032,1611,*,,,
8690031561,037 6846-3,9033,0193,*,,,
8690031562,037 6846-3,9573,0200,*,,,
8690031563,037 25505,6528,0247,*,,,
8690031564,037 25505,2999,0247,*,,,
8690031565,037 25505,3002,0247,*,,,
8690031566,037 25505,744,0247,*,,,
8690031567,037 25570,744,0247,*,,,
8690031568,037 25570,2999,0247,*,,,
8690031569,037 25570,3001,0247,*,,,
8690031570,037 25570,291,0247,*,,,
8690031571,037 25567,9574,0247,*,,,
8690031572,037 25567,9575,0247,*,,,
8690031573,037 25567,9576,0247,*,,,
8690031574,037 25567,9577,0247,*,,,
8690031575,037 25503,744,0247,*,,,
8690031576,037 25503,2999,0247,*,,,
8690031577,037 6824-2,317,0247,*,,,
8690031578,037 6824-2,8181,0247,*,,,
8690031579,037 6824-2,9106,0247,*,,,
8690031580,037 6824-2,8176,0247,*,,,
8690031581,037 6824-2,2117,0247,*,,,
8690031582,037 27775-2,9578,0247,*,,,
8690031583,037 27775-2,9580,0247,*,,,
8690031584,037 27775-2,9579,0247,*,,,
8690031585,037 4208,9583,0247,*,,,
8690031586,037 4208,9582,0247,*,,,
8690031587,037 4208,9584,0247,*,,,
8690031588,037 4208,9585,0247,*,,,
8690031589,037 4208,9581,0247,*,,,
8690031590,037 27776-2,9578,0247,*,,,
8690031591,037 27776-2,9586,0247,*,,,
8690031592,037 27776-2,9587,0247,*,,,
8690031593,037 6915-2,8293,0247,*,,,
8690031594,037 6915-2,9588,0247,*,,,
8690031595,037 6915-2,2117,0247,*,,,
8690031596,037 6915-2,8176,0247,*,,,
8690031597,037 6915-2,9589,0247,*,,,
8690031598,037 4011-2,58,0247,*,,,
8690031599,037 4011-2,305,0247,*,,,
8690031600,037 4011-2,38,0247,*,,,
8690031601,037 3221-4,2990,0247,*,,,
8690031602,037 3221-4,1759,0247,*,,,
8690031603,037 3221-4,9590,0247,*,,,
8690031604,037 3335-2,9592,0247,*,,,
8690031605,037 3335-2,9593,0247,*,,,
8690031606,037 3335-2,9594,0247,*,,,
8690031607,037 3335-2,9591,0247,*,,,
8690031608,037 4209,8293,0247,*,,,
8690031609,037 4209,291,0247,*,,,
8690031610,037 4209,3001,0247,*,,,
8690031611,037 4209,8176,0247,*,,,
8690031612,037 4300,9595,0247,*,,,
8690031613,037 4300,9599,0247,*,,,
8690031614,037 4300,9597,0247,*,,,
8690031615,037 4300,9596,0247,*,,,
8690031616,037 4300,9598,0247,*,,,
8690031617,037 3198,9600,0247,*,,,
8690031618,037 4210,6041,0247,*,,,
8690031619,037 4210,8187,0247,*,,,
8690031620,037 4210,9602,0247,*,,,
8690031621,037 4210,9601,0247,*,,,
8690031622,037 3333-2,9606,0247,*,,,
8690031623,037 3333-2,9604,0247,*,,,
8690031624,037 3333-2,9605,0247,*,,,
8690031625,037 3333-2,9603,0247,*,,,
8690031626,037 3334-2,2084,0247,*,,,
8690031627,037 3334-2,140,0247,*,,,
8690031628,037 3334-2,9607,0247,*,,,
8690031629,037 3334-2,449,0247,*,,,
8690031630,037 3200,40,0247,*,,,
8690031631,037 3200,9608,0247,*,,,
8690031632,017 0500 ,3660,0247,*,,,
8690031633,017 0500 ,3001,0247,*,,,
8690031634,017 0543,314,0247,*,,,
8690031635,017 231,41,0247,*,,,
8690031636,017 231,3002,0247,*,,,
8690031637,017 0560,51,0247,*,,,
8690031638,017 0560,2481,0247,*,,,
8690031639,016 310-1,43,0247,*,,,
8690031640,016 310-1,45,0247,*,,,
8690031641,016 310,40,0247,*,,,
8690031642,016 404,40,0247,*,,,
8690031643,016 404,140,0247,*,,,
8690031644,016 404,46,0247,*,,,
8690031645,016 312-1,42,0247,*,,,
8690031646,016 312-1,239,0247,*,,,
8690031647,016 312,40,0247,*,,,
8690031648,016 405,48,0247,*,,,
8690031649,016 405,49,0247,*,,,
8690031650,016 405,50,0247,*,,,
8690031651,016 311-1,40,0247,*,,,
8690031652,016 311-1,41,0247,*,,,
8690031653,016 311-1,140,0247,*,,,
8690031654,418 T 60426,9377,0916,*,,,
8690031655,418 T 60426,9377,0914,*,,,
8690031656,418 T 60426,9187,0916,*,,,
8690031657,418 T 60426,9187,0914,*,,,
8690031658,418 T 60426,9609,0916,*,,,
8690031659,418 T 60426,9609,0914,*,,,
8690031660,418 T 60426,9610,0916,*,,,
8690031661,418 T 60426,9610,0914,*,,,
8690031662,037 28458 ,8175,0001,*,,,
8690031663,012 306 55 85 M,9006,1612,*,,,
8690031664,012 306 55 86 M,9007,1612,*,,,
8690031665,012 404 55 76,9016,0031,*,,,
8690031666,009 1193 ,1520,0583,*,,,
8690031667,009 1193 ,593,0583,*,,,
8690031668,009 1193 ,232,0583,*,,,
8690031669,009 1193 ,2903,1613,*,,,
8690031670,009 1193 ,232,1613,*,,,
8690031671,009 1193 ,1520,0065,*,,,
8690031672,009 1193 ,593,0065,*,,,
8690031673,018 7927,6677,0694,*,,,
8690031674,018 7927,6677,0012,*,,,
8690031675,001 1976,1851,0543,*,,,
8690031676,272 1377,285,0543,*,,,
8690031677,017 541,551,0975,*,,,
8690031678,017 562,3003,0093,*,,,
8690031679,017 160,305,0975,*,,,
8690031680,480 1703,42,1481,*,,,
8690031681,017 0543,40,0093,*,,,
8690031682,017 2010,40,0548,*,,,
8690031683,418 7313,9377,0001,*,,,
8690031684,418 7313,9380,0001,*,,,
8690031685,017 2010,40,0380,*,,,
8690031686,017 2010,40,1614,*,,,
8690031687,017 2010,6412,1614,*,,,
8690031688,018 3356,1941,0264,*,,,
8690031689,018 3356,1941,1615,*,,,
8690031690,018 3356,1941,0371,*,,,
8690031691,001 1976,42,1614,*,,,
8690031692,001 1976,285,1614,*,,,
8690031693,001 1976,1851,1614,*,,,
8690031694,037 21124-2,1514,0247,*,,,
8690031695,272 3038 ,9399,1616,*,,,
8690031696,272 3038 ,1177,0941,*,,,
8690031697,018 3356,1941,1617,*,,,
8690031698,018 3356,1941,1618,*,,,
8690031699,272 3038 ,264,1577,*,,,
8690031700,272 3038 ,9611,1577,*,,,
8690031701,017 158,40,0247,*,,,
8690031702,014 039,9161,0889,*,,,
8690031703,014 039,9161,0433,*,,,
8690031704,014 039,753,0889,*,,,
8690031705,014 039,753,0433,*,,,
8690031706,005 2521,9612,0620,*,,,
8690031707,005 2521,1851,0889,*,,,
8690031708,005 2521,1851,0433,*,,,
8690031709,044 10-31,273,0620,*,,,
8690031710,044 10-31,273,0562,*,,,
8690031711,005 2521,9613,0620,*,,,
8690031712,005 2521,9614,0620,*,,,
8690031713,005 2521,4062,0565,*,,,
8690031714,005 2521,4062,1619,*,,,
8690031715,005 2521,4062,0889,*,,,
8690031716,005 2521,4062,0433,*,,,
8690031717,017 162,43,1246,*,,,
8690031718,418 6021,1356,1246,*,,,
8690031719,418 6021,144,1246,*,,,
8690031720,017 02010,9188,1246,*,,,
8690031721,058 22K016,8358,1246,*,,,
8690031722,058 22K016,5856,1246,*,,,
8690031723,002 H 5819 ,8587,1246,*,,,
8690031724,002 H 5819 ,8741,1246,*,,,
8690031725,002 H 5820,8553,1246,*,,,
8690031726,018 3414,1941,1580,*,,,
8690031727,018 3414,1941,1424,*,,,
8690031728,036 207 TB 4054,9517,0023,*,,,
8690031729,036 207 TB 4054,8454,0023,*,,,
8690031730,036 207 TB 4054,7262,0023,*,,,
8690031731,036 605 TB 4054,9517,0001,*,,,
8690031732,033 400 K,8852,0001,*,,,
8690031733,001 10053,304,0001,*,,,
8690031734,385 8025 Y,8869,0001,*,,,
8690031735,009 1229,2903,0001,*,,,
8690031736,009 1229,232,0001,*,,,
8690031737,034 2803 KRK,587,0001,*,,,
8690031738,034 2803 KRK,9090,0001,*,,,
8690031739,009 1052,240,0001,*,,,
8690031740,036 210 TB 4054,5077,0211,*,,,
8690031741,036 207 TB 4054,9352,0211,*,,,
8690031742,037 25511,2600,1620,*,,,
8690031743,037 25511,4293,0502,*,,,
8690031744,037 25529,1514,0526,*,,,
8690031745,480 1692,7169,0247,*,,,
8690031746,480 1692,3770,0247,*,,,
8690031747,480 1692,7115,0247,*,,,
8690031748,480 1693,25,0247,*,,,
8690031749,480 1693,26,0247,*,,,
8690031750,480 1693,7163,0247,*,,,
8690031751,418 S 4405,6853,0046,*,,,
8690031752,418 S 4405,6854,0743,*,,,
8690031753,418 T 10354,112,0247,*,,,
8690031754,418 T 10308,113,0247,*,,,
8690031755,418 S 10127,4126,0247,*,,,
8690031756,418 T 10273,8,0247,*,,,
8690031757,418 T 10263,197,0247,*,,,
8690031758,418 T 10263,400,0247,*,,,
8690031759,418 T 10191,3,0247,*,,,
8690031760,418 T 10191,64,0247,*,,,
8690031761,418 T 10191,104,0247,*,,,
8690031762,418 T 10187,3,0247,*,,,
8690031763,418 T 10187 CM,95,0247,*,,,
8690031764,418 T 10187 CM,96,0247,*,,,
8690031765,418 T 10187 CM,15,0247,*,,,
8690031766,418 T 10187 CM,98,0247,*,,,
8690031767,418 T 10187 CM,99,0247,*,,,
8690031768,418 T 10243 CM,95,0247,*,,,
8690031769,418 T 10243 CM,15,0247,*,,,
8690031770,418 T 10160 CM,187,0247,*,,,
8690031771,418 T 10160 CM,186,0247,*,,,
8690031772,418 T 10374,284,0247,*,,,
8690031773,044 10-31,273,1621,*,,,
8690031774,418 S 10182,3,0247,*,,,
8690031775,418 S 10182,112,0247,*,,,
8690031776,418 S 10325,106,0247,*,,,
8690031777,418 S 10325,181,0247,*,,,
8690031778,418 S 10325,8,0247,*,,,
8690031779,418 S 10325,64,0247,*,,,
8690031780,418 S 10195 CM,12,0247,*,,,
8690031781,418 S 10195 CM,118,0247,*,,,
8690031782,418 S 10195,104,0247,*,,,
8690031783,418 S 10127,439,0247,*,,,
8690031784,418 S 10127 CM ,12,0247,*,,,
8690031785,418 T 10134,110,0247,*,,,
8690031786,418 T 10134,409,0247,*,,,
8690031787,418 T 10134,181,0247,*,,,
8690031788,418 T 10134,64,0247,*,,,
8690031789,418 S 10135,181,0247,*,,,
8690031790,418 S 10135,9616,0247,*,,,
8690031791,418 S 10135,9615,0247,*,,,
8690031792,418 T 10243 ,9617,0247,*,,,
8690031793,005 2521,4062,0585,*,,,
8690031794,418 T 10355 ,5984,0247,*,,,
8690031795,418 T 10353,64,0247,*,,,
8690031796,418 S 10343,9618,0247,*,,,
8690031797,007 21 52,8436,0368,*,,,
8690031798,001 1976,42,1622,*,,,
8690031799,001 1976,285,1623,*,,,
8690031800,001 1976,1851,1624,*,,,
8690031801,001 1976,1177,0380,*,,,
8690031802,001 1976,1177,0494,*,,,
8690031803,545 1156-01,9475,0748,*,,,
8690031804,545 1156-01,9475,0533,*,,,
8690031805,037 6824-1,534,0247,*,,,
8690031806,012 420 T YAN T,4387,0247,*,,,
8690031807,012 420 T YAN T,1,0247,*,,,
8690031808,012 205 TAS ISL,9296,0247,*,,,
8690031809,037 25503,6528,0247,*,,,
8690031810,037 25503,291,0247,*,,,
8690031811,037 25503,3001,0247,*,,,
8690031812,037 25503,3002,0247,*,,,
8690031813,037 3197,4312,0247,*,,,
8690031814,037 3197,4313,0247,*,,,
8690031815,037 3197,4314,0247,*,,,
8690031816,037 3197,9620,0247,*,,,
8690031817,037 4202 ,6825,0247,*,,,
8690031818,037 4202 ,2999,0247,*,,,
8690031819,037 4202 ,6827,0247,*,,,
8690031820,037 4202 ,6528,0247,*,,,
8690031821,037 4202 ,3002,0247,*,,,
8690031822,037 4202 ,744,0247,*,,,
8690031823,037 4202 ,7151,0247,*,,,
8690031824,037 4202 ,534,0247,*,,,
8690031825,037 4202 ,1514,0247,*,,,
8690031826,007 20 800,6,0047,*,,,
8690031827,018 7982,7754,0047,*,,,
8690031828,001 1976,42,0047,*,,,
8690031829,001 1976,1851,0047,*,,,
8690031830,001 1976,285,0047,*,,,
8690031831,001 1976,7975,0047,*,,,
8690031832,037 3192 ,1759,0247,*,,,
8690031833,037 3192 ,9621,0247,*,,,
8690031834,037 3192 ,5071,0247,*,,,
8690031835,037 3192 ,9542,0247,*,,,
8690031836,037 3192 ,5068,0247,*,,,
8690031837,037 4207 ,1514,0247,*,,,
8690031838,037 4207 ,7151,0247,*,,,
8690031839,037 4207 ,315,0247,*,,,
8690031840,037 4207 ,300,0247,*,,,
8690031841,037 28406-1,129,0001,*,,,
8690031842,037 27772-2,6041,0247,*,,,
8690031843,037 27772-2,9622,0247,*,,,
8690031844,037 27772-2,9626,0247,*,,,
8690031845,037 27772-2,9624,0247,*,,,
8690031846,037 27772-2,9625,0247,*,,,
8690031847,037 27772-2,9623,0247,*,,,
8690031848,018 3568,7763,0001,*,,,
8690031849,272 1377,514,0001,*,,,
8690031850,272 1377,1851,0001,*,,,
8690031851,037 3190,2084,0247,*,,,
8690031852,037 3190,507,0247,*,,,
8690031853,037 3190,239,0247,*,,,
8690031854,037 3190,449,0247,*,,,
8690031855,037 4209,3552,0247,*,,,
8690031856,037 4209,740,0247,*,,,
8690031857,037 4209,3728,0247,*,,,
8690031858,037 4209,9627,0247,*,,,
8690031859,037 4209,744,0247,*,,,
8690031860,012 205 TROKLU,9295,0001,*,,,
8690031861,037 4209,317,0247,*,,,
8690031862,037 6051 ,7151,0247,*,,,
8690031863,007 21 833,9345,0001,*,,,
8690031864,001 1976,42,0001,*,,,
8690031865,018 3400,9307,0001,*,,,
8690031866,018 3400,9307,1625,*,,,
8690031867,018 3108,1941,0491,*,,,
8690031868,018 3108,1941,1626,*,,,
8690031869,018 3108,1941,1627,*,,,
8690031870,018 3108,1941,1265,*,,,
8690031871,018 3108,1941,0761,*,,,
8690031872,002 H 5286,7919,0103,*,,,
8690031873,002 H 5789,8702,0103,*,,,
8690031874,002 H 5990,8930,0103,*,,,
8690031875,002 H 5991,8918,0103,*,,,
8690031876,272 1377,1851,1628,*,,,
8690031877,272 3038 ,9399,1628,*,,,
8690031878,037 3191,40,0247,*,,,
8690031879,037 3191,6819,0247,*,,,
8690031880,037 3191,9627,0247,*,,,
8690031881,037 3191,449,0247,*,,,
8690031882,037 4207 LEOPAR,3771,0247,*,,,
8690031883,037 4207 ZEBRA,2081,0247,*,,,
8690031884,018 3108,8512,0330,*,,,
8690031885,017 0206,2084,0193,*,,,
8690031886,001 1976,42,0594,*,,,
8690031887,012 2000,9628,0247,*,,,
8690031888,012 2001,210,0247,*,,,
8690031889,418 T 10353,9617,0247,*,,,
8690031890,418 T 10353,110,0247,*,,,
8690031891,418 T 10353,95,0247,*,,,
8690031892,017 0124,551,0247,*,,,
8690031893,017 0124,34,0247,*,,,
8690031894,017 0122,227,0247,*,,,
8690031895,017 0125,3354,0247,*,,,
8690031896,017 0123 ,1829,0247,*,,,
8690031897,017 0123 ,3354,0247,*,,,
8690031898,017 0766,40,0247,*,,,
8690031899,017 0766,41,0247,*,,,
8690031900,128 10,40,0247,*,,,
8690031901,128 10,41,0247,*,,,
8690031902,128 10,8261,0247,*,,,
8690031903,128 10,35,0247,*,,,
8690031904,128 12 ,40,0247,*,,,
8690031905,128 12 ,41,0247,*,,,
8690031906,128 12 ,35,0247,*,,,
8690031907,128 12 ,141,0247,*,,,
8690031908,128 11,40,0247,*,,,
8690031909,128 11,42,0247,*,,,
8690031910,128 11,140,0247,*,,,
8690031911,128 11,43,0247,*,,,
8690031912,128 14,9629,0247,*,,,
8690031913,128 14,9630,0247,*,,,
8690031914,128 14,7979,0247,*,,,
8690031915,128 15,40,0247,*,,,
8690031916,128 15,41,0247,*,,,
8690031917,128 15,35,0247,*,,,
8690031918,128 15,141,0247,*,,,
8690031919,128 13 ,40,0247,*,,,
8690031920,128 13 ,41,0247,*,,,
8690031921,128 13 ,141,0247,*,,,
8690031922,418 T 10505,6297,0247,*,,,
8690031923,418 T 10505,6296,0247,*,,,
8690031924,418 T 10306,181,0247,*,,,
8690031925,418 T 10306,104,0247,*,,,
8690031926,418 T 10263,5986,0247,*,,,
8690031927,418 T 10263 CM,12,0247,*,,,
8690031928,418 T 10263 CM,15,0247,*,,,
8690031929,418 T 10263,6315,0247,*,,,
8690031930,418 T 10141,6146,0247,*,,,
8690031931,418 T 10160 CM,12,0247,*,,,
8690031932,418 T 10243 ,95,0247,*,,,
8690031933,418 T 10243 CM,185,0247,*,,,
8690031934,418 S 10182,6273,0247,*,,,
8690031935,418 S 25455,9494,0247,*,,,
8690031936,017 0226,40,0003,*,,,
8690031937,017 0226,9631,0003,*,,,
8690031938,017 0226,9632,0093,*,,,
8690031939,017 0226,9633,0093,*,,,
8690031940,017 0300,586,0001,*,,,
8690031941,017 0300,635,0001,*,,,
8690031942,017 0226,9634,0001,*,,,
8690031943,002 H 5767,8730,0103,*,,,
8690031944,418 T 10374,6256,0247,*,,,
8690031945,418 T 10164,106,0247,*,,,
8690031946,418 T 10164,181,0247,*,,,
8690031947,418 T 10164 CM ,15,0247,*,,,
8690031948,418 T 10164 CM ,12,0247,*,,,
8690031949,418 T 10365,1014,0247,*,,,
8690031950,418 T 10365,175,0247,*,,,
8690031951,418 T 10155,6240,0247,*,,,
8690031952,418 T 10155,348,0247,*,,,
8690031953,418 T 18485-10,6342,0247,*,,,
8690031954,418 T 10356,15,0247,*,,,
8690031955,418 T 10356,12,0247,*,,,
8690031956,418 S 10142,3889,0247,*,,,
8690031957,418 S 10142,3887,0247,*,,,
8690031958,418 S 10142,9635,0247,*,,,
8690031959,007 23 1400 M,493,0001,*,,,
8690031960,007 23 1400 M,318,0181,*,,,
8690031961,007 20 2411 M ,318,0181,*,,,
8690031962,007 20 2411 M ,6528,0319,*,,,
8690031963,037 1447,534,0181,*,,,
8690031964,037 1447,534,1629,*,,,
8690031965,017 262 ,3462,1630,*,,,
8690031966,017 02010,1265,0636,*,,,
8690031967,018 3609,1941,0021,*,,,
8690031968,018 3609,1941,0700,*,,,
8690031969,037 1447,9322,0001,*,,,
8690031970,037 1447,2600,0319,*,,,
8690031971,007 23 1550 ,9411,0001,*,,,
8690031972,007 23 1550 ,9413,0181,*,,,
8690031973,272 1377,1851,0009,*,,,
8690031974,272 1377,249,0181,*,,,
8690031975,272 1377,216,0001,*,,,
8690031976,272 1377,285,0319,*,,,
8690031977,034 9674-4,9475,0001,*,,,
8690031978,034 9674-7,9474,0009,*,,,
8690031979,034 9674-4,9476,0181,*,,,
8690031980,001 1976,1851,0001,*,,,
8690031981,001 1976,2200,0181,*,,,
8690031982,001 1976,42,0319,*,,,
8690031983,037 25513,1514,0009,*,,,
8690031984,037 25513,7153,0001,*,,,
8690031985,272 3038 ,9636,0319,*,,,
8690031986,272 3038 ,9637,0181,*,,,
8690031987,002 H 5978,8914,0181,*,,,
8690031988,002 H 5978,9638,0181,*,,,
8690031989,002 H 5978,8914,0001,*,,,
8690031990,002 H 5990,8930,0181,*,,,
8690031991,002 H 5990,8918,0001,*,,,
8690031992,002 H 6002 ,1919,0001,*,,,
8690031993,002 H 6002 ,8936,0181,*,,,
8690031994,418 T 10191 LEO,9639,0247,*,,,
8690031995,018 3414,1941,1631,*,,,
8690031996,018 3414,3713,0663,*,,,
8690031997,037 3333-2,9603,0181,*,,,
8690031998,037 3333-2,9605,0001,*,,,
8690031999,037 27804,1514,0181,*,,,
8690032000,037 27804,7153,0001,*,,,
8690032001,418 T 4410,8451,0181,*,,,
8690032002,418 T 9813-3,9418,0181,*,,,
8690032003,418 T 9813-3,9415,0319,*,,,
8690032004,385 3898,311,0984,*,,,
8690032005,385 3898,1457,1574,*,,,
8690032006,385 3898,514,1572,*,,,
8690032007,385 3898,1851,1573,*,,,
8690032008,086 8856,35,0247,*,,,
8690032009,086 8856,164,0247,*,,,
8690032010,086 8850,44,0247,*,,,
8690032011,086 8850,163,0247,*,,,
8690032012,086 8850,58,0247,*,,,
8690032013,086 8869,35,0247,*,,,
8690032014,086 8864,9641,0247,*,,,
8690032015,086 8864,9640,0247,*,,,
8690032016,086 8853,171,0247,*,,,
8690032017,086 8853,58,0247,*,,,
8690032018,086 8853,36,0247,*,,,
8690032019,086 8870,9642,0247,*,,,
8690032020,086 8870,9643,0247,*,,,
8690032021,086 8851,593,0247,*,,,
8690032022,086 8851,2482,0247,*,,,
8690032023,086 8871,8113,0247,*,,,
8690032024,086 8871,9644,0247,*,,,
8690032025,086 8857,2081,0247,*,,,
8690032026,086 8857,171,0247,*,,,
8690032027,086 8857,58,0247,*,,,
8690032028,086 8863,2087,0247,*,,,
8690032029,086 8863,2083,0247,*,,,
8690032030,086 8863,2080,0247,*,,,
8690032031,086 8854,163,0247,*,,,
8690032032,086 8854,58,0247,*,,,
8690032033,086 8854,141,0247,*,,,
8690032034,086 8868,593,0247,*,,,
8690032035,086 8868,277,0247,*,,,
8690032036,086 8862,9646,0247,*,,,
8690032037,086 8862,9645,0247,*,,,
8690032038,086 8849,2081,0247,*,,,
8690032039,086 8849,2082,0247,*,,,
8690032040,086 8855,2086,0247,*,,,
8690032041,086 8855,1620,0247,*,,,
8690032042,086 8855,58,0247,*,,,
8690032043,017 0128,40,0247,*,,,
8690032044,017 0130,40,0247,*,,,
8690032045,017 0131,40,0247,*,,,
8690032046,018 7927,3448,0933,*,,,
8690032047,018 7927,9647,0001,*,,,
8690032048,018 8230,1941,0001,*,,,
8690032049,018 8111,1941,0001,*,,,
8690032050,018 8102,1941,1632,*,,,
8690032051,018 3102,1941,0001,*,,,
8690032052,018 3388,1941,0001,*,,,
8690032053,018 3419 ,1941,0165,*,,,
