SKOD,RKOD,BedKod,Modul,FisNo,FisHarinx,FisTip,TmpMiktar,kgid,insUN,insDT,insApp,updUN,updDT,updApp
LNRCNKM360,66,23,s,694,13506,g,1.0000000000,905,,,,,,
LNRCNKM360,66,22,s,649,11935,g,1.0000000000,906,,,,,,
LNRCNKM299,238,20,s,1103,20451,g,1.0000000000,5242,,,,,,
LNRCNKM299,66,22,s,1103,20309,g,1.0000000000,5243,,,,,,
LNRCNKM255,196,23,s,1103,20469,g,1.0000000000,5244,,,,,,
LNRCNKM255,82,24,s,1103,20302,g,1.0000000000,5245,,,,,,
LNRCNKM255,196,22,s,1103,20459,g,1.0000000000,5246,,,,,,
LNRCNKM255,82,23,s,1103,20344,g,1.0000000000,5247,,,,,,
LNRCNKM255,82,21,s,1103,20410,g,3.0000000000,5248,,,,,,
LNRCNKM255,196,21,s,1103,20295,g,1.0000000000,5249,,,,,,
LNRCNKM255,82,20,s,1103,20457,g,1.0000000000,5250,,,,,,
LNRCNKM255,82,22,s,1103,20310,g,1.0000000000,5251,,,,,,
LNRCNACT93,196,1,s,1103,20387,g,1.0000000000,5252,,,,,,
LNRCNKLCZ1912,536,24,s,1103,20458,g,1.0000000000,5253,,,,,,
LNRCNKM299,66,20,s,1103,20460,g,2.0000000000,5254,,,,,,
LNRCNKM310,196,21,s,1103,20362,g,1.0000000000,5255,,,,,,
LNRCNKM299,238,23,s,1103,20456,g,1.0000000000,5256,,,,,,
LNRCNKKSP1602,546,22,s,1103,20379,g,1.0000000000,5257,,,,,,
LNRCNKERT1470,1,22,s,1103,20378,g,1.0000000000,5258,,,,,,
LNRCNKZZ1402,378,22,s,1103,20395,g,1.0000000000,5259,,,,,,
LNRCNXSPX6,19,39,s,1103,20463,g,1.0000000000,5260,,,,,,
LNRCND1680,182,5,s,1103,20359,g,1.0000000000,5261,,,,,,
LNRCNXSPX6,8,38,s,1103,20417,g,1.0000000000,5262,,,,,,
LNRCNXSPX6,1,36,s,649,11893,g,1.0000000000,907,,,,,,
LNRCNXSPX5,1,41,s,649,11769,g,1.0000000000,908,,,,,,
RCN716,34,4,s,649,11776,g,1.0000000000,909,,,,,,
LNRCNXSPX6,1,40,s,649,11852,g,1.0000000000,910,,,,,,
LNRCN383,4,37,s,649,11829,g,1.0000000000,911,,,,,,
LNRCN383,4,41,s,649,12027,g,1.0000000000,912,,,,,,
LNRCN383,168,37,s,649,11760,g,1.0000000000,913,,,,,,
LNRCN383,168,35,s,649,12034,g,1.0000000000,914,,,,,,
LNRCNT836,98,6,s,649,12015,g,1.0000000000,915,,,,,,
LNRCNKM360,66,23,s,649,11757,g,1.0000000000,916,,,,,,
LNRCNKM360,46,24,s,649,11900,g,1.0000000000,917,,,,,,
LNRCNKM360,66,23,s,649,11767,g,1.0000000000,918,,,,,,
LNRCNKCS815Y,46,20,s,649,11966,g,1.0000000000,919,,,,,,
LNRCNKM360,66,22,s,649,11848,g,1.0000000000,920,,,,,,
LNRCNKM360,66,23,s,649,11793,g,1.0000000000,921,,,,,,
LNRCNKM360,66,21,s,649,11861,g,1.0000000000,922,,,,,,
LNRCNKM360,46,20,s,649,11845,g,1.0000000000,923,,,,,,
LNRCNKM360,46,23,s,649,11779,g,1.0000000000,924,,,,,,
LNRCNKM360,46,23,s,649,11783,g,1.0000000000,925,,,,,,
LNRCNKM360,46,23,s,649,11784,g,1.0000000000,926,,,,,,
LNRCNKM360,46,22,s,649,11790,g,1.0000000000,927,,,,,,
LNRCNKM360,46,21,s,649,11753,g,1.0000000000,928,,,,,,
LNRCNKM360,66,24,s,649,11878,g,1.0000000000,929,,,,,,
LNRCNKM360,66,21,s,649,11912,g,1.0000000000,930,,,,,,
LNRCNKM360,46,24,s,649,11913,g,1.0000000000,931,,,,,,
LNRCNKM360,46,24,s,649,11917,g,1.0000000000,932,,,,,,
LNRCNKM360,46,24,s,649,11933,g,1.0000000000,933,,,,,,
LNRCNKM360,46,23,s,649,11785,g,1.0000000000,934,,,,,,
LNRCNKM360,66,23,s,649,11805,g,1.0000000000,935,,,,,,
LNRCNKM360,46,24,s,649,11938,g,1.0000000000,936,,,,,,
LNRCNKM360,46,20,s,649,11868,g,1.0000000000,937,,,,,,
LNRCNKM360,46,23,s,649,11810,g,1.0000000000,938,,,,,,
LNRCNKM360,46,23,s,649,11812,g,1.0000000000,939,,,,,,
LNRCNKM360,46,21,s,649,11770,g,1.0000000000,940,,,,,,
LNRCNKM360,46,20,s,649,11911,g,1.0000000000,941,,,,,,
LNRCNKM360,46,21,s,649,11772,g,1.0000000000,942,,,,,,
LNRCNKM360,46,21,s,649,11795,g,1.0000000000,943,,,,,,
LNRCNKM360,46,20,s,649,11962,g,1.0000000000,944,,,,,,
LNRCNKM360,46,20,s,649,11963,g,1.0000000000,945,,,,,,
LNRCNKM360,46,21,s,649,11796,g,1.0000000000,946,,,,,,
LNRCNKM360,46,21,s,649,11799,g,1.0000000000,947,,,,,,
LNRCNKM360,46,20,s,649,12061,g,1.0000000000,948,,,,,,
LNRCNKM360,46,21,s,649,11806,g,1.0000000000,949,,,,,,
LNRCNKM360,66,24,s,649,11905,g,1.0000000000,950,,,,,,
LNRCNKM360,66,21,s,649,12012,g,1.0000000000,951,,,,,,
LNRCNKM360,46,22,s,649,11791,g,1.0000000000,952,,,,,,
LNRCNKM360,46,22,s,649,11800,g,1.0000000000,953,,,,,,
LNRCNKM360,46,23,s,649,11817,g,1.0000000000,954,,,,,,
LNRCNKM360,46,22,s,649,11811,g,1.0000000000,955,,,,,,
LNRCNKM360,46,23,s,649,11825,g,1.0000000000,956,,,,,,
LNRCNKM360,46,23,s,649,11826,g,1.0000000000,957,,,,,,
LNRCNKM360,46,23,s,649,11844,g,1.0000000000,958,,,,,,
LNRCNKM360,46,22,s,649,11819,g,1.0000000000,959,,,,,,
LNRCNKM360,46,21,s,649,11841,g,1.0000000000,960,,,,,,
LNRCNKM360,66,21,s,649,12059,g,1.0000000000,961,,,,,,
LNRCNKM360,46,22,s,649,11828,g,1.0000000000,962,,,,,,
LNRCNKM360,46,22,s,649,11860,g,1.0000000000,963,,,,,,
LNRCNKCS815Y,46,21,s,649,11766,g,1.0000000000,964,,,,,,
LNRCNKCS815Y,46,23,s,649,11778,g,1.0000000000,965,,,,,,
LNRCNKCS815Y,46,23,s,649,11821,g,1.0000000000,966,,,,,,
LNRCNKM360,46,23,s,649,11846,g,1.0000000000,967,,,,,,
LNRCNKM360,46,23,s,649,11850,g,1.0000000000,968,,,,,,
LNRCNKM360,46,23,s,649,11862,g,1.0000000000,969,,,,,,
LNRCNKM360,46,23,s,649,11877,g,1.0000000000,970,,,,,,
LNRCNKCS815Y,46,22,s,649,11992,g,1.0000000000,971,,,,,,
LNRCNKM360,66,23,s,649,11809,g,1.0000000000,972,,,,,,
LNRCNKM360,66,23,s,649,11824,g,1.0000000000,973,,,,,,
LNRCNKM360,66,23,s,649,11831,g,1.0000000000,974,,,,,,
LNRCNKM360,66,24,s,649,11926,g,1.0000000000,975,,,,,,
LNRCNKM360,66,23,s,649,11839,g,1.0000000000,976,,,,,,
LNRCNKM360,66,24,s,649,11997,g,1.0000000000,977,,,,,,
LNRCNKM360,46,22,s,649,11863,g,1.0000000000,978,,,,,,
LNRCNKM360,46,23,s,649,11902,g,1.0000000000,979,,,,,,
LNRCNKM360,66,23,s,649,11847,g,1.0000000000,980,,,,,,
LNRCNKM360,66,23,s,649,11865,g,1.0000000000,981,,,,,,
LNRCNKCS815Y,46,24,s,649,11849,g,1.0000000000,982,,,,,,
LNRCNKCS815Y,46,24,s,649,11880,g,1.0000000000,983,,,,,,
LNRCNKCS815Y,46,24,s,649,11918,g,1.0000000000,984,,,,,,
LNRCNKM360,66,23,s,649,11872,g,1.0000000000,985,,,,,,
LNRCNKM360,66,23,s,649,11884,g,1.0000000000,986,,,,,,
LNRCNKM360,66,23,s,649,11885,g,1.0000000000,987,,,,,,
LNRCNKM299,1,24,s,649,11754,g,1.0000000000,988,,,,,,
LNRCNKM360,66,22,s,649,11871,g,1.0000000000,989,,,,,,
LNRCNXSPX6,1,42,s,649,12028,g,1.0000000000,990,,,,,,
LNRCNKZZ1402,46,22,s,649,11928,g,1.0000000000,991,,,,,,
LNRCNKZZ1401,378,23,s,649,12010,g,1.0000000000,992,,,,,,
LNRCNKCS815Y,46,23,s,649,11924,g,1.0000000000,993,,,,,,
LNRCNKCS815Y,46,23,s,649,11939,g,1.0000000000,994,,,,,,
LNRCNKK60,1,21,s,649,12077,g,1.0000000000,995,,,,,,
LNRCNTWG720,1,20,s,649,11815,g,1.0000000000,996,,,,,,
LNRCNKPSJ333,218,20,s,649,11971,g,1.0000000000,997,,,,,,
LNRCNKM299,1,24,s,649,11866,g,1.0000000000,998,,,,,,
LNRCNKM299,1,22,s,649,11764,g,1.0000000000,999,,,,,,
LNRCNKM299,1,22,s,649,11768,g,1.0000000000,1000,,,,,,
LNRCNKM360,66,22,s,649,11892,g,1.0000000000,1001,,,,,,
LNRCNKM360,66,22,s,649,11914,g,1.0000000000,1002,,,,,,
LNRCNKM360,66,24,s,649,12006,g,1.0000000000,1003,,,,,,
LNRCNKM360,66,24,s,649,12055,g,1.0000000000,1004,,,,,,
LNRCNKCS815Y,46,21,s,649,11832,g,1.0000000000,1005,,,,,,
LNRCNKM360,46,22,s,649,11879,g,1.0000000000,1006,,,,,,
LNRCNKM360,46,23,s,649,11932,g,1.0000000000,1007,,,,,,
LNRCNKM360,66,20,s,649,11907,g,1.0000000000,1008,,,,,,
LNRCNKM360,46,24,s,649,11964,g,1.0000000000,1009,,,,,,
LNRCNKM360,46,24,s,649,11998,g,1.0000000000,1010,,,,,,
LNRCNKM360,66,20,s,649,11925,g,1.0000000000,1011,,,,,,
LNRCNKM360,46,24,s,649,12004,g,1.0000000000,1012,,,,,,
LNRCNKLCZ270,46,21,s,649,11937,g,1.0000000000,1013,,,,,,
LNRCNKETL501,46,20,s,649,12007,g,1.0000000000,1014,,,,,,
LNRCNKLCZ270,378,22,s,649,12073,g,1.0000000000,1015,,,,,,
LNRCNKCS815Y,46,22,s,649,12016,g,1.0000000000,1016,,,,,,
LNRCNKCS815Y,46,22,s,649,12025,g,1.0000000000,1017,,,,,,
LNRCNKM360,46,23,s,649,11949,g,1.0000000000,1018,,,,,,
LNRCNKM360,66,23,s,649,11909,g,1.0000000000,1019,,,,,,
