AreaCode,CityCode,AreaDescriptionTr,AreaDescriptionEN,LinkedArea,DBName
4314,16,HACIVAT,HACIVAT,1925,TANCA
4315,16,İSABEY,ISABEY,1925,TANCA
4316,16,KAZIMKARABEKİR,KAZIMKARABEKIR,1925,TANCA
4317,16,MEVLANA,MEVLANA,1925,TANCA
4318,16,MİLLET,MILLET,1925,TANCA
1122,34,BOLLUCA,BOLLUCA,447,TANCA
1123,34,HARAÇÇI,HARACCI,447,TANCA
1124,34,BOĞAZKÖY,BOGAZKOY,447,TANCA
1125,34,CEBECİ,CEBECI,447,TANCA
1126,34,ARNAVUTKÖY,ARNAVUTKOY,0,TANCA
1127,34,ZÜBEYDEHANIM,ZUBEYDEHANIM,447,TANCA
1129,34,TAŞOLUK,TASOLUK,447,TANCA
1130,34,A.NAFİZ GÜRMAN,A.NAFIZ GURMAN,448,TANCA
1131,34,TOZKOPARAN,TOZKOPARAN,448,TANCA
1133,34,AKINCILAR,AKINCILAR,448,TANCA
1134,34,SANAYİ/GÜNGOREN,SANAYI/GUNGOREN,448,TANCA
1135,34,GÖZTEPE/KADIKÖY,GOZTEPE/KADIKOY,457,TANCA
1136,34,İÇERENKÖY,ICERENKOY,457,TANCA
1137,34,KOŞUYOLU,KOSUYOLU,457,TANCA
1138,34,KÜÇÜKBAKKALKÖY,KUCUKBAKKALKOY,457,TANCA
1139,34,FENERBAHÇE,FENERBAHCE,457,TANCA
1140,34,RASİMPAŞA,RASIMPASA,457,TANCA
1141,34,FENERYOLU,FENERYOLU,457,TANCA
1142,34,SUADİYE,SUADIYE,457,TANCA
1143,34,EĞİTİM,EGITIM,457,TANCA
1144,34,CADDEBOSTAN,CADDEBOSTAN,457,TANCA
1145,34,FİKİRTEPE,FIKIRTEPE,457,TANCA
1146,34,ATATÜRK/KADIKÖY,ATATURK/KADIKOY,457,TANCA
1147,34,KAYIŞDAĞI,KAYISDAGI,457,TANCA
1148,34,19 MAYIS/KADIKÖY,19 MAYIS/KADIKOY,457,TANCA
1149,34,SAHRAYICEDİT,SAHRAYICEDIT,457,TANCA
1150,34,CAFERAĞA,CAFERAGA,457,TANCA
1151,34,ERENKÖY,ERENKOY,457,TANCA
1152,34,KOZYATAĞI,KOZYATAGI,457,TANCA
1153,34,YENİSAHRA,YENISAHRA,457,TANCA
1154,34,OSMANAĞA,OSMANAGA,457,TANCA
1155,34,MERDİVENKÖY,MERDIVENKOY,457,TANCA
1156,34,BOSTANCI,BOSTANCI,457,TANCA
1157,34,ÇELİKTEPE,CELIKTEPE,449,TANCA
1158,34,ÇAĞLAYAN,CAGLAYAN,449,TANCA
1159,34,ŞİRİNTEPE,SIRINTEPE,449,TANCA
1160,34,HAMİDİYE/KAĞITHANE,HAMIDIYE/KAGITHANE,449,TANCA
1161,34,ZİNCİRLİKUYU,ZINCIRLIKUYU,449,TANCA
1162,34,GÜLTEPE/KAĞITHANE,GULTEPE/KAGITHANE,449,TANCA
1164,34,SEYRANTEPE,SEYRANTEPE,449,TANCA
1165,34,TOPSELVİ,TOPSELVI,458,TANCA
1166,34,ORHANTEPE,ORHANTEPE,458,TANCA
1168,34,SAMANDIRA,SAMANDIRA,5823,TANCA
1169,34,ESENTEPE/KARTAL,ESENTEPE/KARTAL,458,TANCA
1170,34,RAHMANLAR,RAHMANLAR,458,TANCA
1270,6,ALEMDAĞ,ALEMDAG,3998,TANCA
1271,6,ALİERSOY,ALIERSOY,3998,TANCA
1272,6,ALPARSLAN,ALPARSLAN,3998,TANCA
1273,6,ALTINBAŞ,ALTINBAS,3998,TANCA
1274,6,ALTINPARK,ALTINPARK,3998,TANCA
1275,6,ALTINTAŞ,ALTINTAS,3998,TANCA
1276,6,ANAFARTALAR,ANAFARTALAR,3998,TANCA
1277,6,ATA SANAYİ,ATA SANAYI,3998,TANCA
1278,6,ATİLLA,ATILLA,3998,TANCA
1279,6,ATIF BEY,ATIF BEY,3998,TANCA
1280,6,AYDINLIKEVLER,AYDINLIKEVLER,3998,TANCA
1281,6,AŞTİ,ASTI,3998,TANCA
1282,6,BARAJ,BARAJ,3998,TANCA
1283,6,BATTALGAZİ,BATTALGAZI,3998,TANCA
1284,6,BAĞLARİÇİ,BAGLARICI,3998,TANCA
1285,6,BAŞKIR,BASKIR,3998,TANCA
1286,6,BAŞPINAR,BASPINAR,3998,TANCA
1287,6,BEŞİKKAYA,BESIKKAYA,3998,TANCA
1288,6,BİRİNCİ SULTAN MURAT,BIRINCI SULTAN MURAT,3998,TANCA
1289,6,BOZKURT,BOZKURT,3998,TANCA
1290,6,BÜYÜK SANAYİ,BUYUK SANAYI,3998,TANCA
1291,6,CANDARLI,CANDARLI,3998,TANCA
1292,6,CEMAL BEY,CEMAL BEY,3998,TANCA
1293,6,DEMİRFIRKA,DEMIRFIRKA,3998,TANCA
1294,6,DEMİRTAŞ,DEMIRTAS,3998,TANCA
1295,6,DEREBOYU,DEREBOYU,3998,TANCA
1296,6,DOĞAN ŞEHİR,DOGAN SEHIR,3998,TANCA
1297,6,DOĞANBEY,DOGANBEY,3998,TANCA
1298,6,DOĞANTEPE,DOGANTEPE,3998,TANCA
1299,6,DOĞU,DOGU,3998,TANCA
1300,6,ENGÜRÜ,ENGURU,3998,TANCA
1301,6,ENVERPAŞA,ENVERPASA,3998,TANCA
1303,6,EVLİYA ÇELEBİ,EVLIYA CELEBI,3998,TANCA
1304,6,FATİH/ALTINDAĞ,FATIH/ALTINDAG,3998,TANCA
1305,6,FAZİLET,FAZILET,3998,TANCA
1306,6,FAZIL AHMET,FAZIL AHMET,3998,TANCA
1307,6,FEHMİ YAĞCI,FEHMI YAGCI,3998,TANCA
1308,6,FERİDUN ÇELİK,FERIDUN CELIK,3998,TANCA
1309,6,FERMANLILAR,FERMANLILAR,3998,TANCA
1310,6,FEVZİ PAŞA,FEVZI PASA,3998,TANCA
1311,6,GİCİK,GICIK,3998,TANCA
4196,1,ORGANİZE SANAYİ BÖLGESİ,ORGANIZE SANAYI BOLGESI,5819,TANCA
4197,1,SİNANPAŞA,SINANPASA,1882,TANCA
4198,1,YAVUZLAR,YAVUZLAR,1882,TANCA
4199,1,KIŞLA,KISLA,1882,TANCA
4200,1,SERİNEVLER,SERINEVLER,1882,TANCA
4201,1,PTT EVLERİ,PTT EVLERI,1882,TANCA
4202,1,DERVİŞLER,DERVISLER,1882,TANCA
4204,1,DADALOĞLU,DADALOGLU,1882,TANCA
4205,1,ULUBATLI HASAN,ULUBATLI HASAN,1882,TANCA
4208,1,TAHSİLLİ,TAHSILLI,1882,TANCA
4209,1,SARIÇAM/YÜREĞİR,SARICAM/YUREGIR,1882,TANCA
4210,1,HAYDAROĞLU,HAYDAROGLU,1882,TANCA
4211,6,ÜMİTKÖY,UMITKOY,1924,TANCA
4212,6,BİLKENT,BILKENT,1698,TANCA
4213,6,ODTÜ,ODTU,1698,TANCA
4214,6,BAHÇELİEVLER,BAHCELIEVLER,1698,TANCA
4215,6,İSKİTLER,ISKITLER,3998,TANCA
4216,6,DIŞKAPI,DISKAPI,4014,TANCA
4218,6,SIHHİYE,SIHHIYE,1698,TANCA
4219,6,KUMRULAR,KUMRULAR,1698,TANCA
4220,6,YENİŞEHİR,YENISEHIR,1698,TANCA
4221,6,KOLEJ,KOLEJ,1698,TANCA
4222,6,KURTULUŞ,KURTULUS,1698,TANCA
4223,6,PROTOKOL,PROTOKOL,1698,TANCA
4224,6,CİNNAH,CINNAH,1698,TANCA
4225,6,S.SİMAVİ,S.SIMAVI,1698,TANCA
4226,6,ULUS,ULUS,3998,TANCA
4227,6,BATIKENT,BATIKENT,1924,TANCA
4230,6,OSTIM SAN.SITESI,OSTIM SAN.SITESI,1924,TANCA
4231,6,ATISAN,ATISAN,1924,TANCA
4232,6,ERYAMAN,ERYAMAN,76,TANCA
4233,6,ELVANKENT,ELVANKENT,76,TANCA
4235,6,DEMETEVLER,DEMETEVLER,1924,TANCA
4236,6,YAKACIK,YAKACIK,1924,TANCA
4238,16,ALTINŞEHİR,ALTINSEHIR,1901,TANCA
4239,16,ÇAMLICA,CAMLICA,1901,TANCA
4240,16,ÖZLÜCE,OZLUCE,1901,TANCA
4241,16,ÜRÜNLÜ,URUNLU,1901,TANCA
4242,16,ALAATTİN BEY,ALAATTIN BEY,1901,TANCA
4243,16,AHMET PAŞA,AHMET PASA,1908,TANCA
4244,16,ALAADDİN,ALAADDIN,1908,TANCA
4245,16,ALACAHIRKA,ALACAHIRKA,1908,TANCA
4246,16,ALACAMESCİT,ALACAMESCIT,1908,TANCA
4247,16,ALİPAŞA,ALIPASA,1908,TANCA
4248,16,HAMZABEY,HAMZABEY,1908,TANCA
4249,16,İBRAHİMPAŞA,IBRAHIMPASA,1908,TANCA
4250,16,İVAZ PAŞA,IVAZ PASA,1908,TANCA
4251,16,KAVAKLI,KAVAKLI,1908,TANCA
4252,16,KAYHAN,KAYHAN,1908,TANCA
4253,16,KOCANAİP,KOCANAIP,1908,TANCA
4254,16,MAKSEM,MAKSEM,1908,TANCA
4255,16,MOLLAFENARİ,MOLLAFENARI,1908,TANCA
4256,16,MOLLA GÜRANİ,MOLLA GURANI,1908,TANCA
4257,16,MURADİYE,MURADIYE,1908,TANCA
4258,16,NALBANTOĞLU,NALBANTOGLU,1908,TANCA
4259,16,ORHANBEY,ORHANBEY,1908,TANCA
4260,16,PINARBAŞI,PINARBASI,1908,TANCA
4261,16,REYHAN,REYHAN,1908,TANCA
4262,16,SELÇUK HATUN,SELCUK HATUN,1908,TANCA
4263,16,ŞAHABETTİN PAŞA,SAHABETTIN PASA,1908,TANCA
4264,16,ŞEHREKÜSTÜ,SEHREKUSTU,1908,TANCA
1171,34,UĞURMUMCU/KARTAL,UGURMUMCU/KARTAL,458,TANCA
1172,34,YAKACIK,YAKACIK,458,TANCA
1173,34,SOĞANLIK,SOGANLIK,458,TANCA
1174,34,HALKALI,HALKALI,450,TANCA
1175,34,İKİTELLİ,IKITELLI,450,TANCA
1176,34,CENNET,CENNET,450,TANCA
1177,34,SEFAKÖY,SEFAKOY,450,TANCA
1178,34,AYDINEVLER,AYDINEVLER,459,TANCA
1179,34,İDEALTEPE,IDEALTEPE,459,TANCA
1180,34,KÜÇÜKYALI,KUCUKYALI,459,TANCA
1181,34,GÜLSUYU,GULSUYU,459,TANCA
1182,34,FERHATPAŞA,FERHATPASA,459,TANCA
1183,34,CEVİZLİ/MALTEPE,CEVIZLI/MALTEPE,459,TANCA
1184,34,FEYZULLAH,FEYZULLAH,459,TANCA
1185,34,ZÜMRÜTEVLER,ZUMRUTEVLER,458,TANCA
1186,34,YALI/MALTEPE,YALI/MALTEPE,458,TANCA
1187,34,BAHÇELİEVLER/PENDİK,BAHCELIEVLER/PENDIK,460,TANCA
1188,34,YAYALAR,YAYALAR,460,TANCA
1189,34,ÇINARDERE,CINARDERE,460,TANCA
1190,34,ŞEYHLİ,SEYHLI,460,TANCA
1191,34,YENİŞEHİR/PENDİK,YENISEHIR/PENDIK,460,TANCA
1192,34,ÇAMCEŞME,CAMCESME,460,TANCA
1193,34,ÇARŞI/PENDİK,CARSI/PENDIK,460,TANCA
1194,34,ESENYALI,ESENYALI,460,TANCA
1195,34,EMİRGAN,EMIRGAN,451,TANCA
1196,34,BAHÇEKÖY,BAHCEKOY,451,TANCA
1197,34,RUMELİHİSARI,RUMELIHISARI,451,TANCA
1198,34,İSTİNYE,ISTINYE,451,TANCA
1199,34,TARABYA,TARABYA,451,TANCA
1201,34,YENİKÖY,YENIKOY,451,TANCA
1202,34,AĞVA,AGVA,462,TANCA
1203,34,TEKE,TEKE,462,TANCA
1204,34,YEŞİLVADİ,YESILVADI,462,TANCA
1205,34,BÜYÜKÇAVUŞLU,BUYUKCAVUSLU,452,TANCA
1206,34,ÇANTA,CANTA,452,TANCA
1207,34,CELALİYE,CELALIYE,452,TANCA
1208,34,DEĞİRMENKÖY,DEGIRMENKOY,452,TANCA
1209,34,GÜMÜŞYAKA,GUMUSYAKA,452,TANCA
1210,34,KAVAKLI,KAVAKLI,452,TANCA
4020,3,KARACAÖREN/ŞUHUT,KARACAOREN/SUHUT,29,TANCA
4021,7,KEPEZ,KEPEZ,4021,TANCA
4022,7,KONYAALTI,KONYAALTI,4022,TANCA
4024,9,DİDİM,DIDIM,0,TANCA
4025,9,AK-YENİKÖY,AK-YENIKOY,4024,TANCA
4026,9,AKBÜK,AKBUK,4024,TANCA
4027,9,ATÇA,ATCA,129,TANCA
4029,16,KURŞUNLU/İNEGÖL,KURSUNLU/INEGOL,211,TANCA
4030,18,ELDİVAN,ELDIVAN,0,TANCA
4031,21,BAĞLAR,BAGLAR,283,TANCA
4032,21,SUR,SUR,283,TANCA
4033,21,YENİŞEHİR,YENISEHIR,283,TANCA
4035,25,KAZIMKARABEKİR,KAZIMKARABEKIR,328,TANCA
4038,25,KARAÇOBAN,KARACOBAN,0,TANCA
4039,25,KOPAL,KOPAL,4038,TANCA
4040,26,ODUNPAZARI,ODUNPAZARI,349,TANCA
4041,26,TEPEBAŞI,TEPEBASI,349,TANCA
4042,27,ŞAHİNBEY,SAHINBEY,0,TANCA
4043,27,BURÇ,BURC,4042,TANCA
4044,27,BÜYÜKŞAHİNBEY,BUYUKSAHINBEY,4042,TANCA
4045,27,CEVİZLİ,CEVIZLI,4042,TANCA
4046,35,BALÇOVA,BALCOVA,0,TANCA
4047,38,MELİKGAZİ,MELIKGAZI,0,TANCA
4048,38,AĞIRNAS,AGIRNAS,4047,TANCA
4049,38,GESİ,GESI,4047,TANCA
4050,38,GÜRPINAR,GURPINAR,4047,TANCA
4051,38,HİSARCIK,HISARCIK,4047,TANCA
4052,38,KIRANARDI,KIRANARDI,4047,TANCA
4054,38,TURAN,TURAN,4047,TANCA
4055,41,KÖRFEZ,KORFEZ,0,TANCA
4057,41,KİRAZLIYALI,KIRAZLIYALI,4055,TANCA
4058,42,MERAM,MERAM,0,TANCA
4059,42,ÇARIKLAR,CARIKLAR,4058,TANCA
4060,42,HATUNSARAY,HATUNSARAY,4058,TANCA
4061,42,İNLİCE,INLICE,4058,TANCA
4062,42,KARADİĞİN,KARADIGIN,4058,TANCA
4063,42,KAŞINHANI,KASINHANI,4058,TANCA
4064,42,KAVAK,KAVAK,4058,TANCA
4065,42,KIZILÖREN,KIZILOREN,4058,TANCA
4066,42,SAĞLIK,SAGLIK,4058,TANCA
4067,42,SEFAKÖY,SEFAKOY,4058,TANCA
4068,42,ÇAVUŞ,CAVUS,584,TANCA
4069,54,BEKİRPAŞA,BEKIRPASA,741,TANCA
4070,54,ERENLER,ERENLER,741,TANCA
4071,54,GÜNEŞLER,GUNESLER,741,TANCA
4072,54,HANLI,HANLI,741,TANCA
4073,54,KAZIMPAŞA,KAZIMPASA,741,TANCA
4074,54,NEHİRKENT,NEHIRKENT,741,TANCA
4075,54,YAZLIK,YAZLIK,741,TANCA
4076,55,ATAKUM,ATAKUM,0,TANCA
4077,55,CANİK,CANIK,756,TANCA
4078,55,GAZİ,GAZI,756,TANCA
4079,55,İLKADIM,ILKADIM,756,TANCA
4080,67,EREĞLİ,EREGLI,0,TANCA
4081,67,GÖKÇELER,GOKCELER,4080,TANCA
4082,67,GÜLÜÇ,GULUC,4080,TANCA
4083,67,GÜNEŞLİ,GUNESLI,4080,TANCA
4084,67,KANDİLLİ,KANDILLI,4080,TANCA
4085,67,ORMANLI,ORMANLI,4080,TANCA
4091,35,ÇİĞLİ,CIGLI,0,TANCA
4092,35,ŞİRİNYER,SIRINYER,1900,TANCA
4265,16,TAHTAKALE,TAHTAKALE,1908,TANCA
4266,16,TAYAKADIN,TAYAKADIN,1908,TANCA
4267,16,TUZPAZARI,TUZPAZARI,1908,TANCA
4268,16,YAHSİBEY,YAHSIBEY,1908,TANCA
4269,16,AKÇAĞLAYAN,AKCAGLAYAN,1925,TANCA
4270,16,EMİRSULTAN,EMIRSULTAN,1925,TANCA
4271,16,HACISEYFETTİN,HACISEYFETTIN,1925,TANCA
4272,16,KARAAĞAÇ,KARAAGAC,1925,TANCA
4273,16,KARAMAZAK,KARAMAZAK,1925,TANCA
4274,16,KURTOĞLU,KURTOGLU,1925,TANCA
4275,16,MOLLAARAP,MOLLAARAP,1925,TANCA
4276,16,MUSABABA,MUSABABA,1925,TANCA
4277,16,NAMAZGAH,NAMAZGAH,1925,TANCA
4278,16,PİREMİR,PIREMIR,1925,TANCA
4279,16,TEFERRÜÇ,TEFERRUC,1925,TANCA
4281,16,YENİMAHALLE,YENIMAHALLE,1925,TANCA
4282,16,YEŞİL,YESIL,1925,TANCA
4283,16,ZÜMRÜT EVLER,ZUMRUT EVLER,1925,TANCA
4284,16,İHSANİYE,IHSANIYE,1901,TANCA
4285,16,KARAMAN,KARAMAN,1901,TANCA
4286,16,KONAK,KONAK,1901,TANCA
4287,16,ADALET,ADALET,1908,TANCA
4288,16,AKPINAR,AKPINAR,1908,TANCA
4289,16,ALEMDAR,ALEMDAR,1908,TANCA
4290,16,ARMUTKÖY,ARMUTKOY,1908,TANCA
4291,16,BAĞLARBAŞI,BAGLARBASI,1908,TANCA
4292,16,ÇELTİKKÖY,CELTIKKOY,1908,TANCA
4293,16,ÇİRİŞHANE,CIRISHANE,1908,TANCA
4294,16,ÇUKURCA,CUKURCA,1908,TANCA
4295,16,DEREÇAVUŞKÖY,DERECAVUSKOY,1908,TANCA
4296,16,ESENTEPE/OSMANGAZİ,ESENTEPE/OSMANGAZI,1908,TANCA
4297,16,GAZİAKDEMİR,GAZIAKDEMIR,1908,TANCA
4298,16,HAMİTLER,HAMITLER,1908,TANCA
4299,16,HÜRRİYET,HURRIYET,1908,TANCA
4300,16,İSTİKLAL,ISTIKLAL,1908,TANCA
4301,16,MEHMET AKİF,MEHMET AKIF,1908,TANCA
4302,16,SIRMEŞELER,SIRMESELER,1908,TANCA
4303,16,SOĞANLI,SOGANLI,1908,TANCA
4304,16,SOĞUKKUYU,SOGUKKUYU,1908,TANCA
3892,73,ÇALIŞKAN,CALISKAN,955,TANCA
3893,73,GÖRÜMLÜ,GORUMLU,955,TANCA
3894,73,HİLAL,HILAL,956,TANCA
3895,73,ŞENOBA,SENOBA,956,TANCA
3896,73,UZUNGEÇİT,UZUNGECIT,956,TANCA
3897,74,ARIT,ARIT,957,TANCA
3898,74,HASANKADI,HASANKADI,957,TANCA
3899,74,KOZCAĞIZ,KOZCAGIZ,957,TANCA
3900,74,ABDİPAŞA,ABDIPASA,961,TANCA
3901,74,KUMLUCA,KUMLUCA,961,TANCA
3902,75,KÖPRÜLÜ,KOPRULU,965,TANCA
3903,75,AŞIKŞENLİK,ASIKSENLIK,963,TANCA
3904,75,ORTAKENT,ORTAKENT,966,TANCA
3905,77,KADIKÖY,KADIKOY,972,TANCA
3906,77,KAYTAZDERE,KAYTAZDERE,973,TANCA
3907,77,SUBAŞI,SUBASI,973,TANCA
3908,77,TAVŞANLI,TAVSANLI,973,TANCA
3909,77,ESENKÖY,ESENKOY,975,TANCA
3910,77,KOCADERE,KOCADERE,975,TANCA
3911,77,KORU,KORU,975,TANCA
3912,77,TEŞVİKİYE,TESVIKIYE,975,TANCA
3913,77,TAŞKÖPRÜ,TASKOPRU,976,TANCA
3914,78,OVACUMA,OVACUMA,982,TANCA
3915,78,YORTANPAZARI,YORTANPAZARI,983,TANCA
3916,79,YAVUZLU,YAVUZLU,984,TANCA
3917,80,KIRMITLI,KIRMITLI,988,TANCA
3918,80,ATALAN,ATALAN,990,TANCA
3919,80,BÖCEKLİ,BOCEKLI,990,TANCA
3920,80,ELLEK,ELLEK,990,TANCA
3921,80,YARBAŞI,YARBASI,990,TANCA
3922,80,ALİBEYLİ,ALIBEYLI,993,TANCA
3923,80,MEHMETLİ,MEHMETLI,993,TANCA
3924,80,TÜYSÜZ,TUYSUZ,994,TANCA
3925,81,BEYKÖY,BEYKOY,995,TANCA
3926,81,BOĞAZİÇİ,BOGAZICI,996,TANCA
3927,81,KONURALP,KONURALP,996,TANCA
3928,46,BAYDEMİRLİ,BAYDEMIRLI,644,TANCA
3929,46,DÖNGELE,DONGELE,644,TANCA
3930,46,FATİH,FATIH,644,TANCA
3931,46,FATMALI,FATMALI,644,TANCA
3932,46,ILICA,ILICA,644,TANCA
3933,46,KALE,KALE,644,TANCA
3934,46,KARACASU,KARACASU,644,TANCA
3935,46,KARADERE,KARADERE,644,TANCA
3936,46,KAVLAKLI,KAVLAKLI,644,TANCA
3937,46,KÜRTÜL,KURTUL,644,TANCA
3938,46,ÖNSEN,ONSEN,644,TANCA
3939,46,ŞAHİNKAYASI,SAHINKAYASI,644,TANCA
3940,46,TEKİR,TEKIR,644,TANCA
3941,46,ALEMDAR,ALEMDAR,645,TANCA
3942,46,ALTINELMA,ALTINELMA,645,TANCA
3943,46,ARITAŞ,ARITAS,645,TANCA
3944,46,BÜYÜKTATLI,BUYUKTATLI,645,TANCA
3945,46,ÇOBANBEYLİ,COBANBEYLI,645,TANCA
3946,46,ÇOĞULHAN,COGULHAN,645,TANCA
4093,33,ÇAMLIBEL,CAMLIBEL,429,TANCA
4094,35,MERSİNLİ,MERSINLI,1879,TANCA
4095,35,MONTRÖ,MONTRO,1896,TANCA
4098,34,SANAYİ/4LEVENT,SANAYI/4LEVENT,449,TANCA
4112,33,POZCU,POZCU,4112,TANCA
4117,34,İNCİRLİ,INCIRLI,435,TANCA
4118,34,YENİMAHALLE/BAKIRKÖY,YENIMAHALLE/BAKIRKOY,435,TANCA
4125,34,TAŞKIŞLA,TASKISLA,440,TANCA
4145,34,ADATEPE,ADATEPE,459,TANCA
4151,34,KİLYOS,KILYOS,451,TANCA
4152,34,DEMİRCİKÖY,DEMIRCIKOY,451,TANCA
4156,34,BÜYÜKDERE/ŞİŞLİ,BUYUKDERE/SISLI,453,TANCA
4162,34,OSMANİYE,OSMANIYE,435,TANCA
4163,1,HÜRRIYET,HURRIYET,1878,TANCA
4164,1,GÜLBAHÇE,GULBAHCE,1878,TANCA
4165,1,AKKAPI MIDIK DAĞLIOĞLU,AKKAPI MIDIK DAGLIOGLU,1878,TANCA
4166,1,HADIRLI KÖYÜ,HADIRLI KOYU,1878,TANCA
4167,1,BELEDİYE EVLERİ,BELEDIYE EVLERI,5820,TANCA
4168,1,HUZUR EVLERİ,HUZUR EVLERI,5820,TANCA
4169,1,TOROS,TOROS,5820,TANCA
4170,1,YEŞİLYURT,YESILYURT,5820,TANCA
4171,1,YURT,YURT,5820,TANCA
4173,1,PINAR,PINAR,1878,TANCA
4174,1,FATİH,FATIH,1878,TANCA
4175,1,TEPEBAG,TEPEBAG,1878,TANCA
4176,1,TÜRKOCAĞI,TURKOCAGI,1878,TANCA
4177,1,ALIDEDE,ALIDEDE,1878,TANCA
4178,1,BEŞOCAK,BESOCAK,1878,TANCA
4179,1,SARIYAKUP,SARIYAKUP,1878,TANCA
4180,1,YENIBEY,YENIBEY,1878,TANCA
4181,1,ESKIBEY,ESKIBEY,1878,TANCA
4182,1,BARBAROS,BARBAROS,1878,TANCA
4183,1,DUMLU PINAR,DUMLU PINAR,1878,TANCA
4184,1,SUCUZADE,SUCUZADE,1878,TANCA
4185,1,GAZIPAŞA BULVARI,GAZIPASA BULVARI,1878,TANCA
4186,1,REŞATBEY,RESATBEY,1878,TANCA
4187,1,ÇINARLI,CINARLI,1878,TANCA
4188,1,GAZİPAŞA,GAZIPASA,1878,TANCA
4189,1,SÜMER,SUMER,1878,TANCA
4190,1,YENİBARAJ,YENIBARAJ,5820,TANCA
4191,1,GÜZELYALI,GUZELYALI,5820,TANCA
4192,1,BALCALI,BALCALI,5819,TANCA
4193,1,ZİYAPAŞA BULVARI,ZIYAPASA BULVARI,1878,TANCA
4194,1,DÖŞEME,DOSEME,1878,TANCA
4195,1,KURTULUŞ,KURTULUS,1878,TANCA
3775,66,GÜLŞEHRİ,GULSEHRI,894,TANCA
3776,66,KARAKIZ,KARAKIZ,894,TANCA
3777,66,KUZAYCA,KUZAYCA,895,TANCA
3778,66,PAŞAKÖY,PASAKOY,895,TANCA
3779,66,SARIKENT,SARIKENT,895,TANCA
3780,66,BEKTAŞLI,BEKTASLI,896,TANCA
3781,67,ELVANPAZARCIK,ELVANPAZARCIK,901,TANCA
3782,67,GELİK,GELIK,901,TANCA
3783,67,KARAMAN,KARAMAN,901,TANCA
3784,67,MUSLU,MUSLU,901,TANCA
3785,67,SİVRİLER,SIVRILER,901,TANCA
3786,67,GÜMELI,GUMELI,902,TANCA
3787,67,FİLYOS,FILYOS,906,TANCA
3788,67,KARAPINAR,KARAPINAR,906,TANCA
3789,67,NEBİOĞLU,NEBIOGLU,906,TANCA
3790,67,PERŞEMBE,PERSEMBE,906,TANCA
3792,67,ÇAYDEĞİRMENİ,CAYDEGIRMENI,907,TANCA
3794,67,ÖZBAĞI,OZBAGI,907,TANCA
3795,67,EĞERCİ,EGERCI,907,TANCA
3796,67,BAKACAKKADI,BAKACAKKADI,908,TANCA
3797,67,HACIMUSA,HACIMUSA,908,TANCA
3803,67,ÖĞBERLER,OGBERLER,4080,TANCA
3804,68,SAĞLIK,SAGLIK,917,TANCA
3805,68,SARAYHAN,SARAYHAN,917,TANCA
3806,68,DOĞANTARLA,DOGANTARLA,917,TANCA
3807,68,SEVİNÇLİ,SEVINCLI,917,TANCA
3808,68,ACIPINAR,ACIPINAR,917,TANCA
3809,68,AKÇAKENT,AKCAKENT,917,TANCA
3810,68,HAMİDİYE,HAMIDIYE,917,TANCA
3811,68,SULTANHANI,SULTANHANI,917,TANCA
3812,68,ALTINKAYA,ALTINKAYA,917,TANCA
3813,68,TAŞPINAR,TASPINAR,917,TANCA
3814,68,ARATOL,ARATOL,917,TANCA
3815,68,HELVADERE,HELVADERE,917,TANCA
3816,68,TOPAKKAYA,TOPAKKAYA,917,TANCA
3817,68,ARMUTLU,ARMUTLU,917,TANCA
3818,68,ULUKIŞLA,ULUKISLA,917,TANCA
3819,68,BAĞLIKAYA,BAGLIKAYA,917,TANCA
3820,68,YENİKENT,YENIKENT,917,TANCA
3821,68,İNCESU,INCESU,917,TANCA
3822,68,YEŞİLOVA,YESILOVA,917,TANCA
3823,68,KARKIN,KARKIN,917,TANCA
3824,68,YEŞİLTEPE,YESILTEPE,917,TANCA
3825,68,KUTLU,KUTLU,917,TANCA
3947,46,DAĞLICA,DAGLICA,645,TANCA
3948,46,ESENCE,ESENCE,645,TANCA
3949,46,TANIR,TANIR,645,TANCA
3950,46,BAKRAÇ,BAKRAC,645,TANCA
3951,46,GEBEN,GEBEN,646,TANCA
3952,46,YEŞİLOVA,YESILOVA,646,TANCA
3953,46,BOZLAR,BOZLAR,653,TANCA
3954,46,DÜZBAĞ,DUZBAG,653,TANCA
3955,46,AKBAYIR,AKBAYIR,647,TANCA
3956,46,BAKIŞ,BAKIS,647,TANCA
3957,46,BÜYÜKYAPALAK,BUYUKYAPALAK,647,TANCA
3958,46,DEMİRCİLİK,DEMIRCILIK,647,TANCA
3959,46,DOĞAN,DOGAN,647,TANCA
3960,46,IZGIN,IZGIN,647,TANCA
3961,46,İĞDE,IGDE,647,TANCA
3962,46,KARAELBİSTAN,KARAELBISTAN,647,TANCA
3963,46,SÖĞÜTLÜ,SOGUTLU,647,TANCA
3964,46,BOZHÜYÜK,BOZHUYUK,648,TANCA
3965,46,BÜYÜKKIZILCIK,BUYUKKIZILCIK,648,TANCA
3966,46,ÇARDAK,CARDAK,648,TANCA
3967,46,DEĞİRMENDERE,DEGIRMENDERE,648,TANCA
3968,46,ERİCEK,ERICEK,648,TANCA
3969,46,KANLIKAVAK,KANLIKAVAK,648,TANCA
3970,46,TAŞOLUK,TASOLUK,648,TANCA
3971,46,BARIŞ,BARIS,652,TANCA
3972,46,KULLARTATLARI,KULLARTATLARI,652,TANCA
