Banka,Sube,BTanim,STanim,kgid,insUN,insDT,insApp,updUN,updDT,updApp
0123,00480,HSBC BANK A.S. ,MUGLA SUBESI,8061,,,,,,
0123,00481,HSBC BANK A.S. ,MARMARIS/MUGLA,8062,,,,,,
0123,00482,HSBC BANK A.S. ,BODRUM SB.,8063,,,,,,
0123,00483,HSBC BANK A.S. ,FETHIYE SUBESI,8064,,,,,,
0123,00484,HSBC BANK A.S. ,BODRUM/MINDOS SUBESI,8065,,,,,,
0123,00485,HSBC BANK A.S. ,MILAS SUBESI,8066,,,,,,
0123,00486,HSBC BANK A.S. ,TURGUT REIS/BODRUM SUBESI,8067,,,,,,
0123,00500,HSBC BANK A.S. ,NEVSEHIR SB.,8068,,,,,,
0123,00510,HSBC BANK A.S. ,NIGDE SUBESI,8069,,,,,,
0123,00520,HSBC BANK A.S. ,ORDU SUBESI,8070,,,,,,
0123,00521,HSBC BANK A.S. ,UNYE/ORDU SUBESI,8071,,,,,,
0123,00522,HSBC BANK A.S. ,FATSA SUBESI,8072,,,,,,
0123,00530,HSBC BANK A.S. ,RIZE SUBESI,8073,,,,,,
0123,00540,HSBC BANK A.S. ,ADAPAZARI SB.,8074,,,,,,
0123,00541,HSBC BANK A.S. ,CARK CAD./ADAPAZARI SUBESI,8075,,,,,,
0123,00550,HSBC BANK A.S. ,SAMSUN SB.,8076,,,,,,
0123,00551,HSBC BANK A.S. ,SAMSUN ELLIALTILAR SB,8077,,,,,,
0123,00552,HSBC BANK A.S. ,BAFRA/SAMSUN SUBESI,8078,,,,,,
0123,00553,HSBC BANK A.S. ,ATAKUM/SAMSUN SUBESI,8079,,,,,,
0123,00555,HSBC BANK A.S. ,GENEL MÜD.BİREYSEL BANKACILIK ŞB.,8080,,,,,,
0123,00580,HSBC BANK A.S. ,SIVAS SUBESI,8081,,,,,,
0123,00590,HSBC BANK A.S. ,TEKIRDAG SUBESI,8082,,,,,,
0123,00591,HSBC BANK A.S. ,CORLU SB,8083,,,,,,
0123,00592,HSBC BANK A.S. ,CERKEZKOY SUBESI,8084,,,,,,
0123,00600,HSBC BANK A.S. ,TOKAT SUBESI,8085,,,,,,
0123,00601,HSBC BANK A.S. ,ERBAA/TOKAT SUBESI,8086,,,,,,
0123,00605,HSBC BANK A.S. ,GOKTURK/KEMERBURGAZ SUBESI,8087,,,,,,
0123,00606,HSBC BANK A.S. ,SULTANCIFTLIGI SUBESI,8088,,,,,,
0123,00607,HSBC BANK A.S. ,CENNET MAHALLESI SUBESI,8089,,,,,,
0123,00608,HSBC BANK A.S. ,BOMONTI SUBESI,8090,,,,,,
0123,00609,HSBC BANK A.S. ,KUCUKBAKKALKOY SUBESI,8091,,,,,,
0123,00610,HSBC BANK A.S. ,TRABZON SUBESI,8092,,,,,,
0123,00611,HSBC BANK A.S. ,AKCAABAT SUBESI,8093,,,,,,
0123,00612,HSBC BANK A.S. ,DEGIRMENDERE/TRABZON,8094,,,,,,
0123,00615,HSBC BANK A.S. ,BOYA VERNIK ORG.SAN.BOL.(BOSB)TUZLA,8095,,,,,,
0123,00616,HSBC BANK A.S. ,EYUP SUBESI,8096,,,,,,
0123,00617,HSBC BANK A.S. ,IMSAN SANAYI SUBESI,8097,,,,,,
0123,00618,HSBC BANK A.S. ,SOGANLIK,8098,,,,,,
0123,00619,HSBC BANK A.S. ,CEVIZLI SUBESI,8099,,,,,,
0123,00625,HSBC BANK A.S. ,AVCILAR CARSI SUBESI,8100,,,,,,
0123,00626,HSBC BANK A.S. ,MALTEPE ISTASYON SUBESI,8101,,,,,,
0123,00627,HSBC BANK A.S. ,ESENYURT/ISTANBUL SUBESI,8102,,,,,,
0123,00630,HSBC BANK A.S. ,SANLIURFA SB.,8103,,,,,,
0123,00640,HSBC BANK A.S. ,USAK SB.,8104,,,,,,
0123,00649,HSBC BANK A.S. ,PURSAKLAR/ANKARA SUBESI,8105,,,,,,
0123,00650,HSBC BANK A.S. ,VAN SUBESI,8106,,,,,,
0123,00665,HSBC BANK A.S. ,DIKMEN/ANKARA SUBESI,8107,,,,,,
0123,00666,HSBC BANK A.S. ,ASYA KURUMSAL SUBESI,8108,,,,,,
0123,00667,HSBC BANK A.S. ,BILKENT SUBESI,8109,,,,,,
0123,00668,HSBC BANK A.S. ,ERYAMAN DOLPHIN AVM/ANKARA SUBESI,8110,,,,,,
0123,00669,HSBC BANK A.S. ,ETIMESGUT/ANKARA SUBESI,8111,,,,,,
0123,00671,HSBC BANK A.S. ,KARADENIZ EREGLISI,8112,,,,,,
0123,00675,HSBC BANK A.S. ,MITHATPASA/ANKARA SUBESI,8113,,,,,,
0123,00676,HSBC BANK A.S. ,HASKOY/ANKARA SUBESI,8114,,,,,,
0123,00677,HSBC BANK A.S. ,ABIDINPASA/ANKARA SUBESI,8115,,,,,,
0123,00678,HSBC BANK A.S. ,GOLBASI/ANKARA SUBESI,8116,,,,,,
0123,00679,HSBC BANK A.S. ,AYDINLIKEVLER/ANKARA SUBESI,8117,,,,,,
0123,00680,HSBC BANK A.S. ,AKSARAY SUBESI,8118,,,,,,
0123,00689,HSBC BANK A.S. ,URLA SUBESI,8119,,,,,,
0123,00695,HSBC BANK A.S. ,GAZI BULVARI SUBESI,8120,,,,,,
0123,00696,HSBC BANK A.S. ,BUCA SUBESI,8121,,,,,,
0123,00697,HSBC BANK A.S. ,GAZIEMIR SUBESI,8122,,,,,,
0123,00698,HSBC BANK A.S. ,MENEMEN SUBESI,8123,,,,,,
0123,00699,HSBC BANK A.S. ,CAMDIBI SUBESI,8124,,,,,,
0123,00700,HSBC BANK A.S. ,KARAKOY SUBESI,8125,,,,,,
0123,00701,HSBC BANK A.S. ,ISTANBUL SUBESI,8126,,,,,,
0123,00706,HSBC BANK A.S. ,MERKEZ SUBE,8127,,,,,,
0123,00708,HSBC BANK A.S. ,BAYRAMPASA SB.,8128,,,,,,
0123,00709,HSBC BANK A.S. ,KAPALICARSI SUBESI,8129,,,,,,
0123,00710,HSBC BANK A.S. ,KIZILTOPRAK SB.,8130,,,,,,
0123,00712,HSBC BANK A.S. ,MERTER SUBESI,8131,,,,,,
0123,00714,HSBC BANK A.S. ,ZEYTINBURNU SUBESI,8132,,,,,,
0123,00715,HSBC BANK A.S. ,BEYOGLU SB./IST,8133,,,,,,
0123,00716,HSBC BANK A.S. ,SAHRAYICEDIT SUBESI,8134,,,,,,
0123,00717,HSBC BANK A.S. ,BAGDAT CAD.SB.,8135,,,,,,
0123,00718,HSBC BANK A.S. ,AVCILAR SUBESI,8136,,,,,,
0123,00719,HSBC BANK A.S. ,ALTUNIZADE SB.,8137,,,,,,
0123,00720,HSBC BANK A.S. ,BESIKTAS SB.,8138,,,,,,
0123,00721,HSBC BANK A.S. ,KARTAL SB.,8139,,,,,,
0123,00722,HSBC BANK A.S. ,TESVIKIYE SB./ISTANBUL,8140,,,,,,
0123,00723,HSBC BANK A.S. ,GUNESLI/IST.,8141,,,,,,
0123,00724,HSBC BANK A.S. ,MECIDIYEKOY SB.,8142,,,,,,
0123,00725,HSBC BANK A.S. ,ETILER SUBESI-ISTANBUL,8143,,,,,,
0123,00726,HSBC BANK A.S. ,MASLAK SB./IST.,8144,,,,,,
0123,00728,HSBC BANK A.S. ,DALYAN SB.,8145,,,,,,
0123,00729,HSBC BANK A.S. ,YESILKOY SB.,8146,,,,,,
0123,00730,HSBC BANK A.S. ,GOZTEPE ISTASYON,8147,,,,,,
0123,00731,HSBC BANK A.S. ,MODA SB.,8148,,,,,,
0123,00732,HSBC BANK A.S. ,ALTIYOL ŞB/İSTANBUL,8149,,,,,,
0123,00733,HSBC BANK A.S. ,KAZASKER ŞB/İSTANBUL,8150,,,,,,
0123,00734,HSBC BANK A.S. ,FINDIKZADE ŞB/İSTANBUL,8151,,,,,,
0123,00735,HSBC BANK A.S. ,YESILYURT ISTASYON,8152,,,,,,
0123,00736,HSBC BANK A.S. ,CIFTEHAVUZLAR SUBESI,8153,,,,,,
0123,00738,HSBC BANK A.S. ,ATAKOY SUBESI,8154,,,,,,
0123,00739,HSBC BANK A.S. ,ACIBADEM SUBESI,8155,,,,,,
0123,00740,HSBC BANK A.S. ,MALTEPE SUBESI,8156,,,,,,
0123,00741,HSBC BANK A.S. ,PENDIK SUBESI,8157,,,,,,
0123,00742,HSBC BANK A.S. ,BEYLIKDUZU SUBESI,8158,,,,,,
0123,00743,HSBC BANK A.S. ,BEBEK SUBESI,8159,,,,,,
0123,00744,HSBC BANK A.S. ,4.LEVEND OTO SAN.SB.,8160,,,,,,
0123,00745,HSBC BANK A.S. ,GAYRETTEPE SUBESI,8161,,,,,,
0123,00746,HSBC BANK A.S. ,UMRANIYE SUBESI,8162,,,,,,
0123,00749,HSBC BANK A.S. ,PROFILO ALIS VERIS MERK.,8163,,,,,,
0123,00750,HSBC BANK A.S. ,TARABYA SB.,8164,,,,,,
0123,00751,HSBC BANK A.S. ,USKUDAR SUBESI,8165,,,,,,
0123,00752,HSBC BANK A.S. ,TAKSIM SB.,8166,,,,,,
0123,00753,HSBC BANK A.S. ,CADDEBOSTAN SB.,8167,,,,,,
0123,00754,HSBC BANK A.S. ,SIRINEVLER SB.,8168,,,,,,
0123,00755,HSBC BANK A.S. ,BAHCELIEVLER SB.,8169,,,,,,
0123,00756,HSBC BANK A.S. ,FATIH SB.,8170,,,,,,
0123,00757,HSBC BANK A.S. ,KOZYATAGI SUBESI,8171,,,,,,
0123,00758,HSBC BANK A.S. ,KUCUKYALI SB.,8172,,,,,,
0123,00759,HSBC BANK A.S. ,ZIVERBEY SB.,8173,,,,,,
0123,00760,HSBC BANK A.S. ,ATRIUM SB.,8174,,,,,,
0123,00762,HSBC BANK A.S. ,BEYAZIT SB.,8175,,,,,,
0123,00764,HSBC BANK A.S. ,KADIKOY CARSI SB.,8176,,,,,,
0123,00765,HSBC BANK A.S. ,ULUS/ISTANBUL SUBESI,8177,,,,,,
0123,00766,HSBC BANK A.S. ,SUADIYE SB.,8178,,,,,,
0123,00767,HSBC BANK A.S. ,ORTAKOY SB.,8179,,,,,,
0123,00770,HSBC BANK A.S. ,YALOVA SB.,8180,,,,,,
0123,00771,HSBC BANK A.S. ,ATASEHIR SUBESI,8181,,,,,,
0123,00772,HSBC BANK A.S. ,SARIYER SB.,8182,,,,,,
0123,00773,HSBC BANK A.S. ,FLORYA SUBESI,8183,,,,,,
0123,00774,HSBC BANK A.S. ,BEYLERBEYI SB.,8184,,,,,,
0123,00776,HSBC BANK A.S. ,SENESENEVLER SB.,8185,,,,,,
0123,00777,HSBC BANK A.S. ,FINDIKLI SB.,8186,,,,,,
0123,00778,HSBC BANK A.S. ,SISLI SB.IST.,8187,,,,,,
0123,00783,HSBC BANK A.S. ,YENIKOY SUBESI,8188,,,,,,
0123,00785,HSBC BANK A.S. ,IMES SUBESI,8189,,,,,,
0123,00787,HSBC BANK A.S. ,GUNGOREN/ISTANBUL SUBESI,8190,,,,,,
0123,00788,HSBC BANK A.S. ,DEMIRCILER SITESI,8191,,,,,,
0123,00789,HSBC BANK A.S. ,SEFAKÖY SUBESI,8192,,,,,,
0123,00790,HSBC BANK A.S. ,TOPCULAR/ISTANBUL SUBESI,8193,,,,,,
0123,00791,HSBC BANK A.S. ,RUMELI CADDESI,8194,,,,,,
0123,00792,HSBC BANK A.S. ,KURTKOY SUBESI,8195,,,,,,
0123,00793,HSBC BANK A.S. ,IKITELLI ORGANIZE SAN.BOL.SB.,8196,,,,,,
0123,00794,HSBC BANK A.S. ,BAGCILAR SB.,8197,,,,,,
0123,00796,HSBC BANK A.S. ,ISTOC SUBESI,8198,,,,,,
0123,00797,HSBC BANK A.S. ,BESYUZEVLER/ISTANBUL,8199,,,,,,
0123,00798,HSBC BANK A.S. ,CAGLAYAN SUBESI,8200,,,,,,
0123,00799,HSBC BANK A.S. ,BAHCESEHIR SB.,8201,,,,,,
0123,00801,HSBC BANK A.S. ,SILIVRI SUBESI,8202,,,,,,
0123,00805,HSBC BANK A.S. ,KOSUYOLU SB.,8203,,,,,,
0123,00806,HSBC BANK A.S. ,ESENLER/ISTANBUL SUBESI,8204,,,,,,
0123,00807,HSBC BANK A.S. ,ICERENKOY SUBESI,8205,,,,,,
0123,00810,HSBC BANK A.S. ,KURTULUS SB.,8206,,,,,,
0123,00813,HSBC BANK A.S. ,HASANPASA SUBESI,8207,,,,,,
0123,00814,HSBC BANK A.S. ,BAKIRKOY CARSI SB.,8208,,,,,,
0123,00815,HSBC BANK A.S. ,BUYUKCEKMECE SB.,8209,,,,,,
0123,00818,HSBC BANK A.S. ,GOZTEPE SB.,8210,,,,,,
0123,00823,HSBC BANK A.S. ,AKATLAR SB.,8211,,,,,,
0123,00825,HSBC BANK A.S. ,KAVACIK SUBESI,8212,,,,,,
0123,00826,HSBC BANK A.S. ,FULYA SUBESI,8213,,,,,,
0123,00827,HSBC BANK A.S. ,CEKMEKOY SUBESI,8214,,,,,,
0123,00828,HSBC BANK A.S. ,BESIKTAS CARSI SUBESI,8215,,,,,,
0123,00829,HSBC BANK A.S. ,AKSARAY/ISTANBUL SUBESI,8216,,,,,,
0123,00830,HSBC BANK A.S. ,ELMADAG SUBESI,8217,,,,,,
0123,00831,HSBC BANK A.S. ,BEYKENT SUBESI,8218,,,,,,
0123,00832,HSBC BANK A.S. ,KIZILTOPRAK STADYUM SUBESI,8219,,,,,,
0123,00833,HSBC BANK A.S. ,UMRANIYE ODEME SUBESI,8220,,,,,,
0123,00834,HSBC BANK A.S. ,ATRIUM ODEME SUBESI,8221,,,,,,
0123,00835,HSBC BANK A.S. ,PENDIK E5 SUBESI,8222,,,,,,
0123,00836,HSBC BANK A.S. ,BAKIRKOY ODEME SUBESI,8223,,,,,,
0123,00837,HSBC BANK A.S. ,TUZLA/ORHANLI SUBESI,8224,,,,,,
0123,00838,HSBC BANK A.S. ,LEVENT CARSI SUBESI,8225,,,,,,
0123,00839,HSBC BANK A.S. ,SULTANBEYLI SUBESI,8226,,,,,,
0123,00840,HSBC BANK A.S. ,MESRUTIYET SUBESI,8227,,,,,,
0123,00841,HSBC BANK A.S. ,YILDIZ SB.,8228,,,,,,
0123,00842,HSBC BANK A.S. ,BALGAT SUBESI ANKARA,8229,,,,,,
0123,00843,HSBC BANK A.S. ,OSTIM SB.,8230,,,,,,
0123,00845,HSBC BANK A.S. ,CEBECI SB.,8231,,,,,,
0123,00846,HSBC BANK A.S. ,IVEDIK/ANKARA SUBESI,8232,,,,,,
0123,00847,HSBC BANK A.S. ,ASAGI AYRANCI SUBESI,8233,,,,,,
0123,00848,HSBC BANK A.S. ,DEMIRTEPE SB.,8234,,,,,,
0123,00849,HSBC BANK A.S. ,GAZIOSMANPASA /ANK.,8235,,,,,,
0123,00850,HSBC BANK A.S. ,ANKAMALL AVM ODEME SUBESI,8236,,,,,,
0123,00851,HSBC BANK A.S. ,SITELER SUBESI,8237,,,,,,
0123,00852,HSBC BANK A.S. ,ULUS/ANKARA SUBESI,8238,,,,,,
0123,00853,HSBC BANK A.S. ,UMITKOY/ANKARA SUBESI,8239,,,,,,
0123,00854,HSBC BANK A.S. ,KIZILAY ÖDEME SUBESI,8240,,,,,,
0123,00855,HSBC BANK A.S. ,KECIOREN SUBESI,8241,,,,,,
0123,00856,HSBC BANK A.S. ,SINCAN SUBESI,8242,,,,,,
0123,00857,HSBC BANK A.S. ,ETLIK SUBESI,8243,,,,,,
0123,00858,HSBC BANK A.S. ,YENIMAHALLE/ANKARA SUBESI,8244,,,,,,
0123,00859,HSBC BANK A.S. ,POLATLI SUBESI,8245,,,,,,
0123,00861,HSBC BANK A.S. ,SIRINYER SUBESI/IZMIR,8246,,,,,,
0123,00863,HSBC BANK A.S. ,GUNDOGDU SB.,8247,,,,,,
0123,00864,HSBC BANK A.S. ,PINARBASI SUBESI,8248,,,,,,
0123,00865,HSBC BANK A.S. ,KARSIYAKA ODEME,8249,,,,,,
0123,00866,HSBC BANK A.S. ,BALCOVA SUBESI,8250,,,,,,
0123,00867,HSBC BANK A.S. ,BORNOVA ODEME SUBESI,8251,,,,,,
0123,00868,HSBC BANK A.S. ,BOSTANLI SUBESI,8252,,,,,,
0123,00869,HSBC BANK A.S. ,BORNOVA CARSI SUBESI,8253,,,,,,
0123,00870,HSBC BANK A.S. ,CIGLI SUBESI,8254,,,,,,
0123,00871,HSBC BANK A.S. ,SEMIKLER/IZMIR SUBESI,8255,,,,,,
0123,00881,HSBC BANK A.S. ,FATIH SULTAN MEHMET SUBESI,8256,,,,,,
0123,00882,HSBC BANK A.S. ,DUZCE SUBESI,8257,,,,,,
0123,00883,HSBC BANK A.S. ,OSMANIYE SUBESI,8258,,,,,,
0123,00884,HSBC BANK A.S. ,BARTIN SUBESI,8259,,,,,,
0123,00885,HSBC BANK A.S. ,KARABÜK SUBESI,8260,,,,,,
0123,00886,HSBC BANK A.S. ,KARAMAN SUBESI,8261,,,,,,
0123,00887,HSBC BANK A.S. ,KIRIKKALE SUBESI,8262,,,,,,
0123,00888,HSBC BANK A.S. ,GENEL MD.KURUMSAL,8263,,,,,,
0123,00982,HSBC BANK A.S. ,LEFKOSA KIBRIS SB.,8264,,,,,,
0123,00983,HSBC BANK A.S. ,GAZIMAGOSA SB./KIBRIS,8265,,,,,,
0123,00984,HSBC BANK A.S. ,GIRNE SB./KIBRIS,8266,,,,,,
0123,00986,HSBC BANK A.S. ,LEFKOSA/YENIKENT SUBESI,8267,,,,,,
0123,00990,HSBC BANK A.S. ,ALTUNIZADE MERKEZI VEZNE,8268,,,,,,
0123,00992,HSBC BANK A.S. ,KARAKOY MERKEZI VEZNE SB.,8269,,,,,,
0123,00993,HSBC BANK A.S. ,ADANA MERKEZI VEZNE SB.,8270,,,,,,
0123,90001,HSBC BANK A.S. ,IBAN MERKEZ SUBE,8271,,,,,,
0123,90008,HSBC BANK A.S. ,EMKT MERKEZİ,8272,,,,,,
0123,99999,HSBC BANK A.S. ,EFT MERKEZİ,8273,,,,,,
0124,08019,ALTERNATIFBANK A.S. ,GENEL MUDURLUK BIREYSEL,8274,,,,,,
0124,08027,ALTERNATIFBANK A.S. ,MERKEZ BIREYSEL,8275,,,,,,
0124,08035,ALTERNATIFBANK A.S. ,SIRKECI BIREYSEL,8276,,,,,,
0124,08043,ALTERNATIFBANK A.S. ,KOZYATAGI BIREYSEL SB.,8277,,,,,,
0124,08050,ALTERNATIFBANK A.S. ,GUNESLI BIREYSEL SB.,8278,,,,,,
0124,08068,ALTERNATIFBANK A.S. ,CADDEBOSTAN BIREYSEL SB.,8279,,,,,,
0124,08076,ALTERNATIFBANK A.S. ,IZMIR BIREYSEL,8280,,,,,,
0124,08084,ALTERNATIFBANK A.S. ,BURSA BIREYSEL,8281,,,,,,
0124,08092,ALTERNATIFBANK A.S. ,ANKARA BIREYSEL,8282,,,,,,
0124,08100,ALTERNATIFBANK A.S. ,KARTAL BIREYSEL SB.,8283,,,,,,
0124,08110,ALTERNATIFBANK A.S. ,OSTIM ANKARA BIREYSEL SB.,8284,,,,,,
0124,08126,ALTERNATIFBANK A.S. ,BAKIRKOY BIREYSEL,8285,,,,,,
0124,08130,ALTERNATIFBANK A.S. ,ANTALYA BIREYSEL SUBESI,8286,,,,,,
0124,08190,ALTERNATIFBANK A.S. ,MASLAK BIREYSEL SB.,8287,,,,,,
0124,08250,ALTERNATIFBANK A.S. ,ADANA BIREYSEL,8288,,,,,,
0124,08260,ALTERNATIFBANK A.S. ,ŞİŞLİ BİREYSEL,8289,,,,,,
0124,08280,ALTERNATIFBANK A.S. ,S.CEDIT BIREYSEL,8290,,,,,,
0124,08290,ALTERNATIFBANK A.S. ,KONYA BIREYSEL SB,8291,,,,,,
0124,08300,ALTERNATIFBANK A.S. ,KAYSERI BIREYSEL,8292,,,,,,
0124,08310,ALTERNATIFBANK A.S. ,KARSIYAKA BIREYSEL,8293,,,,,,
0124,08330,ALTERNATIFBANK A.S. ,GAZIANTEP SB.BIREYSEL,8294,,,,,,
0124,08360,ALTERNATIFBANK A.S. ,AVCILAR BIREYSEL,8295,,,,,,
0124,08400,ALTERNATIFBANK A.S. ,ANADOLU SAĞLIK MERK. BİREYSEL,8296,,,,,,
0124,08410,ALTERNATIFBANK A.S. ,GEBZE BİREYSEL ŞUBE,8297,,,,,,
0124,08420,ALTERNATIFBANK A.S. ,ÜMRANİYE--İMES BİREYSEL ŞUBE,8298,,,,,,
0124,08430,ALTERNATIFBANK A.S. ,SİTELER ANKARA BİREYSEL ŞUBE,8299,,,,,,
0124,08440,ALTERNATIFBANK A.S. ,İKİTELLİ BİREYSEL ŞUBE,8300,,,,,,
0124,08450,ALTERNATIFBANK A.S. ,BAYRAMPAŞA BİREYSEL ŞUBE,8301,,,,,,
0124,08460,ALTERNATIFBANK A.S. ,GAZİEMİR BİREYSEL ŞUBE,8302,,,,,,
0124,08470,ALTERNATIFBANK A.S. ,HADIMKÖY BİREYSEL ŞUBE,8303,,,,,,
0124,08480,ALTERNATIFBANK A.S. ,İZMİT BİREYSEL ŞUBE,8304,,,,,,
0124,08490,ALTERNATIFBANK A.S. ,ESKİŞEHİR BİREYSEL ŞUBE,8305,,,,,,
0124,08510,ALTERNATIFBANK A.S. ,NİLÜFER BİREYSEL ŞUBE,8306,,,,,,
0124,08520,ALTERNATIFBANK A.S. ,MERSİN BİREYSEL ŞUBE,8307,,,,,,
0124,08530,ALTERNATIFBANK A.S. ,SAMSUN BİREYSEL ŞUBE,8308,,,,,,
0124,08540,ALTERNATIFBANK A.S. ,ALTUNİZADE BİREYSEL  ŞUBE,8309,,,,,,
0124,08560,ALTERNATIFBANK A.S. ,ÇORLU BİREYSEL ŞUB,8310,,,,,,
0124,09019,ALTERNATIFBANK A.S. ,GENEL MUHASEBE/INTERNET SB.,8311,,,,,,
0124,09027,ALTERNATIFBANK A.S. ,MERKEZ SB.(ELMADAG),8312,,,,,,
0124,09035,ALTERNATIFBANK A.S. ,SIRKECI SUBESI,8313,,,,,,
0124,09043,ALTERNATIFBANK A.S. ,KOZYATAGI SB.,8314,,,,,,
0124,09050,ALTERNATIFBANK A.S. ,GUNESLI,8315,,,,,,
0124,09068,ALTERNATIFBANK A.S. ,CADDEBOSTAN SB.,8316,,,,,,
0124,09076,ALTERNATIFBANK A.S. ,IZMIR SB.,8317,,,,,,
0124,09084,ALTERNATIFBANK A.S. ,BURSA SB.,8318,,,,,,
0124,09092,ALTERNATIFBANK A.S. ,ANKARA SB.,8319,,,,,,
0124,09100,ALTERNATIFBANK A.S. ,KARTAL,8320,,,,,,
0124,09110,ALTERNATIFBANK A.S. ,OSTIM ANKARA,8321,,,,,,
0124,09126,ALTERNATIFBANK A.S. ,BAKIRKOY SB.,8322,,,,,,
0124,09130,ALTERNATIFBANK A.S. ,ANTALYA SUBESI,8323,,,,,,
0124,09159,ALTERNATIFBANK A.S. ,HAZINE,8324,,,,,,
0124,09167,ALTERNATIFBANK A.S. ,YATIRIM BANKACILIGI,8325,,,,,,
0124,09190,ALTERNATIFBANK A.S. ,MASLAK SB.,8326,,,,,,
0124,09250,ALTERNATIFBANK A.S. ,ADANA SB.,8327,,,,,,
0124,09260,ALTERNATIFBANK A.S. ,ŞİŞLİ,8328,,,,,,
0124,09280,ALTERNATIFBANK A.S. ,SAHRAYI CEDIT SB.,8329,,,,,,
0124,09290,ALTERNATIFBANK A.S. ,KONYA SB.,8330,,,,,,
0124,09300,ALTERNATIFBANK A.S. ,KAYSERI SB.,8331,,,,,,
0124,09310,ALTERNATIFBANK A.S. ,KARSIYAKA IZMIR,8332,,,,,,
0124,09330,ALTERNATIFBANK A.S. ,GAZIANTEP SB. KURUMSAL,8333,,,,,,
0124,09360,ALTERNATIFBANK A.S. ,AVCILAR SUBESI,8334,,,,,,
0124,09400,ALTERNATIFBANK A.S. ,ANADOLU SAGLIK MERKEZİ,8335,,,,,,
0124,09410,ALTERNATIFBANK A.S. ,GEBZE,8336,,,,,,
0124,09420,ALTERNATIFBANK A.S. ,ÜMRANİYE İMES ŞB İST,8337,,,,,,
0124,09430,ALTERNATIFBANK A.S. ,SİTELER ANKARA,8338,,,,,,
0124,09440,ALTERNATIFBANK A.S. ,IKITELLI,8339,,,,,,
0124,09450,ALTERNATIFBANK A.S. ,BAYRAMPAŞA İSTANBUL,8340,,,,,,
0124,09460,ALTERNATIFBANK A.S. ,GAZİEMİR İZMİR,8341,,,,,,
0124,09470,ALTERNATIFBANK A.S. ,HADIMKÖY İSTANBUL,8342,,,,,,
0124,09480,ALTERNATIFBANK A.S. ,İZMİT,8343,,,,,,
0124,09490,ALTERNATIFBANK A.S. ,ESKİŞEHİR,8344,,,,,,
0124,09500,ALTERNATIFBANK A.S. ,LEVENT(YENİ)İSTANBUL,8345,,,,,,
0124,09510,ALTERNATIFBANK A.S. ,NİLÜFER BURSA,8346,,,,,,
0124,09520,ALTERNATIFBANK A.S. ,MERSIN,8347,,,,,,
0124,09530,ALTERNATIFBANK A.S. ,SAMSUN,8348,,,,,,
0124,09540,ALTERNATIFBANK A.S. ,ALTUNİZADE KURUMSAL ŞUB,8349,,,,,,
0124,09550,ALTERNATIFBANK A.S. ,TUZLA ORGANİZE SANAYİ BÖLGESİ ŞB,8350,,,,,,
0124,09560,ALTERNATIFBANK A.S. ,ÇORLU,8351,,,,,,
0124,09570,ALTERNATIFBANK A.S. ,TOPÇULAR RAMİ İSTANBUL,8352,,,,,,
0124,09580,ALTERNATIFBANK A.S. ,İZMİR PINARBAŞI,8353,,,,,,
0124,09590,ALTERNATIFBANK A.S. ,MANISA,8354,,,,,,
0124,09600,ALTERNATIFBANK A.S. ,TRABZON,8355,,,,,,
0124,09610,ALTERNATIFBANK A.S. ,DENİZLİ,8356,,,,,,
0124,09620,ALTERNATIFBANK A.S. ,ALANYA,8357,,,,,,
0124,09640,ALTERNATIFBANK A.S. ,BODRUM,8358,,,,,,
0124,09701,ALTERNATIFBANK A.S. ,TUZLA DERI SERBEST BOLGE,8359,,,,,,
0124,90001,ALTERNATIFBANK A.S. ,IBAN MERKEZ SB,8360,,,,,,
0124,90008,ALTERNATIFBANK A.S. ,EMKT MERKEZİ,8361,,,,,,
0124,99999,ALTERNATIFBANK A.S. ,EFT MERKEZİ,8362,,,,,,
0125,09019,EUROBANK TEKFEN A.S. ,GENEL MUHASEBE,8363,,,,,,
0125,09027,EUROBANK TEKFEN A.S. ,MERKEZ SUBESI,8364,,,,,,
0125,09035,EUROBANK TEKFEN A.S. ,KARADENIZ EREGLI SUBESI,8365,,,,,,
0125,09043,EUROBANK TEKFEN A.S. ,BAYRAMPASA,8366,,,,,,
0125,09050,EUROBANK TEKFEN A.S. ,BAHCEKAPI,8367,,,,,,
0125,09068,EUROBANK TEKFEN A.S. ,KOZYATAGI SUBESI,8368,,,,,,
0125,09076,EUROBANK TEKFEN A.S. ,IZMIR,8369,,,,,,
0125,09084,EUROBANK TEKFEN A.S. ,BURSA SUBESI,8370,,,,,,
0125,09092,EUROBANK TEKFEN A.S. ,ANKARA SUBESI,8371,,,,,,
0125,09100,EUROBANK TEKFEN A.S. ,GUNESLI,8372,,,,,,
0125,09118,EUROBANK TEKFEN A.S. ,MERTER SUBESI,8373,,,,,,
0125,09126,EUROBANK TEKFEN A.S. ,BAKIRKOY SUBESI,8374,,,,,,
0125,09142,EUROBANK TEKFEN A.S. ,TAKAS MERKEZI,8375,,,,,,
0125,09159,EUROBANK TEKFEN A.S. ,HAZINE OPERASYON BOLUMU,8376,,,,,,
0125,09167,EUROBANK TEKFEN A.S. ,YATIRIM BANKACILIGI,8377,,,,,,
0125,09183,EUROBANK TEKFEN A.S. ,GEBZE,8378,,,,,,
0125,09191,EUROBANK TEKFEN A.S. ,ETILER,8379,,,,,,
