SipNo,CariKod,TedFirmaCode,BelgeNo,SendtoMail,kgid,insUN,insDT,insApp,updUN,updDT,updApp
22925,320.163,100,000706,*,633,yulya,2025-02-10 16:39:01.650000,KGShop,yulya,2025-02-10 16:39:39.373000,KGShop
22926,320.163,100,000709,*,634,yulya,2025-02-10 16:39:41.043000,KGShop,yulya,2025-02-10 16:44:26.190000,KGShop
22927,320.052,100,000688,*,635,yulya,2025-02-11 10:05:17.753000,KGShop,yulya,2025-02-11 10:07:44.427000,KGShop
22928,320.276,100,000697,*,636,yulya,2025-02-11 12:07:10.483000,KGShop,yulya,2025-02-11 12:07:43.590000,KGShop
22929,320.276,100,000702,*,637,yulya,2025-02-11 12:11:28.317000,KGShop,yulya,2025-02-11 12:12:43.530000,KGShop
22931,320.020,100,000712,*,638,yulya,2025-02-11 15:34:18.237000,KGShop,yulya,2025-02-11 15:37:44.277000,KGShop
22932,320.256,100,000716,*,639,yulya,2025-02-11 15:35:10.880000,KGShop,yulya,2025-02-11 15:37:45.163000,KGShop
22941,320.020,100,000695,*,640,yulya,2025-02-13 09:37:43.067000,KGShop,yulya,2025-02-13 09:38:41.137000,KGShop
22943,320.020,100,000713,*,641,yulya,2025-02-13 14:37:35.983000,KGShop,yulya,2025-02-13 14:38:14.687000,KGShop
22944,320.052,100,000713,*,642,yulya,2025-02-13 14:37:36.007000,KGShop,yulya,2025-02-13 14:38:15.667000,KGShop
22945,320.072,100,000713,*,643,yulya,2025-02-13 14:37:36.030000,KGShop,yulya,2025-02-13 14:38:16.960000,KGShop
22946,320.105,100,000713,*,644,yulya,2025-02-13 14:37:36.050000,KGShop,yulya,2025-02-13 14:38:18.060000,KGShop
22947,320.129,100,000713,*,645,yulya,2025-02-13 14:37:36.090000,KGShop,yulya,2025-02-13 14:38:19.163000,KGShop
22948,320.176,100,000713,*,646,yulya,2025-02-13 14:37:36.117000,KGShop,yulya,2025-02-13 14:38:20.177000,KGShop
22949,320.229,100,000713,*,647,yulya,2025-02-13 14:37:36.153000,KGShop,yulya,2025-02-13 14:38:21.157000,KGShop
22950,320.266,100,000713,*,648,yulya,2025-02-13 14:37:36.173000,KGShop,yulya,2025-02-13 14:38:22.217000,KGShop
22951,320.250,100,000717,*,649,yulya,2025-02-13 14:43:40.320000,KGShop,yulya,2025-02-13 14:48:14.510000,KGShop
22952,320.098,100,000719,*,650,yulya,2025-02-13 14:47:06.687000,KGShop,yulya,2025-02-13 14:48:15.840000,KGShop
22953,320.129,100,000719,*,651,yulya,2025-02-13 14:47:06.720000,KGShop,yulya,2025-02-13 14:48:17.550000,KGShop
22954,320.190,100,000719,*,652,yulya,2025-02-13 14:47:06.767000,KGShop,yulya,2025-02-13 14:48:18.820000,KGShop
22955,320.066,100,000720,*,653,yulya,2025-02-13 14:49:03.577000,KGShop,yulya,2025-02-13 14:53:14.570000,KGShop
22956,320.129,100,000720,*,654,yulya,2025-02-13 14:49:03.610000,KGShop,yulya,2025-02-13 14:53:15.500000,KGShop
22957,320.190,100,000720,*,655,yulya,2025-02-13 14:49:03.627000,KGShop,yulya,2025-02-13 14:53:16.357000,KGShop
22958,320.011,100,000723,*,656,yulya,2025-02-13 14:54:46.103000,KGShop,yulya,2025-02-13 14:58:14.570000,KGShop
22959,320.066,100,000723,*,657,yulya,2025-02-13 14:54:46.120000,KGShop,yulya,2025-02-13 14:58:15.410000,KGShop
22960,320.072,100,000723,*,658,yulya,2025-02-13 14:54:46.140000,KGShop,yulya,2025-02-13 14:58:16.270000,KGShop
22961,320.095,100,000723,*,659,yulya,2025-02-13 14:54:46.157000,KGShop,yulya,2025-02-13 14:58:17.273000,KGShop
22962,320.129,100,000723,*,660,yulya,2025-02-13 14:54:46.197000,KGShop,yulya,2025-02-13 14:58:18.117000,KGShop
22963,320.130,100,000723,*,661,yulya,2025-02-13 14:54:46.213000,KGShop,yulya,2025-02-13 14:58:18.993000,KGShop
22964,320.144,100,000723,*,662,yulya,2025-02-13 14:54:46.233000,KGShop,yulya,2025-02-13 14:58:19.810000,KGShop
22965,320.219,100,000723,*,663,yulya,2025-02-13 14:54:46.267000,KGShop,yulya,2025-02-13 14:58:20.710000,KGShop
22966,320.266,100,000723,*,664,yulya,2025-02-13 14:54:46.283000,KGShop,yulya,2025-02-13 14:58:21.713000,KGShop
22967,320.011,100,000724,*,665,yulya,2025-02-13 14:57:28.477000,KGShop,yulya,2025-02-13 14:58:22.623000,KGShop
22968,320.066,100,000724,*,666,yulya,2025-02-13 14:57:28.493000,KGShop,yulya,2025-02-13 14:58:23.460000,KGShop
22969,320.072,100,000724,*,667,yulya,2025-02-13 14:57:28.510000,KGShop,yulya,2025-02-13 14:58:24.310000,KGShop
22970,320.095,100,000724,*,668,yulya,2025-02-13 14:57:28.530000,KGShop,yulya,2025-02-13 14:58:25.183000,KGShop
22971,320.129,100,000724,*,669,yulya,2025-02-13 14:57:28.563000,KGShop,yulya,2025-02-13 14:58:26.027000,KGShop
22972,320.130,100,000724,*,670,yulya,2025-02-13 14:57:28.580000,KGShop,yulya,2025-02-13 14:58:26.850000,KGShop
22973,320.266,100,000724,*,671,yulya,2025-02-13 14:57:28.600000,KGShop,yulya,2025-02-13 14:58:27.787000,KGShop
22974,320.267,100,000724,*,672,yulya,2025-02-13 14:57:28.613000,KGShop,yulya,2025-02-13 14:58:28.680000,KGShop
22981,320.048,100,000731,*,673,yulya,2025-02-13 18:00:36.867000,KGShop,yulya,2025-02-13 18:03:14.813000,KGShop
22985,320.031,100,000665,*,674,yulya,2025-02-14 15:52:23.720000,KGShop,yulya,2025-02-14 15:54:24.723000,KGShop
22986,320.190,100,000665,*,675,yulya,2025-02-14 15:52:23.747000,KGShop,yulya,2025-02-14 15:54:25.557000,KGShop
22987,320.250,100,000665,*,676,yulya,2025-02-14 15:52:23.797000,KGShop,yulya,2025-02-14 15:54:26.460000,KGShop
22988,320.052,100,000726,*,677,yulya,2025-02-14 16:50:54.570000,KGShop,yulya,2025-02-14 16:54:26.133000,KGShop
22989,320.063,100,000726,*,678,yulya,2025-02-14 16:50:54.603000,KGShop,yulya,2025-02-14 16:54:27.010000,KGShop
22990,320.072,100,000726,*,679,yulya,2025-02-14 16:50:54.713000,KGShop,yulya,2025-02-14 16:54:27.860000,KGShop
22991,320.099,100,000726,*,680,yulya,2025-02-14 16:50:54.773000,KGShop,yulya,2025-02-14 16:54:28.773000,KGShop
22992,320.108,100,000726,*,681,yulya,2025-02-14 16:50:54.797000,KGShop,yulya,2025-02-14 16:54:28.923000,KGShop
22993,320.144,100,000726,*,682,yulya,2025-02-14 16:50:54.840000,KGShop,yulya,2025-02-14 16:54:29.940000,KGShop
22994,320.119,100,000734,*,683,yulya,2025-02-14 17:00:56.653000,KGShop,yulya,2025-02-14 17:04:24.473000,KGShop
22995,320.184,100,000734,*,684,yulya,2025-02-14 17:00:56.677000,KGShop,yulya,2025-02-14 17:04:25.487000,KGShop
22999,320.262,100,000714,*,685,yulya,2025-02-18 12:18:16.660000,KGShop,yulya,2025-02-18 12:19:17.173000,KGShop
23000,320.270,100,000714,*,686,yulya,2025-02-18 12:18:16.690000,KGShop,yulya,2025-02-18 12:19:18.433000,KGShop
23001,320.020,100,000722,*,687,yulya,2025-02-18 12:24:31.303000,KGShop,yulya,2025-02-18 12:29:16.287000,KGShop
23002,320.023,100,000722,*,688,yulya,2025-02-18 12:24:31.327000,KGShop,yulya,2025-02-18 12:29:16.997000,KGShop
23003,320.031,100,000722,*,689,yulya,2025-02-18 12:24:31.480000,KGShop,yulya,2025-02-18 12:29:18.267000,KGShop
23004,320.072,100,000722,*,690,yulya,2025-02-18 12:24:31.550000,KGShop,yulya,2025-02-18 12:29:19.583000,KGShop
23005,320.077,100,000722,*,691,yulya,2025-02-18 12:24:31.570000,KGShop,yulya,2025-02-18 12:29:20.607000,KGShop
23006,320.095,100,000722,*,692,yulya,2025-02-18 12:24:31.593000,KGShop,yulya,2025-02-18 12:29:26.950000,KGShop
23007,320.108,100,000722,*,693,yulya,2025-02-18 12:24:31.613000,KGShop,yulya,2025-02-18 12:29:27.133000,KGShop
23008,320.163,100,000722,*,694,yulya,2025-02-18 12:24:31.673000,KGShop,yulya,2025-02-18 12:29:27.900000,KGShop
23009,320.190,100,000722,*,695,yulya,2025-02-18 12:24:31.717000,KGShop,yulya,2025-02-18 12:29:28.760000,KGShop
23010,320.219,100,000722,*,696,yulya,2025-02-18 12:24:31.780000,KGShop,yulya,2025-02-18 12:29:29.567000,KGShop
23011,320.250,100,000722,*,697,yulya,2025-02-18 12:24:31.830000,KGShop,yulya,2025-02-18 12:29:30.403000,KGShop
23012,320.260,100,000722,*,698,yulya,2025-02-18 12:24:31.853000,KGShop,yulya,2025-02-18 12:29:31.213000,KGShop
23013,320.262,100,000722,*,699,yulya,2025-02-18 12:24:31.877000,KGShop,yulya,2025-02-18 12:29:31.957000,KGShop
23014,320.268,100,000722,*,700,yulya,2025-02-18 12:24:31.917000,KGShop,yulya,2025-02-18 12:29:32.737000,KGShop
23016,320.004,100,000727,*,701,yulya,2025-02-18 12:45:04.660000,KGShop,yulya,2025-02-18 12:49:16.253000,KGShop
23017,320.033,100,000727,*,702,yulya,2025-02-18 12:45:04.690000,KGShop,yulya,2025-02-18 12:49:17.027000,KGShop
23018,320.063,100,000727,*,703,yulya,2025-02-18 12:45:04.713000,KGShop,yulya,2025-02-18 12:49:17.800000,KGShop
23019,320.077,100,000727,*,704,yulya,2025-02-18 12:45:04.737000,KGShop,yulya,2025-02-18 12:49:18.580000,KGShop
23020,320.080,100,000727,*,705,yulya,2025-02-18 12:45:04.780000,KGShop,yulya,2025-02-18 12:49:19.340000,KGShop
23021,320.099,100,000727,*,706,yulya,2025-02-18 12:45:04.837000,KGShop,yulya,2025-02-18 12:49:20.127000,KGShop
23022,320.155,100,000727,*,707,yulya,2025-02-18 12:45:04.860000,KGShop,yulya,2025-02-18 12:49:20.890000,KGShop
23023,320.163,100,000727,*,708,yulya,2025-02-18 12:45:04.883000,KGShop,yulya,2025-02-18 12:49:21.930000,KGShop
23024,320.190,100,000727,*,709,yulya,2025-02-18 12:45:04.907000,KGShop,yulya,2025-02-18 12:49:22.733000,KGShop
23025,320.207,100,000727,*,710,yulya,2025-02-18 12:45:04.943000,KGShop,yulya,2025-02-18 12:49:23.473000,KGShop
23026,320.213,100,000727,*,711,yulya,2025-02-18 12:45:04.967000,KGShop,yulya,2025-02-18 12:49:24.287000,KGShop
23027,320.259,100,000727,*,712,yulya,2025-02-18 12:45:05.003000,KGShop,yulya,2025-02-18 12:49:25.120000,KGShop
23028,320.261,100,000727,*,713,yulya,2025-02-18 12:45:05.027000,KGShop,yulya,2025-02-18 12:49:25.963000,KGShop
23029,320.279,100,000727,*,714,yulya,2025-02-18 12:45:05.067000,KGShop,yulya,2025-02-18 12:49:26.817000,KGShop
23030,320.023,100,000733,*,715,yulya,2025-02-18 13:21:19.610000,KGShop,yulya,2025-02-18 13:22:18.210000,KGShop
23031,320.052,100,000733,*,716,yulya,2025-02-18 13:21:19.650000,KGShop,yulya,2025-02-18 13:22:19.393000,KGShop
23032,320.054,100,000733,*,717,yulya,2025-02-18 13:21:19.670000,KGShop,yulya,2025-02-18 13:22:20.620000,KGShop
23033,320.072,100,000733,*,718,yulya,2025-02-18 13:21:19.710000,KGShop,yulya,2025-02-18 13:22:21.677000,KGShop
23034,320.074,100,000733,*,719,yulya,2025-02-18 13:21:19.730000,KGShop,yulya,2025-02-18 13:22:22.980000,KGShop
23035,320.080,100,000733,*,720,yulya,2025-02-18 13:21:19.753000,KGShop,yulya,2025-02-18 13:22:24.280000,KGShop
23036,320.131,100,000733,*,721,yulya,2025-02-18 13:21:19.790000,KGShop,yulya,2025-02-18 13:22:25.300000,KGShop
23037,320.161,100,000733,*,722,yulya,2025-02-18 13:21:19.813000,KGShop,yulya,2025-02-18 13:22:26.400000,KGShop
23038,320.163,100,000733,*,723,yulya,2025-02-18 13:21:19.833000,KGShop,yulya,2025-02-18 13:22:27.480000,KGShop
23039,320.260,100,000733,*,724,yulya,2025-02-18 13:21:19.860000,KGShop,yulya,2025-02-18 13:22:28.957000,KGShop
23040,320.265,100,000733,*,725,yulya,2025-02-18 13:21:19.897000,KGShop,yulya,2025-02-18 13:22:29.987000,KGShop
23041,320.020,100,000735,*,726,yulya,2025-02-18 13:24:42.320000,KGShop,yulya,2025-02-18 13:27:17.590000,KGShop
23042,320.095,100,000735,*,727,yulya,2025-02-18 13:24:42.340000,KGShop,yulya,2025-02-18 13:27:18.450000,KGShop
23043,320.099,100,000735,*,728,yulya,2025-02-18 13:24:42.377000,KGShop,yulya,2025-02-18 13:27:19.287000,KGShop
23044,320.108,100,000735,*,729,yulya,2025-02-18 13:24:42.397000,KGShop,yulya,2025-02-18 13:27:19.420000,KGShop
23045,320.163,100,000735,*,730,yulya,2025-02-18 13:24:42.420000,KGShop,yulya,2025-02-18 13:27:20.520000,KGShop
23046,320.190,100,000735,*,731,yulya,2025-02-18 13:24:42.453000,KGShop,yulya,2025-02-18 13:27:21.400000,KGShop
23047,320.266,100,000735,*,732,yulya,2025-02-18 13:24:42.473000,KGShop,yulya,2025-02-18 13:27:22.307000,KGShop
23048,320.054,100,000736,*,733,yulya,2025-02-18 13:29:41.550000,KGShop,yulya,2025-02-18 13:32:17.367000,KGShop
23049,320.267,100,000736,*,734,yulya,2025-02-18 13:29:41.573000,KGShop,yulya,2025-02-18 13:32:18.143000,KGShop
23050,320.281,100,000736,*,735,yulya,2025-02-18 13:48:23.173000,KGShop,yulya,2025-02-18 13:52:16.793000,KGShop
23051,320.020,100,000737,*,736,yulya,2025-02-18 14:00:59.900000,KGShop,yulya,2025-02-18 14:02:17.497000,KGShop
23052,320.031,100,000737,*,737,yulya,2025-02-18 14:00:59.957000,KGShop,yulya,2025-02-18 14:02:18.250000,KGShop
23053,320.052,100,000737,*,738,yulya,2025-02-18 14:00:59.977000,KGShop,yulya,2025-02-18 14:02:19.110000,KGShop
23054,320.054,100,000737,*,739,yulya,2025-02-18 14:01:00,KGShop,yulya,2025-02-18 14:02:19.903000,KGShop
23055,320.059,100,000737,*,740,yulya,2025-02-18 14:01:00.040000,KGShop,yulya,2025-02-18 14:02:20.663000,KGShop
23056,320.063,100,000737,*,741,yulya,2025-02-18 14:01:00.063000,KGShop,yulya,2025-02-18 14:02:21.613000,KGShop
23057,320.072,100,000737,*,742,yulya,2025-02-18 14:01:00.140000,KGShop,yulya,2025-02-18 14:02:22.640000,KGShop
23058,320.131,100,000737,*,743,yulya,2025-02-18 14:01:00.193000,KGShop,yulya,2025-02-18 14:02:23.667000,KGShop
23059,320.163,100,000737,*,744,yulya,2025-02-18 14:01:00.260000,KGShop,yulya,2025-02-18 14:02:24.787000,KGShop
23060,320.190,100,000737,*,745,yulya,2025-02-18 14:01:00.290000,KGShop,yulya,2025-02-18 14:02:25.913000,KGShop
23061,320.263,100,000737,*,746,yulya,2025-02-18 14:01:00.390000,KGShop,yulya,2025-02-18 14:02:26.873000,KGShop
23062,320.265,100,000737,*,747,yulya,2025-02-18 14:01:00.430000,KGShop,yulya,2025-02-18 14:02:27.780000,KGShop
23063,320.267,100,000737,*,748,yulya,2025-02-18 14:01:00.453000,KGShop,yulya,2025-02-18 14:02:28.960000,KGShop
23064,320.268,100,000737,*,749,yulya,2025-02-18 14:01:00.473000,KGShop,yulya,2025-02-18 14:02:29.837000,KGShop
23065,320.281,100,000736,*,750,yulya,2025-02-18 14:05:10.340000,KGShop,yulya,2025-02-18 14:07:16.750000,KGShop
23066,320.281,100,000736,*,751,yulya,2025-02-18 14:51:49.800000,KGShop,yulya,2025-02-18 14:52:16.863000,KGShop
23071,320.054,100,000739,*,752,yulya,2025-02-19 15:08:36.373000,KGShop,yulya,2025-02-19 15:12:53.537000,KGShop
23072,320.063,100,000739,*,753,yulya,2025-02-19 15:08:36.393000,KGShop,yulya,2025-02-19 15:12:55.477000,KGShop
23073,320.072,100,000739,*,754,yulya,2025-02-19 15:08:36.457000,KGShop,yulya,2025-02-19 15:12:57.593000,KGShop
23074,320.190,100,000739,*,755,yulya,2025-02-19 15:08:36.570000,KGShop,yulya,2025-02-19 15:12:59.180000,KGShop
23075,320.263,100,000739,*,756,yulya,2025-02-19 15:08:36.643000,KGShop,yulya,2025-02-19 15:13:01.160000,KGShop
23076,320.264,100,000739,*,757,yulya,2025-02-19 15:08:36.680000,KGShop,yulya,2025-02-19 15:13:03.520000,KGShop
23082,320.072,100,000740,*,758,yulya,2025-02-20 14:39:40.360000,KGShop,yulya,2025-02-20 14:40:54.990000,KGShop
23083,320.013,100,000738,*,759,yulya,2025-02-20 14:51:09.270000,KGShop,yulya,2025-02-20 14:55:55.003000,KGShop
23084,320.020,100,000738,*,760,yulya,2025-02-20 14:51:09.297000,KGShop,yulya,2025-02-20 14:55:56.850000,KGShop
23085,320.023,100,000738,*,761,yulya,2025-02-20 14:51:09.347000,KGShop,yulya,2025-02-20 14:55:59.080000,KGShop
23086,320.052,100,000738,*,762,yulya,2025-02-20 14:51:09.390000,KGShop,yulya,2025-02-20 14:56:01.450000,KGShop
23087,320.054,100,000738,*,763,yulya,2025-02-20 14:51:09.420000,KGShop,yulya,2025-02-20 14:56:03.240000,KGShop
23088,320.063,100,000738,*,764,yulya,2025-02-20 14:51:09.447000,KGShop,yulya,2025-02-20 14:56:04.703000,KGShop
23089,320.072,100,000738,*,765,yulya,2025-02-20 14:51:09.510000,KGShop,yulya,2025-02-20 14:56:06.213000,KGShop
23090,320.077,100,000738,*,766,yulya,2025-02-20 14:51:09.537000,KGShop,yulya,2025-02-20 14:56:07.613000,KGShop
23091,320.080,100,000738,*,767,yulya,2025-02-20 14:51:09.587000,KGShop,yulya,2025-02-20 14:56:08.810000,KGShop
23092,320.095,100,000738,*,768,yulya,2025-02-20 14:51:09.633000,KGShop,yulya,2025-02-20 14:56:09.970000,KGShop
23093,320.101,100,000738,*,769,yulya,2025-02-20 14:51:09.663000,KGShop,yulya,2025-02-20 14:56:11.330000,KGShop
23094,320.108,100,000738,*,770,yulya,2025-02-20 14:51:09.690000,KGShop,yulya,2025-02-20 14:56:11.457000,KGShop
23095,320.129,100,000738,*,771,yulya,2025-02-20 14:51:09.783000,KGShop,yulya,2025-02-20 14:56:12.917000,KGShop
23096,320.133,100,000738,*,772,yulya,2025-02-20 14:51:09.813000,KGShop,yulya,2025-02-20 14:56:14.160000,KGShop
23097,320.134,100,000738,*,773,yulya,2025-02-20 14:51:09.837000,KGShop,yulya,2025-02-20 14:56:15.320000,KGShop
23098,320.144,100,000738,*,774,yulya,2025-02-20 14:51:09.877000,KGShop,yulya,2025-02-20 14:56:16.423000,KGShop
23099,320.163,100,000738,*,775,yulya,2025-02-20 14:51:09.977000,KGShop,yulya,2025-02-20 14:56:17.633000,KGShop
23100,320.190,100,000738,*,776,yulya,2025-02-20 14:51:10.003000,KGShop,yulya,2025-02-20 14:56:18.977000,KGShop
23101,320.229,100,000738,*,777,yulya,2025-02-20 14:51:10.047000,KGShop,yulya,2025-02-20 14:56:20.690000,KGShop
23102,320.260,100,000738,*,778,yulya,2025-02-20 14:51:10.190000,KGShop,yulya,2025-02-20 14:56:21.947000,KGShop
23103,320.268,100,000738,*,779,yulya,2025-02-20 14:51:10.220000,KGShop,yulya,2025-02-20 14:56:23.620000,KGShop
23104,320.269,100,000738,*,780,yulya,2025-02-20 14:51:10.260000,KGShop,yulya,2025-02-20 14:56:25.733000,KGShop
23105,320.279,100,000738,*,781,yulya,2025-02-20 14:51:10.340000,KGShop,yulya,2025-02-20 14:56:27.560000,KGShop
23106,320.020,100,000743,*,782,yulya,2025-02-20 14:54:50.300000,KGShop,yulya,2025-02-20 14:56:28.643000,KGShop
23107,320.023,100,000743,*,783,yulya,2025-02-20 14:54:50.327000,KGShop,yulya,2025-02-20 14:56:29.980000,KGShop
23108,320.077,100,000743,*,784,yulya,2025-02-20 14:54:50.370000,KGShop,yulya,2025-02-20 14:56:31.257000,KGShop
23109,320.080,100,000743,*,785,yulya,2025-02-20 14:54:50.400000,KGShop,yulya,2025-02-20 14:56:32.547000,KGShop
23110,320.101,100,000743,*,786,yulya,2025-02-20 14:54:50.440000,KGShop,yulya,2025-02-20 14:56:33.773000,KGShop
23111,320.129,100,000743,*,787,yulya,2025-02-20 14:54:50.480000,KGShop,yulya,2025-02-20 14:56:34.847000,KGShop
23112,320.213,100,000743,*,788,yulya,2025-02-20 14:54:50.503000,KGShop,yulya,2025-02-20 14:56:35.967000,KGShop
23113,320.219,100,000743,*,789,yulya,2025-02-20 14:54:50.570000,KGShop,yulya,2025-02-20 14:56:36.973000,KGShop
23114,320.229,100,000743,*,790,yulya,2025-02-20 14:54:50.620000,KGShop,yulya,2025-02-20 14:56:38.240000,KGShop
23115,320.266,100,000743,*,791,yulya,2025-02-20 14:54:50.647000,KGShop,yulya,2025-02-20 14:56:39.390000,KGShop
23116,320.269,100,000743,*,792,yulya,2025-02-20 14:54:50.683000,KGShop,yulya,2025-02-20 14:56:40.267000,KGShop
23117,320.279,100,000743,*,793,yulya,2025-02-20 14:54:50.727000,KGShop,yulya,2025-02-20 14:56:41.567000,KGShop
23118,320.054,100,000744,*,794,yulya,2025-02-20 14:58:40.457000,KGShop,yulya,2025-02-20 15:00:54.907000,KGShop
23119,320.066,100,000744,*,795,yulya,2025-02-20 14:58:40.477000,KGShop,yulya,2025-02-20 15:00:56.037000,KGShop
23120,320.077,100,000744,*,796,yulya,2025-02-20 14:58:40.497000,KGShop,yulya,2025-02-20 15:00:57.180000,KGShop
23121,320.105,100,000744,*,797,yulya,2025-02-20 14:58:40.537000,KGShop,yulya,2025-02-20 15:00:58.213000,KGShop
23122,320.144,100,000744,*,798,yulya,2025-02-20 14:58:40.557000,KGShop,yulya,2025-02-20 15:00:59.140000,KGShop
23123,320.190,100,000744,*,799,yulya,2025-02-20 14:58:40.597000,KGShop,yulya,2025-02-20 15:01:00.140000,KGShop
23124,320.033,100,000745,*,800,yulya,2025-02-20 15:01:06.857000,KGShop,yulya,2025-02-20 15:05:54.873000,KGShop
23125,320.163,100,000745,*,801,yulya,2025-02-20 15:01:06.877000,KGShop,yulya,2025-02-20 15:05:56.967000,KGShop
23126,320.269,100,000747,*,802,yulya,2025-02-20 15:03:08.610000,KGShop,yulya,2025-02-20 15:05:58.110000,KGShop
23127,320.282,100,000747,*,803,yulya,2025-02-20 16:01:14.567000,KGShop,yulya,2025-02-20 16:05:54.817000,KGShop
23128,320.269,100,000747,*,804,yulya,2025-02-21 11:53:26.047000,KGShop,yulya,2025-02-21 11:55:56.540000,KGShop
23131,320.023,100,000748,*,805,yulya,2025-02-24 12:14:11.210000,KGShop,yulya,2025-02-24 12:17:06.930000,KGShop
23135,320.003,100,000749,*,806,yulya,2025-02-24 16:22:08.290000,KGShop,yulya,2025-02-24 16:27:07.427000,KGShop
23136,320.144,100,000752,*,807,yulya,2025-02-24 16:33:41.020000,KGShop,yulya,2025-02-24 16:37:06.403000,KGShop
23138,320.004,100,000721,*,808,yulya,2025-02-24 17:08:00.907000,KGShop,yulya,2025-02-24 17:12:07.437000,KGShop
23139,320.020,100,000721,*,809,yulya,2025-02-24 17:08:00.933000,KGShop,yulya,2025-02-24 17:12:08.537000,KGShop
23140,320.029,100,000721,*,810,yulya,2025-02-24 17:08:01.037000,KGShop,yulya,2025-02-24 17:12:09.960000,KGShop
23141,320.031,100,000721,*,811,yulya,2025-02-24 17:08:01.100000,KGShop,yulya,2025-02-24 17:12:11.463000,KGShop
23142,320.033,100,000721,*,812,yulya,2025-02-24 17:08:01.127000,KGShop,yulya,2025-02-24 17:12:12.547000,KGShop
23143,320.043,100,000721,*,813,yulya,2025-02-24 17:08:01.150000,KGShop,yulya,2025-02-24 17:12:13.527000,KGShop
23144,320.052,100,000721,*,814,yulya,2025-02-24 17:08:01.200000,KGShop,yulya,2025-02-24 17:12:14.673000,KGShop
23145,320.059,100,000721,*,815,yulya,2025-02-24 17:08:01.240000,KGShop,yulya,2025-02-24 17:12:15.600000,KGShop
23146,320.072,100,000721,*,816,yulya,2025-02-24 17:08:01.273000,KGShop,yulya,2025-02-24 17:12:16.603000,KGShop
23147,320.074,100,000721,*,817,yulya,2025-02-24 17:08:01.367000,KGShop,yulya,2025-02-24 17:12:17.500000,KGShop
23148,320.077,100,000721,*,818,yulya,2025-02-24 17:08:01.443000,KGShop,yulya,2025-02-24 17:12:18.733000,KGShop
23149,320.080,100,000721,*,819,yulya,2025-02-24 17:08:01.470000,KGShop,yulya,2025-02-24 17:12:19.997000,KGShop
23150,320.095,100,000721,*,820,yulya,2025-02-24 17:08:01.580000,KGShop,yulya,2025-02-24 17:12:21.130000,KGShop
23151,320.098,100,000721,*,821,yulya,2025-02-24 17:08:01.690000,KGShop,yulya,2025-02-24 17:12:22.703000,KGShop
23152,320.099,100,000721,*,822,yulya,2025-02-24 17:08:01.733000,KGShop,yulya,2025-02-24 17:12:24.173000,KGShop
23153,320.129,100,000721,*,823,yulya,2025-02-24 17:08:01.773000,KGShop,yulya,2025-02-24 17:12:25.660000,KGShop
23154,320.144,100,000721,*,824,yulya,2025-02-24 17:08:01.797000,KGShop,yulya,2025-02-24 17:12:27.223000,KGShop
23155,320.163,100,000721,*,825,yulya,2025-02-24 17:08:01.860000,KGShop,yulya,2025-02-24 17:12:28.610000,KGShop
23156,320.207,100,000721,*,826,yulya,2025-02-24 17:08:01.883000,KGShop,yulya,2025-02-24 17:12:29.850000,KGShop
23157,320.256,100,000721,*,827,yulya,2025-02-24 17:08:01.927000,KGShop,yulya,2025-02-24 17:12:31.207000,KGShop
23158,320.263,100,000721,*,828,yulya,2025-02-24 17:08:01.950000,KGShop,yulya,2025-02-24 17:12:32.747000,KGShop
23159,320.266,100,000721,*,829,yulya,2025-02-24 17:08:01.973000,KGShop,yulya,2025-02-24 17:12:34,KGShop
23160,320.011,100,000730,*,830,yulya,2025-02-24 17:18:56.017000,KGShop,yulya,2025-02-24 17:22:06.270000,KGShop
23161,320.020,100,000730,*,831,yulya,2025-02-24 17:18:56.040000,KGShop,yulya,2025-02-24 17:22:07.293000,KGShop
23162,320.033,100,000730,*,832,yulya,2025-02-24 17:18:56.060000,KGShop,yulya,2025-02-24 17:22:08.507000,KGShop
23163,320.043,100,000730,*,833,yulya,2025-02-24 17:18:56.083000,KGShop,yulya,2025-02-24 17:22:09.780000,KGShop
23164,320.092,100,000730,*,834,yulya,2025-02-24 17:18:56.107000,KGShop,yulya,2025-02-24 17:22:11.120000,KGShop
23165,320.099,100,000730,*,835,yulya,2025-02-24 17:18:56.147000,KGShop,yulya,2025-02-24 17:22:12.500000,KGShop
23166,320.119,100,000730,*,836,yulya,2025-02-24 17:18:56.220000,KGShop,yulya,2025-02-24 17:22:13.887000,KGShop
23167,320.129,100,000730,*,837,yulya,2025-02-24 17:18:56.260000,KGShop,yulya,2025-02-24 17:22:14.927000,KGShop
23168,320.144,100,000730,*,838,yulya,2025-02-24 17:18:56.317000,KGShop,yulya,2025-02-24 17:22:15.860000,KGShop
23169,320.161,100,000730,*,839,yulya,2025-02-24 17:18:56.340000,KGShop,yulya,2025-02-24 17:22:16.903000,KGShop
23170,320.163,100,000730,*,840,yulya,2025-02-24 17:18:56.360000,KGShop,yulya,2025-02-24 17:22:18.057000,KGShop
23171,320.190,100,000730,*,841,yulya,2025-02-24 17:18:56.383000,KGShop,yulya,2025-02-24 17:22:19.390000,KGShop
23172,320.219,100,000730,*,842,yulya,2025-02-24 17:18:56.423000,KGShop,yulya,2025-02-24 17:22:20.973000,KGShop
23173,320.264,100,000730,*,843,yulya,2025-02-24 17:18:56.487000,KGShop,yulya,2025-02-24 17:22:22.073000,KGShop
