FisNo,Fisinx,cbpg,tanim,ParaCinsi,EvrakNo,Tutar,Banka,Sube,Vade,MuhKod,KurFarkiMuhKod,MM,KurFarkiMM,StpjOran,KDVOran,StpjMuhKod,KDVMuhKod,locked,Tanim2,KurFarkiDvz,BABSCODE,ExtraField1,ExtraField2,ExtraField3,TevKod,TevOran,TevMuhKod,kgid,mkgid,insUN,insDT,insApp,updUN,updDT,updApp
239,584,320.059,,US,,400.0000000000,,,,,,,,,,,,,,,,,,,,,,584,239,yulya,2025-02-28 17:55:23.797000,KGShop,,,
239,585,320.072,,US,,1000.0000000000,,,,,,,,,,,,,,,,,,,,,,585,239,yulya,2025-02-28 17:55:23.800000,KGShop,,,
239,586,320.077,,US,,1500.0000000000,,,,,,,,,,,,,,,,,,,,,,586,239,yulya,2025-02-28 17:55:23.800000,KGShop,,,
239,587,320.080,,US,,1000.0000000000,,,,,,,,,,,,,,,,,,,,,,587,239,yulya,2025-02-28 17:55:23.803000,KGShop,,,
239,588,320.092,,US,,1000.0000000000,,,,,,,,,,,,,,,,,,,,,,588,239,yulya,2025-02-28 17:55:23.807000,KGShop,,,
239,589,320.095,,US,,500.0000000000,,,,,,,,,,,,,,,,,,,,,,589,239,yulya,2025-02-28 17:55:23.807000,KGShop,,,
239,590,320.097,,US,,500.0000000000,,,,,,,,,,,,,,,,,,,,,,590,239,yulya,2025-02-28 17:55:23.810000,KGShop,,,
239,591,320.101,,US,,700.0000000000,,,,,,,,,,,,,,,,,,,,,,591,239,yulya,2025-02-28 17:55:23.810000,KGShop,,,
239,592,320.105,,US,,328.0000000000,,,,,,,,,,,,,,,,,,,,,,592,239,yulya,2025-02-28 17:55:23.813000,KGShop,,,
239,593,320.129,,US,,1000.0000000000,,,,,,,,,,,,,,,,,,,,,,593,239,yulya,2025-02-28 17:55:23.817000,KGShop,,,
239,594,320.130,,US,,400.0000000000,,,,,,,,,,,,,,,,,,,,,,594,239,yulya,2025-02-28 17:55:23.817000,KGShop,,,
239,595,320.131,,US,,300.0000000000,,,,,,,,,,,,,,,,,,,,,,595,239,yulya,2025-02-28 17:55:23.820000,KGShop,,,
239,596,320.133,,US,,1000.0000000000,,,,,,,,,,,,,,,,,,,,,,596,239,yulya,2025-02-28 17:55:23.820000,KGShop,,,
239,597,320.144,,US,,2000.0000000000,,,,,,,,,,,,,,,,,,,,,,597,239,yulya,2025-02-28 17:55:23.823000,KGShop,,,
239,598,320.155,,US,,800.0000000000,,,,,,,,,,,,,,,,,,,,,,598,239,yulya,2025-02-28 18:02:31.097000,KGShop,,,
239,599,320.160,,US,,500.0000000000,,,,,,,,,,,,,,,,,,,,,,599,239,yulya,2025-02-28 18:02:31.103000,KGShop,,,
239,600,320.161,,US,,1000.0000000000,,,,,,,,,,,,,,,,,,,,,,600,239,yulya,2025-02-28 18:02:31.107000,KGShop,,,
239,601,320.163,,US,,400.0000000000,,,,,,,,,,,,,,,,,,,,,,601,239,yulya,2025-02-28 18:02:31.110000,KGShop,,,
239,602,320.184,,US,,500.0000000000,,,,,,,,,,,,,,,,,,,,,,602,239,yulya,2025-02-28 18:02:31.110000,KGShop,,,
239,603,320.190,,US,,1000.0000000000,,,,,,,,,,,,,,,,,,,,,,603,239,yulya,2025-02-28 18:02:31.113000,KGShop,,,
239,604,320.195,,US,,300.0000000000,,,,,,,,,,,,,,,,,,,,,,604,239,yulya,2025-02-28 18:02:31.113000,KGShop,,,
239,605,320.207,,US,,500.0000000000,,,,,,,,,,,,,,,,,,,,,,605,239,yulya,2025-02-28 18:02:31.117000,KGShop,,,
239,606,320.213,,US,,700.0000000000,,,,,,,,,,,,,,,,,,,,,,606,239,yulya,2025-02-28 18:02:31.120000,KGShop,,,
239,607,320.219,,US,,700.0000000000,,,,,,,,,,,,,,,,,,,,,,607,239,yulya,2025-02-28 18:02:31.120000,KGShop,,,
239,608,320.225,,US,,500.0000000000,,,,,,,,,,,,,,,,,,,,,,608,239,yulya,2025-02-28 18:02:31.123000,KGShop,,,
239,609,320.229,,US,,500.0000000000,,,,,,,,,,,,,,,,,,,,,,609,239,yulya,2025-02-28 18:02:31.123000,KGShop,,,
239,610,320.257,,US,,368.0000000000,,,,,,,,,,,,,,,,,,,,,,610,239,yulya,2025-02-28 18:02:31.127000,KGShop,,,
239,611,320.260,,US,,500.0000000000,,,,,,,,,,,,,,,,,,,,,,611,239,yulya,2025-02-28 18:02:31.130000,KGShop,,,
239,612,320.261,,US,,1000.0000000000,,,,,,,,,,,,,,,,,,,,,,612,239,yulya,2025-02-28 18:02:31.130000,KGShop,,,
239,613,320.263,,US,,400.0000000000,,,,,,,,,,,,,,,,,,,,,,613,239,yulya,2025-02-28 18:02:31.133000,KGShop,,,
239,614,320.266,,US,,700.0000000000,,,,,,,,,,,,,,,,,,,,,,614,239,yulya,2025-02-28 18:02:31.133000,KGShop,,,
239,615,320.268,,US,,500.0000000000,,,,,,,,,,,,,,,,,,,,,,615,239,yulya,2025-02-28 18:02:31.137000,KGShop,,,
239,616,320.270,,US,,600.0000000000,,,,,,,,,,,,,,,,,,,,,,616,239,yulya,2025-02-28 18:02:31.140000,KGShop,,,
239,617,320.277,,US,,400.0000000000,,,,,,,,,,,,,,,,,,,,,,617,239,yulya,2025-02-28 18:02:31.140000,KGShop,,,
239,618,320.279,,US,,800.0000000000,,,,,,,,,,,,,,,,,,,,,,618,239,yulya,2025-02-28 18:02:31.143000,KGShop,,,
240,619,120.057,,US,,1000.0000000000,,,,,,,,,,,,,,,,,,,,,,619,240,yulya,2025-03-03 10:26:53.180000,KGShop,,,
241,620,120.107,,US,,1000.0000000000,,,,,,,,,,,,,,,,,,,,,,620,241,yulya,2025-03-03 11:55:31.897000,KGShop,,,
242,621,320.213,,US,,400.0000000000,,,,,,,,,,,,,,,,,,,,,,621,242,yulya,2025-03-03 15:55:19.010000,KGShop,,,
242,622,320.023,,US,,500.0000000000,,,,,,,,,,,,,,,,,,,,,,622,242,yulya,2025-03-03 15:55:19.013000,KGShop,,,
242,623,320.074,03.03.2025,US,,400.0000000000,,,,,,,,,,,,,,,,,,,,,,623,242,yulya,2025-03-03 15:55:19.020000,KGShop,,,
243,624,120.024,İADE,US,,66.0000000000,,,,,,,,,,,,,,,,,,,,,,624,243,yulya,2025-03-04 13:52:40.450000,KGShop,,,
244,625,120.024,SVETLANA,US,,1500.0000000000,,,,,,,,,,,,,,,,,,,,,,625,244,yulya,2025-03-04 13:53:20.050000,KGShop,yulya,2025-03-04 13:54:11.610000,KGShop
244,626,120.024,LENA,US,,1000.0000000000,,,,,,,,,,,,,,,,,,,,,,626,244,yulya,2025-03-04 13:54:11.630000,KGShop,,,
248,632,120.182,,US,,1668.0000000000,,,,,,,,,,,,,,,,,,,,,,632,248,yulya,2025-03-04 16:33:58.510000,KGShop,yulya,2025-03-04 16:36:03.127000,KGShop
249,633,120.182,,US,,100.0000000000,,,,,,,,,,,,,,,,,,,,,,633,249,yulya,2025-03-04 16:36:20.100000,KGShop,,,
248,634,120.070,,US,,528.0000000000,,,,,,,,,,,,,,,,,,,,,,634,248,yulya,2025-03-04 16:41:17.570000,KGShop,,,
250,635,120.039,,US,,200.0000000000,,,,,,,,,,,,,,,,,,,,,,635,250,yulya,2025-03-05 11:27:48.707000,KGShop,,,
251,636,320.009,1 ÇİFT İADE RESİM ,US,,32.0000000000,,,,,,,,,,,,,,,,,,,,,,636,251,yulya,2025-03-05 11:32:31.183000,KGShop,,,
252,637,120.066,,US,,1000.0000000000,,,,,,,,,,,,,,,,,,,,,,637,252,yulya,2025-03-05 12:08:46.107000,KGShop,,,
253,638,120.024,İADE,US,,44.0000000000,,,,,,,,,,,,,,,,,,,,,,638,253,yulya,2025-03-05 13:44:57.900000,KGShop,,,
89,639,120.024,11.2024 SVETLANA,US,,500.0000000000,,,,,,,,,,,,,,,,,,,,,,639,89,yulya,2025-03-05 14:41:50.430000,KGShop,,,
254,640,120.133,,US,,1000.0000000000,,,,,,,,,,,,,,,,,,,,,,640,254,yulya,2025-03-06 11:14:53.343000,KGShop,,,
255,641,120.092,,US,,920.0000000000,,,,,,,,,,,,,,,,,,,,,,641,255,yulya,2025-03-06 14:04:01.490000,KGShop,,,
256,642,120.010,,US,,1000.0000000000,,,,,,,,,,,,,,,,,,,,,,642,256,yulya,2025-03-06 15:40:25.387000,KGShop,,,
257,643,320.276,,TL,,36967.8300000000,,,,,,,,,,,,,"37669,74 GÖDERİLEN",,,,,,,,,643,257,yulya,2025-03-06 16:14:50.570000,KGShop,yulya,2025-03-06 16:30:08.420000,KGShop
258,644,120.123,,US,,500.0000000000,,,,,,,,,,,,,,,,,,,,,,644,258,yulya,2025-03-06 18:19:23.190000,KGShop,,,
258,645,120.040,,US,,216.0000000000,,,,,,,,,,,,,,,,,,,,,,645,258,yulya,2025-03-06 18:19:23.193000,KGShop,,,
258,646,120.094,,US,,2000.0000000000,,,,,,,,,,,,,,,,,,,,,,646,258,yulya,2025-03-06 18:19:23.197000,KGShop,,,
259,647,120.038,DEVİR BORÇ,US,,848.0000000000,,,,,,,,,,,,,,,,,,,,,,647,259,yulya,2025-03-07 13:18:31.200000,KGShop,,,
259,648,120.074,DEVİR BORÇ,US,,69.0000000000,,,,,,,,,,,,,,,,,,,,,,648,259,yulya,2025-03-07 13:18:31.213000,KGShop,yulya,2025-03-07 13:38:15.340000,KGShop
259,649,120.194,DEVİR BORÇ,US,,460.0000000000,,,,,,,,,,,,,,,,,,,,,,649,259,yulya,2025-03-07 13:23:49.517000,KGShop,yulya,2025-03-07 13:38:15.353000,KGShop
259,650,120.193,DEVİR BORÇ,US,,1876.0000000000,,,,,,,,,,,,,,,,,,,,,,650,259,yulya,2025-03-07 13:23:49.520000,KGShop,yulya,2025-03-07 13:38:15.357000,KGShop
259,651,120.191,DEVİR BORÇ,US,,500.0000000000,,,,,,,,,,,,,,,,,,,,,,651,259,yulya,2025-03-07 13:23:49.530000,KGShop,yulya,2025-03-07 13:38:15.357000,KGShop
259,652,120.192,DEVİR BORÇ,US,,256.0000000000,,,,,,,,,,,,,,,,,,,,,,652,259,yulya,2025-03-07 13:23:49.533000,KGShop,yulya,2025-03-07 13:38:15.360000,KGShop
260,653,120.093,,US,,500.0000000000,,,,,,,,,,,,,,,,,,,,,,653,260,yulya,2025-03-07 14:43:04.343000,KGShop,,,
261,654,320.110,,US,,170.0000000000,,,,,,,,,,,,,,,,,,,,,,654,261,yulya,2025-03-07 15:15:36.853000,KGShop,,,
262,655,320.132,1 ÇİFT İADE  6033 RESİM,US,,33.0000000000,,,,,,,,,,,,,,,,,,,,,,655,262,yulya,2025-03-07 15:53:14.063000,KGShop,yulya,2025-03-07 15:55:43.250000,KGShop
263,656,120.055,6033 KALİTE 1 ÇİFT İADE,US,,37.0000000000,,,,,,,,,,,,,,,,,,,,,,656,263,yulya,2025-03-07 15:54:04.380000,KGShop,,,
264,657,320.004,,US,,500.0000000000,,,,,,,,,,,,,,,,,,,,,,657,264,yulya,2025-03-07 17:09:43.377000,KGShop,,,
264,658,320.009,,US,,500.0000000000,,,,,,,,,,,,,,,,,,,,,,658,264,yulya,2025-03-07 17:09:43.387000,KGShop,,,
264,659,320.013,,US,,400.0000000000,,,,,,,,,,,,,,,,,,,,,,659,264,yulya,2025-03-07 17:09:43.397000,KGShop,,,
264,660,320.020,,US,,2000.0000000000,,,,,,,,,,,,,,,,,,,,,,660,264,yulya,2025-03-07 17:09:43.403000,KGShop,,,
264,661,320.023,,US,,1000.0000000000,,,,,,,,,,,,,,,,,,,,,,661,264,yulya,2025-03-07 17:09:43.407000,KGShop,,,
264,662,320.043,,US,,500.0000000000,,,,,,,,,,,,,,,,,,,,,,662,264,yulya,2025-03-07 17:09:43.410000,KGShop,,,
264,663,320.052,,US,,750.0000000000,,,,,,,,,,,,,,,,,,,,,,663,264,yulya,2025-03-07 17:09:43.413000,KGShop,,,
264,664,320.054,,US,,300.0000000000,,,,,,,,,,,,,,,,,,,,,,664,264,yulya,2025-03-07 17:09:43.417000,KGShop,,,
264,665,320.063,,US,,2000.0000000000,,,,,,,,,,,,,,,,,,,,,,665,264,yulya,2025-03-07 17:09:43.420000,KGShop,,,
264,666,320.066,,US,,300.0000000000,,,,,,,,,,,,,,,,,,,,,,666,264,yulya,2025-03-07 17:09:43.420000,KGShop,,,
264,667,320.072,,US,,800.0000000000,,,,,,,,,,,,,,,,,,,,,,667,264,yulya,2025-03-07 17:09:43.423000,KGShop,,,
264,668,320.077,,US,,1000.0000000000,,,,,,,,,,,,,,,,,,,,,,668,264,yulya,2025-03-07 17:09:43.423000,KGShop,,,
264,669,320.095,,US,,500.0000000000,,,,,,,,,,,,,,,,,,,,,,669,264,yulya,2025-03-07 17:09:43.427000,KGShop,,,
264,670,320.101,,US,,400.0000000000,,,,,,,,,,,,,,,,,,,,,,670,264,yulya,2025-03-07 17:09:43.430000,KGShop,,,
264,671,320.110,,US,,140.0000000000,,,,,,,,,,,,,,,,,,,,,,671,264,yulya,2025-03-07 17:09:43.430000,KGShop,,,
264,672,320.129,,US,,500.0000000000,,,,,,,,,,,,,,,,,,,,,,672,264,yulya,2025-03-07 17:09:43.433000,KGShop,,,
264,673,320.131,,US,,300.0000000000,,,,,,,,,,,,,,,,,,,,,,673,264,yulya,2025-03-07 17:09:43.437000,KGShop,,,
264,674,320.141,,US,,200.0000000000,,,,,,,,,,,,,,,,,,,,,,674,264,yulya,2025-03-07 17:09:43.437000,KGShop,,,
264,675,320.190,,US,,750.0000000000,,,,,,,,,,,,,,,,,,,,,,675,264,yulya,2025-03-07 17:09:43.440000,KGShop,,,
264,676,320.219,,US,,500.0000000000,,,,,,,,,,,,,,,,,,,,,,676,264,yulya,2025-03-07 17:09:43.440000,KGShop,,,
264,677,320.229,,US,,200.0000000000,,,,,,,,,,,,,,,,,,,,,,677,264,yulya,2025-03-07 17:09:43.443000,KGShop,,,
264,678,320.250,,US,,700.0000000000,,,,,,,,,,,,,,,,,,,,,,678,264,yulya,2025-03-07 17:09:43.447000,KGShop,,,
264,679,320.256,,US,,400.0000000000,,,,,,,,,,,,,,,,,,,,,,679,264,yulya,2025-03-07 17:09:43.447000,KGShop,,,
264,680,320.259,,US,,500.0000000000,,,,,,,,,,,,,,,,,,,,,,680,264,yulya,2025-03-07 17:09:43.450000,KGShop,,,
264,681,320.261,,US,,500.0000000000,,,,,,,,,,,,,,,,,,,,,,681,264,yulya,2025-03-07 17:09:43.450000,KGShop,,,
264,682,320.262,,US,,200.0000000000,,,,,,,,,,,,,,,,,,,,,,682,264,yulya,2025-03-07 17:09:43.453000,KGShop,,,
264,683,320.266,,US,,500.0000000000,,,,,,,,,,,,,,,,,,,,,,683,264,yulya,2025-03-07 17:09:43.457000,KGShop,,,
264,684,320.267,,US,,500.0000000000,,,,,,,,,,,,,,,,,,,,,,684,264,yulya,2025-03-07 17:09:43.457000,KGShop,,,
264,685,320.278,,US,,160.0000000000,,,,,,,,,,,,,,,,,,,,,,685,264,yulya,2025-03-07 17:09:43.460000,KGShop,,,
264,686,320.281,,US,,240.0000000000,,,,,,,,,,,,,,,,,,,,,,686,264,yulya,2025-03-07 17:09:43.460000,KGShop,,,
265,687,120.140,,US,,1000.0000000000,,,,,,,,,,,,,,,,,,,,,,687,265,yulya,2025-03-10 14:43:05.310000,KGShop,,,
266,688,120.110,İSK,US,,16.0000000000,,,,,,,,,,,,,,,,,,,,,,688,266,yulya,2025-03-10 18:24:30.883000,KGShop,,,
267,689,120.127,,US,,3000.0000000000,,,,,,,,,,,,,,,,,,,,,,689,267,yulya,2025-03-11 16:18:19.100000,KGShop,,,
267,690,120.039,,US,,2000.0000000000,,,,,,,,,,,,,,,,,,,,,,690,267,yulya,2025-03-11 16:18:19.100000,KGShop,,,
268,691,320.045,2 ÇİFT İADE 1015 KALİTE 1 ÇİFT 32,US,,69.0000000000,,,,,,,,,,,,,1 ÇİFT KÜRKLÜ 37,,,,,,,,,691,268,yulya,2025-03-11 16:45:35.910000,KGShop,yulya,2025-03-11 16:56:39.067000,KGShop
269,692,120.030,5 ÇİFT İADE BOT 57 $,US,,285.0000000000,,,,,,,,,,,,,,,,,,,,,,692,269,yulya,2025-03-11 16:46:19.467000,KGShop,yulya,2025-03-11 16:51:12.640000,KGShop
270,693,120.060,,US,,1200.0000000000,,,,,,,,,,,,,,,,,,,,,,693,270,yulya,2025-03-11 16:50:02.230000,KGShop,,,
271,694,320.190,5 ÇİFT İADE BOT  52$,US,,260.0000000000,,,,,,,,,,,,,,,,,,,,,,694,271,yulya,2025-03-11 16:53:14.250000,KGShop,,,
272,695,120.131,,US,,1146.0000000000,,,,,,,,,,,,,,,,,,,,,,695,272,yulya,2025-03-11 18:32:54.477000,KGShop,,,
273,696,120.050,,US,,805.0000000000,,,,,,,,,,,,,,,,,,,,,,696,273,yulya,2025-03-12 16:12:58.490000,KGShop,,,
273,697,120.053,,US,,936.0000000000,,,,,,,,,,,,,,,,,,,,,,697,273,yulya,2025-03-12 16:12:58.537000,KGShop,,,
273,698,120.077,,US,,1960.0000000000,,,,,,,,,,,,,,,,,,,,,,698,273,yulya,2025-03-12 16:12:58.540000,KGShop,,,
273,699,120.103,,US,,4000.0000000000,,,,,,,,,,,,,,,,,,,,,,699,273,yulya,2025-03-12 16:14:31.070000,KGShop,,,
274,700,120.050,KDV,US,,69.0000000000,,,,,,,,,,,,,,,,,,,,,,700,274,yulya,2025-03-12 16:17:35.283000,KGShop,,,
275,701,120.038,,US,,848.0000000000,,,,,,,,,,,,,,,,,,,,,,701,275,yulya,2025-03-12 17:21:27.647000,KGShop,,,
276,702,120.038,,US,,528.0000000000,,,,,,,,,,,,,,,,,,,,,,702,276,yulya,2025-03-12 17:43:38.290000,KGShop,,,
277,703,120.039,,US,,20.0000000000,,,,,,,,,,,,,,,,,,,,,,703,277,yulya,2025-03-13 11:43:20.870000,KGShop,,,
277,704,120.138,,US,,1000.0000000000,,,,,,,,,,,,,,,,,,,,,,704,277,yulya,2025-03-13 11:50:21.073000,KGShop,,,
278,705,320.213,2288 KALİTE 5 ÇİFT İADE,US,,165.0000000000,,,,,,,,,,,,,,,,,,,,,,705,278,yulya,2025-03-13 12:24:42.540000,KGShop,,,
279,706,120.092,5 ÇİFT 2288 İADE,US,,180.0000000000,,,,,,,,,,,,,,,,,,,,,,706,279,yulya,2025-03-13 12:26:54.207000,KGShop,,,
280,707,320.144,36400 tl havale,US,,1000.0000000000,,,,,,,,,,,,,,,,,,,,,,707,280,yulya,2025-03-13 13:19:51.390000,KGShop,,,
281,708,320.031,104-35 KALİTE 1 ÇİFT İADE,US,,30.0000000000,,,,,,,,,,,,,,,,,,,,,,708,281,yulya,2025-03-13 13:45:51.883000,KGShop,,,
282,709,120.053,104-35 1 ÇİFT İADE,US,,33.0000000000,,,,,,,,,,,,,,,,,,,,,,709,282,yulya,2025-03-13 13:46:28.303000,KGShop,,,
283,710,120.123,,US,,1000.0000000000,,,,,,,,,,,,,,,,,,,,,,710,283,yulya,2025-03-13 13:49:16.637000,KGShop,,,
283,711,120.044,,US,,1596.0000000000,,,,,,,,,,,,,,,,,,,,,,711,283,yulya,2025-03-13 14:29:22.673000,KGShop,,,
284,712,120.139,2 ÇİFT İADE,US,,50.0000000000,,,,,,,,,,,,,,,,,,,,,,712,284,yulya,2025-03-13 15:26:59.487000,KGShop,,,
285,713,320.023,2 ÇİFT İADE,US,,44.0000000000,,,,,,,,,,,,,,,,,,,,,,713,285,yulya,2025-03-13 15:30:17.397000,KGShop,,,
283,714,120.139,,US,,1870.0000000000,,,,,,,,,,,,,,,,,,,,,,714,283,yulya,2025-03-13 17:55:39.733000,KGShop,,,
277,715,120.092,,US,,664.0000000000,,,,,,,,,,,,,,,,,,,,,,715,277,yulya,2025-03-13 18:04:10.077000,KGShop,,,
286,716,120.084,,US,,1024.0000000000,,,,,,,,,,,,,,,,,,,,,,716,286,yulya,2025-03-14 10:04:46.617000,KGShop,,,
288,718,320.163,,US,,400.0000000000,,,,,,,,,,,,,,,,,,,,,,718,288,yulya,2025-03-14 10:35:34.267000,KGShop,,,
289,719,120.181,,US,,600.0000000000,,,,,,,,,,,,,,,,,,,,,,719,289,yulya,2025-03-14 11:43:32.713000,KGShop,,,
290,720,320.004,devir,US,,180.0000000000,,,,,,,,,,,,,,,,,,,,,,720,290,yulya,2025-03-14 14:32:16.613000,KGShop,,,
291,721,120.176,,US,,2101.0000000000,,,,,,,,,,,,,,,,,,,,,,721,291,yulya,2025-03-14 18:38:01.653000,KGShop,,,
292,722,120.107,,US,,694.0000000000,,,,,,,,,,,,,,,,,,,,,,722,292,yulya,2025-03-17 09:42:23.130000,KGShop,,,
293,723,320.004,,US,,500.0000000000,,,,,,,,,,,,,,,,,,,,,,723,293,yulya,2025-03-17 11:27:27.627000,KGShop,,,
293,724,320.011,,US,,500.0000000000,,,,,,,,,,,,,,,,,,,,,,724,293,yulya,2025-03-17 11:27:27.637000,KGShop,,,
293,725,320.013,,US,,400.0000000000,,,,,,,,,,,,,,,,,,,,,,725,293,yulya,2025-03-17 11:27:27.640000,KGShop,,,
293,726,320.020,,US,,2000.0000000000,,,,,,,,,,,,,,,,,,,,,,726,293,yulya,2025-03-17 11:27:27.647000,KGShop,,,
293,727,320.023,,US,,2000.0000000000,,,,,,,,,,,,,,,,,,,,,,727,293,yulya,2025-03-17 11:27:27.647000,KGShop,,,
293,728,320.033,,US,,500.0000000000,,,,,,,,,,,,,,,,,,,,,,728,293,yulya,2025-03-17 11:27:27.650000,KGShop,,,
293,729,320.048,,US,,500.0000000000,,,,,,,,,,,,,,,,,,,,,,729,293,yulya,2025-03-17 11:27:27.650000,KGShop,,,
293,730,320.052,,US,,1500.0000000000,,,,,,,,,,,,,,,,,,,,,,730,293,yulya,2025-03-17 11:27:27.653000,KGShop,,,
293,731,320.054,,US,,300.0000000000,,,,,,,,,,,,,,,,,,,,,,731,293,yulya,2025-03-17 11:27:27.657000,KGShop,,,
293,732,320.059,,US,,400.0000000000,,,,,,,,,,,,,,,,,,,,,,732,293,yulya,2025-03-17 11:27:27.657000,KGShop,,,
293,733,320.066,,US,,500.0000000000,,,,,,,,,,,,,,,,,,,,,,733,293,yulya,2025-03-17 11:27:27.660000,KGShop,,,
293,734,320.072,,US,,1000.0000000000,,,,,,,,,,,,,,,,,,,,,,734,293,yulya,2025-03-17 11:27:27.660000,KGShop,,,
293,735,320.077,,US,,1500.0000000000,,,,,,,,,,,,,,,,,,,,,,735,293,yulya,2025-03-17 11:27:27.663000,KGShop,,,
293,736,320.080,,US,,1000.0000000000,,,,,,,,,,,,,,,,,,,,,,736,293,yulya,2025-03-17 11:27:27.663000,KGShop,,,
293,737,320.092,,US,,700.0000000000,,,,,,,,,,,,,,,,,,,,,,737,293,yulya,2025-03-17 11:27:27.667000,KGShop,,,
293,738,320.095,,US,,500.0000000000,,,,,,,,,,,,,,,,,,,,,,738,293,yulya,2025-03-17 11:27:27.670000,KGShop,,,
293,739,320.105,,US,,400.0000000000,,,,,,,,,,,,,,,,,,,,,,739,293,yulya,2025-03-17 11:27:27.670000,KGShop,,,
293,740,320.108,,US,,500.0000000000,,,,,,,,,,,,,,,,,,,,,,740,293,yulya,2025-03-17 11:27:27.670000,KGShop,,,
293,741,320.129,,US,,500.0000000000,,,,,,,,,,,,,,,,,,,,,,741,293,yulya,2025-03-17 11:27:27.673000,KGShop,,,
293,742,320.130,,US,,300.0000000000,,,,,,,,,,,,,,,,,,,,,,742,293,yulya,2025-03-17 11:27:27.677000,KGShop,,,
293,743,320.131,,US,,500.0000000000,,,,,,,,,,,,,,,,,,,,,,743,293,yulya,2025-03-17 11:27:27.677000,KGShop,,,
293,744,320.133,,US,,700.0000000000,,,,,,,,,,,,,,,,,,,,,,744,293,yulya,2025-03-17 11:27:27.680000,KGShop,,,
293,745,320.144,,US,,1500.0000000000,,,,,,,,,,,,,,,,,,,,,,745,293,yulya,2025-03-17 11:27:27.680000,KGShop,,,
293,746,320.155,,US,,400.0000000000,,,,,,,,,,,,,,,,,,,,,,746,293,yulya,2025-03-17 11:27:27.683000,KGShop,,,
293,747,320.160,,US,,400.0000000000,,,,,,,,,,,,,,,,,,,,,,747,293,yulya,2025-03-17 11:42:14.343000,KGShop,,,
293,748,320.163,,US,,500.0000000000,,,,,,,,,,,,,,,,,,,,,,748,293,yulya,2025-03-17 11:42:14.343000,KGShop,,,
293,749,320.190,,US,,700.0000000000,,,,,,,,,,,,,,,,,,,,,,749,293,yulya,2025-03-17 11:42:14.347000,KGShop,,,
293,750,320.195,,US,,430.0000000000,,,,,,,,,,,,,,,,,,,,,,750,293,yulya,2025-03-17 11:42:14.350000,KGShop,,,
293,751,320.207,,US,,500.0000000000,,,,,,,,,,,,,,,,,,,,,,751,293,yulya,2025-03-17 11:42:14.350000,KGShop,,,
293,752,320.219,,US,,500.0000000000,,,,,,,,,,,,,,,,,,,,,,752,293,yulya,2025-03-17 11:42:14.353000,KGShop,,,
293,753,320.225,,US,,700.0000000000,,,,,,,,,,,,,,,,,,,,,,753,293,yulya,2025-03-17 11:42:14.357000,KGShop,,,
293,754,320.229,,US,,700.0000000000,,,,,,,,,,,,,,,,,,,,,,754,293,yulya,2025-03-17 11:42:14.357000,KGShop,,,
293,755,320.250,,US,,700.0000000000,,,,,,,,,,,,,,,,,,,,,,755,293,yulya,2025-03-17 11:42:14.360000,KGShop,,,
293,756,320.260,,US,,500.0000000000,,,,,,,,,,,,,,,,,,,,,,756,293,yulya,2025-03-17 11:42:14.360000,KGShop,,,
293,757,320.261,,US,,151.0000000000,,,,,,,,,,,,,,,,,,,,,,757,293,yulya,2025-03-17 11:42:14.363000,KGShop,,,
293,758,320.262,,US,,500.0000000000,,,,,,,,,,,,,,,,,,,,,,758,293,yulya,2025-03-17 11:42:14.367000,KGShop,,,
293,759,320.263,,US,,500.0000000000,,,,,,,,,,,,,,,,,,,,,,759,293,yulya,2025-03-17 11:42:14.367000,KGShop,,,
293,760,320.268,,US,,700.0000000000,,,,,,,,,,,,,,,,,,,,,,760,293,yulya,2025-03-17 11:42:14.370000,KGShop,,,
293,761,320.279,,US,,700.0000000000,,,,,,,,,,,,,,,,,,,,,,761,293,yulya,2025-03-17 11:42:14.373000,KGShop,,,
294,762,120.195,,US,,2000.0000000000,,,,,,,,,,,,,,,,,,,,,,762,294,yulya,2025-03-17 12:10:29.420000,KGShop,,,
295,763,120.110,,US,,1000.0000000000,,,,,,,,,,,,,,,,,,,,,,763,295,yulya,2025-03-17 13:46:39.273000,KGShop,,,
296,764,120.154,,US,,852.0000000000,,,,,,,,,,,,,,,,,,,,,,764,296,yulya,2025-03-17 14:27:07.767000,KGShop,,,
297,765,120.098,,US,,1000.0000000000,,,,,,,,,,,,,,,,,,,,,,765,297,yulya,2025-03-17 16:34:43.643000,KGShop,,,
297,766,120.049,,US,,1100.0000000000,,,,,,,,,,,,,,,,,,,,,,766,297,yulya,2025-03-17 16:52:54.693000,KGShop,,,
298,767,120.043,,US,,844.0000000000,,,,,,,,,,,,,,,,,,,,,,767,298,yulya,2025-03-18 11:02:07.740000,KGShop,,,
299,768,120.097,,US,,1100.0000000000,,,,,,,,,,,,,,,,,,,,,,768,299,yulya,2025-03-18 12:23:08.577000,KGShop,,,
300,769,120.127,,US,,3000.0000000000,,,,,,,,,,,,,,,,,,,,,,769,300,yulya,2025-03-18 14:15:06.200000,KGShop,,,
300,770,120.101,,US,,3896.0000000000,,,,,,,,,,,,,,,,,,,,,,770,300,yulya,2025-03-18 14:16:04.047000,KGShop,,,
300,771,120.120,,US,,1500.0000000000,,,,,,,,,,,,,,,,,,,,,,771,300,yulya,2025-03-18 14:17:19.280000,KGShop,,,
