Koli_KOD,Beden_No,Koli_ADET,kgid,insUN,insDT,insApp,updUN,updDT,updApp
B028,9,4.000000,10053,yulya,2025-03-12 15:53:52.690000,KGShop,,,
B028,10,4.000000,10054,yulya,2025-03-12 15:53:52.703000,KGShop,,,
B028,11,3.000000,10055,yulya,2025-03-12 15:53:52.723000,KGShop,,,
B028,12,0.000000,10056,yulya,2025-03-12 15:53:52.740000,KGShop,,,
B030,1,0.000000,10057,yulya,2025-03-13 10:51:24.183000,KGShop,,,
B030,2,0.000000,10058,yulya,2025-03-13 10:51:24.207000,KGShop,,,
B030,3,0.000000,10059,yulya,2025-03-13 10:51:24.223000,KGShop,,,
B030,4,1.000000,10060,yulya,2025-03-13 10:51:24.240000,KGShop,,,
B030,5,1.000000,10061,yulya,2025-03-13 10:51:24.257000,KGShop,,,
B030,6,1.000000,10062,yulya,2025-03-13 10:51:24.270000,KGShop,,,
B030,7,2.000000,10063,yulya,2025-03-13 10:51:24.283000,KGShop,,,
B030,8,2.000000,10064,yulya,2025-03-13 10:51:24.300000,KGShop,,,
B030,9,1.000000,10065,yulya,2025-03-13 10:51:24.313000,KGShop,,,
B030,10,2.000000,10066,yulya,2025-03-13 10:51:24.330000,KGShop,,,
B030,11,0.000000,10067,yulya,2025-03-13 10:51:24.347000,KGShop,,,
B030,12,0.000000,10068,yulya,2025-03-13 10:51:24.360000,KGShop,,,
B032,1,0.000000,10069,yulya,2025-03-13 11:10:22.020000,KGShop,,,
B032,2,1.000000,10070,yulya,2025-03-13 11:10:22.033000,KGShop,,,
B032,3,1.000000,10071,yulya,2025-03-13 11:10:22.053000,KGShop,,,
B032,4,2.000000,10072,yulya,2025-03-13 11:10:22.070000,KGShop,,,
B032,5,1.000000,10073,yulya,2025-03-13 11:10:22.087000,KGShop,,,
B032,6,2.000000,10074,yulya,2025-03-13 11:10:22.100000,KGShop,,,
B032,7,3.000000,10075,yulya,2025-03-13 11:10:22.117000,KGShop,,,
B032,8,2.000000,10076,yulya,2025-03-13 11:10:22.130000,KGShop,,,
B032,9,2.000000,10077,yulya,2025-03-13 11:10:22.147000,KGShop,,,
B032,10,2.000000,10078,yulya,2025-03-13 11:10:22.163000,KGShop,,,
B032,11,0.000000,10079,yulya,2025-03-13 11:10:22.180000,KGShop,,,
B032,12,0.000000,10080,yulya,2025-03-13 11:10:22.197000,KGShop,,,
B034,1,0.000000,10081,yulya,2025-03-13 11:11:57.903000,KGShop,,,
B034,2,0.000000,10082,yulya,2025-03-13 11:11:57.920000,KGShop,,,
B034,3,0.000000,10083,yulya,2025-03-13 11:11:57.937000,KGShop,,,
B034,4,1.000000,10084,yulya,2025-03-13 11:11:57.953000,KGShop,,,
B034,5,1.000000,10085,yulya,2025-03-13 11:11:57.970000,KGShop,,,
B034,6,2.000000,10086,yulya,2025-03-13 11:11:57.983000,KGShop,,,
B034,7,1.000000,10087,yulya,2025-03-13 11:11:58,KGShop,,,
B034,8,1.000000,10088,yulya,2025-03-13 11:11:58.013000,KGShop,,,
B034,9,1.000000,10089,yulya,2025-03-13 11:11:58.030000,KGShop,,,
B034,10,1.000000,10090,yulya,2025-03-13 11:11:58.047000,KGShop,,,
B034,11,1.000000,10091,yulya,2025-03-13 11:11:58.063000,KGShop,,,
B034,12,1.000000,10092,yulya,2025-03-13 11:11:58.077000,KGShop,,,
B036,1,0.000000,10093,yulya,2025-03-13 11:17:36.080000,KGShop,,,
B036,2,1.000000,10094,yulya,2025-03-13 11:17:36.097000,KGShop,,,
B036,3,1.000000,10095,yulya,2025-03-13 11:17:36.113000,KGShop,,,
B036,4,1.000000,10096,yulya,2025-03-13 11:17:36.130000,KGShop,,,
B036,5,1.000000,10097,yulya,2025-03-13 11:17:36.143000,KGShop,,,
B036,6,2.000000,10098,yulya,2025-03-13 11:17:36.160000,KGShop,,,
B036,7,2.000000,10099,yulya,2025-03-13 11:17:36.177000,KGShop,,,
B036,8,2.000000,10100,yulya,2025-03-13 11:17:36.193000,KGShop,,,
B036,9,1.000000,10101,yulya,2025-03-13 11:17:36.210000,KGShop,,,
B036,10,1.000000,10102,yulya,2025-03-13 11:17:36.227000,KGShop,,,
B036,11,1.000000,10103,yulya,2025-03-13 11:17:36.243000,KGShop,,,
B036,12,0.000000,10104,yulya,2025-03-13 11:17:36.260000,KGShop,,,
B038,1,0.000000,10105,yulya,2025-03-13 11:18:38.140000,KGShop,,,
B038,2,0.000000,10106,yulya,2025-03-13 11:18:38.160000,KGShop,,,
B038,3,1.000000,10107,yulya,2025-03-13 11:18:38.177000,KGShop,,,
B038,4,1.000000,10108,yulya,2025-03-13 11:18:38.190000,KGShop,,,
B038,5,1.000000,10109,yulya,2025-03-13 11:18:38.207000,KGShop,,,
B038,6,2.000000,10110,yulya,2025-03-13 11:18:38.227000,KGShop,,,
B038,7,2.000000,10111,yulya,2025-03-13 11:18:38.247000,KGShop,,,
B038,8,2.000000,10112,yulya,2025-03-13 11:18:38.260000,KGShop,,,
B038,9,1.000000,10113,yulya,2025-03-13 11:18:38.280000,KGShop,,,
B038,10,1.000000,10114,yulya,2025-03-13 11:18:38.293000,KGShop,,,
B038,11,1.000000,10115,yulya,2025-03-13 11:18:38.310000,KGShop,,,
B038,12,0.000000,10116,yulya,2025-03-13 11:18:38.323000,KGShop,,,
B040,1,0.000000,10117,yulya,2025-03-13 11:19:10.020000,KGShop,,,
B040,2,0.000000,10118,yulya,2025-03-13 11:19:10.037000,KGShop,,,
B040,3,0.000000,10119,yulya,2025-03-13 11:19:10.053000,KGShop,,,
B040,4,1.000000,10120,yulya,2025-03-13 11:19:10.070000,KGShop,,,
B040,5,1.000000,10121,yulya,2025-03-13 11:19:10.087000,KGShop,,,
B040,6,2.000000,10122,yulya,2025-03-13 11:19:10.103000,KGShop,,,
B040,7,2.000000,10123,yulya,2025-03-13 11:19:10.120000,KGShop,,,
B040,8,2.000000,10124,yulya,2025-03-13 11:19:10.133000,KGShop,,,
B040,9,1.000000,10125,yulya,2025-03-13 11:19:10.150000,KGShop,,,
B040,10,2.000000,10126,yulya,2025-03-13 11:19:10.167000,KGShop,,,
B040,11,1.000000,10127,yulya,2025-03-13 11:19:10.183000,KGShop,,,
B040,12,0.000000,10128,yulya,2025-03-13 11:19:10.200000,KGShop,,,
B042,1,0.000000,10129,yulya,2025-03-13 11:20:16.410000,KGShop,,,
B042,2,0.000000,10130,yulya,2025-03-13 11:20:16.427000,KGShop,,,
B042,3,0.000000,10131,yulya,2025-03-13 11:20:16.443000,KGShop,,,
B042,4,1.000000,10132,yulya,2025-03-13 11:20:16.460000,KGShop,,,
B042,5,1.000000,10133,yulya,2025-03-13 11:20:16.477000,KGShop,,,
B042,6,2.000000,10134,yulya,2025-03-13 11:20:16.490000,KGShop,,,
B042,7,2.000000,10135,yulya,2025-03-13 11:20:16.507000,KGShop,,,
B042,8,2.000000,10136,yulya,2025-03-13 11:20:16.523000,KGShop,,,
B042,9,1.000000,10137,yulya,2025-03-13 11:20:16.540000,KGShop,,,
B042,10,1.000000,10138,yulya,2025-03-13 11:20:16.557000,KGShop,,,
B042,11,2.000000,10139,yulya,2025-03-13 11:20:16.573000,KGShop,,,
B042,12,0.000000,10140,yulya,2025-03-13 11:20:16.590000,KGShop,,,
B044,1,0.000000,10141,yulya,2025-03-13 11:22:24.997000,KGShop,,,
B044,2,0.000000,10142,yulya,2025-03-13 11:22:25.017000,KGShop,,,
B044,3,0.000000,10143,yulya,2025-03-13 11:22:25.030000,KGShop,,,
B044,4,1.000000,10144,yulya,2025-03-13 11:22:25.047000,KGShop,,,
B044,5,1.000000,10145,yulya,2025-03-13 11:22:25.060000,KGShop,,,
B044,6,1.000000,10146,yulya,2025-03-13 11:22:25.077000,KGShop,,,
B044,7,1.000000,10147,yulya,2025-03-13 11:22:25.093000,KGShop,,,
B044,8,1.000000,10148,yulya,2025-03-13 11:22:25.110000,KGShop,,,
B044,9,1.000000,10149,yulya,2025-03-13 11:22:25.127000,KGShop,,,
B044,10,1.000000,10150,yulya,2025-03-13 11:22:25.140000,KGShop,,,
B044,11,2.000000,10151,yulya,2025-03-13 11:22:25.157000,KGShop,,,
B044,12,1.000000,10152,yulya,2025-03-13 11:22:25.173000,KGShop,,,
B046,1,0.000000,10153,yulya,2025-03-13 14:31:20.800000,KGShop,,,
B046,2,0.000000,10154,yulya,2025-03-13 14:31:20.817000,KGShop,,,
B046,3,0.000000,10155,yulya,2025-03-13 14:31:20.833000,KGShop,,,
B046,4,0.000000,10156,yulya,2025-03-13 14:31:20.847000,KGShop,,,
B046,5,0.000000,10157,yulya,2025-03-13 14:31:20.863000,KGShop,,,
B046,6,1.000000,10158,yulya,2025-03-13 14:31:20.877000,KGShop,,,
B046,7,2.000000,10159,yulya,2025-03-13 14:31:20.893000,KGShop,,,
B046,8,2.000000,10160,yulya,2025-03-13 14:31:20.910000,KGShop,,,
B046,9,3.000000,10161,yulya,2025-03-13 14:31:20.923000,KGShop,,,
B046,10,2.000000,10162,yulya,2025-03-13 14:31:20.940000,KGShop,,,
B046,11,0.000000,10163,yulya,2025-03-13 14:31:20.957000,KGShop,,,
B046,12,0.000000,10164,yulya,2025-03-13 14:31:20.973000,KGShop,,,
B048,1,0.000000,10165,yulya,2025-03-13 16:57:54.817000,KGShop,,,
B048,2,2.000000,10166,yulya,2025-03-13 16:57:54.833000,KGShop,,,
B048,3,2.000000,10167,yulya,2025-03-13 16:57:54.850000,KGShop,,,
B048,4,1.000000,10168,yulya,2025-03-13 16:57:54.863000,KGShop,,,
B048,5,1.000000,10169,yulya,2025-03-13 16:57:54.880000,KGShop,,,
B048,6,2.000000,10170,yulya,2025-03-13 16:57:54.897000,KGShop,,,
B048,7,2.000000,10171,yulya,2025-03-13 16:57:54.913000,KGShop,,,
B048,8,2.000000,10172,yulya,2025-03-13 16:57:54.927000,KGShop,,,
B048,9,2.000000,10173,yulya,2025-03-13 16:57:54.943000,KGShop,,,
B048,10,2.000000,10174,yulya,2025-03-13 16:57:54.960000,KGShop,,,
B048,11,0.000000,10175,yulya,2025-03-13 16:57:54.973000,KGShop,,,
B048,12,0.000000,10176,yulya,2025-03-13 16:57:54.990000,KGShop,,,
B050,1,0.000000,10177,yulya,2025-03-13 17:11:53.883000,KGShop,,,
B050,2,0.000000,10178,yulya,2025-03-13 17:11:53.900000,KGShop,,,
B050,3,0.000000,10179,yulya,2025-03-13 17:11:53.917000,KGShop,,,
B050,4,1.000000,10180,yulya,2025-03-13 17:11:53.933000,KGShop,,,
B050,5,1.000000,10181,yulya,2025-03-13 17:11:53.950000,KGShop,,,
B050,6,2.000000,10182,yulya,2025-03-13 17:11:53.967000,KGShop,,,
B050,7,2.000000,10183,yulya,2025-03-13 17:11:53.980000,KGShop,,,
B050,8,2.000000,10184,yulya,2025-03-13 17:11:53.997000,KGShop,,,
B050,9,2.000000,10185,yulya,2025-03-13 17:11:54.013000,KGShop,,,
B050,10,2.000000,10186,yulya,2025-03-13 17:11:54.030000,KGShop,,,
B050,11,2.000000,10187,yulya,2025-03-13 17:11:54.043000,KGShop,,,
B050,12,0.000000,10188,yulya,2025-03-13 17:11:54.060000,KGShop,,,
B052,1,0.000000,10189,yulya,2025-03-14 17:23:33.203000,KGShop,,,
B052,2,0.000000,10190,yulya,2025-03-14 17:23:33.223000,KGShop,,,
B052,3,0.000000,10191,yulya,2025-03-14 17:23:33.240000,KGShop,,,
B052,4,0.000000,10192,yulya,2025-03-14 17:23:33.253000,KGShop,,,
B052,5,2.000000,10193,yulya,2025-03-14 17:23:33.270000,KGShop,,,
B052,6,3.000000,10194,yulya,2025-03-14 17:23:33.287000,KGShop,,,
B052,7,2.000000,10195,yulya,2025-03-14 17:23:33.300000,KGShop,,,
B052,8,2.000000,10196,yulya,2025-03-14 17:23:33.317000,KGShop,,,
B052,9,2.000000,10197,yulya,2025-03-14 17:23:33.330000,KGShop,,,
B052,10,1.000000,10198,yulya,2025-03-14 17:23:33.347000,KGShop,,,
B052,11,0.000000,10199,yulya,2025-03-14 17:23:33.363000,KGShop,,,
B052,12,0.000000,10200,yulya,2025-03-14 17:23:33.380000,KGShop,,,
B054,1,0.000000,10201,yulya,2025-03-17 09:07:42.957000,KGShop,,,
B054,2,0.000000,10202,yulya,2025-03-17 09:07:42.977000,KGShop,,,
B054,3,0.000000,10203,yulya,2025-03-17 09:07:42.990000,KGShop,,,
B054,4,4.000000,10204,yulya,2025-03-17 09:07:43.003000,KGShop,,,
B054,5,5.000000,10205,yulya,2025-03-17 09:07:43.020000,KGShop,,,
B054,6,6.000000,10206,yulya,2025-03-17 09:07:43.033000,KGShop,,,
B054,7,6.000000,10207,yulya,2025-03-17 09:07:43.047000,KGShop,,,
B054,8,5.000000,10208,yulya,2025-03-17 09:07:43.060000,KGShop,,,
B054,9,5.000000,10209,yulya,2025-03-17 09:07:43.077000,KGShop,,,
B054,10,5.000000,10210,yulya,2025-03-17 09:07:43.090000,KGShop,,,
B054,11,0.000000,10211,yulya,2025-03-17 09:07:43.103000,KGShop,,,
B054,12,0.000000,10212,yulya,2025-03-17 09:07:43.120000,KGShop,,,
B056,1,0.000000,10213,yulya,2025-03-17 09:09:19.737000,KGShop,,,
B056,2,0.000000,10214,yulya,2025-03-17 09:09:19.753000,KGShop,,,
B056,3,0.000000,10215,yulya,2025-03-17 09:09:19.767000,KGShop,,,
B056,4,2.000000,10216,yulya,2025-03-17 09:09:19.780000,KGShop,,,
B056,5,3.000000,10217,yulya,2025-03-17 09:09:19.793000,KGShop,,,
B056,6,5.000000,10218,yulya,2025-03-17 09:09:19.810000,KGShop,,,
B056,7,5.000000,10219,yulya,2025-03-17 09:09:19.823000,KGShop,,,
B056,8,4.000000,10220,yulya,2025-03-17 09:09:19.837000,KGShop,,,
B056,9,3.000000,10221,yulya,2025-03-17 09:09:19.850000,KGShop,,,
B056,10,2.000000,10222,yulya,2025-03-17 09:09:19.867000,KGShop,,,
B056,11,0.000000,10223,yulya,2025-03-17 09:09:19.880000,KGShop,,,
B056,12,0.000000,10224,yulya,2025-03-17 09:09:19.893000,KGShop,,,
B058,1,0.000000,10225,yulya,2025-03-17 11:53:09.380000,KGShop,,,
B058,2,0.000000,10226,yulya,2025-03-17 11:53:09.397000,KGShop,,,
B058,3,0.000000,10227,yulya,2025-03-17 11:53:09.410000,KGShop,,,
B058,4,0.000000,10228,yulya,2025-03-17 11:53:09.423000,KGShop,,,
B058,5,2.000000,10229,yulya,2025-03-17 11:53:09.440000,KGShop,,,
B058,6,3.000000,10230,yulya,2025-03-17 11:53:09.453000,KGShop,,,
B058,7,0.000000,10231,yulya,2025-03-17 11:53:09.470000,KGShop,,,
B058,8,0.000000,10232,yulya,2025-03-17 11:53:09.483000,KGShop,,,
B058,9,0.000000,10233,yulya,2025-03-17 11:53:09.500000,KGShop,,,
B058,10,0.000000,10234,yulya,2025-03-17 11:53:09.513000,KGShop,,,
B058,11,0.000000,10235,yulya,2025-03-17 11:53:09.530000,KGShop,,,
B058,12,0.000000,10236,yulya,2025-03-17 11:53:09.543000,KGShop,,,
B060,1,0.000000,10237,yulya,2025-03-17 13:45:11.510000,KGShop,,,
B060,2,0.000000,10238,yulya,2025-03-17 13:45:11.527000,KGShop,,,
B060,3,0.000000,10239,yulya,2025-03-17 13:45:11.543000,KGShop,,,
B060,4,2.000000,10240,yulya,2025-03-17 13:45:11.560000,KGShop,,,
B060,5,2.000000,10241,yulya,2025-03-17 13:45:11.583000,KGShop,,,
B060,6,3.000000,10242,yulya,2025-03-17 13:45:11.603000,KGShop,,,
B060,7,3.000000,10243,yulya,2025-03-17 13:45:11.627000,KGShop,,,
B060,8,3.000000,10244,yulya,2025-03-17 13:45:11.647000,KGShop,,,
B060,9,1.000000,10245,yulya,2025-03-17 13:45:11.670000,KGShop,,,
B060,10,2.000000,10246,yulya,2025-03-17 13:45:11.693000,KGShop,,,
B060,11,0.000000,10247,yulya,2025-03-17 13:45:11.710000,KGShop,,,
B060,12,0.000000,10248,yulya,2025-03-17 13:45:11.730000,KGShop,,,
B062,1,0.000000,10249,yulya,2025-03-18 10:44:25.400000,KGShop,,,
B062,2,0.000000,10250,yulya,2025-03-18 10:44:25.417000,KGShop,,,
B062,3,0.000000,10251,yulya,2025-03-18 10:44:25.433000,KGShop,,,
B062,4,2.000000,10252,yulya,2025-03-18 10:44:25.447000,KGShop,,,
B062,5,3.000000,10253,yulya,2025-03-18 10:44:25.463000,KGShop,,,
B062,6,4.000000,10254,yulya,2025-03-18 10:44:25.477000,KGShop,,,
B062,7,4.000000,10255,yulya,2025-03-18 10:44:25.490000,KGShop,,,
B062,8,4.000000,10256,yulya,2025-03-18 10:44:25.507000,KGShop,,,
B062,9,3.000000,10257,yulya,2025-03-18 10:44:25.520000,KGShop,,,
B062,10,4.000000,10258,yulya,2025-03-18 10:44:25.533000,KGShop,,,
B062,11,0.000000,10259,yulya,2025-03-18 10:44:25.550000,KGShop,,,
B062,12,0.000000,10260,yulya,2025-03-18 10:44:25.563000,KGShop,,,
B064,1,0.000000,10261,yulya,2025-03-18 15:31:29.440000,KGShop,,,
B064,2,0.000000,10262,yulya,2025-03-18 15:31:29.457000,KGShop,,,
B064,3,0.000000,10263,yulya,2025-03-18 15:31:29.473000,KGShop,,,
B064,4,2.000000,10264,yulya,2025-03-18 15:31:29.490000,KGShop,,,
B064,5,3.000000,10265,yulya,2025-03-18 15:31:29.507000,KGShop,,,
B064,6,5.000000,10266,yulya,2025-03-18 15:31:29.530000,KGShop,,,
B064,7,5.000000,10267,yulya,2025-03-18 15:31:29.547000,KGShop,,,
B064,8,5.000000,10268,yulya,2025-03-18 15:31:29.563000,KGShop,,,
B064,9,0.000000,10269,yulya,2025-03-18 15:31:29.580000,KGShop,,,
B064,10,0.000000,10270,yulya,2025-03-18 15:31:29.597000,KGShop,,,
B064,11,0.000000,10271,yulya,2025-03-18 15:31:29.610000,KGShop,,,
B064,12,0.000000,10272,yulya,2025-03-18 15:31:29.627000,KGShop,,,
B066,1,0.000000,10273,yulya,2025-03-18 19:02:20.937000,KGShop,,,
B066,2,0.000000,10274,yulya,2025-03-18 19:02:20.950000,KGShop,,,
B066,3,0.000000,10275,yulya,2025-03-18 19:02:20.967000,KGShop,,,
B066,4,1.000000,10276,yulya,2025-03-18 19:02:20.980000,KGShop,,,
B066,5,0.000000,10277,yulya,2025-03-18 19:02:20.997000,KGShop,,,
B066,6,2.000000,10278,yulya,2025-03-18 19:02:21.010000,KGShop,,,
B066,7,2.000000,10279,yulya,2025-03-18 19:02:21.027000,KGShop,,,
B066,8,2.000000,10280,yulya,2025-03-18 19:02:21.040000,KGShop,,,
B066,9,0.000000,10281,yulya,2025-03-18 19:02:21.057000,KGShop,,,
B066,10,1.000000,10282,yulya,2025-03-18 19:02:21.070000,KGShop,,,
B066,11,0.000000,10283,yulya,2025-03-18 19:02:21.087000,KGShop,,,
B066,12,0.000000,10284,yulya,2025-03-18 19:02:21.100000,KGShop,,,
B068,1,0.000000,10285,yulya,2025-03-19 14:15:07.983000,KGShop,,,
B068,2,0.000000,10286,yulya,2025-03-19 14:15:08,KGShop,,,
B068,3,0.000000,10287,yulya,2025-03-19 14:15:08.017000,KGShop,,,
B068,4,0.000000,10288,yulya,2025-03-19 14:15:08.033000,KGShop,,,
B068,5,0.000000,10289,yulya,2025-03-19 14:15:08.050000,KGShop,,,
B068,6,1.000000,10290,yulya,2025-03-19 14:15:08.067000,KGShop,,,
B068,7,2.000000,10291,yulya,2025-03-19 14:15:08.080000,KGShop,,,
B068,8,2.000000,10292,yulya,2025-03-19 14:15:08.097000,KGShop,,,
B068,9,3.000000,10293,yulya,2025-03-19 14:15:08.113000,KGShop,,,
B068,10,0.000000,10294,yulya,2025-03-19 14:15:08.130000,KGShop,,,
B068,11,0.000000,10295,yulya,2025-03-19 14:15:08.177000,KGShop,,,
B068,12,0.000000,10296,yulya,2025-03-19 14:15:08.250000,KGShop,,,
B070,1,0.000000,10297,yulya,2025-03-20 09:47:55.530000,KGShop,,,
B070,2,0.000000,10298,yulya,2025-03-20 09:47:55.550000,KGShop,,,
B070,3,0.000000,10299,yulya,2025-03-20 09:47:55.567000,KGShop,,,
B070,4,0.000000,10300,yulya,2025-03-20 09:47:55.590000,KGShop,,,
B070,5,1.000000,10301,yulya,2025-03-20 09:47:55.603000,KGShop,,,
B070,6,1.000000,10302,yulya,2025-03-20 09:47:55.620000,KGShop,,,
B070,7,3.000000,10303,yulya,2025-03-20 09:47:55.637000,KGShop,,,
B070,8,2.000000,10304,yulya,2025-03-20 09:47:55.653000,KGShop,,,
B070,9,2.000000,10305,yulya,2025-03-20 09:47:55.670000,KGShop,,,
B070,10,2.000000,10306,yulya,2025-03-20 09:47:55.687000,KGShop,,,
B070,11,1.000000,10307,yulya,2025-03-20 09:47:55.703000,KGShop,,,
B070,12,0.000000,10308,yulya,2025-03-20 09:47:55.723000,KGShop,,,
B072,1,0.000000,10309,yulya,2025-03-25 09:54:45.543000,KGShop,,,
B072,2,0.000000,10310,yulya,2025-03-25 09:54:45.570000,KGShop,,,
B072,3,0.000000,10311,yulya,2025-03-25 09:54:45.583000,KGShop,,,
B072,4,0.000000,10312,yulya,2025-03-25 09:54:45.600000,KGShop,,,
B072,5,1.000000,10313,yulya,2025-03-25 09:54:45.617000,KGShop,,,
B072,6,1.000000,10314,yulya,2025-03-25 09:54:45.630000,KGShop,,,
B072,7,1.000000,10315,yulya,2025-03-25 09:54:45.647000,KGShop,,,
B072,8,3.000000,10316,yulya,2025-03-25 09:54:45.660000,KGShop,,,
B072,9,2.000000,10317,yulya,2025-03-25 09:54:45.677000,KGShop,,,
B072,10,0.000000,10318,yulya,2025-03-25 09:54:45.690000,KGShop,,,
B072,11,0.000000,10319,yulya,2025-03-25 09:54:45.707000,KGShop,,,
B072,12,0.000000,10320,yulya,2025-03-25 09:54:45.723000,KGShop,,,
B074,1,0.000000,10321,yulya,2025-03-25 09:56:13.883000,KGShop,,,
B074,2,0.000000,10322,yulya,2025-03-25 09:56:13.900000,KGShop,,,
B074,3,0.000000,10323,yulya,2025-03-25 09:56:13.917000,KGShop,,,
B074,4,0.000000,10324,yulya,2025-03-25 09:56:13.933000,KGShop,,,
B074,5,1.000000,10325,yulya,2025-03-25 09:56:13.950000,KGShop,,,
B074,6,1.000000,10326,yulya,2025-03-25 09:56:13.967000,KGShop,,,
B074,7,2.000000,10327,yulya,2025-03-25 09:56:13.987000,KGShop,,,
B074,8,3.000000,10328,yulya,2025-03-25 09:56:14,KGShop,,,
B074,9,1.000000,10329,yulya,2025-03-25 09:56:14.023000,KGShop,,,
B074,10,0.000000,10330,yulya,2025-03-25 09:56:14.040000,KGShop,,,
B074,11,0.000000,10331,yulya,2025-03-25 09:56:14.057000,KGShop,,,
B074,12,0.000000,10332,yulya,2025-03-25 09:56:14.077000,KGShop,,,
B076,1,0.000000,10333,yulya,2025-03-25 09:56:41.417000,KGShop,,,
B076,2,0.000000,10334,yulya,2025-03-25 09:56:41.440000,KGShop,,,
B076,3,0.000000,10335,yulya,2025-03-25 09:56:41.460000,KGShop,,,
B076,4,1.000000,10336,yulya,2025-03-25 09:56:41.480000,KGShop,,,
B076,5,1.000000,10337,yulya,2025-03-25 09:56:41.500000,KGShop,,,
B076,6,1.000000,10338,yulya,2025-03-25 09:56:41.520000,KGShop,,,
B076,7,2.000000,10339,yulya,2025-03-25 09:56:41.537000,KGShop,,,
B076,8,3.000000,10340,yulya,2025-03-25 09:56:41.550000,KGShop,,,
B076,9,2.000000,10341,yulya,2025-03-25 09:56:41.567000,KGShop,,,
B076,10,0.000000,10342,yulya,2025-03-25 09:56:41.583000,KGShop,,,
B076,11,0.000000,10343,yulya,2025-03-25 09:56:41.597000,KGShop,,,
B076,12,0.000000,10344,yulya,2025-03-25 09:56:41.613000,KGShop,,,
B078,1,0.000000,10345,yulya,2025-03-26 11:34:18.117000,KGShop,,,
B078,2,0.000000,10346,yulya,2025-03-26 11:34:18.140000,KGShop,,,
B078,3,0.000000,10347,yulya,2025-03-26 11:34:18.153000,KGShop,,,
B078,4,2.000000,10348,yulya,2025-03-26 11:34:18.170000,KGShop,,,
B078,5,0.000000,10349,yulya,2025-03-26 11:34:18.183000,KGShop,,,
B078,6,2.000000,10350,yulya,2025-03-26 11:34:18.200000,KGShop,,,
B078,7,2.000000,10351,yulya,2025-03-26 11:34:18.213000,KGShop,,,
B078,8,3.000000,10352,yulya,2025-03-26 11:34:18.230000,KGShop,,,
B078,9,2.000000,10353,yulya,2025-03-26 11:34:18.247000,KGShop,,,
B078,10,0.000000,10354,yulya,2025-03-26 11:34:18.260000,KGShop,,,
B078,11,0.000000,10355,yulya,2025-03-26 11:34:18.277000,KGShop,,,
B078,12,0.000000,10356,yulya,2025-03-26 11:34:18.290000,KGShop,,,
B080,1,0.000000,10357,yulya,2025-03-26 14:59:26.367000,KGShop,,,
B080,2,0.000000,10358,yulya,2025-03-26 14:59:26.383000,KGShop,,,
B080,3,0.000000,10359,yulya,2025-03-26 14:59:26.400000,KGShop,,,
B080,4,1.000000,10360,yulya,2025-03-26 14:59:26.417000,KGShop,,,
B080,5,3.000000,10361,yulya,2025-03-26 14:59:26.430000,KGShop,,,
B080,6,1.000000,10362,yulya,2025-03-26 14:59:26.447000,KGShop,,,
B080,7,1.000000,10363,yulya,2025-03-26 14:59:26.463000,KGShop,,,
B080,8,0.000000,10364,yulya,2025-03-26 14:59:26.477000,KGShop,,,
B080,9,0.000000,10365,yulya,2025-03-26 14:59:26.493000,KGShop,,,
B080,10,2.000000,10366,yulya,2025-03-26 14:59:26.510000,KGShop,,,
B080,11,0.000000,10367,yulya,2025-03-26 14:59:26.527000,KGShop,,,
B080,12,0.000000,10368,yulya,2025-03-26 14:59:26.540000,KGShop,,,
B082,1,0.000000,10369,yulya,2025-03-26 15:08:14.950000,KGShop,,,
B082,2,0.000000,10370,yulya,2025-03-26 15:08:14.967000,KGShop,,,
B082,3,0.000000,10371,yulya,2025-03-26 15:08:14.983000,KGShop,,,
B082,4,2.000000,10372,yulya,2025-03-26 15:08:14.997000,KGShop,,,
B082,5,1.000000,10373,yulya,2025-03-26 15:08:15.013000,KGShop,,,
B082,6,2.000000,10374,yulya,2025-03-26 15:08:15.030000,KGShop,,,
B082,7,2.000000,10375,yulya,2025-03-26 15:08:15.043000,KGShop,,,
B082,8,3.000000,10376,yulya,2025-03-26 15:08:15.057000,KGShop,,,
B082,9,0.000000,10377,yulya,2025-03-26 15:08:15.073000,KGShop,,,
B082,10,0.000000,10378,yulya,2025-03-26 15:08:15.090000,KGShop,,,
B082,11,0.000000,10379,yulya,2025-03-26 15:08:15.103000,KGShop,,,
B082,12,0.000000,10380,yulya,2025-03-26 15:08:15.120000,KGShop,,,
B084,1,0.000000,10381,yulya,2025-03-28 09:59:57.107000,KGShop,,,
B084,2,0.000000,10382,yulya,2025-03-28 09:59:57.133000,KGShop,,,
B084,3,0.000000,10383,yulya,2025-03-28 09:59:57.153000,KGShop,,,
B084,4,1.000000,10384,yulya,2025-03-28 09:59:57.170000,KGShop,,,
B084,5,1.000000,10385,yulya,2025-03-28 09:59:57.187000,KGShop,,,
B084,6,3.000000,10386,yulya,2025-03-28 09:59:57.203000,KGShop,,,
B084,7,3.000000,10387,yulya,2025-03-28 09:59:57.220000,KGShop,,,
B084,8,2.000000,10388,yulya,2025-03-28 09:59:57.237000,KGShop,,,
B084,9,3.000000,10389,yulya,2025-03-28 09:59:57.253000,KGShop,,,
B084,10,1.000000,10390,yulya,2025-03-28 09:59:57.267000,KGShop,,,
B084,11,0.000000,10391,yulya,2025-03-28 09:59:57.283000,KGShop,,,
B084,12,0.000000,10392,yulya,2025-03-28 09:59:57.297000,KGShop,,,
