kgid,mkgid,RKod,Asorti,Miktar,insUN,insDT,insApp,updUN,updDT,updApp
4638,4666,18591,A035,1.0000000000,Depo,2025-04-18 12:27:14.533000,,,,
4639,4667,20029,A035,1.0000000000,Depo,2025-04-18 12:27:16.727000,,,,
4640,4668,16950,A118,1.0000000000,yulya,2025-04-18 18:28:47.963000,,,,
4641,4669,20495,A397,1.0000000000,yulya,2025-04-18 18:28:51.477000,,,,
4642,4670,16599,A033,1.0000000000,yulya,2025-04-18 18:28:54.557000,,,,
4643,4671,16811,A033,1.0000000000,yulya,2025-04-18 18:28:57.677000,,,,
4644,4672,16606,A027,1.0000000000,yulya,2025-04-18 18:29:01.083000,,,,
4645,4673,18020,A063,1.0000000000,yulya,2025-04-18 18:46:57.743000,,,,
4646,4674,16953,A080,1.0000000000,yulya,2025-04-18 18:47:17.107000,,,,
4647,4675,16599,A027,1.0000000000,yulya,2025-04-19 08:55:30.853000,,,,
4648,4676,16548,A027,1.0000000000,yulya,2025-04-19 08:55:38.020000,,,,
4649,4677,18498,A01,1.0000000000,yulya,2025-04-19 08:55:41.700000,,,,
4650,4678,16544,A063,1.0000000000,yulya,2025-04-19 11:12:53.087000,,,,
4651,4679,16599,A01,1.0000000000,yulya,2025-04-19 11:13:00.557000,,,,
4652,4680,16540,A063,1.0000000000,yulya,2025-04-19 11:13:04.063000,,,,
4653,4681,16599,A201,1.0000000000,yulya,2025-04-19 11:13:07.140000,,,,
4654,4682,18020,A160,1.0000000000,yulya,2025-04-19 11:13:10.233000,,,,
4655,4683,16553,A878,1.0000000000,yulya,2025-04-19 11:13:13.820000,,,,
4656,4684,16599,A01,2.0000000000,Depo,2025-04-21 10:16:27.707000,,Depo,2025-04-21 10:16:32.427000,
4657,4685,16534,A01,1.0000000000,Depo,2025-04-21 10:16:31.647000,,,,
4658,4686,16791,A01,1.0000000000,Depo,2025-04-21 10:16:32.890000,,,,
4659,4687,16537,A01,1.0000000000,Depo,2025-04-21 10:42:43.620000,,,,
4660,4688,19961,A01,1.0000000000,Depo,2025-04-21 10:42:47.610000,,,,
4661,4689,16525,A01,1.0000000000,Depo,2025-04-21 10:42:48.093000,,,,
4662,4690,17051,A081,1.0000000000,Depo,2025-04-21 11:03:09.793000,,,,
4663,4691,17355,A081,1.0000000000,Depo,2025-04-21 11:03:11.383000,,,,
4664,4692,17203,A201,1.0000000000,Depo,2025-04-21 11:21:46.670000,,,,
4665,4693,19357,A201,1.0000000000,Depo,2025-04-21 11:21:49.620000,,,,
4666,4694,17427,A234,1.0000000000,Depo,2025-04-21 11:21:51.173000,,,,
4667,4695,20402,A234,1.0000000000,Depo,2025-04-21 11:21:52.690000,,,,
4668,4696,16536,A547,1.0000000000,Depo,2025-04-21 11:21:55.230000,,,,
4669,4697,16704,A129,1.0000000000,Depo,2025-04-21 11:46:06.630000,,,,
4670,4698,16533,A033,1.0000000000,Depo,2025-04-21 11:46:08.077000,,,,
4671,4699,16874,A033,1.0000000000,Depo,2025-04-21 11:46:10.103000,,,,
4672,4700,16547,A062,1.0000000000,Depo,2025-04-21 12:00:03.697000,,,,
4673,4701,18092,A371,1.0000000000,Depo,2025-04-21 12:00:04.667000,,,,
4674,4702,18813,A031,1.0000000000,Depo,2025-04-21 12:13:44.610000,,,,
4675,4703,20539,A031,1.0000000000,Depo,2025-04-21 12:13:47.040000,,,,
4676,4704,18813,A093,1.0000000000,Depo,2025-04-21 12:13:51.823000,,,,
4677,4705,16784,B080,1.0000000000,Depo,2025-04-21 12:13:53.633000,,,,
4678,4706,16909,A164,1.0000000000,Depo,2025-04-21 12:13:55.627000,,,,
4679,4707,20495,A397,1.0000000000,Depo,2025-04-21 12:38:46.130000,,,,
4680,4708,16533,A080,1.0000000000,yulya,2025-04-21 12:56:10.303000,,,,
4681,4709,16547,A080,2.0000000000,yulya,2025-04-21 14:59:37.830000,,yulya,2025-04-21 14:59:40.630000,
4682,4710,16804,A080,1.0000000000,yulya,2025-04-21 14:59:39.250000,,,,
4683,4711,20359,A033,1.0000000000,yulya,2025-04-21 16:42:17.463000,,,,
4684,4712,16524,A387,1.0000000000,yulya,2025-04-21 16:42:20.950000,,,,
4685,4713,18419,A01,1.0000000000,yulya,2025-04-21 16:42:23.480000,,,,
4686,4714,18172,A01,1.0000000000,yulya,2025-04-21 16:42:27.020000,,,,
4687,4715,19344,A033,1.0000000000,yulya,2025-04-21 16:42:30.567000,,,,
4688,4716,20359,A01,1.0000000000,yulya,2025-04-21 16:42:32.110000,,,,
4689,4717,20359,A01,1.0000000000,yulya,2025-04-21 16:42:35.050000,,,,
4690,4718,20359,A01,1.0000000000,yulya,2025-04-21 16:42:37.087000,,,,
4691,4719,19087,A01,1.0000000000,yulya,2025-04-21 16:42:38.130000,,,,
4692,4720,17927,A01,1.0000000000,yulya,2025-04-21 16:42:50.307000,,,,
4693,4721,20353,A01,1.0000000000,yulya,2025-04-21 16:42:52.807000,,,,
4694,4722,16599,A01,1.0000000000,yulya,2025-04-21 16:42:54.333000,,,,
4695,4723,17241,A01,1.0000000000,yulya,2025-04-21 16:42:57.437000,,,,
4696,4724,17241,A201,1.0000000000,yulya,2025-04-21 16:43:00.937000,,,,
4697,4725,20636,A063,1.0000000000,yulya,2025-04-21 16:43:03.510000,,,,
4698,4726,16518,A063,1.0000000000,yulya,2025-04-21 16:43:05.983000,,,,
4699,4727,20372,B082,1.0000000000,yulya,2025-04-21 18:16:41.340000,,,,
4700,4728,20116,A142,1.0000000000,yulya,2025-04-22 09:22:36.927000,,,,
4701,4729,20619,A218,1.0000000000,yulya,2025-04-22 10:07:29.243000,,,,
4702,4730,16601,A888,1.0000000000,Depo,2025-04-22 10:22:06.127000,,,,
4703,4731,20559,A142,1.0000000000,Depo,2025-04-22 10:22:08.107000,,,,
4704,4732,20515,A784,1.0000000000,Depo,2025-04-22 10:22:10.110000,,,,
4705,4733,18020,A160,1.0000000000,Depo,2025-04-22 10:22:12.593000,,,,
4706,4734,16553,A878,1.0000000000,Depo,2025-04-22 10:22:14.710000,,,,
4707,4735,17196,A878,1.0000000000,Depo,2025-04-22 10:22:16.210000,,,,
4708,4736,18123,A878,1.0000000000,Depo,2025-04-22 10:22:17.680000,,,,
4709,4737,17196,A878,1.0000000000,Depo,2025-04-22 10:22:19.207000,,,,
4710,4738,18123,A878,1.0000000000,Depo,2025-04-22 10:22:20.717000,,,,
4711,4739,18635,A878,1.0000000000,Depo,2025-04-22 10:22:22.220000,,,,
4712,4740,20558,A142,1.0000000000,Depo,2025-04-22 10:22:24.273000,,,,
4713,4741,16702,A890,1.0000000000,Depo,2025-04-22 10:22:26.813000,,,,
4714,4742,16791,A063,1.0000000000,Depo,2025-04-22 11:13:31.320000,,,,
4715,4743,19344,A033,1.0000000000,Depo,2025-04-22 11:13:32.290000,,,,
4716,4744,16547,A080,2.0000000000,Depo,2025-04-22 11:28:09.113000,,Depo,2025-04-22 11:28:09.913000,
4717,4745,16804,A080,1.0000000000,Depo,2025-04-22 11:28:12.063000,,,,
4718,4746,20560,A01,1.0000000000,Depo,2025-04-22 11:28:15.670000,,,,
4719,4747,17241,A01,1.0000000000,Depo,2025-04-22 11:45:48.823000,,,,
4720,4748,19802,A01,1.0000000000,Depo,2025-04-22 12:31:17.293000,,,,
4721,4749,18419,A01,1.0000000000,Depo,2025-04-22 12:31:22.270000,,,,
4722,4750,17080,A01,1.0000000000,Depo,2025-04-22 12:31:25.300000,,,,
4723,4751,16585,A01,1.0000000000,Depo,2025-04-22 12:31:27.853000,,,,
4724,4752,16758,A01,1.0000000000,Depo,2025-04-22 12:31:30.323000,,,,
4725,4753,20233,A01,1.0000000000,Depo,2025-04-22 12:31:32.367000,,,,
4726,4754,20225,A01,1.0000000000,Depo,2025-04-22 12:31:33.857000,,,,
4727,4755,19801,A01,1.0000000000,Depo,2025-04-22 12:31:36.407000,,,,
4728,4756,19670,A063,1.0000000000,Depo,2025-04-22 12:31:37.410000,,,,
4729,4757,19691,A063,1.0000000000,Depo,2025-04-22 12:31:39.960000,,,,
4730,4758,19803,A01,1.0000000000,Depo,2025-04-22 12:31:41.473000,,,,
4731,4759,16544,A063,1.0000000000,Depo,2025-04-22 12:31:43.453000,,,,
4732,4760,18498,A01,1.0000000000,Depo,2025-04-22 12:31:45.970000,,,,
4733,4761,16540,A063,1.0000000000,Depo,2025-04-22 12:31:46.990000,,,,
4734,4762,17927,A01,1.0000000000,Depo,2025-04-22 12:31:49.560000,,,,
4735,4763,19087,A01,1.0000000000,Depo,2025-04-22 12:31:52.080000,,,,
4736,4764,16599,A01,1.0000000000,Depo,2025-04-22 12:31:53.577000,,,,
4737,4765,20353,A01,1.0000000000,Depo,2025-04-22 12:31:55.117000,,,,
4738,4766,19671,A063,1.0000000000,yulya,2025-04-22 13:07:44.267000,KGShop,,,
4739,4767,16533,A080,1.0000000000,Depo,2025-04-22 13:35:24.847000,,,,
4740,4768,19947,A080,1.0000000000,Depo,2025-04-22 13:35:27.727000,,,,
4741,4769,16523,A080,1.0000000000,Depo,2025-04-22 13:35:29.247000,,,,
4742,4770,16599,A01,1.0000000000,Depo,2025-04-22 13:35:30.800000,,,,
4743,4771,19941,A080,1.0000000000,Depo,2025-04-22 13:35:32.300000,,,,
4744,4772,16785,A080,1.0000000000,Depo,2025-04-22 13:35:33.833000,,,,
4745,4773,20378,A01,1.0000000000,Depo,2025-04-22 13:35:35.360000,,,,
4746,4774,16577,A080,1.0000000000,Depo,2025-04-22 13:35:44.937000,,,,
4747,4775,16953,A080,1.0000000000,Depo,2025-04-22 13:35:53.533000,,,,
4748,4776,19273,A080,1.0000000000,yulya,2025-04-22 13:38:57.223000,KGShop,,,
4749,4777,19065,A01,1.0000000000,yulya,2025-04-22 13:47:01.507000,,,,
4750,4778,17916,A148,1.0000000000,Depo,2025-04-22 14:18:21.893000,,,,
4751,4779,17199,A01,1.0000000000,Depo,2025-04-22 14:18:23.813000,,,,
4752,4780,19905,A01,1.0000000000,Depo,2025-04-22 14:18:24.817000,,,,
4753,4781,16897,A148,1.0000000000,Depo,2025-04-22 14:18:28.810000,,,,
4754,4782,18813,A01,1.0000000000,Depo,2025-04-22 14:18:29.830000,,,,
4755,4783,16545,A01,1.0000000000,Depo,2025-04-22 14:18:31.320000,,,,
4756,4784,17334,A01,1.0000000000,Depo,2025-04-22 14:18:43.430000,,,,
4757,4785,20451,A01,1.0000000000,Depo,2025-04-22 14:18:44.940000,,,,
4758,4786,18068,A01,1.0000000000,Depo,2025-04-22 14:18:45.957000,,,,
4759,4787,19927,A01,1.0000000000,Depo,2025-04-22 14:18:47.460000,,,,
4760,4788,16518,A148,1.0000000000,Depo,2025-04-22 14:18:48.473000,,,,
4761,4789,18068,A01,1.0000000000,Depo,2025-04-22 14:18:49.967000,,,,
4762,4790,17849,A01,1.0000000000,Depo,2025-04-22 14:18:51.483000,,,,
4763,4791,16577,A01,1.0000000000,Depo,2025-04-22 14:18:53.033000,,,,
4764,4792,20090,A01,1.0000000000,Depo,2025-04-22 14:18:54.567000,,,,
4765,4793,20104,A01,1.0000000000,Depo,2025-04-22 14:18:56.083000,,,,
4766,4794,16775,A01,1.0000000000,Depo,2025-04-22 14:18:57.063000,,,,
4767,4795,20006,A01,1.0000000000,Depo,2025-04-22 14:19:04.637000,,,,
4768,4796,19881,B114,1.0000000000,yulya,2025-04-22 15:30:44.860000,,,,
4769,4797,16788,A547,1.0000000000,yulya,2025-04-22 15:30:49.853000,,,,
4770,4798,17530,B116,1.0000000000,yulya,2025-04-22 15:30:53.393000,,,,
4771,4799,19398,B108,1.0000000000,yulya,2025-04-22 15:30:56.420000,,,,
4772,4800,16523,A081,1.0000000000,yulya,2025-04-22 15:30:58.940000,,,,
4773,4801,16545,A01,1.0000000000,yulya,2025-04-22 15:37:30.447000,KGShop,,,
4774,4802,17141,A347,1.0000000000,Depo,2025-04-22 15:48:43.380000,,,,
4775,4803,17208,A01,1.0000000000,Depo,2025-04-22 15:48:44.797000,,,,
4776,4804,16523,A058,1.0000000000,Depo,2025-04-22 15:48:46.330000,,,,
4777,4805,17289,A288,1.0000000000,Depo,2025-04-22 15:48:48.360000,,,,
4778,4806,19065,A01,1.0000000000,Depo,2025-04-22 15:48:51.880000,,,,
4779,4807,17293,B106,1.0000000000,yulya,2025-04-22 16:05:48.017000,,,,
4780,4808,20629,A205,1.0000000000,yulya,2025-04-22 16:05:49.940000,,,,
4781,4809,20625,B074,1.0000000000,yulya,2025-04-22 16:06:04.613000,,,,
4782,4810,20628,B072,1.0000000000,yulya,2025-04-22 16:06:06.600000,,,,
4783,4811,18020,A01,1.0000000000,yulya,2025-04-22 16:06:08.627000,,,,
4784,4812,17940,A01,1.0000000000,yulya,2025-04-22 16:06:20.740000,,,,
4785,4813,16950,A118,1.0000000000,Depo,2025-04-22 16:17:23.703000,,,,
4786,4814,20359,A033,1.0000000000,Depo,2025-04-22 16:17:25.170000,,,,
4787,4815,16524,A387,1.0000000000,Depo,2025-04-22 16:17:27.140000,,,,
4788,4816,16599,B090,1.0000000000,Depo,2025-04-22 16:17:28.710000,,,,
4789,4817,20627,A063,1.0000000000,Depo,2025-04-22 16:17:29.663000,,,,
4790,4818,16606,A027,1.0000000000,Depo,2025-04-22 16:17:31.200000,,,,
4791,4819,20372,B082,1.0000000000,Depo,2025-04-22 17:32:29.970000,,,,
4792,4820,18172,A01,1.0000000000,Depo,2025-04-22 17:32:31.977000,,,,
4793,4821,20359,A01,1.0000000000,Depo,2025-04-22 17:32:32.987000,,,,
4794,4822,20638,A01,1.0000000000,Depo,2025-04-22 17:32:34.510000,,,,
4795,4823,17530,B116,1.0000000000,Depo,2025-04-22 17:54:56.977000,,,,
4796,4824,19881,B114,1.0000000000,Depo,2025-04-22 17:54:58.410000,,,,
4797,4825,17089,A01,1.0000000000,yulya,2025-04-22 18:19:28.453000,,,,
4798,4826,16704,B128,1.0000000000,yulya,2025-04-22 18:19:30.987000,,,,
4799,4827,17089,A01,1.0000000000,yulya,2025-04-22 18:19:34.920000,,,,
4800,4828,16874,A590,1.0000000000,yulya,2025-04-22 18:19:37.967000,,,,
4801,4829,16599,A590,1.0000000000,yulya,2025-04-22 18:19:40.493000,,,,
4802,4830,16533,A520,1.0000000000,yulya,2025-04-22 18:19:50.663000,,,,
4803,4831,17089,B096,1.0000000000,yulya,2025-04-22 18:19:53.220000,,,,
4804,4832,16803,A201,1.0000000000,yulya,2025-04-22 18:19:54.243000,,,,
4805,4833,16555,B130,1.0000000000,yulya,2025-04-22 18:45:32.610000,,,,
4806,4834,16694,A01,1.0000000000,yulya,2025-04-23 09:06:35.137000,,,,
4807,4835,17849,A01,1.0000000000,yulya,2025-04-23 09:06:42.510000,,,,
4808,4836,17681,A01,1.0000000000,yulya,2025-04-23 09:06:45.593000,,,,
4809,4837,19962,A01,1.0000000000,yulya,2025-04-23 09:06:48.603000,,,,
4810,4838,19525,A01,1.0000000000,yulya,2025-04-23 09:06:56.283000,,,,
4811,4839,20452,A01,1.0000000000,yulya,2025-04-23 09:07:04.733000,,,,
4812,4840,18020,A01,1.0000000000,yulya,2025-04-23 09:07:07.657000,,,,
4813,4841,18020,A01,1.0000000000,yulya,2025-04-23 09:07:11.117000,,,,
4814,4842,19961,A033,1.0000000000,yulya,2025-04-23 09:07:13.690000,,,,
4815,4843,16855,A01,1.0000000000,yulya,2025-04-23 09:07:16.233000,,,,
4816,4844,19962,A033,1.0000000000,yulya,2025-04-23 09:07:18.600000,,,,
4817,4845,16523,A384,1.0000000000,yulya,2025-04-23 09:07:28.240000,,,,
4818,4846,16525,A387,1.0000000000,yulya,2025-04-23 09:07:30.677000,,,,
4819,4847,16784,A01,1.0000000000,yulya,2025-04-23 09:07:34.230000,,,,
4820,4848,16523,A298,1.0000000000,yulya,2025-04-23 09:07:49.873000,,,,
4821,4849,20287,A01,1.0000000000,yulya,2025-04-23 10:20:46.810000,KGShop,,,
4822,4850,16525,A387,1.0000000000,Depo,2025-04-23 10:41:52.230000,,,,
4823,4851,16523,A384,1.0000000000,Depo,2025-04-23 10:41:56.540000,,,,
4824,4852,16599,A033,1.0000000000,Depo,2025-04-23 10:58:36.450000,,,,
4825,4853,16811,A033,1.0000000000,Depo,2025-04-23 10:58:38.320000,,,,
4826,4854,20619,A218,1.0000000000,Depo,2025-04-23 10:58:39.350000,,,,
4827,4855,19962,A033,1.0000000000,Depo,2025-04-23 10:58:40.340000,,,,
4828,4856,19961,A033,1.0000000000,Depo,2025-04-23 10:58:42.363000,,,,
4829,4857,16803,A201,1.0000000000,yulya,2025-04-23 11:32:33.030000,KGShop,,,
4830,4857,16599,A201,1.0000000000,yulya,2025-04-23 11:32:33.030000,KGShop,,,
4831,4858,19611,A201,1.0000000000,yulya,2025-04-23 11:32:33.077000,KGShop,,,
4832,4859,20628,B072,1.0000000000,Depo,2025-04-23 11:49:17.480000,,,,
4833,4860,20629,A205,1.0000000000,Depo,2025-04-23 11:49:19.397000,,,,
4834,4861,20625,B074,1.0000000000,Depo,2025-04-23 11:49:21.947000,,,,
4835,4862,17293,B106,1.0000000000,Depo,2025-04-23 11:49:23.960000,,,,
4836,4863,20123,B110,1.0000000000,Depo,2025-04-23 11:49:25.023000,,,,
4837,4864,16570,A01,1.0000000000,yulya,2025-04-23 12:16:48.153000,,,,
4838,4865,19525,A01,1.0000000000,Depo,2025-04-23 17:38:02.503000,,,,
4839,4866,16855,A01,1.0000000000,Depo,2025-04-23 17:38:03.967000,,,,
4840,4867,18020,A01,1.0000000000,Depo,2025-04-23 17:38:05.490000,,,,
4841,4868,16570,A01,1.0000000000,Depo,2025-04-23 17:38:06.500000,,,,
4842,4869,19083,A142,1.0000000000,yulya,2025-04-23 17:46:03.203000,,,,
4843,4870,16543,A142,1.0000000000,yulya,2025-04-23 17:46:05.603000,,,,
4844,4871,17926,A035,1.0000000000,yulya,2025-04-23 17:46:09.623000,,,,
4845,4872,20405,A281,1.0000000000,yulya,2025-04-23 17:46:12.267000,,,,
4846,4873,20388,A227,1.0000000000,yulya,2025-04-23 17:46:16.260000,,,,
4847,4874,20608,A01,1.0000000000,yulya,2025-04-23 17:57:34.090000,,,,
4848,4875,16599,A033,1.0000000000,yulya,2025-04-23 17:57:38.023000,,,,
4849,4876,17940,A01,1.0000000000,Depo,2025-04-23 18:07:10.613000,,,,
4850,4877,20608,A01,1.0000000000,Depo,2025-04-23 18:07:12.560000,,,,
4851,4878,17199,B084,1.0000000000,yulya,2025-04-23 18:23:12.677000,,,,
4852,4879,17912,A142,1.0000000000,yulya,2025-04-23 18:23:23.180000,,,,
4853,4880,17912,A035,1.0000000000,yulya,2025-04-23 18:23:25.697000,,,,
4854,4881,18124,A01,1.0000000000,yulya,2025-04-23 18:23:32.740000,,,,
4855,4882,16773,A01,1.0000000000,yulya,2025-04-23 18:23:34.940000,,,,
4856,4883,18118,A01,1.0000000000,yulya,2025-04-23 18:23:37.243000,,,,
4857,4884,17199,A033,1.0000000000,yulya,2025-04-23 18:23:39.313000,,,,
4858,4885,19905,B084,1.0000000000,yulya,2025-04-23 18:23:41.290000,,,,
4859,4886,17199,A01,1.0000000000,yulya,2025-04-23 18:23:43.337000,,,,
4860,4887,20616,A033,1.0000000000,yulya,2025-04-23 18:23:48.900000,,,,
4861,4888,20601,A01,1.0000000000,yulya,2025-04-24 09:46:26.850000,,,,
4862,4889,20601,A01,1.0000000000,Depo,2025-04-24 09:46:49.020000,,,,
4863,4890,19905,A01,1.0000000000,yulya,2025-04-24 09:49:42.950000,KGShop,,,
4868,4893,19463,A053,1.0000000000,Depo,2025-04-24 11:27:38.053000,,,,
4869,4894,16773,A01,1.0000000000,Depo,2025-04-24 11:27:39.463000,,,,
4870,4895,18118,A01,1.0000000000,Depo,2025-04-24 11:27:40.967000,,,,
4871,4896,19261,A033,1.0000000000,Depo,2025-04-24 11:49:19.693000,,,,
4872,4897,16523,A142,1.0000000000,yulya,2025-04-24 12:36:23.280000,,,,
4873,4898,16533,A142,1.0000000000,yulya,2025-04-24 12:36:26.197000,,,,
4874,4899,16536,A458,1.0000000000,yulya,2025-04-24 12:36:28.790000,,,,
4875,4900,16599,A01,2.0000000000,yulya,2025-04-24 15:21:59.790000,,yulya,2025-04-24 15:22:02.593000,
4876,4901,17089,A201,1.0000000000,yulya,2025-04-24 15:22:05.833000,,,,
4877,4902,19765,B096,1.0000000000,yulya,2025-04-24 15:22:08.330000,,,,
4878,4903,16970,A179,1.0000000000,yulya,2025-04-24 15:57:05.093000,,,,
4879,4904,16702,A075,1.0000000000,yulya,2025-04-24 15:57:13.027000,,,,
4880,4905,16532,A142,1.0000000000,yulya,2025-04-24 16:38:51.837000,,,,
4881,4906,16523,B100,1.0000000000,yulya,2025-04-24 18:29:05.100000,,,,
4882,4907,16523,A01,1.0000000000,yulya,2025-04-24 18:29:12.143000,,,,
4883,4908,16523,A063,2.0000000000,yulya,2025-04-24 18:29:34.400000,,yulya,2025-04-24 18:29:46.820000,
4884,4909,16706,A058,1.0000000000,yulya,2025-04-24 18:29:43.433000,,,,
4885,4910,16706,A199,1.0000000000,yulya,2025-04-24 18:30:13.680000,,,,
4886,4911,18034,A01,1.0000000000,yulya,2025-04-24 18:30:25.813000,,,,
4887,4912,20632,A531,1.0000000000,yulya,2025-04-24 18:44:33.173000,KGShop,,,
4888,4912,20631,A063,1.0000000000,yulya,2025-04-24 18:44:33.173000,KGShop,,,
4889,4913,18110,A058,1.0000000000,yulya,2025-04-24 18:44:42.463000,KGShop,,,
4890,4914,20632,A01,1.0000000000,yulya,2025-04-24 18:44:50.247000,KGShop,,,
4891,4915,16856,A01,1.0000000000,Depo,2025-04-24 18:49:14.223000,,,,
4892,4916,18034,A01,1.0000000000,Depo,2025-04-24 18:49:15.153000,,,,
4893,4917,16706,A199,1.0000000000,Depo,2025-04-24 19:11:41.363000,,,,
4894,4918,16523,A063,2.0000000000,Depo,2025-04-24 19:11:58.953000,,Depo,2025-04-24 19:12:00.733000,
4895,4919,17199,B084,1.0000000000,Depo,2025-04-24 19:22:31.470000,,,,
4896,4920,16599,A033,1.0000000000,Depo,2025-04-24 19:22:33.903000,,,,
4897,4921,19905,B084,1.0000000000,Depo,2025-04-24 19:22:37.410000,,,,
4898,4922,20616,A033,1.0000000000,Depo,2025-04-24 19:34:11.507000,,,,
4899,4923,17199,A033,1.0000000000,Depo,2025-04-24 19:34:12.447000,,,,
4900,4924,16599,B120,1.0000000000,yulya,2025-04-24 19:51:56.483000,,,,
4901,4925,16795,A01,1.0000000000,yulya,2025-04-24 19:51:59.523000,,,,
4902,4926,16599,A347,1.0000000000,yulya,2025-04-24 19:52:02.060000,,,,
4903,4927,17355,A179,1.0000000000,yulya,2025-04-24 19:52:05.540000,,,,
4904,4928,18020,A179,1.0000000000,yulya,2025-04-24 19:52:10.073000,,,,
4905,4929,19881,A179,1.0000000000,yulya,2025-04-24 19:52:23.647000,,,,
4906,4930,19526,B112,1.0000000000,yulya,2025-04-24 19:52:32.800000,,,,
4907,4931,19526,A01,1.0000000000,yulya,2025-04-24 19:52:36.243000,,,,
4908,4932,20624,A142,1.0000000000,yulya,2025-04-24 19:52:38.873000,,,,
4909,4933,16599,A172,1.0000000000,yulya,2025-04-24 19:52:41.777000,,,,
4910,4934,16970,A179,1.0000000000,Depo,2025-04-25 09:05:05.317000,,,,
4911,4935,16706,A058,1.0000000000,Depo,2025-04-25 09:05:09.550000,,,,
4912,4936,16599,A281,1.0000000000,yulya,2025-04-25 09:31:58.323000,,,,
4913,4937,20625,A01,1.0000000000,yulya,2025-04-25 09:40:23.610000,,,,
4914,4938,16528,A063,1.0000000000,yulya,2025-04-25 11:11:39.410000,,,,
4915,4939,16697,A063,1.0000000000,yulya,2025-04-25 11:11:44.647000,,,,
4916,4940,16697,A063,1.0000000000,yulya,2025-04-25 11:11:48.853000,,,,
4917,4941,16603,A01,1.0000000000,yulya,2025-04-25 14:34:10.283000,,,,
4918,4942,16576,A01,1.0000000000,yulya,2025-04-25 14:34:12.167000,,,,
4919,4943,18020,A150,1.0000000000,yulya,2025-04-25 14:34:14.210000,,,,
4920,4944,16695,A055,1.0000000000,yulya,2025-04-25 14:34:15.773000,,,,
4921,4945,16784,A055,1.0000000000,yulya,2025-04-25 14:34:18.247000,,,,
4922,4946,16599,A075,2.0000000000,yulya,2025-04-25 14:34:19.770000,,yulya,2025-04-25 14:34:21.560000,
4923,4947,16523,A860,1.0000000000,yulya,2025-04-25 18:41:43.423000,,,,
4924,4948,16523,A063,1.0000000000,yulya,2025-04-25 18:41:45.900000,,,,
4925,4949,16525,A058,1.0000000000,yulya,2025-04-25 18:41:48.940000,,,,
4926,4950,16705,A058,1.0000000000,yulya,2025-04-25 18:41:51.903000,,,,
4927,4951,16547,A058,1.0000000000,yulya,2025-04-25 18:41:54.417000,,,,
4928,4952,16879,A081,1.0000000000,yulya,2025-04-25 19:19:22.847000,,,,
4929,4953,16547,A01,1.0000000000,yulya,2025-04-26 09:04:14.480000,,,,
4930,4954,18630,B122,1.0000000000,yulya,2025-04-26 09:04:19.797000,,,,
4931,4955,16795,A031,1.0000000000,yulya,2025-04-26 09:04:29.350000,,,,
4932,4956,16524,A133,1.0000000000,yulya,2025-04-26 09:04:33.300000,,,,
4933,4957,16528,A01,1.0000000000,yulya,2025-04-26 09:04:36.387000,,,,
4934,4958,19398,A142,1.0000000000,yulya,2025-04-26 11:08:27.480000,,,,
4935,4959,16522,B102,1.0000000000,yulya,2025-04-26 11:08:30.980000,,,,
4936,4960,16522,A01,1.0000000000,yulya,2025-04-26 11:08:31.910000,,,,
4937,4961,16706,A202,1.0000000000,yulya,2025-04-28 11:46:01.807000,KGShop,,,
4938,4962,16523,A081,1.0000000000,Depo,2025-04-28 11:57:49.047000,,,,
4939,4963,16879,A081,1.0000000000,Depo,2025-04-28 11:57:53.140000,,,,
4940,4964,16599,A075,2.0000000000,Depo,2025-04-28 12:10:27.063000,,Depo,2025-04-28 12:10:27.847000,
4941,4965,16792,A01,1.0000000000,Depo,2025-04-28 12:30:32.503000,,,,
4942,4966,16522,A01,1.0000000000,Depo,2025-04-28 12:30:33.927000,,,,
4943,4967,19361,A01,1.0000000000,Depo,2025-04-28 12:47:10.100000,,,,
4944,4968,19962,A01,1.0000000000,Depo,2025-04-28 12:47:12.550000,,,,
4945,4969,16523,A860,1.0000000000,Depo,2025-04-28 12:47:14.587000,,,,
4946,4970,18110,A058,1.0000000000,yulya,2025-04-28 12:50:15.207000,KGShop,,,
4947,4971,16523,B100,1.0000000000,Depo,2025-04-28 13:18:22.257000,,,,
4948,4972,17089,B096,1.0000000000,Depo,2025-04-28 13:18:24.237000,,,,
4949,4973,19765,B096,1.0000000000,Depo,2025-04-28 13:18:25.727000,,,,
4950,4974,16599,B120,1.0000000000,Depo,2025-04-28 13:18:27.757000,,,,
4951,4975,18630,B122,1.0000000000,Depo,2025-04-28 13:18:29.740000,,,,
4952,4976,16524,A133,1.0000000000,Depo,2025-04-28 13:18:31.803000,,,,
4953,4977,16599,B104,1.0000000000,Depo,2025-04-28 14:04:11.820000,,,,
4954,4978,18813,B108,1.0000000000,Depo,2025-04-28 14:04:15.277000,,,,
4955,4979,19398,B108,1.0000000000,Depo,2025-04-28 14:04:16.740000,,,,
4956,4980,16599,A590,1.0000000000,Depo,2025-04-28 14:49:34.770000,,,,
4957,4981,16874,A590,1.0000000000,Depo,2025-04-28 14:49:36.200000,,,,
4958,4982,16533,A520,1.0000000000,Depo,2025-04-28 14:49:38.233000,,,,
4959,4983,16704,B128,1.0000000000,Depo,2025-04-28 14:49:40.247000,,,,
4960,4984,16528,A063,1.0000000000,Depo,2025-04-28 14:49:57.927000,,,,
