Uretici_KOD,Tanim,CariKod,DBName
256,Tek-Or Plastık,,KORGUNYAZILIM2210
257,Tersan,,KORGUNYAZILIM2210
258,Topbas,,KORGUNYAZILIM2210
259,Torento Ayakkabı,,KORGUNYAZILIM2210
260,Üçel Ayakkabı,,KORGUNYAZILIM2210
261,Ufuk Kuran Sandalet,,KORGUNYAZILIM2210
262,Ülker Ayakkabı (Kadır Ülker),,KORGUNYAZILIM2210
263,Uludağ Kundura,,KORGUNYAZILIM2210
264,Uyar,,KORGUNYAZILIM2210
265,Vahap Ayakkabı,320.02.021,KORGUNYAZILIM2210
266,Valizce,,KORGUNYAZILIM2210
267,Volkan Ayakkabı,320.02.071,KORGUNYAZILIM2210
268,Westtowest,,KORGUNYAZILIM2210
269,Yedili Ayakkabı,320.02.023,KORGUNYAZILIM2210
270,Yeni Mevsim,,KORGUNYAZILIM2210
271,Yeşilim Çanta,,KORGUNYAZILIM2210
272,Zafer Türkoğlu,,KORGUNYAZILIM2210
273,Zandar Ayakkabı,,KORGUNYAZILIM2210
274,Berk Ayakkabı,320.02.076,KORGUNYAZILIM2210
275,Nova Ayakkabı,,KORGUNYAZILIM2210
276,Deva Ayakkabı,320.02.276,KORGUNYAZILIM2210
277,Goes (Gider Ayakkabı),,KORGUNYAZILIM2210
278,Alaska Deri (Yunus Dursun),,KORGUNYAZILIM2210
279,Beks Ayakkabı,,KORGUNYAZILIM2210
280,Esimod (Esin Kundura),320.02.280,KORGUNYAZILIM2210
281,Imaj Ayakkabı,320.02.032,KORGUNYAZILIM2210
282,Çantaş,,KORGUNYAZILIM2210
283,Savaşoğlu (Hamra),320.02.054,KORGUNYAZILIM2210
284,Akar Ayakkabı,320.02.011,KORGUNYAZILIM2210
285,Acarlar Ayakkabı,,KORGUNYAZILIM2210
286,Adım Kundura,,KORGUNYAZILIM2210
287,Angelli,,KORGUNYAZILIM2210
288,Akyol Kemer,,KORGUNYAZILIM2210
2880,Cabani,,KORGUNYAZILIM2210
289,Almira Ayakkabı,,KORGUNYAZILIM2210
290,Altun Ayakkabı,,KORGUNYAZILIM2210
291,As Ayakkabı,,KORGUNYAZILIM2210
292,Derion Ayakkabı,,KORGUNYAZILIM2210
293,Diverson,,KORGUNYAZILIM2210
294,Doğanlar Saraciye,,KORGUNYAZILIM2210
295,Erkan Makine,,KORGUNYAZILIM2210
296,Estile Ayakkabı,,KORGUNYAZILIM2210
297,Fabi,,KORGUNYAZILIM2210
298,Faruk Karar (Kısmet Kundura),,KORGUNYAZILIM2210
299,Fem (Femıs) Ayakkabı,,KORGUNYAZILIM2210
300,Ferde,,KORGUNYAZILIM2210
301,Forte,,KORGUNYAZILIM2210
302,Geox,,KORGUNYAZILIM2210
303,Gezer Ayakkabı,,KORGUNYAZILIM2210
304,Güleray,,KORGUNYAZILIM2210
305,Güner Ayakkabı-Icemen,,KORGUNYAZILIM2210
306,İkızler,,KORGUNYAZILIM2210
307,İlhan Esen,,KORGUNYAZILIM2210
309,Liberty,,KORGUNYAZILIM2210
310,Lizpa,,KORGUNYAZILIM2210
311,Mc Arthur,,KORGUNYAZILIM2210
312,Metplas,,KORGUNYAZILIM2210
313,Metplast,,KORGUNYAZILIM2210
314,Milano Ambalaj,,KORGUNYAZILIM2210
315,Molyer Ayakkabı,320.02.065,KORGUNYAZILIM2210
316,Mon Ayakkabı,,KORGUNYAZILIM2210
317,Myr Meyra (Divino),,KORGUNYAZILIM2210
318,New Balance,,KORGUNYAZILIM2210
319,New Balance,,KORGUNYAZILIM2210
320,Polat Zaman,,KORGUNYAZILIM2210
321,Sabo Boya,,KORGUNYAZILIM2210
322,Sanel,,KORGUNYAZILIM2210
323,Sarı Toprak,,KORGUNYAZILIM2210
324,Sc,,KORGUNYAZILIM2210
325,Sperry,,KORGUNYAZILIM2210
326,Tabanex,,KORGUNYAZILIM2210
327,Tekor Plastik,,KORGUNYAZILIM2210
328,Tue Shoes,,KORGUNYAZILIM2210
329,Versilia,,KORGUNYAZILIM2210
330,Victoria,,KORGUNYAZILIM2210
331,Vrossi Ayaakabı,,KORGUNYAZILIM2210
332,Wolly,,KORGUNYAZILIM2210
333,Miray Ayakkabı,,KORGUNYAZILIM2210
334,Agnelli Shoes,,KORGUNYAZILIM2210
335,Alenta,,KORGUNYAZILIM2210
336,Alto Gradimento,,KORGUNYAZILIM2210
337,Akform,,KORGUNYAZILIM2210
338,Alima,,KORGUNYAZILIM2210
339,Baydar Ayakkabı,,KORGUNYAZILIM2210
340,Ars Ayakkabı,,KORGUNYAZILIM2210
341,Bond - Meşin Deri,,KORGUNYAZILIM2210
342,Atakan Ayakkabı,,KORGUNYAZILIM2210
343,Cesa Ayakkabı,,KORGUNYAZILIM2210
344,Babette Ayakkabı,,KORGUNYAZILIM2210
345,Clup Bambini - Orhan Arslan,,KORGUNYAZILIM2210
346,Besa Ayakkabı,,KORGUNYAZILIM2210
347,Crisiss,,KORGUNYAZILIM2210
348,By Leaf,,KORGUNYAZILIM2210
349,Beyoğlu Ayakkabı,,KORGUNYAZILIM2210
350,Crunell,,KORGUNYAZILIM2210
351,Çizgi Ayakkabı (Beatrice),,KORGUNYAZILIM2210
352,Deriva - Süren Deri,,KORGUNYAZILIM2210
353,Delsey - Meb Deri,,KORGUNYAZILIM2210
354,Diva Clup,,KORGUNYAZILIM2210
355,Global Ayakkabı,,KORGUNYAZILIM2210
356,Dolce Venetta,,KORGUNYAZILIM2210
357,Grup Çanta,,KORGUNYAZILIM2210
358,Gözde Ayakkabı,,KORGUNYAZILIM2210
359,Ege Narin,,KORGUNYAZILIM2210
360,İkbal Ayakkabı,,KORGUNYAZILIM2210
361,Guzder Ayakkabı,,KORGUNYAZILIM2210
362,Mare,,KORGUNYAZILIM2210
363,Kazım Süren Deri,,KORGUNYAZILIM2210
364,FDG,,KORGUNYAZILIM2210
365,Markadu,,KORGUNYAZILIM2210
366,Kopuzlar Deri,,KORGUNYAZILIM2210
367,Pegasus Ayakkabı,,KORGUNYAZILIM2210
368,Gianni,,KORGUNYAZILIM2210
369,Petek Saraciye,,KORGUNYAZILIM2210
370,Özdersan Deri,,KORGUNYAZILIM2210
371,İçten Spor Ayakkabı (LİK),,KORGUNYAZILIM2210
372,Rengarenk Ayakkabı,,KORGUNYAZILIM2210
373,Poletto,,KORGUNYAZILIM2210
374,Kaya Taban,,KORGUNYAZILIM2210
375,Romanelli,,KORGUNYAZILIM2210
376,Promosyon,,KORGUNYAZILIM2210
377,Şengül Kundura,,KORGUNYAZILIM2210
378,Saluro Ayakkabı,,KORGUNYAZILIM2210
379,Londrest,,KORGUNYAZILIM2210
380,Samsun Ayakkabı,,KORGUNYAZILIM2210
381,Saran Kozmetik,,KORGUNYAZILIM2210
382,Savcılı Ayakkabı,,KORGUNYAZILIM2210
383,Seçim Çanta,,KORGUNYAZILIM2210
384,Scorpion,,KORGUNYAZILIM2210
385,Selrifon Shoes,,KORGUNYAZILIM2210
386,Şakrak Ayakkabı,,KORGUNYAZILIM2210
387,Sergio Ripari,,KORGUNYAZILIM2210
388,Tersan,,KORGUNYAZILIM2210
389,Sudex,,KORGUNYAZILIM2210
390,Topbaş Ayakkabı - Enis Topbaş,,KORGUNYAZILIM2210
391,Tempo,,KORGUNYAZILIM2210
392,Walk&More (MMA Ayakkabı),,KORGUNYAZILIM2210
393,Vivino Ayakkabı,,KORGUNYAZILIM2210
394,Fason Outlet,,KORGUNYAZILIM2210
395,Cantaş Saraciye,,KORGUNYAZILIM2210
396,Zeki Rok (Kuzey Ayakkabı),,KORGUNYAZILIM2210
397,Manas,,KORGUNYAZILIM2210
398,Trenti Kids (Levent Ayakkabı),,KORGUNYAZILIM2210
399,Cihan Kundura,,KORGUNYAZILIM2210
400,Desi Ayakkabı,,KORGUNYAZILIM2210
401,Bizmi Kundura (Ruiscuto),,KORGUNYAZILIM2210
402,Klasik Ayakkabı,,KORGUNYAZILIM2210
403,Zensan Ayakkabı (Prima),,KORGUNYAZILIM2210
404,Papsan Ayakkabı,,KORGUNYAZILIM2210
405,Burç Ayakkabı,,KORGUNYAZILIM2210
406,Pia Mia Ayakkabı (Derpa),,KORGUNYAZILIM2210
407,Zirve Ayakkabı,,KORGUNYAZILIM2210
408,Aronay Ayakkabı,,KORGUNYAZILIM2210
409,Salih Uçar,,KORGUNYAZILIM2210
410,Vedat Aksin,,KORGUNYAZILIM2210
411,Nurhan Çanta,,KORGUNYAZILIM2210
412,De Vip,,KORGUNYAZILIM2210
413,Manily,,KORGUNYAZILIM2210
414,Yıldız Ayakkabı,,KORGUNYAZILIM2210
415,Rebelle,,KORGUNYAZILIM2210
416,Bagatto,,KORGUNYAZILIM2210
417,Canbulut,320.02.479,KORGUNYAZILIM2210
418,Danalya Ayakkabı,,KORGUNYAZILIM2210
419,Çelik Ayakkabı,,KORGUNYAZILIM2210
420,Clarks Ayakabı,,KORGUNYAZILIM2210
421,Lorelei,,KORGUNYAZILIM2210
422,Voder Ayakkabı,,KORGUNYAZILIM2210
423,Yılmaz Çanta,,KORGUNYAZILIM2210
424,Mammamia (Dialog),,KORGUNYAZILIM2210
425,Ves Deri,,KORGUNYAZILIM2210
426,Alberes Ayakkabı,,KORGUNYAZILIM2210
427,Marco Benetti,,KORGUNYAZILIM2210
428,Desan Çanta (Dsn),,KORGUNYAZILIM2210
429,Ceylan Ayakkabı,,KORGUNYAZILIM2210
430,Romani Ayakkabı,,KORGUNYAZILIM2210
432,Köyüm Kundura,,KORGUNYAZILIM2210
433,Pedrino,,KORGUNYAZILIM2210
434,Sebastian Çanta,,KORGUNYAZILIM2210
435,Esminare Ayakkabı,,KORGUNYAZILIM2210
436,Engin Vardar,,KORGUNYAZILIM2210
437,Güven Birlik,,KORGUNYAZILIM2210
438,Bender Ayakkabı,,KORGUNYAZILIM2210
439,Bestello Ayakkabı,,KORGUNYAZILIM2210
440,Florra,,KORGUNYAZILIM2210
441,Lotris Ayakkabı,,KORGUNYAZILIM2210
442,Mcs,,KORGUNYAZILIM2210
443,Çavuşoğlu Ayakkabı (Thunderhead),,KORGUNYAZILIM2210
444,La Pinta Ayakkabı,,KORGUNYAZILIM2210
445,Gözde Giyim,,KORGUNYAZILIM2210
446,Tezcan Kundura,,KORGUNYAZILIM2210
447,Folder (Bogard),,KORGUNYAZILIM2210
448,Özbircan,,KORGUNYAZILIM2210
449,Patis Ayakkabı,,KORGUNYAZILIM2210
450,Beady,,KORGUNYAZILIM2210
451,Göl Ayakkabı (Sail Lakers),,KORGUNYAZILIM2210
452,S.Y. Ayakkabı,,KORGUNYAZILIM2210
453,Sanatel,,KORGUNYAZILIM2210
454,Sarissa Ayakkabı,,KORGUNYAZILIM2210
455,Derisn,,KORGUNYAZILIM2210
456,Gia Ayakkabı,,KORGUNYAZILIM2210
457,Kazan (2day) Ayakkabı,320.02.167,KORGUNYAZILIM2210
458,Hsnbelt Kemer,,KORGUNYAZILIM2210
459,Gümüş (Eko Grup),320.02.006,KORGUNYAZILIM2210
460,Cashka (Üstündağ Ayakkabı),,KORGUNYAZILIM2210
461,BRC AYAKKABI,320.02.461,KORGUNYAZILIM2210
462,Lapenn,320.02.067,KORGUNYAZILIM2210
463,Omze Bayan Ayakkabı,320.02.068,KORGUNYAZILIM2210
464,Truva Ayakkabı,,KORGUNYAZILIM2210
465,Mod Brama (Sezer Ayakkabı),,KORGUNYAZILIM2210
466,Olesea Ayakkabı,,KORGUNYAZILIM2210
467,Sürmeli Ayakkabı,,KORGUNYAZILIM2210
468,Scottmen Ayakkabı,,KORGUNYAZILIM2210
469,Ryt Ayakkabı,,KORGUNYAZILIM2210
470,Fonem,320.01.144,KORGUNYAZILIM2210
471,Efsane Ayakkabı,320.03.187,KORGUNYAZILIM2210
472,Bektaş Saraciye,,KORGUNYAZILIM2210
473,Üstündağ Ayakkabı,,KORGUNYAZILIM2210
474,Vinicci-Bircan,,KORGUNYAZILIM2210
475,Nuh Akçay,320.03.188,KORGUNYAZILIM2210
476,Sekada - Davarcı Kundura,,KORGUNYAZILIM2210
477,Önder Group,,KORGUNYAZILIM2210
478,Yıldırım Kardeşler,,KORGUNYAZILIM2210
479,İdemo Ayakkabı,320.02.469,KORGUNYAZILIM2210
480,Deniz Ayakkabı,320.02.470,KORGUNYAZILIM2210
481,Sns Ayakkabı,,KORGUNYAZILIM2210
482,Alparslan Ortopedik Ayakkabı,,KORGUNYAZILIM2210
483,Bilgi Birikim Ayakkabı,,KORGUNYAZILIM2210
484,Erat Sport-Sonimix,,KORGUNYAZILIM2210
485,Guzını Deri Çanta,,KORGUNYAZILIM2210
486,Albini Ayakkabı,320.02.472,KORGUNYAZILIM2210
487,Hasan Uzman Ayakkabı,,KORGUNYAZILIM2210
488,Çiçek Kundura,,KORGUNYAZILIM2210
489,Alta Gracia,,KORGUNYAZILIM2210
490,Alpler Ayakkabı,,KORGUNYAZILIM2210
491,Farve,,KORGUNYAZILIM2210
492,Van Orion,,KORGUNYAZILIM2210
493,Nors Çanta,,KORGUNYAZILIM2210
494,Savcılı Ayakkabı,320.02.475,KORGUNYAZILIM2210
495,Zeki Arslan Ayakkabı,,KORGUNYAZILIM2210
496,Pipons Ayakkabı,,KORGUNYAZILIM2210
497,Pati Ayakkabı,320.02.477,KORGUNYAZILIM2210
498,Isabel Ayakkabı,,KORGUNYAZILIM2210
499,Ottimo-Dağhan Ayakkabı,,KORGUNYAZILIM2210
5,,,KORGUNYAZILIM2210
500,Ceyhan Ayakkabı,,KORGUNYAZILIM2210
501,Flexinos Ayakkabı,,KORGUNYAZILIM2210
502,Eses LTD,,KORGUNYAZILIM2210
503,Fethi Spor,,KORGUNYAZILIM2210
504,Ender Plastik,,KORGUNYAZILIM2210
505,Defa Terlik,,KORGUNYAZILIM2210
506,Tigra,320.02.031,KORGUNYAZILIM2210
507,Bestello-(Bükülmez),,KORGUNYAZILIM2210
508,Smella Kozmetik,,KORGUNYAZILIM2210
509,Sertsan,,KORGUNYAZILIM2210
510,Elvera Ayakkabı,,KORGUNYAZILIM2210
511,Formaş Ayakkabı,,KORGUNYAZILIM2210
512,Dry S Ayakkabı,,KORGUNYAZILIM2210
513,Burç Ayakkabı,,KORGUNYAZILIM2210
514,Savelli Ayakkabı,320.02.480,KORGUNYAZILIM2210
515,Saran Ayakkabı,,KORGUNYAZILIM2210
516,Algusto Ayakkabı,320.02.214,KORGUNYAZILIM2210
517,Oray Çanta,,KORGUNYAZILIM2210
518,Özler Çanta,320.02.217,KORGUNYAZILIM2210
519,Şenkal Ayakkabı,,KORGUNYAZILIM2210
520 ,Sergio-Ayhan Erol,,KORGUNYAZILIM2210
521,Bulut Ayakkabı,,KORGUNYAZILIM2210
522,Alba Ayakkabı,,KORGUNYAZILIM2210
523 ,Kaya Kardeşler-İloz,,KORGUNYAZILIM2210
524,Gutan Ayakkabı,320.02.226,KORGUNYAZILIM2210
525,Pureny-Kadir Erdoğan,,KORGUNYAZILIM2210
526,Ayyıldız Ayakkabı,,KORGUNYAZILIM2210
527,Alfa Deri,,KORGUNYAZILIM2210
528,Mısra Ayakkabı,,KORGUNYAZILIM2210
529,Kenan Şimşek-Keçeli Ayakkabı,,KORGUNYAZILIM2210
530,Wel Ayakkabı,320.03.328,KORGUNYAZILIM2210
531,Berdani Ayakkabı,320.02.482,KORGUNYAZILIM2210
532,Title Ayakkabı,320.02.481,KORGUNYAZILIM2210
533,Birlik Ayakkabı,320.02.050,KORGUNYAZILIM2210
534,Semih Taşçı,320.02.200,KORGUNYAZILIM2210
535,Mata Ayakkabı,,KORGUNYAZILIM2210
536,Çelik Ayakkabı,,KORGUNYAZILIM2210
537,MÇS-Mekin Saraciye,,KORGUNYAZILIM2210
538,Uğur Kundura-Z15,320.02.485,KORGUNYAZILIM2210
539,Akk Ayakkabı,,KORGUNYAZILIM2210
540,Step Ayakkabı,320.01.163,KORGUNYAZILIM2210
541,Nevzat Özel Ayakkabı,,KORGUNYAZILIM2210
542,Nadir Ayakkabı,,KORGUNYAZILIM2210
543,OGS Ayakkabı,320.02.487,KORGUNYAZILIM2210
544,Evva Shoes,320.02.488,KORGUNYAZILIM2210
545,Egepass-İsmail Polat Ay,,KORGUNYAZILIM2210
546,Roal-Alfonso Espadril,,KORGUNYAZILIM2210
547,Salma[Doctor] Ayakkabı,,KORGUNYAZILIM2210
548,Yeniay Ayakkabı,,KORGUNYAZILIM2210
549,Tezcan Kundura,320.02.490,KORGUNYAZILIM2210
550,Nadir Gürsel,320.02.492,KORGUNYAZILIM2210
551,Gümüş Saraciye,,KORGUNYAZILIM2210
552,KEEN-EB CONNECTION,,KORGUNYAZILIM2210
553,Retto Ayakkabı,,KORGUNYAZILIM2210
554,Ftm Ayakkabı,320.02.496,KORGUNYAZILIM2210
555,Ferromen Ayakkabı,320.01.108,KORGUNYAZILIM2210
556,Yekta Ayakkabı,320.02.497,KORGUNYAZILIM2210
557,Kazancı Ayakkabı,,KORGUNYAZILIM2210
558,Oğuz Fener Ayakkabı,320.02.498,KORGUNYAZILIM2210
559,Zeki Ayakkabı,,KORGUNYAZILIM2210
560,Süren Espadril,,KORGUNYAZILIM2210
561,Adel Ayakkabı,,KORGUNYAZILIM2210
562,4K Ayakkabı (Canbey),320.02.499,KORGUNYAZILIM2210
563,Melda Ayakkabı,,KORGUNYAZILIM2210
564,Alkan Çekecek,,KORGUNYAZILIM2210
565,Çelemli Ayakkabı,,KORGUNYAZILIM2210
566,Fatih Kalender Ayakkabı,,KORGUNYAZILIM2210
567,Şenaslan Terlik,,KORGUNYAZILIM2210
65,,,KORGUNYAZILIM2210
A001,Balta Deri Astar,,KORGUNYAZILIM2210
A002,Özer Örme Strech,,KORGUNYAZILIM2210
B001,Kord Bagçık,,KORGUNYAZILIM2210
C001,Elit Taban Salpa,,KORGUNYAZILIM2210
Cabani  ,Cabani,,KORGUNYAZILIM2210
CR-205,,,KORGUNYAZILIM2210
D001,Kazım Suren ,,KORGUNYAZILIM2210
D002,Karaca Deri,,KORGUNYAZILIM2210
D003,Sepıcı Derii,,KORGUNYAZILIM2210
D004,Turgut Kardeşler,,KORGUNYAZILIM2210
D005,Irmak Saya Triko,,KORGUNYAZILIM2210
D006,Karızma Bez,,KORGUNYAZILIM2210
D007,Efeler Deri,,KORGUNYAZILIM2210
D008,Yenı Hayat Triko,,KORGUNYAZILIM2210
D009,Ahı Deri,,KORGUNYAZILIM2210
D010,Ars Deri,,KORGUNYAZILIM2210
D011,Balta Deri,,KORGUNYAZILIM2210
D012,Bırdallar Deri,,KORGUNYAZILIM2210
D013,Cevahir Deri,,KORGUNYAZILIM2210
D014,Cihan Deri,,KORGUNYAZILIM2210
D015 ,Derimsan Deri,,KORGUNYAZILIM2210
D016,Goryakınlar Deri,,KORGUNYAZILIM2210
D017,Guclu Deri,,KORGUNYAZILIM2210
D018,Kopuz Deri,,KORGUNYAZILIM2210
D019,Massorotti-Ithal,,KORGUNYAZILIM2210
D020,Ithal Deri,,KORGUNYAZILIM2210
D021,Modas Deri,,KORGUNYAZILIM2210
D022,Kupon Deri ,,KORGUNYAZILIM2210
D023,Ozdersan,,KORGUNYAZILIM2210
D024,Pakistan ,,KORGUNYAZILIM2210
D025,Prima ,,KORGUNYAZILIM2210
D026,Yağmur Deri,,KORGUNYAZILIM2210
D027,Spillover,,KORGUNYAZILIM2210
D028,Ata Deri ,,KORGUNYAZILIM2210
D029,Akman Deri ,,KORGUNYAZILIM2210
D030,Estetik Deri,,KORGUNYAZILIM2210
D18,,,KORGUNYAZILIM2210
D31,Dönertaş,,KORGUNYAZILIM2210
E001,Teknika Mostra Etiket,,KORGUNYAZILIM2210
E002,Fatih Etiket,,KORGUNYAZILIM2210
F001,Inter Fermuar,,KORGUNYAZILIM2210
I001,Oynurden İlac,,KORGUNYAZILIM2210
J001,Sesa Ofset Kutu,,KORGUNYAZILIM2210
J009,Metplas Çekecek,,KORGUNYAZILIM2210
K001,Gül Metal,,KORGUNYAZILIM2210
K002,Altın Teknik ,,KORGUNYAZILIM2210
L001,Sabo Ahsap Kalıp,320.01.043,KORGUNYAZILIM2210
M001,Algul Poliuretan Mostra,,KORGUNYAZILIM2210
M002,Ad Spor Pet,,KORGUNYAZILIM2210
R001,Elit Fort-Bombe,,KORGUNYAZILIM2210
R002,Akform,,KORGUNYAZILIM2210
R02,,,KORGUNYAZILIM2210
Rino Kemer,Rino,,KORGUNYAZILIM2210
T001,Ziylan Taban,,KORGUNYAZILIM2210
T002,Guneşli Taban,,KORGUNYAZILIM2210
T003,Fatih Ökçe,,KORGUNYAZILIM2210
T004,The Gom (Eba Taban),,KORGUNYAZILIM2210
T005,Bayrak Taban,,KORGUNYAZILIM2210
T006,Ege Taban,,KORGUNYAZILIM2210
T007,Üçgen Taban,,KORGUNYAZILIM2210
T008,Umut Taban,,KORGUNYAZILIM2210
T009,Aykal Taban,,KORGUNYAZILIM2210
T010,Poltab Taban,,KORGUNYAZILIM2210
T011,Gks Taban,,KORGUNYAZILIM2210
T012,Bay Taban Ecevit Sonmez,,KORGUNYAZILIM2210
T013,Gommer Taban,,KORGUNYAZILIM2210
T014,Oset Taban,,KORGUNYAZILIM2210
T015,Sert Taban,,KORGUNYAZILIM2210
T016,Emre Taban ,,KORGUNYAZILIM2210
T017,XGOM,,KORGUNYAZILIM2210
Yekta,Yekta Ayakkabı,,KORGUNYAZILIM2210
,,,KORGUNYAZILIM2310
001,,,KORGUNYAZILIM2310
101,Cabani Shoes,,KORGUNYAZILIM2310
102,,,KORGUNYAZILIM2310
103,,,KORGUNYAZILIM2310
104,Delessy Ayakkabı,,KORGUNYAZILIM2310
105,Altis Ayakkabı,,KORGUNYAZILIM2310
106,Anka Saracıye,,KORGUNYAZILIM2310
107,Arto,320.02.002,KORGUNYAZILIM2310
108,Asar Ayakkabı (Brant),,KORGUNYAZILIM2310
109,Asorti-Marcha Ayakkabı,,KORGUNYAZILIM2310
110,Baronum Ayakkabı,320.02.001,KORGUNYAZILIM2310
111,Belini,,KORGUNYAZILIM2310
112,Besa,,KORGUNYAZILIM2310
113,Bgj Çanta,,KORGUNYAZILIM2310
114,Biberoğlu Ayakkabı,,KORGUNYAZILIM2310
115,Birkenstock,,KORGUNYAZILIM2310
116,Bolero Ayakkabı,,KORGUNYAZILIM2310
117,Bruma Ayakkabı,320.02.009,KORGUNYAZILIM2310
118,Bülbül Ayakkabı,,KORGUNYAZILIM2310
119,Bülent Aksin,320.03.194,KORGUNYAZILIM2310
121,Cabanirog,,KORGUNYAZILIM2310
122,Canilh Ayakkabı,,KORGUNYAZILIM2310
123,Çantaş Saraciye,,KORGUNYAZILIM2310
124,Capriolo Ayakkabı-(Aek),,KORGUNYAZILIM2310
125,Carisma,,KORGUNYAZILIM2310
126,Carlo Vento,320.02.003,KORGUNYAZILIM2310
127,Carlo Verde,,KORGUNYAZILIM2310
128,Çavusoğlu Çanta,,KORGUNYAZILIM2310
129,Cebeci Ayakkabı,,KORGUNYAZILIM2310
130,Clavo Ayakkabı,,KORGUNYAZILIM2310
131,Collina Shoes,320.02.026,KORGUNYAZILIM2310
132,Crocodile,320.02.025,KORGUNYAZILIM2310
133,Ctm Ayakkabı (Papino),320.02.014,KORGUNYAZILIM2310
134,D&E Ayakkabı,,KORGUNYAZILIM2310
135,Danacı Ayakkabı,,KORGUNYAZILIM2310
136,Deery Ayakkabı,,KORGUNYAZILIM2310
137,Delessi Ayak,320.02.038,KORGUNYAZILIM2310
138,Demet Ayakkabı,320.02.047,KORGUNYAZILIM2310
139,Dempa Ayakkabı,,KORGUNYAZILIM2310
140,Derimen  Ayakkabı,320.02.056,KORGUNYAZILIM2310
141,Derin Mavi,,KORGUNYAZILIM2310
142,Divum Ayakkabı-Nalbant,,KORGUNYAZILIM2310
143,Dorf Ayakkabı,320.02.024,KORGUNYAZILIM2310
144,Edo Ayakkabı (John Rıhardo),,KORGUNYAZILIM2310
145,Effe Tre Shoes,,KORGUNYAZILIM2310
146,Elile Ayakkabı,,KORGUNYAZILIM2310
147,Elif Çanta,,KORGUNYAZILIM2310
148,Ellanor Ayakkabı,,KORGUNYAZILIM2310
149,Emin Ayakkabı ( Trust Shoes),,KORGUNYAZILIM2310
150,Engindere Ayakkabı,,KORGUNYAZILIM2310
151,Erdoğan Deri - Pegia,,KORGUNYAZILIM2310
152,Erler,320.02.028,KORGUNYAZILIM2310
153,Erzan Shoes-(Mendl Shoes),320.02.043,KORGUNYAZILIM2310
154,Esilya,,KORGUNYAZILIM2310
155,Esse (Önder Ayakkabı),320.02.069,KORGUNYAZILIM2310
156,Faraciler,,KORGUNYAZILIM2310
157,Fbs Ayakkabı,,KORGUNYAZILIM2310
158,Feliciano Shoes,320.02.048,KORGUNYAZILIM2310
159,Fener,320.02.029,KORGUNYAZILIM2310
160,Fisto Ayakkabı,,KORGUNYAZILIM2310
161,Footcare-Gold Kimya,,KORGUNYAZILIM2310
162,Gaspara,,KORGUNYAZILIM2310
163,Gladyatör Ayakkabı,320.02.042,KORGUNYAZILIM2310
164,Gloria Ayakkabı,,KORGUNYAZILIM2310
165,Gümüş Kardesler,320.02.006,KORGUNYAZILIM2310
166,Gunaydın Ayakkabı,320.02.007,KORGUNYAZILIM2310
167,Guvercin Ayakkabı,,KORGUNYAZILIM2310
168,Hasem Ayakkabı,,KORGUNYAZILIM2310
169,Havaianas,,KORGUNYAZILIM2310
170,Hb,,KORGUNYAZILIM2310
171,Hcs,,KORGUNYAZILIM2310
172,Hemkon,,KORGUNYAZILIM2310
173,Hes Ayakkabı,,KORGUNYAZILIM2310
174,Hobi Çorap,,KORGUNYAZILIM2310
175,Hocaoğlu,,KORGUNYAZILIM2310
176,Hsnbelt Kemer,,KORGUNYAZILIM2310
177,Iloz,320.02.027,KORGUNYAZILIM2310
178,İçten Spor Ayakkabı (Lig),,KORGUNYAZILIM2310
179,Jag Club,,KORGUNYAZILIM2310
180,Just Jive,,KORGUNYAZILIM2310
181,K&B Ayakkabı,,KORGUNYAZILIM2310
182,Kab Ayakkabı-Melody,,KORGUNYAZILIM2310
183,Kar Kundura,,KORGUNYAZILIM2310
184,Karabacak Ayakkabı,,KORGUNYAZILIM2310
185,Karayurek Ayakkabı,,KORGUNYAZILIM2310
186,Kd Çanta,,KORGUNYAZILIM2310
187,Keen Road Masters,,KORGUNYAZILIM2310
188,Kemeraltı Çanta,,KORGUNYAZILIM2310
189,Kırsan Kozmetık,,KORGUNYAZILIM2310
190,Kisas Ayakkabı,,KORGUNYAZILIM2310
191,Klas Taban,,KORGUNYAZILIM2310
192,Kuzunay Ayakkabı,,KORGUNYAZILIM2310
193,Lateks Çorap,,KORGUNYAZILIM2310
194,Liba,,KORGUNYAZILIM2310
195,Lota Ayakkabı,,KORGUNYAZILIM2310
196,Luk Kozmetik,,KORGUNYAZILIM2310
197,Mabu,,KORGUNYAZILIM2310
198,Magza,,KORGUNYAZILIM2310
199,Marco Fonti,,KORGUNYAZILIM2310
200,Mertim Ayakkabı (Ferhat Fener),320.02.033,KORGUNYAZILIM2310
201,Messimod Ayakkabı,,KORGUNYAZILIM2310
202,Mi Piace (Ves Deri),,KORGUNYAZILIM2310
203,Mıs Kundura,,KORGUNYAZILIM2310
204,Modelle,,KORGUNYAZILIM2310
205,Moyra Socks,,KORGUNYAZILIM2310
206,Mudomay Çorap,,KORGUNYAZILIM2310
207,Nehir Ayakkabı,,KORGUNYAZILIM2310
208,Net Çanta (19V69),,KORGUNYAZILIM2310
209,Nevzat Onay,120.01.055,KORGUNYAZILIM2310
210,Nükte Ayakkabı,,KORGUNYAZILIM2310
211,Nur,,KORGUNYAZILIM2310
212,Özarpa Ayakkabı (Real),120.02.025,KORGUNYAZILIM2310
213,Özözler Deri,,KORGUNYAZILIM2310
