SevkNo,SevkTip,SevkTur,SevkTar,GCount,Location,SendLocation,ReturnSite,BelgeNo,HarTar,Durum,GeriDonMsj,SevkSekil,SevkNum,insUN,insDT,updUN,updDT,SevkAdres,SevkAdresAdi,CreaterApp,kgid,insApp,updApp
1529,g,gt,2025-03-11 00:00:00,0,LN001,LN001,AAZB,,2025-03-11 00:00:00,*,,,,Nurcan,2025-03-11 16:15:32.097000,Yasar,2025-03-12 11:22:04.457000,,,,1529,KGShop,KGShop
1530,g,gt,2025-03-11 00:00:00,0,LN001,LN001,AAZB,,2025-03-11 00:00:00,,,,,Nurcan,2025-03-11 23:38:21.917000,Yasar,2025-03-12 13:05:32.133000,,,,1530,KGShop,KGShop
1531,g,gt,2025-03-12 00:00:00,0,LN001,LN001,DSM,,2025-03-12 00:00:00,*,,,,Nurcan,2025-03-12 09:58:16.103000,MUAZ,2025-03-12 18:00:13.680000,,,,1531,KGShop,KGShop
1532,g,gt,2025-03-12 00:00:00,0,LN001,LN001,DSM,,2025-03-12 00:00:00,*,,,,Nurcan,2025-03-12 10:03:59.550000,MUAZ,2025-03-12 18:03:02.187000,,,,1532,KGShop,KGShop
1533,g,gt,2025-03-12 00:00:00,0,LN001,LN001,DSM,,2025-03-12 00:00:00,*,,,,Nurcan,2025-03-12 10:10:13.417000,MUAZ,2025-03-12 18:05:34.257000,,,,1533,KGShop,KGShop
1534,g,gt,2025-03-12 00:00:00,0,LN001,LN001,AAZB,,2025-03-12 00:00:00,,,,,Nurcan,2025-03-12 16:25:52.127000,Yasar,2025-03-12 17:12:45.443000,,,,1534,KGShop,KGShop
1535,g,gt,2025-03-12 00:00:00,0,LN001,LN001,AAZB,,2025-03-12 00:00:00,,,,,Nurcan,2025-03-12 18:13:22.797000,Yasar,2025-03-12 19:17:52.750000,,,,1535,KGShop,KGShop
1536,g,gt,2025-03-12 00:00:00,0,LN001,LN001,AAZB,,2025-03-12 00:00:00,,,,,Nurcan,2025-03-12 18:40:40.247000,Yasar,2025-03-12 19:18:10.647000,,,,1536,KGShop,KGShop
1537,g,gt,2025-03-12 00:00:00,0,LN001,LN001,AAZB,,2025-03-12 00:00:00,,,,,Nurcan,2025-03-12 19:19:31.167000,Yasar,2025-03-13 09:03:56.577000,,,,1537,KGShop,KGShop
1538,g,gt,2025-03-13 00:00:00,0,LN001,LN001,AAZB,,2025-03-13 00:00:00,,,,,Nurcan,2025-03-13 10:08:07.330000,Yasar,2025-03-13 11:06:21.963000,,,,1538,KGShop,KGShop
1539,g,gt,2025-03-13 00:00:00,0,LN001,LN001,DSM,,2025-03-13 00:00:00,*,,,,Nurcan,2025-03-13 10:27:10.007000,Zeki,2025-03-13 20:50:11.380000,,,,1539,KGShop,KGShop
1540,g,gt,2025-03-13 00:00:00,0,LN001,LN001,AAZB,,2025-03-13 00:00:00,,,,,Nurcan,2025-03-13 12:37:42.103000,Yasar,2025-03-13 15:48:43.847000,,,,1540,KGShop,KGShop
1541,g,gt,2025-03-13 00:00:00,0,LN001,LN001,AAZB,,2025-03-13 00:00:00,*,,,,Nurcan,2025-03-13 16:56:34.633000,Yasar,2025-03-13 17:19:34.290000,,,,1541,KGShop,KGShop
1542,g,gt,2025-03-13 00:00:00,0,LN001,LN001,AAZB,,2025-03-13 00:00:00,,,,,Nurcan,2025-03-13 20:15:27.653000,Yasar,2025-03-13 20:39:11.027000,,,,1542,KGShop,KGShop
1543,g,gt,2025-03-13 00:00:00,0,LN001,LN001,AAZB,,2025-03-13 00:00:00,,,,,Nurcan,2025-03-13 20:48:34.863000,Yasar,2025-03-13 21:25:34.897000,,,,1543,KGShop,KGShop
1544,g,gt,2025-03-14 00:00:00,0,LN001,LN001,AAZB,,2025-03-14 00:00:00,,,,,Nurcan,2025-03-14 09:49:39.513000,Yasar,2025-03-14 11:19:46.340000,,,,1544,KGShop,KGShop
1545,g,gt,2025-03-14 00:00:00,0,LN001,LN001,DSM,,2025-03-14 00:00:00,*,,,,Nurcan,2025-03-14 11:24:24.527000,Zeki,2025-03-14 21:17:07.810000,,,,1545,KGShop,KGShop
1546,g,gt,2025-03-14 00:00:00,0,LN001,LN001,DSM,,2025-03-14 00:00:00,*,,,,Nurcan,2025-03-14 11:34:29.290000,Zeki,2025-03-14 21:22:41.430000,,,,1546,KGShop,KGShop
1547,g,gt,2025-03-14 00:00:00,0,LN001,LN001,AAZB,,2025-03-14 00:00:00,,,,,Nurcan,2025-03-14 11:38:50.120000,Yasar,2025-03-14 12:02:18.430000,,,,1547,KGShop,KGShop
1548,g,gt,2025-03-14 00:00:00,0,LN001,LN001,AAZB,,2025-03-14 00:00:00,,,,,Nurcan,2025-03-14 16:48:48.513000,Yasar,2025-03-14 21:13:46.530000,,,,1548,KGShop,KGShop
1549,g,gt,2025-03-15 00:00:00,0,LN001,LN001,DSM,,2025-03-15 00:00:00,,,,,Nurcan,2025-03-15 10:29:43.930000,Nurcan,2025-03-16 11:47:23.563000,,,,1549,KGShop,KGShop
1550,g,gt,2025-03-15 00:00:00,0,LN001,LN001,AAZB,,2025-03-15 00:00:00,,,,,Yasar,2025-03-15 10:39:39.290000,Yasar,2025-03-15 10:57:59.520000,,,,1550,KGShop,KGShop
1551,g,gt,2025-03-15 00:00:00,0,LN001,LN001,AAZB,,2025-03-15 00:00:00,,,,,Nurcan,2025-03-15 14:04:36.890000,Yasar,2025-03-15 16:26:44.540000,,,,1551,KGShop,KGShop
1552,g,gt,2025-03-15 00:00:00,0,LN001,LN001,AAZB,,2025-03-15 00:00:00,,,,,Yasar,2025-03-15 15:55:03.180000,Yasar,2025-03-15 16:26:58.703000,,,,1552,KGShop,KGShop
1553,g,gt,2025-03-16 00:00:00,0,LN001,LN001,AAZB,,2025-03-16 00:00:00,,,,,Nurcan,2025-03-16 09:34:51.427000,Yasar,2025-03-18 10:50:01.570000,,,,1553,KGShop,KGShop
1554,g,gt,2025-03-16 00:00:00,0,LN001,LN001,DSM,,2025-03-16 00:00:00,*,,,,Nurcan,2025-03-16 11:44:40.137000,Zeki,2025-03-16 23:38:59.487000,,,,1554,KGShop,KGShop
1555,g,gt,2025-03-16 00:00:00,0,LN001,LN001,DSM,,2025-03-16 00:00:00,*,,,,Nurcan,2025-03-16 11:50:52.010000,Zeki,2025-03-16 23:42:44.820000,,,,1555,KGShop,KGShop
1556,g,gt,2025-03-17 00:00:00,0,LN001,LN001,DSM,,2025-03-17 00:00:00,*,,,,Nurcan,2025-03-17 10:16:11.810000,MUAZ,2025-03-17 18:25:32.953000,,,,1556,KGShop,KGShop
1557,g,gt,2025-03-17 00:00:00,0,LN001,LN001,AAZB,,2025-03-17 00:00:00,,,,,Nurcan,2025-03-17 12:58:11.413000,Nurcan,2025-03-17 15:02:58.187000,,,,1557,KGShop,KGShop
1558,g,gt,2025-03-17 00:00:00,0,LN001,LN001,AAZB,,2025-03-17 00:00:00,,,,,Nurcan,2025-03-17 12:59:40.230000,Nurcan,2025-03-17 15:03:10.723000,,,,1558,KGShop,KGShop
1559,g,gt,2025-03-17 00:00:00,0,LN001,LN001,AAZB,,2025-03-17 00:00:00,,,,,Nurcan,2025-03-17 13:07:58.213000,Nurcan,2025-03-17 15:03:21.070000,,,,1559,KGShop,KGShop
1560,g,gt,2025-03-17 00:00:00,0,LN001,LN001,AAZB,,2025-03-17 00:00:00,,,,,Nurcan,2025-03-17 15:02:40.720000,Nurcan,2025-03-17 16:30:29.483000,,,,1560,KGShop,KGShop
1561,g,gt,2025-03-17 00:00:00,0,LN001,LN001,AAZB,,2025-03-17 00:00:00,,,,,Nurcan,2025-03-17 16:40:52.547000,Nurcan,2025-03-17 17:54:20.260000,,,,1561,KGShop,KGShop
1562,g,gt,2025-03-17 00:00:00,0,LN001,LN001,AAZB,,2025-03-17 00:00:00,,,,,Nurcan,2025-03-17 17:54:58.680000,Yasar,2025-03-17 18:22:24.337000,,,,1562,KGShop,KGShop
1563,g,gt,2025-03-18 00:00:00,0,LN001,LN001,DSM,,2025-03-18 00:00:00,*,,,,Nurcan,2025-03-18 11:18:11.363000,MUAZ,2025-03-18 18:00:12.917000,,,,1563,KGShop,KGShop
1564,g,gt,2025-03-18 00:00:00,0,LN001,LN001,DSM,,2025-03-18 00:00:00,*,,,,Nurcan,2025-03-18 11:28:00.790000,MUAZ,2025-03-18 18:03:17.870000,,,,1564,KGShop,KGShop
1565,g,gt,2025-03-18 00:00:00,0,LN001,LN001,AAZB,,2025-03-18 00:00:00,,,,,Yasar,2025-03-18 17:21:31.803000,Yasar,2025-03-18 18:02:29.903000,,,,1565,KGShop,KGShop
1566,g,gt,2025-03-18 00:00:00,0,LN001,LN001,AAZB,,2025-03-18 00:00:00,,,,,Yasar,2025-03-18 17:40:37.737000,Yasar,2025-03-18 18:02:54.533000,,,,1566,KGShop,KGShop
1567,g,gt,2025-03-18 00:00:00,0,LN001,LN001,AAZB,,2025-03-18 00:00:00,,,,,Yasar,2025-03-18 20:37:27.863000,Yasar,2025-03-18 20:44:21.953000,,,,1567,KGShop,KGShop
1568,g,gt,2025-03-19 00:00:00,0,LN001,LN001,DSM,,2025-03-19 00:00:00,*,,,,Nurcan,2025-03-19 11:12:32.537000,MUAZ,2025-03-19 17:34:13.623000,,,,1568,KGShop,KGShop
1569,g,gt,2025-03-19 00:00:00,0,LN001,LN001,AAZB,,2025-03-19 00:00:00,,,,,Yasar,2025-03-19 16:28:53.063000,Yasar,2025-03-19 16:31:08.597000,,,,1569,KGShop,KGShop
1570,g,gt,2025-03-19 00:00:00,0,LN001,LN001,AAZB,,2025-03-19 00:00:00,,,,,Yasar,2025-03-19 16:30:46.870000,Yasar,2025-03-19 17:27:51.650000,,,,1570,KGShop,KGShop
1571,g,gt,2025-03-19 00:00:00,0,LN001,LN001,AAZB,,2025-03-19 00:00:00,,,,,Yasar,2025-03-19 18:34:21.930000,Yasar,2025-03-20 14:01:04.877000,,,,1571,KGShop,KGShop
1572,g,gt,2025-03-19 00:00:00,0,LN001,LN001,AAZB,,2025-03-19 00:00:00,,,,,Yasar,2025-03-19 19:08:53.683000,Yasar,2025-03-20 14:01:25.367000,,,,1572,KGShop,KGShop
1573,g,gt,2025-03-20 00:00:00,0,LN001,LN001,DSM,,2025-03-20 00:00:00,*,,,,Zeki,2025-03-20 13:59:33.310000,MUAZ,2025-03-20 17:16:24.100000,,,,1573,KGShop,KGShop
1574,g,gt,2025-03-20 00:00:00,0,LN001,,DSM,,2025-03-20 00:00:00,*,,,,Zeki,2025-03-20 14:04:37.230000,MUAZ,2025-03-20 17:18:42.720000,,,,1574,KGShop,KGShop
1575,g,gt,2025-03-20 00:00:00,0,LN001,LN001,AAZB,,2025-03-20 00:00:00,,,,,Nurcan,2025-03-20 17:45:18.350000,Yasar,2025-03-20 18:42:17.870000,,,,1575,KGShop,KGShop
1576,g,gt,2025-03-20 00:00:00,0,LN001,LN001,AAZB,,2025-03-20 00:00:00,,,,,Yasar,2025-03-20 19:12:31.090000,Nurcan,2025-03-21 15:04:36.623000,,,,1576,KGShop,KGShop
1577,g,gt,2025-03-20 00:00:00,0,LN001,LN001,AAZB,,2025-03-20 00:00:00,,,,,Yasar,2025-03-20 20:17:35.457000,Nurcan,2025-03-21 15:04:52.870000,,,,1577,KGShop,KGShop
1578,g,gt,2025-03-21 00:00:00,0,LN001,LN001,DSM,,2025-03-21 00:00:00,*,,,,Nurcan,2025-03-21 15:03:54.320000,MUAZ,2025-03-21 17:32:51.367000,,,,1578,KGShop,KGShop
1579,g,gt,2025-03-21 00:00:00,0,LN001,LN001,AAZB,,2025-03-21 00:00:00,,,,,Yasar,2025-03-21 18:49:24.127000,Yasar,2025-03-21 19:21:31.550000,,,,1579,KGShop,KGShop
1580,g,gt,2025-03-21 00:00:00,0,LN001,LN001,AAZB,,2025-03-21 00:00:00,,,,,Yasar,2025-03-21 18:56:04.353000,Yasar,2025-03-21 19:21:16.143000,,,,1580,KGShop,KGShop
1581,g,gt,2025-03-22 00:00:00,0,LN001,LN001,AAZB,,2025-03-22 00:00:00,,,,,Nurcan,2025-03-22 12:31:02.727000,Nurcan,2025-03-22 15:17:56.867000,,,,1581,KGShop,KGShop
1582,g,gt,2025-03-22 00:00:00,0,LN001,LN001,AAZB,,2025-03-22 00:00:00,,,,,Yasar,2025-03-22 14:50:59.017000,Nurcan,2025-03-22 15:18:06.320000,,,,1582,KGShop,KGShop
1583,g,gt,2025-03-22 00:00:00,0,LN001,LN001,AAZB,,2025-03-22 00:00:00,,,,,Nurcan,2025-03-22 15:16:58.953000,Yasar,2025-03-22 16:04:56.260000,,,,1583,KGShop,KGShop
1584,g,gt,2025-03-22 00:00:00,0,LN001,LN001,AAZB,,2025-03-22 00:00:00,,,,,Nurcan,2025-03-22 16:40:26.603000,Yasar,2025-03-24 15:08:24.827000,,,,1584,KGShop,KGShop
1585,g,gt,2025-03-24 00:00:00,0,LN001,LN001,AAZB,,2025-03-24 00:00:00,,,,,Yasar,2025-03-24 08:45:00.593000,Yasar,2025-03-24 08:45:12.883000,,,,1585,KGShop,KGShop
1586,g,gt,2025-03-24 00:00:00,0,LN001,LN001,AAZB,,2025-03-24 00:00:00,,,,,Nurcan,2025-03-24 17:02:41.823000,Yasar,2025-03-24 19:17:47.913000,,,,1586,KGShop,KGShop
1587,g,gt,2025-03-24 00:00:00,0,LN001,LN001,AAZB,,2025-03-24 00:00:00,,,,,Yasar,2025-03-24 18:03:48.400000,Yasar,2025-03-24 19:18:02.663000,,,,1587,KGShop,KGShop
1588,g,gt,2025-03-25 00:00:00,0,LN001,LN001,AAZB,,2025-03-25 00:00:00,,,,,Yasar,2025-03-25 12:42:04.830000,Yasar,2025-03-25 16:20:35.703000,,,,1588,KGShop,KGShop
1589,g,gt,2025-03-25 00:00:00,0,LN001,LN001,AAZB,,2025-03-25 00:00:00,,,,,Yasar,2025-03-25 15:18:51.417000,Yasar,2025-03-25 16:20:07.270000,,,,1589,KGShop,KGShop
1590,g,gt,2025-03-25 00:00:00,0,LN001,LN001,AAZB,,2025-03-25 00:00:00,,,,,Nurcan,2025-03-25 16:46:17.843000,Yasar,2025-03-25 18:46:17.337000,,,,1590,KGShop,KGShop
1591,g,gt,2025-03-26 00:00:00,0,LN001,LN001,AAZB,,2025-03-26 00:00:00,,,,,Nurcan,2025-03-26 11:47:13.873000,Yasar,2025-03-26 12:47:24.617000,,,,1591,KGShop,KGShop
1592,g,gt,2025-03-26 00:00:00,0,LN001,LN001,AAZB,,2025-03-26 00:00:00,,,,,Yasar,2025-03-26 14:25:30.233000,Yasar,2025-03-26 16:27:15.983000,,,,1592,KGShop,KGShop
1593,g,gt,2025-03-26 00:00:00,0,LN001,LN001,AAZB,,2025-03-26 00:00:00,,,,,Yasar,2025-03-26 16:00:30.490000,Yasar,2025-03-26 16:27:37.090000,,,,1593,KGShop,KGShop
1594,g,gt,2025-03-26 00:00:00,0,LN001,LN001,AAZB,,2025-03-26 00:00:00,,,,,Yasar,2025-03-26 16:10:36.303000,Yasar,2025-03-26 16:27:53.037000,,,,1594,KGShop,KGShop
1595,g,gt,2025-03-26 00:00:00,0,LN001,LN001,AAZB,,2025-03-26 00:00:00,,,,,Nurcan,2025-03-26 16:29:06.817000,Nurcan,2025-03-26 17:38:30.887000,,,,1595,KGShop,KGShop
1596,g,gt,2025-03-26 00:00:00,0,LN001,LN001,AAZB,,2025-03-26 00:00:00,,,,,Nurcan,2025-03-26 17:38:46.773000,Yasar,2025-03-26 18:48:40.813000,,,,1596,KGShop,KGShop
1597,g,gt,2025-03-27 00:00:00,0,LN001,LN001,AAZB,,2025-03-27 00:00:00,,,,,Nurcan,2025-03-27 10:35:17.280000,Yasar,2025-03-27 12:48:45.940000,,,,1597,KGShop,KGShop
1598,g,gt,2025-03-27 00:00:00,0,LN001,LN001,AAZB,,2025-03-27 00:00:00,,,,,Yasar,2025-03-27 13:34:29.237000,Yasar,2025-03-27 14:50:52.807000,,,,1598,KGShop,KGShop
1599,g,gt,2025-03-27 00:00:00,0,LN001,LN001,AAZB,,2025-03-27 00:00:00,,,,,Yasar,2025-03-27 13:46:50.460000,Yasar,2025-03-27 14:51:05.357000,,,,1599,KGShop,KGShop
1600,g,gt,2025-03-27 00:00:00,0,LN001,LN001,AAZB,,2025-03-27 00:00:00,,,,,Yasar,2025-03-27 13:51:09.323000,Yasar,2025-03-27 14:51:14.477000,,,,1600,KGShop,KGShop
1601,g,gt,2025-03-27 00:00:00,0,LN001,LN001,AAZB,,2025-03-27 00:00:00,,,,,Yasar,2025-03-27 13:54:29.813000,Yasar,2025-03-27 14:51:23.373000,,,,1601,KGShop,KGShop
1602,g,gt,2025-03-27 00:00:00,0,LN001,LN001,DSM,,2025-03-27 00:00:00,*,,,,Nurcan,2025-03-27 14:36:20.060000,MUAZ,2025-03-27 16:57:18.390000,,,,1602,KGShop,KGShop
1603,g,gt,2025-03-27 00:00:00,0,LN001,LN001,AAZB,,2025-03-27 00:00:00,,,,,Yasar,2025-03-27 14:37:10.277000,Yasar,2025-03-27 15:58:25.557000,,,,1603,KGShop,KGShop
1604,g,gt,2025-03-27 00:00:00,0,LN001,LN001,DSM,,2025-03-27 00:00:00,*,,,,Nurcan,2025-03-27 14:42:36.813000,MUAZ,2025-03-27 16:56:08.377000,,,,1604,KGShop,KGShop
1605,g,gt,2025-03-27 00:00:00,0,LN001,LN001,AAZB,,2025-03-27 00:00:00,,,,,Nurcan,2025-03-27 14:52:55.583000,Yasar,2025-03-27 17:01:46.760000,,,,1605,KGShop,KGShop
1606,g,gt,2025-03-27 00:00:00,0,LN001,LN001,AAZB,,2025-03-27 00:00:00,,,,,Zeki,2025-03-27 14:58:41.700000,Yasar,2025-03-27 16:31:32.210000,,,,1606,KGShop,KGShop
1607,g,gt,2025-03-27 00:00:00,0,LN001,LN001,AAZB,,2025-03-27 00:00:00,,,,,Yasar,2025-03-27 16:00:05.750000,Yasar,2025-03-27 16:45:14.737000,,,,1607,KGShop,KGShop
1608,g,gt,2025-03-27 00:00:00,0,LN001,LN001,AAZB,,2025-03-27 00:00:00,,,,,Yasar,2025-03-27 19:13:12.900000,Yasar,2025-03-28 10:33:56.057000,,,,1608,KGShop,KGShop
1609,g,gt,2025-03-27 00:00:00,0,LN001,LN001,AAZB,,2025-03-27 00:00:00,,,,,Yasar,2025-03-27 19:40:38.387000,Yasar,2025-03-28 10:33:48.660000,,,,1609,KGShop,KGShop
1610,g,gt,2025-03-28 00:00:00,0,LN001,LN001,AAZB,,2025-03-28 00:00:00,,,,,Yasar,2025-03-28 10:31:49.150000,Yasar,2025-03-28 10:39:00.453000,,,,1610,KGShop,KGShop
1611,g,gt,2025-03-28 00:00:00,0,LN001,LN001,AAZB,,2025-03-28 00:00:00,,,,,Yasar,2025-03-28 10:41:48.387000,Nurcan,2025-03-28 11:25:53.893000,,,,1611,KGShop,KGShop
1612,g,gt,2025-03-28 00:00:00,0,LN001,LN001,DSM,,2025-03-28 00:00:00,*,,,,Nurcan,2025-03-28 11:15:00.480000,MUAZ,2025-03-28 16:26:42.453000,,,,1612,KGShop,KGShop
1613,g,gt,2025-03-28 00:00:00,0,LN001,LN001,DSM,,2025-03-28 00:00:00,*,,,,Nurcan,2025-03-28 11:23:36.620000,MUAZ,2025-03-28 16:26:25.860000,,,,1613,KGShop,KGShop
1614,g,gt,2025-03-28 00:00:00,0,LN001,LN001,AAZB,,2025-03-28 00:00:00,,,,,Yasar,2025-03-28 16:07:28.277000,Yasar,2025-03-28 17:37:35.700000,,,,1614,KGShop,KGShop
1615,g,gt,2025-03-28 00:00:00,0,LN001,LN001,AAZB,,2025-03-28 00:00:00,,,,,Yasar,2025-03-28 17:22:54.257000,Yasar,2025-03-28 17:37:53.500000,,,,1615,KGShop,KGShop
1616,g,gt,2025-03-28 00:00:00,0,LN001,LN001,AAZB,,2025-03-28 00:00:00,,,,,Nurcan,2025-03-28 17:29:45.957000,Yasar,2025-03-28 18:54:26.150000,,,,1616,KGShop,KGShop
1617,g,gt,2025-03-28 00:00:00,0,LN001,LN001,AAZB,,2025-03-28 00:00:00,,,,,Yasar,2025-03-28 17:45:04.580000,Yasar,2025-03-28 17:59:12.560000,,,,1617,KGShop,KGShop
1618,g,gt,2025-03-28 00:00:00,0,LN001,LN001,AAZB,,2025-03-28 00:00:00,,,,,Yasar,2025-03-28 18:48:07.090000,Yasar,2025-03-28 18:54:01.327000,,,,1618,KGShop,KGShop
1619,g,gt,2025-03-29 00:00:00,0,LN001,LN001,AAZB,,2025-03-29 00:00:00,,,,,Nurcan,2025-03-29 11:52:32.090000,Nurcan,2025-03-29 12:21:48.370000,,,,1619,KGShop,KGShop
1620,g,gt,2025-03-29 00:00:00,0,LN001,LN001,DSM,,2025-03-29 00:00:00,*,,,,Nurcan,2025-03-29 12:22:28.933000,MUAZ,2025-03-29 17:10:18.350000,,,,1620,KGShop,KGShop
1621,g,gt,2025-03-29 00:00:00,0,LN001,LN001,DSM,,2025-03-29 00:00:00,*,,,,Nurcan,2025-03-29 12:26:39.323000,MUAZ,2025-03-29 17:11:56.293000,,,,1621,KGShop,KGShop
1622,g,gt,2025-03-29 00:00:00,0,LN001,LN001,AAZB,,2025-03-29 00:00:00,,,,,Nurcan,2025-03-29 13:20:53.473000,Nurcan,2025-03-29 16:17:29.387000,,,,1622,KGShop,KGShop
1623,g,gt,2025-03-29 00:00:00,0,LN001,LN001,AAZB,,2025-03-29 00:00:00,,,,,Nurcan,2025-03-29 16:16:59.370000,Nurcan,2025-04-02 11:04:54.967000,,,,1623,KGShop,KGShop
1624,g,gt,2025-04-02 00:00:00,0,LN001,LN001,DSM,,2025-04-02 00:00:00,*,,,,Nurcan,2025-04-02 11:04:00.743000,MUAZ,2025-04-02 20:22:01.737000,,,,1624,KGShop,KGShop
1625,g,gt,2025-04-02 00:00:00,0,LN001,LN001,DSM,,2025-04-02 00:00:00,*,,,,Nurcan,2025-04-02 11:09:31.633000,MUAZ,2025-04-02 20:21:49.610000,,,,1625,KGShop,KGShop
1626,g,gt,2025-04-02 00:00:00,0,LN001,LN001,DSM,,2025-04-02 00:00:00,*,,,,Nurcan,2025-04-02 11:23:14.247000,MUAZ,2025-04-02 20:21:38.277000,,,,1626,KGShop,KGShop
1627,g,gt,2025-04-02 00:00:00,0,LN001,LN001,DSM,,2025-04-02 00:00:00,*,,,,Nurcan,2025-04-02 11:27:32.657000,MUAZ,2025-04-02 20:21:24.097000,,,,1627,KGShop,KGShop
1629,g,gt,2025-04-02 00:00:00,0,LN001,LN001,DSM,,2025-04-02 00:00:00,*,,,,Nurcan,2025-04-02 11:39:00.323000,MUAZ,2025-04-02 20:21:09.517000,,,,1629,KGShop,KGShop
1630,g,gt,2025-04-02 00:00:00,0,LN001,LN001,DSM,,2025-04-02 00:00:00,*,,,,MUAZ,2025-04-02 20:20:01.217000,MUAZ,2025-04-02 20:20:09.393000,,,,1630,KGShop,KGShop
1631,g,gt,2025-04-02 00:00:00,0,LN001,LN001,AAZB,,2025-04-02 00:00:00,,,,,Yasar,2025-04-02 20:23:48.610000,Nurcan,2025-04-02 22:09:39.443000,,,,1631,KGShop,KGShop
1632,g,gt,2025-04-02 00:00:00,0,LN001,LN001,AAZB,,2025-04-02 00:00:00,,,,,Nurcan,2025-04-02 22:10:08.463000,Yasar,2025-04-03 08:42:14.393000,,,,1632,KGShop,KGShop
1633,g,gt,2025-04-03 00:00:00,0,LN001,LN001,DSM,,2025-04-03 00:00:00,*,,,,Nurcan,2025-04-03 15:06:57.593000,MUAZ,2025-04-03 17:42:40.263000,,,,1633,KGShop,KGShop
1634,g,gt,2025-04-04 00:00:00,0,LN001,LN001,AAZB,,2025-04-04 00:00:00,,,,,Nurcan,2025-04-04 12:11:51.423000,Yasar,2025-04-04 15:02:14.923000,,,,1634,KGShop,KGShop
1635,g,gt,2025-04-04 00:00:00,0,LN001,LN001,DSM,,2025-04-04 00:00:00,*,,,,Nurcan,2025-04-04 15:50:03.490000,MUAZ,2025-04-04 19:51:15.450000,,,,1635,KGShop,KGShop
1636,g,gt,2025-04-04 00:00:00,0,LN001,LN001,DSM,,2025-04-04 00:00:00,*,,,,Nurcan,2025-04-04 15:52:56.567000,MUAZ,2025-04-04 19:52:57.693000,,,,1636,KGShop,KGShop
1637,g,gt,2025-04-04 00:00:00,0,LN001,LN001,DSM,,2025-04-04 00:00:00,*,,,,Nurcan,2025-04-04 15:55:43.900000,MUAZ,2025-04-04 19:54:21.747000,,,,1637,KGShop,KGShop
1638,g,gt,2025-04-04 00:00:00,0,LN001,LN001,DSM,,2025-04-04 00:00:00,*,,,,Nurcan,2025-04-04 16:01:18.460000,MUAZ,2025-04-04 19:55:30.590000,,,,1638,KGShop,KGShop
1639,g,gt,2025-04-04 00:00:00,0,LN001,LN001,AAZB,,2025-04-04 00:00:00,,,,,Yasar,2025-04-04 20:07:39.897000,Nurcan,2025-04-05 09:45:59.403000,,,,1639,KGShop,KGShop
1640,g,gt,2025-04-04 20:10:47.610000,0,LN001,,AAZB,,2025-04-04 20:10:47.610000,,,,,Yasar,2025-04-04 20:10:47.610000,,,,,,1640,KGShop,
1641,g,gt,2025-04-04 00:00:00,0,LN001,LN001,AAZB,,2025-04-04 00:00:00,,,,,Yasar,2025-04-04 20:10:58.873000,Nurcan,2025-04-05 09:45:53.563000,,,,1641,KGShop,KGShop
1642,g,gt,2025-04-04 00:00:00,0,LN001,LN001,AAZB,,2025-04-04 00:00:00,,,,,Yasar,2025-04-04 20:29:49.880000,Yasar,2025-04-04 20:58:29.240000,,,,1642,KGShop,KGShop
1643,g,gt,2025-04-04 00:00:00,0,LN001,LN001,AAZB,,2025-04-04 00:00:00,,,,,Yasar,2025-04-04 21:02:37.180000,Nurcan,2025-04-05 09:45:43.907000,,,,1643,KGShop,KGShop
1644,g,gt,2025-04-05 00:00:00,0,LN001,LN001,AAZB,,2025-04-05 00:00:00,,,,,Nurcan,2025-04-05 09:45:24.540000,Nurcan,2025-04-05 12:23:50.663000,,,,1644,KGShop,KGShop
1645,g,gt,2025-04-05 00:00:00,0,LN001,LN001,AAZB,,2025-04-05 00:00:00,,,,,Nurcan,2025-04-05 12:26:07.080000,Nurcan,2025-04-05 14:13:06.183000,,,,1645,KGShop,KGShop
1646,g,gt,2025-04-05 00:00:00,0,LN001,LN001,AAZB,,2025-04-05 00:00:00,,,,,Yasar,2025-04-05 13:34:39.633000,Yasar,2025-04-05 14:27:41.413000,,,,1646,KGShop,KGShop
1647,g,gt,2025-04-05 00:00:00,0,LN001,LN001,DSM,,2025-04-05 00:00:00,*,,,,Nurcan,2025-04-05 14:17:41.420000,MUAZ,2025-04-05 18:20:19.680000,,,,1647,KGShop,KGShop
1648,g,gt,2025-04-05 00:00:00,0,LN001,LN001,AAZB,,2025-04-05 00:00:00,,,,,Nurcan,2025-04-05 15:54:01.273000,Yasar,2025-04-05 16:40:09.923000,,,,1648,KGShop,KGShop
1649,g,gt,2025-04-05 00:00:00,0,LN001,LN001,AAZB,,2025-04-05 00:00:00,,,,,Nurcan,2025-04-05 18:27:50.457000,Nurcan,2025-04-05 19:20:31.050000,,,,1649,KGShop,KGShop
1650,g,gt,2025-04-05 00:00:00,0,LN001,LN001,AAZB,,2025-04-05 00:00:00,,,,,Nurcan,2025-04-05 19:21:04.467000,Yasar,2025-04-07 09:15:55.337000,,,,1650,KGShop,KGShop
1651,g,gt,2025-04-07 00:00:00,0,LN001,LN001,AAZB,,2025-04-07 00:00:00,,,,,Nurcan,2025-04-07 09:18:04.323000,Yasar,2025-04-07 12:31:41.083000,,,,1651,KGShop,KGShop
