SKOD,StokSekli,Tanim,BEDKod,StokTip,Birim,Takim,GRUPKOD,CinsKod,KARTTAR,KritikSeviye,OptimalSeviye,UreticiKodu,UMarka,SResim,KDVOran,Temin,Reyon,EanCode,OzKod1,OzKod2,OzKod3,OzKod4,OzKod5,Carpan,OTVCheck,BGrup_Kod,KGrupKod,insUN,insDT,updUN,updDT,Lotlu,Serili,OzKod6,OzKod7,OzKod8,OzKod9,OzKod10,FuarKod,OTVOran,Pasif,OzKod11,OzKod12,OzKod13,OzKod14,OzKod15,OzKod16,OzKod17,OzKod18,OzKod19,OzKod20,GTip,ModelAcma,Notu,ToleransKS,CanRezerv,SatinalmaMlyt,StokTutmaMlyt,MrpType,VERA_KISIM_ID,mrptedariktipi,OzKod21,OzKod22,OzKod23,OzKod24,OzKod25,OzKod26,OzKod27,OzKod28,OzKod29,OzKod30,OzKod31,OzKod32,OzKod33,OzKod34,OzKod35,OzKod36,OzKod37,OzKod38,OzKod39,OzKod40,OzKod41,OzKod42,OzKod43,OzKod44,OzKod45,OzKod46,OzKod47,OzKod48,OzKod49,OzKod50,kgid,insApp,updApp
LNRCNT2935,M,Riccon Erkek Sneaker Bot 00122935,MR,Bot & Bootie,Çift,U,002,E,2022-10-07 00:00:00,0E-10,0E-10,GLS,Riccon,C:\Resim\LNRCNT29350140-1.jpg,10.0000000000,2025-03-26 00:00:00,,,Riccon,,Yetişkin,,Bot & Bootie,0E-10,,,,Zeki,2024-07-08 09:41:02.293000,MUAZ,2025-03-26 15:54:36.977000, , ,,,Erkek Bot & Bootie,Türkiye,E,,0E-10,,3 cm,"2,5 cm",,,,2,,,,,, ,"Topuk yüksekliği;3 cm----Burun yüksekliği:2,5 cm Ayakkabınızın ömrünü uzatmak ve tam verim alabilmek için kullanım talimatlarına uymanızı tavsiye ederiz. Kullanım talimatlarını kutunuzun içinde bulabilirsiniz. Riccon'un bu sağlam erkek botları günlük konfor ve kalıcı stil için üretilmiştir. Zamana meydan okuyan dayanıklı vegan deri yapısıyla ister ofise giderken ister yürüyüşe çıkarken ayaklarınızı sıcak tutar ve korur. Yastıklı ayak tabanı, gün boyu destek için benzersiz adımınıza uyum sağlarken, birinci sınıf dikişler her adımda adımda kalmalarını sağlar. Sıkıcı ve sıradan günleri maceraya dönüştürmek için ayağınıza geçirmeniz yeterli.",0, ,0E-10,0E-10,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,963,,KGShop
LNRCNT350,M,Riccon Fulke  Erkek Sneaker 0012350,MR,Sneaker,Çift,U,010,E,2023-01-29 00:00:00,0E-10,0E-10,GLS,Riccon,C:\Resim\t350b-1.jpg,10.0000000000,2025-03-26 00:00:00,,,,,,,Sneaker,0E-10,,,,Zeki,2024-07-08 09:41:02.463000,MUAZ,2025-03-26 15:54:49.457000, , ,,,Erkek Sneaker,Türkiye,E,,0E-10,,,,,,,1,,,,,, ,"Ayakkabınızın ömrünü uzatmak ve tam verim alabilmek için kullanım talimatlarına uymanızı tavsiye ederiz. Kullanım talimatlarını kutunuzun içinde bulabilirsiniz. Bu spor ayakkabılar konfor ve stil için üretildi. Hafif ama dayanıklı bir malzeme karışımından üretilen Riccon erkek spor ayakkabı, ister günlük işlerinizi yaparken ister şehirde gezerken tüm gün destek sunar. Yastıklı iç taban ve dolgulu yaka yorgunluğu azaltmak için ayağınızı sararken, esnek dış taban her adımda şoku emer.İster şehrin sokaklarında geziniyor ister spor salonuna gidiyor olun, Riccon sneaker günlük görünümünüzü yükselten konfor, destek ve çok yönlü stil vaatlerini yerine getirmeyi vaat ediyor.Riccon sneaker bunu destekleyici ve atletik bir tarzda yapmanızı sağlar. Çok yönlü tasarım, ruh halinize uyacak şekilde jogger, jean ve chino pantolonlarla eşleşirken, sade renk seçenekleri ve minimal ayrıntılar kişiliğinizin parlamasını sağlar. Bu rahat ve havalı spor ayakkabıları giyin, kaldırıma çıkın ve şehri fethedin - her seferinde bir adım, mükemmel adımlarla.",0, ,0E-10,0E-10,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,964,,KGShop
LNRCNT420,M,Riccon Tharndaer Erkek Sneaker Bot 0012420,MR,Bot & Bootie,Çift,U,002,E,2023-12-07 00:00:00,0E-10,0E-10,GLS,Riccon,,10.0000000000,2025-03-26 00:00:00,,,,,,,Bot & Bootie,0E-10,,,,Zeki,2024-07-08 09:41:10.590000,MUAZ,2025-03-26 15:55:05.363000, , ,,,,Türkiye,E,,0E-10,,,,,,,2,,,,,, ,,0, ,0E-10,0E-10,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,965,,KGShop
LNRCNT63,M,Riccon Erkek Comfort Sneaker Bot 001263,MR,Bot & Bootie,Çift,U,002,E,2022-10-07 00:00:00,0E-10,0E-10,GLS,Riccon,,10.0000000000,2025-03-26 00:00:00,,,Riccon,,Yetişkin,,Bot & Bootie,0E-10,,,,Zeki,2024-07-08 09:41:02.137000,MUAZ,2025-03-26 15:55:12.700000, , ,,,Erkek Bot & Bootie,Türkiye,E,,0E-10,,,,,,,1,,,,,, ,Türkiye de üretilmiştir.;Ortapedik İç Taban; Koku ve Terleme Yapmayan İç Astar;1.sınıf Malzeme,0, ,0E-10,0E-10,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,966,,KGShop
LNRCNT836,M,Riccon Thranduil Erkek Sneaker 0012836,MR,Sneaker,Çift,U,010,E,2023-03-29 00:00:00,0E-10,0E-10,GLS,Riccon,C:\Resim\836f-1.jpg,10.0000000000,2025-03-26 00:00:00,,,,,,,Sneaker,0E-10,,,,Zeki,2024-07-08 09:41:02.017000,MUAZ,2025-03-26 15:55:20.873000, , ,,,Erkek Sneaker,Türkiye,E,,0E-10,,,,,,,2,,,,,, ,"Ayakkabınızın ömrünü uzatmak ve tam verim alabilmek için kullanım talimatlarına uymanızı tavsiye ederiz. Kullanım talimatlarını kutunuzun içinde bulabilirsiniz. Bu spor ayakkabılar konfor ve stil için üretildi. Hafif ama dayanıklı bir malzeme karışımından üretilen Riccon erkek spor ayakkabı, ister günlük işlerinizi yaparken ister şehirde gezerken tüm gün destek sunar. Yastıklı iç taban ve dolgulu yaka yorgunluğu azaltmak için ayağınızı sararken, esnek dış taban her adımda şoku emer.İster şehrin sokaklarında geziniyor ister spor salonuna gidiyor olun, Riccon sneaker günlük görünümünüzü yükselten konfor, destek ve çok yönlü stil vaatlerini yerine getirmeyi vaat ediyor.Riccon sneaker bunu destekleyici ve atletik bir tarzda yapmanızı sağlar. Çok yönlü tasarım, ruh halinize uyacak şekilde jogger, jean ve chino pantolonlarla eşleşirken, sade renk seçenekleri ve minimal ayrıntılar kişiliğinizin parlamasını sağlar. Bu rahat ve havalı spor ayakkabıları giyin, kaldırıma çıkın ve şehri fethedin - her seferinde bir adım, mükemmel adımlarla.",0, ,0E-10,0E-10,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,967,,KGShop
LNRCNTUXJ1,M,Riccon Erkek Sneaker 0012J1,MR,Sneaker,Çift,,010,E,2022-10-07 00:00:00,0E-10,0E-10,001,Riccon,C:\Resim\LNRCNTUXJ10140-1.jpg,10.0000000000,2023-10-17 12:46:11.757000,,,Riccon,EM,Yetişkin,,Sneaker,0E-10,,,,Zeki,2023-10-17 12:46:14.340000,Zeki,2025-03-12 15:22:37.913000, , ,,,Erkek Sneaker,Türkiye,E,,0E-10,,,,,,,,,,,,, ,Ortapedik İç Taban; Koku ve Terleme Yapmayan İç Astar; Soğuğa ve suya dayanıklı malzeme;Kaymayan  taban; 1.sınıf Malzeme;Türkiye de üretilmiştir,0, ,0E-10,0E-10,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,968,,
LNRCNTWG285,M,Riccon Kadın Postal Bot 0012285,CCK,Bot & Bootie,Çift,U,002,X,2022-10-07 00:00:00,0E-10,0E-10,TWG,Riccon,C:\Resim\LNRCNTWG28530231-1.jpg,10.0000000000,2025-03-26 00:00:00,,,Riccon,EM,Çocuk,,Bot & Bootie,0E-10,,,,Zeki,2024-07-08 09:41:01.710000,MUAZ,2025-03-26 15:56:37.350000, , ,,,,Türkiye,E,,0E-10,,4 cm,2 cm,,,,1,,,,,, ,"Topuk yüksekliği;4 cm----Burun yüksekliği:2 cm Ayakkabınızın ömrünü uzatmak ve tam verim alabilmek için kullanım talimatlarına uymanızı tavsiye ederiz. Kullanım talimatlarını kutunuzun içinde bulabilirsiniz. Bu botlar yürümek için üretildi ve tam da bunu yapacaklar. Riccon'un vegan deri kışlık botları tarzınızdan ödün vermeden ayaklarınızı rahat tutar. Dayanıklı ve esnek suni deri saya, ayak parmaklarınızı sıcak tutmak için kokusuz bir kumaşla astarlanırken, ortopedik iç taban her adımı yastıklar. İster şehirde geziniyor ister karda yürüyüş yapıyor olun, bu botlar ekstra yol kat edebilmeniz için konfor ve destek sağlar. Türkiye de üretilen bu botlar, hissettirdikleri kadar iyi görünüyor.Yerli ve kaliteli işçiliği modern, çevre dostu malzemelerle birleştiriyor. Kış sizi nereye götürürse götürsün, bu botlar şık bir şekilde yürümenizi sağlayacaktır.",0, ,0E-10,0E-10,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,969,,KGShop
LNRCNTWG2856023,M,Riccon Cilt Siyah Postal Kadın Bot 0012285,,,Çift,,,K,2022-10-07 00:00:00,0E-10,0E-10,001,Riccon,,10.0000000000,2023-05-16 14:48:48.450000,,,,,,,,0E-10,,,,Zeki,2024-02-16 18:03:46.013000,Zeki,2024-02-16 18:03:46.023000, , ,,,Kadın ,,,,0E-10,,,,,,,,,,,,, ,,0, ,0E-10,0E-10,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,970,,
LNRCNTWG610,M,Riccon Kadın Bot 0012610,ZN,Bot & Bootie,Çift,U,002,K,2022-10-07 00:00:00,0E-10,0E-10,TWG,Riccon,C:\Resim\LNRCNTWG61060236-1.jpg,10.0000000000,2025-03-26 00:00:00,,,Riccon,EM,Yetişkin,,Bot & Bootie,0E-10,,,,Zeki,2023-05-25 19:56:40.200000,MUAZ,2025-03-26 15:56:46.577000, , ,,,Kadın Bot & Bootie,Türkiye,E,,0E-10,,,,,,,,,,,,, ,Ortapedik İç Taban; Koku ve Terleme Yapmayan İç Astar; 1.sınıf Malzeme;Türkiye de üretilmiştir,0, ,0E-10,0E-10,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,971,,KGShop
LNRCNTWG630,M,Riccon Kadın Bot 0012630,ZN,Bot & Bootie,Çift,U,002,K,2022-10-07 00:00:00,0E-10,0E-10,TWG,Riccon,C:\Resim\LNRCNTWG63060136-1.jpg,10.0000000000,2025-03-26 00:00:00,,,Riccon,EM,Yetişkin,,Bot & Bootie,0E-10,,,,Zeki,2024-07-08 09:41:10.347000,MUAZ,2025-03-26 15:56:52.240000, , ,,,Kadın Bot & Bootie,Türkiye,E,,0E-10,,"3,5 cm",2 cm,,,,1,,,,,, ,"Topuk yüksekliği;3,5 cm----Burun yüksekliği:2 cm Ayakkabınızın ömrünü uzatmak ve tam verim alabilmek için kullanım talimatlarına uymanızı tavsiye ederiz. Kullanım talimatlarını kutunuzun içinde bulabilirsiniz. Bu botlar yürümek için üretildi ve tam da bunu yapacaklar. Riccon'un vegan deri kışlık botları tarzınızdan ödün vermeden ayaklarınızı rahat tutar. Dayanıklı ve esnek suni deri saya, ayak parmaklarınızı sıcak tutmak için kokusuz bir kumaşla astarlanırken, ortopedik iç taban her adımı yastıklar. İster şehirde geziniyor ister karda yürüyüş yapıyor olun, bu botlar ekstra yol kat edebilmeniz için konfor ve destek sağlar. Türkiye de üretilen bu botlar, hissettirdikleri kadar iyi görünüyor.Yerli ve kaliteli işçiliği modern, çevre dostu malzemelerle birleştiriyor. Kış sizi nereye götürürse götürsün, bu botlar şık bir şekilde yürümenizi sağlayacaktır.",0, ,0E-10,0E-10,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,972,,KGShop
LNRCNTWG630-C,M,Riccon Çocuk Bot 0012630,CCK,Bot & Bootie,Çift,U,002,X,2022-10-07 00:00:00,0E-10,0E-10,TWG,Riccon,C:\Resim\LNRCNTWG63060136-1.jpg,10.0000000000,2025-03-26 00:00:00,,,Riccon,EM,Yetişkin,,Bot & Bootie,0E-10,,,,Zeki,2024-07-08 09:41:53.460000,MUAZ,2025-03-26 15:56:58.397000, , ,,,,Türkiye,E,,0E-10,,"3,5 cm","1,8 cm",,,,1,,,,,, ,"Topuk yüksekliği;3,5 cm----Burun yüksekliği:1,8 cm Ayakkabınızın ömrünü uzatmak ve tam verim alabilmek için kullanım talimatlarına uymanızı tavsiye ederiz. Kullanım talimatlarını kutunuzun içinde bulabilirsiniz. Bu botlar yürümek için üretildi ve tam da bunu yapacaklar. Riccon'un vegan deri kışlık botları tarzınızdan ödün vermeden ayaklarınızı rahat tutar. Dayanıklı ve esnek suni deri saya, ayak parmaklarınızı sıcak tutmak için kokusuz bir kumaşla astarlanırken, ortopedik iç taban her adımı yastıklar. İster şehirde geziniyor ister karda yürüyüş yapıyor olun, bu botlar ekstra yol kat edebilmeniz için konfor ve destek sağlar. Türkiye de üretilen bu botlar, hissettirdikleri kadar iyi görünüyor.Yerli ve kaliteli işçiliği modern, çevre dostu malzemelerle birleştiriyor. Kış sizi nereye götürürse götürsün, bu botlar şık bir şekilde yürümenizi sağlayacaktır.",0, ,0E-10,0E-10,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,973,,KGShop
LNRCNTWG655,M,Riccon Çocuk Postal Bot 0012655,CCK,Bot & Bootie,Çift,U,002,X,2022-10-07 00:00:00,0E-10,0E-10,TWG,Riccon,C:\Resim\LNRCNTWG65530131-1.jpg,10.0000000000,2025-03-26 00:00:00,,,Riccon,EM,Çocuk,,Bot & Bootie,0E-10,,,,Zeki,2023-05-25 19:56:40.223000,MUAZ,2025-03-26 15:57:06.750000, , ,,,,Türkiye,E,,0E-10,,,,,,,,,,,,, ,"Ayakkabınızın ömrünü uzatmak ve tam verim alabilmek için kullanım talimatlarına uymanızı tavsiye ederiz. Kullanım talimatlarını kutunuzun içinde bulabilirsiniz. Bu botlar yürümek için üretildi ve tam da bunu yapacaklar. Riccon'un vegan deri kışlık botları tarzınızdan ödün vermeden ayaklarınızı rahat tutar. Dayanıklı ve esnek suni deri saya, ayak parmaklarınızı sıcak tutmak için kokusuz bir kumaşla astarlanırken, ortopedik iç taban her adımı yastıklar. İster şehirde geziniyor ister karda yürüyüş yapıyor olun, bu botlar ekstra yol kat edebilmeniz için konfor ve destek sağlar. Türkiye de üretilen bu botlar, hissettirdikleri kadar iyi görünüyor.Yerli ve kaliteli işçiliği modern, çevre dostu malzemelerle birleştiriyor. Kış sizi nereye götürürse götürsün, bu botlar şık bir şekilde yürümenizi sağlayacaktır.",0, ,0E-10,0E-10,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,974,,KGShop
LNRCNTWG665,M,Riccon Kadın Bot 0012665,ZN,Bot & Bootie,Çift,U,002,K,2022-10-07 00:00:00,0E-10,0E-10,TWG,Riccon,C:\Resim\LNRCNTWG66560136-1.jpg,10.0000000000,2025-03-26 00:00:00,,,Riccon,EM,Yetişkin,,Bot & Bootie,0E-10,,,,Zeki,2023-05-25 19:56:40.230000,MUAZ,2025-03-26 15:57:16.320000, , ,,,Kadın Bot & Bootie,Türkiye,E,,0E-10,,,,,,,,,,,,, ,"Ayakkabınızın ömrünü uzatmak ve tam verim alabilmek için kullanım talimatlarına uymanızı tavsiye ederiz. Kullanım talimatlarını kutunuzun içinde bulabilirsiniz. Bu botlar yürümek için üretildi ve tam da bunu yapacaklar. Riccon'un vegan deri kışlık botları tarzınızdan ödün vermeden ayaklarınızı rahat tutar. Dayanıklı ve esnek suni deri saya, ayak parmaklarınızı sıcak tutmak için kokusuz bir kumaşla astarlanırken, ortopedik iç taban her adımı yastıklar. İster şehirde geziniyor ister karda yürüyüş yapıyor olun, bu botlar ekstra yol kat edebilmeniz için konfor ve destek sağlar. Türkiye de üretilen bu botlar, hissettirdikleri kadar iyi görünüyor.Yerli ve kaliteli işçiliği modern, çevre dostu malzemelerle birleştiriyor. Kış sizi nereye götürürse götürsün, bu botlar şık bir şekilde yürümenizi sağlayacaktır.",0, ,0E-10,0E-10,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,975,,KGShop
LNRCNTWG7015,M,Riccon Kadın Bot 00127015,ZN,Bot & Bootie,Çift,U,002,K,2022-10-07 00:00:00,0E-10,0E-10,TWG,Riccon,C:\Resim\LNRCNTWG701560136-1.jpg,10.0000000000,2025-03-26 00:00:00,,,Riccon,EM,Yetişkin,,Bot & Bootie,0E-10,,,,Zeki,2024-07-08 09:41:53.687000,MUAZ,2025-03-26 15:57:21.823000, , ,,,Kadın Bot & Bootie,Türkiye,E,,0E-10,,4 cm,2 cm,,,,1,,,,,, ,"Topuk yüksekliği;4 cm----Burun yüksekliği:2 cm Ayakkabınızın ömrünü uzatmak ve tam verim alabilmek için kullanım talimatlarına uymanızı tavsiye ederiz. Kullanım talimatlarını kutunuzun içinde bulabilirsiniz. Bu botlar yürümek için üretildi ve tam da bunu yapacaklar. Riccon'un vegan deri kışlık botları tarzınızdan ödün vermeden ayaklarınızı rahat tutar. Dayanıklı ve esnek suni deri saya, ayak parmaklarınızı sıcak tutmak için kokusuz bir kumaşla astarlanırken, ortopedik iç taban her adımı yastıklar. İster şehirde geziniyor ister karda yürüyüş yapıyor olun, bu botlar ekstra yol kat edebilmeniz için konfor ve destek sağlar. Türkiye de üretilen bu botlar, hissettirdikleri kadar iyi görünüyor.Yerli ve kaliteli işçiliği modern, çevre dostu malzemelerle birleştiriyor. Kış sizi nereye götürürse götürsün, bu botlar şık bir şekilde yürümenizi sağlayacaktır.",0, ,0E-10,0E-10,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,976,,KGShop
LNRCNTWG7085,M,Riccon Çocuk Postal Bot 00127085,CCK,Bot & Bootie,Çift,U,002,X,2022-10-07 00:00:00,0E-10,0E-10,TWG,Riccon,C:\Resim\LNRCNTWG708530131-1.jpg,10.0000000000,2025-03-26 00:00:00,,,Riccon,EM,Çocuk,,Bot & Bootie,0E-10,,,,Zeki,2024-07-08 09:41:47.577000,MUAZ,2025-03-26 15:58:04.700000, , ,,,,Türkiye,E,,0E-10,,"3,1 cm","1,5 cm",,,,1,,,,,, ,"Topuk yüksekliği;3,1 cm----Burun yüksekliği:1,5 cm Ayakkabınızın ömrünü uzatmak ve tam verim alabilmek için kullanım talimatlarına uymanızı tavsiye ederiz. Kullanım talimatlarını kutunuzun içinde bulabilirsiniz. Bu botlar yürümek için üretildi ve tam da bunu yapacaklar. Riccon'un vegan deri kışlık botları tarzınızdan ödün vermeden ayaklarınızı rahat tutar. Dayanıklı ve esnek suni deri saya, ayak parmaklarınızı sıcak tutmak için kokusuz bir kumaşla astarlanırken, ortopedik iç taban her adımı yastıklar. İster şehirde geziniyor ister karda yürüyüş yapıyor olun, bu botlar ekstra yol kat edebilmeniz için konfor ve destek sağlar. Türkiye de üretilen bu botlar, hissettirdikleri kadar iyi görünüyor.Yerli ve kaliteli işçiliği modern, çevre dostu malzemelerle birleştiriyor. Kış sizi nereye götürürse götürsün, bu botlar şık bir şekilde yürümenizi sağlayacaktır.",0, ,0E-10,0E-10,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,977,,KGShop
LNRCNTWG7130,M,Riccon Çocuk Postal Bot 00127130,CCK,Bot & Bootie,Çift,U,002,X,2022-10-07 00:00:00,0E-10,0E-10,TWG,Riccon,C:\Resim\LNRCNTWG713030131-1.jpg,10.0000000000,2025-03-26 00:00:00,,,Riccon,EM,Çocuk,,Bot & Bootie,0E-10,,,,Zeki,2024-07-08 09:41:54,MUAZ,2025-03-26 15:58:38.987000, , ,,,,Türkiye,E,,0E-10,,3 cm,"1,7 cm",,,,1,,,,,, ,"Topuk yüksekliği;3 cm----Burun yüksekliği:1,7 cm Ayakkabınızın ömrünü uzatmak ve tam verim alabilmek için kullanım talimatlarına uymanızı tavsiye ederiz. Kullanım talimatlarını kutunuzun içinde bulabilirsiniz. Bu botlar yürümek için üretildi ve tam da bunu yapacaklar. Riccon'un vegan deri kışlık botları tarzınızdan ödün vermeden ayaklarınızı rahat tutar. Dayanıklı ve esnek suni deri saya, ayak parmaklarınızı sıcak tutmak için kokusuz bir kumaşla astarlanırken, ortopedik iç taban her adımı yastıklar. İster şehirde geziniyor ister karda yürüyüş yapıyor olun, bu botlar ekstra yol kat edebilmeniz için konfor ve destek sağlar. Türkiye de üretilen bu botlar, hissettirdikleri kadar iyi görünüyor.Yerli ve kaliteli işçiliği modern, çevre dostu malzemelerle birleştiriyor. Kış sizi nereye götürürse götürsün, bu botlar şık bir şekilde yürümenizi sağlayacaktır.",0, ,0E-10,0E-10,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,978,,KGShop
LNRCNTWG720,M,Riccon Kadın Bot 0012720,ZN,Bot & Bootie,Çift,U,002,K,2022-10-07 00:00:00,0E-10,0E-10,TWG,Riccon,C:\Resim\LNRCNTWG72060136-1.jpg,10.0000000000,2025-03-26 00:00:00,,,Riccon,EM,Yetişkin,,Bot & Bootie,0E-10,,,,Zeki,2024-07-08 09:41:01.657000,MUAZ,2025-03-26 15:58:52.553000, , ,,,Kadın Bot & Bootie,Türkiye,E,,0E-10,,4 cm,"2,6 cm",,,,1,,,,,, ,"Topuk yüksekliği;4 cm----Burun yüksekliği:2,6 cm Ayakkabınızın ömrünü uzatmak ve tam verim alabilmek için kullanım talimatlarına uymanızı tavsiye ederiz. Kullanım talimatlarını kutunuzun içinde bulabilirsiniz. Bu botlar yürümek için üretildi ve tam da bunu yapacaklar. Riccon'un vegan deri kışlık botları tarzınızdan ödün vermeden ayaklarınızı rahat tutar. Dayanıklı ve esnek suni deri saya, ayak parmaklarınızı sıcak tutmak için kokusuz bir kumaşla astarlanırken, ortopedik iç taban her adımı yastıklar. İster şehirde geziniyor ister karda yürüyüş yapıyor olun, bu botlar ekstra yol kat edebilmeniz için konfor ve destek sağlar. Türkiye de üretilen bu botlar, hissettirdikleri kadar iyi görünüyor.Yerli ve kaliteli işçiliği modern, çevre dostu malzemelerle birleştiriyor. Kış sizi nereye götürürse götürsün, bu botlar şık bir şekilde yürümenizi sağlayacaktır.",0, ,0E-10,0E-10,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,979,,KGShop
LNRCNTWG7206013,M,Riccon Siyah Kadın Bot 0012720,,,Çift,,,K,2022-10-07 00:00:00,0E-10,0E-10,001,Riccon,,10.0000000000,2023-05-16 14:48:48.450000,,,,,,,,0E-10,,,,Zeki,2024-02-16 18:03:46.013000,Zeki,2024-02-16 18:03:46.023000, , ,,,Kadın ,,,,0E-10,,,,,,,,,,,,, ,,0, ,0E-10,0E-10,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,980,,
LNRCNTWG7206014,M,Riccon Siyah Kadın Bot 0012720,,,Çift,,,K,2022-10-07 00:00:00,0E-10,0E-10,001,Riccon,,10.0000000000,2023-05-16 14:48:48.450000,,,,,,,,0E-10,,,,Zeki,2024-02-16 18:03:46.013000,Zeki,2024-02-16 18:03:46.023000, , ,,,Kadın ,,,,0E-10,,,,,,,,,,,,, ,,0, ,0E-10,0E-10,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,981,,
LNRCNTWG7215,M,Riccon Kadın Kürklü Postal Bot 00127215,ZN,Bot & Bootie,Çift,U,002,K,2022-10-07 00:00:00,0E-10,0E-10,TWG,Riccon,C:\Resim\LNRCNTWG721560236-1.jpg,10.0000000000,2025-03-26 00:00:00,,,Riccon,EM,Yetişkin,,Bot & Bootie,0E-10,,,,Zeki,2023-05-25 19:56:40.267000,MUAZ,2025-03-26 15:59:04.197000, , ,,,Kadın Bot & Bootie,Türkiye,E,,0E-10,,,,,,,,,,,,, ,Ortapedik İç Taban; Koku ve Terleme Yapmayan İç Astar; 1.sınıf Malzeme;Soğuğa ve Suya Dayanıklı Malzeme;Türkiye de üretilmiştir,0, ,0E-10,0E-10,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,982,,KGShop
LNRCNTWG7225,M,Riccon Kadın Postal Bot 00127225,ZN,Bot & Bootie,Çift,U,002,K,2022-10-07 00:00:00,0E-10,0E-10,TWG,Riccon,,10.0000000000,2025-03-26 00:00:00,,,Riccon,EM,Yetişkin,,Bot & Bootie,0E-10,,,,Zeki,2023-05-25 19:56:40.273000,MUAZ,2025-03-26 15:59:11.490000, , ,,,Kadın Bot & Bootie,Türkiye,E,,0E-10,,,,,,,,,,,,, ,"Ayakkabınızın ömrünü uzatmak ve tam verim alabilmek için kullanım talimatlarına uymanızı tavsiye ederiz. Kullanım talimatlarını kutunuzun içinde bulabilirsiniz. Bu botlar yürümek için üretildi ve tam da bunu yapacaklar. Riccon'un vegan deri kışlık botları tarzınızdan ödün vermeden ayaklarınızı rahat tutar. Dayanıklı ve esnek suni deri saya, ayak parmaklarınızı sıcak tutmak için kokusuz bir kumaşla astarlanırken, ortopedik iç taban her adımı yastıklar. İster şehirde geziniyor ister karda yürüyüş yapıyor olun, bu botlar ekstra yol kat edebilmeniz için konfor ve destek sağlar. Türkiye de üretilen bu botlar, hissettirdikleri kadar iyi görünüyor.Yerli ve kaliteli işçiliği modern, çevre dostu malzemelerle birleştiriyor. Kış sizi nereye götürürse götürsün, bu botlar şık bir şekilde yürümenizi sağlayacaktır.",0, ,0E-10,0E-10,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,983,,KGShop
LNRCNTWG7230,M,Riccon Çocuk Postal Bot 00127230,CCK,Bot & Bootie,Çift,U,002,X,2022-10-07 00:00:00,0E-10,0E-10,TWG,Riccon,C:\Resim\LNRCNTWG723040126-1.jpg,10.0000000000,2025-03-26 00:00:00,,,Riccon,EM,Çocuk,,Bot & Bootie,0E-10,,,,Zeki,2023-05-25 19:56:40.280000,MUAZ,2025-03-26 15:59:19.033000, , ,,,,Türkiye,E,,0E-10,,,,,,,,,,,,, ,"Ayakkabınızın ömrünü uzatmak ve tam verim alabilmek için kullanım talimatlarına uymanızı tavsiye ederiz. Kullanım talimatlarını kutunuzun içinde bulabilirsiniz. Bu botlar yürümek için üretildi ve tam da bunu yapacaklar. Riccon'un vegan deri kışlık botları tarzınızdan ödün vermeden ayaklarınızı rahat tutar. Dayanıklı ve esnek suni deri saya, ayak parmaklarınızı sıcak tutmak için kokusuz bir kumaşla astarlanırken, ortopedik iç taban her adımı yastıklar. İster şehirde geziniyor ister karda yürüyüş yapıyor olun, bu botlar ekstra yol kat edebilmeniz için konfor ve destek sağlar. Türkiye de üretilen bu botlar, hissettirdikleri kadar iyi görünüyor.Yerli ve kaliteli işçiliği modern, çevre dostu malzemelerle birleştiriyor. Kış sizi nereye götürürse götürsün, bu botlar şık bir şekilde yürümenizi sağlayacaktır.",0, ,0E-10,0E-10,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,984,,KGShop
