BarCode,SKod,RKod,Asorti,Activ,OzKod1,OzKod2,OzKod3,kgid,insUN,insDT,insApp,updUN,updDT,updApp
1487199133,LNRCNKHZ205,454,Z003,*,,,,6394,Mürüvvet,2025-02-26 10:44:43.727000,KGShop,,,
1487199134,LNRCNKHZ205,637,Z003,*,,,,6395,Mürüvvet,2025-02-26 10:44:47.973000,KGShop,,,
1487199135,LNRCNKHZ101,517,Z003,*,,,,6396,Mürüvvet,2025-02-26 10:45:39,KGShop,,,
1487199136,LNRCNKHZ101,515,Z003,*,,,,6397,Mürüvvet,2025-02-26 10:45:45.523000,KGShop,,,
1487199137,LNRCNKSTK2306,240,Z003,*,,,,6398,Mürüvvet,2025-02-26 10:52:02.320000,KGShop,,,
1487199138,LNRCNKSTK2306,48,Z003,*,,,,6399,Mürüvvet,2025-02-26 10:52:13.170000,KGShop,,,
1487199139,LNRCNKBYZ260,196,Z003,*,,,,6400,Mürüvvet,2025-02-27 14:20:41.170000,KGShop,,,
1487199140,LNRCNKBYZ260,9,Z003,*,,,,6401,Mürüvvet,2025-02-27 14:20:48.473000,KGShop,,,
1487199141,LNRCNKBYZ260,671,Z003,*,,,,6402,Mürüvvet,2025-02-27 14:20:53.073000,KGShop,,,
1487199142,LNRCNKBYZ260,1,Z003,*,,,,6403,Mürüvvet,2025-02-27 14:20:57.773000,KGShop,,,
1487199143,LNRCNKBYZ260,48,Z003,*,,,,6404,Mürüvvet,2025-02-27 14:21:01.843000,KGShop,,,
1487199144,LNRCNKBYZ230,196,Z003,*,,,,6405,Mürüvvet,2025-02-27 14:21:34.173000,KGShop,,,
1487199145,LNRCNKBYZ230,9,Z003,*,,,,6406,Mürüvvet,2025-02-27 14:21:38.613000,KGShop,,,
1487199146,LNRCNKBYZ230,1,Z003,*,,,,6407,Mürüvvet,2025-02-27 14:21:42.547000,KGShop,,,
1487199147,LNRCNKBYZ210,196,Z003,*,,,,6408,Mürüvvet,2025-02-27 14:22:11.803000,KGShop,,,
1487199148,LNRCNKBYZ210,9,Z003,*,,,,6409,Mürüvvet,2025-02-27 14:22:16.920000,KGShop,,,
1487199149,LNRCNKBYZ210,1,Z003,*,,,,6410,Mürüvvet,2025-02-27 14:22:20.957000,KGShop,,,
1487199150,LNRCNKBYZ200,196,Z003,*,,,,6411,Mürüvvet,2025-02-27 14:22:50.473000,KGShop,,,
1487199151,LNRCNKBYZ200,9,Z003,*,,,,6412,Mürüvvet,2025-02-27 14:22:54.437000,KGShop,,,
1487199152,LNRCNKBYZ200,1,Z003,*,,,,6413,Mürüvvet,2025-02-27 14:22:58.997000,KGShop,,,
1487199153,LNRCNKBYZ100,196,Z003,*,,,,6414,Mürüvvet,2025-02-27 14:24:09.040000,KGShop,,,
1487199154,LNRCNKBYZ100,9,Z003,*,,,,6415,Mürüvvet,2025-02-27 14:24:14.937000,KGShop,,,
1487199155,LNRCNKBYZ100,671,Z003,*,,,,6416,Mürüvvet,2025-02-27 14:24:18.677000,KGShop,,,
1487199156,LNRCNKBYZ100,673,Z003,*,,,,6417,Mürüvvet,2025-02-27 14:24:22.643000,KGShop,,,
1487199157,LNRCNKBYZ100,1,Z003,*,,,,6418,Mürüvvet,2025-02-27 14:24:26.557000,KGShop,,,
1487199158,LNRCNKBYZ100,48,Z003,*,,,,6419,Mürüvvet,2025-02-27 14:24:30.727000,KGShop,,,
1487199159,LNRCNKBYZ800,196,Z003,*,,,,6420,Mürüvvet,2025-02-27 14:25:05.130000,KGShop,,,
1487199160,LNRCNKBYZ800,9,Z003,*,,,,6421,Mürüvvet,2025-02-27 14:25:09.373000,KGShop,,,
1487199161,LNRCNKBYZ800,1,Z003,*,,,,6422,Mürüvvet,2025-02-27 14:25:13.067000,KGShop,,,
1487199162,LNRCNKBYZ820,196,Z003,*,,,,6423,Mürüvvet,2025-02-27 14:25:46.697000,KGShop,,,
1487199163,LNRCNKBYZ820,9,Z003,*,,,,6424,Mürüvvet,2025-02-27 14:25:50.517000,KGShop,,,
1487199164,LNRCNKBYZ820,1,Z003,*,,,,6425,Mürüvvet,2025-02-27 14:25:54.957000,KGShop,,,
1487199165,LNRCNKBYZ820,48,Z003,*,,,,6426,Mürüvvet,2025-02-27 14:25:58.930000,KGShop,,,
1487199166,LNRCNKBYZ840,196,Z003,*,,,,6427,Mürüvvet,2025-02-27 14:27:07.910000,KGShop,,,
1487199167,LNRCNKBYZ840,9,Z003,*,,,,6428,Mürüvvet,2025-02-27 14:27:12.173000,KGShop,,,
1487199168,LNRCNKBYZ840,671,Z003,*,,,,6429,Mürüvvet,2025-02-27 14:27:16.677000,KGShop,,,
1487199169,LNRCNKBYZ840,672,Z003,*,,,,6430,Mürüvvet,2025-02-27 14:27:26.343000,KGShop,,,
1487199170,LNRCNKBYZ840,1,Z003,*,,,,6431,Mürüvvet,2025-02-27 14:27:31.397000,KGShop,,,
1487199171,LNRCNKBYZ840,48,Z003,*,,,,6432,Mürüvvet,2025-02-27 14:27:35.570000,KGShop,,,
1487199172,LNRCNKBYZ260,674,Z003,*,,,,6433,Mürüvvet,2025-02-27 14:28:43.067000,KGShop,,,
1487199173,LNRCNKBYZ1000,196,Z001,*,,,,6434,Mürüvvet,2025-02-27 14:29:21.303000,KGShop,,,
1487199174,LNRCNKBYZ1000,9,Z001,*,,,,6435,Mürüvvet,2025-02-27 14:29:25.637000,KGShop,,,
1487199175,LNRCNKBYZ1000,1,Z001,*,,,,6436,Mürüvvet,2025-02-27 14:29:29.183000,KGShop,,,
1487199176,LNRCNKBYZ1010,196,Z001,*,,,,6437,Mürüvvet,2025-02-27 14:30:13.490000,KGShop,,,
1487199177,LNRCNKBYZ1010,9,Z001,*,,,,6438,Mürüvvet,2025-02-27 14:30:17.600000,KGShop,,,
1487199178,LNRCNKBYZ1010,1,Z001,*,,,,6439,Mürüvvet,2025-02-27 14:30:22.123000,KGShop,,,
1487199179,LNRCNKBYZ1001,196,Z001,*,,,,6440,Mürüvvet,2025-02-27 14:30:54.957000,KGShop,,,
1487199180,LNRCNKBYZ1001,9,Z001,*,,,,6441,Mürüvvet,2025-02-27 14:30:59.333000,KGShop,,,
1487199181,LNRCNKBYZ1001,1,Z001,*,,,,6442,Mürüvvet,2025-02-27 14:31:04.567000,KGShop,,,
1487199182,LNRCNKBYZ1050,196,Z001,*,,,,6443,Mürüvvet,2025-02-27 14:31:35.420000,KGShop,,,
1487199183,LNRCNKBYZ1050,9,Z001,*,,,,6444,Mürüvvet,2025-02-27 14:31:40.387000,KGShop,,,
1487199184,LNRCNKBYZ1050,1,Z001,*,,,,6445,Mürüvvet,2025-02-27 14:31:44.453000,KGShop,,,
1487199185,LNRCNKBYZ910,196,Z003,*,,,,6446,Mürüvvet,2025-02-27 14:32:23.107000,KGShop,,,
1487199186,LNRCNKBYZ910,9,Z003,*,,,,6447,Mürüvvet,2025-02-27 14:32:28.270000,KGShop,,,
1487199187,LNRCNKBYZ910,1,Z003,*,,,,6448,Mürüvvet,2025-02-27 14:32:32.230000,KGShop,,,
1487199188,LNRCNKBYZ830,196,Z003,*,,,,6449,Mürüvvet,2025-02-27 14:33:12.700000,KGShop,,,
1487199189,LNRCNKBYZ830,9,Z003,*,,,,6450,Mürüvvet,2025-02-27 14:33:16.697000,KGShop,,,
1487199190,LNRCNKBYZ830,1,Z003,*,,,,6451,Mürüvvet,2025-02-27 14:33:21.443000,KGShop,,,
1487199191,LNRCNKBYZ830,48,Z003,*,,,,6452,Mürüvvet,2025-02-27 14:33:26.027000,KGShop,,,
1487199192,LNRCNKBYZ120,196,Z003,*,,,,6453,Mürüvvet,2025-02-27 14:34:29.800000,KGShop,,,
1487199193,LNRCNKBYZ120,9,Z003,*,,,,6454,Mürüvvet,2025-02-27 14:34:34.633000,KGShop,,,
1487199194,LNRCNKBYZ120,671,Z003,*,,,,6455,Mürüvvet,2025-02-27 14:34:40.937000,KGShop,,,
1487199195,LNRCNKBYZ120,673,Z003,*,,,,6456,Mürüvvet,2025-02-27 14:34:46.843000,KGShop,,,
1487199196,LNRCNKBYZ120,1,Z003,*,,,,6457,Mürüvvet,2025-02-27 14:34:50.657000,KGShop,,,
1487199197,LNRCNKBYZ120,48,Z003,*,,,,6458,Mürüvvet,2025-02-27 14:34:59.320000,KGShop,,,
1487199198,LNRCNKBYZ2000,196,Z001,*,,,,6459,Mürüvvet,2025-02-27 14:36:01.720000,KGShop,,,
1487199199,LNRCNKBYZ2000,1,Z001,*,,,,6460,Mürüvvet,2025-02-27 14:36:06.973000,KGShop,,,
1487199200,LNRCNKBYZ2000,233,Z001,*,,,,6461,Mürüvvet,2025-02-27 14:36:17.237000,KGShop,,,
1487199201,LNRCNKBYZ2001,196,Z001,*,,,,6462,Mürüvvet,2025-02-27 14:37:08.270000,KGShop,,,
1487199202,LNRCNKBYZ2001,1,Z001,*,,,,6463,Mürüvvet,2025-02-27 14:37:12.153000,KGShop,,,
1487199203,LNRCNKBYZ2001,233,Z001,*,,,,6464,Mürüvvet,2025-02-27 14:37:16.420000,KGShop,,,
1487199204,LNRCNKMBR124,376,Z003,*,,,,6465,Mürüvvet,2025-02-27 14:43:28.557000,KGShop,,,
1487199205,LNRCNKMBR124,572,Z003,*,,,,6466,Mürüvvet,2025-02-27 14:43:32.643000,KGShop,,,
1487199206,LNRCNKMBR124,233,Z003,*,,,,6467,Mürüvvet,2025-02-27 14:43:36.613000,KGShop,,,
1487199207,LNRCNKMBR021,376,Z003,*,,,,6468,Mürüvvet,2025-02-27 14:44:56.687000,KGShop,,,
1487199208,LNRCNKMBR021,572,Z003,*,,,,6469,Mürüvvet,2025-02-27 14:45:04.003000,KGShop,,,
1487199209,LNRCNKMBR021,233,Z003,*,,,,6470,Mürüvvet,2025-02-27 14:45:08.367000,KGShop,,,
1487199210,LNRCNKRNS309,232,Z003,*,,,,6471,Mürüvvet,2025-02-27 14:47:44.360000,KGShop,,,
1487199211,LNRCNKRNS309,572,Z003,*,,,,6472,Mürüvvet,2025-02-27 14:47:48.133000,KGShop,,,
1487199212,LNRCNKRNS309,46,Z003,*,,,,6473,Mürüvvet,2025-02-27 14:47:52.060000,KGShop,,,
1487199213,LNRCNKRNS309,233,Z003,*,,,,6474,Mürüvvet,2025-02-27 14:47:55.990000,KGShop,,,
1487199214,LNRCNKRNS309,455,Z003,*,,,,6475,Mürüvvet,2025-02-27 14:48:00.360000,KGShop,,,
1487199215,LNRCNKRNS309,548,Z003,*,,,,6476,Mürüvvet,2025-02-27 14:48:05.003000,KGShop,,,
1487199216,LNRCNKRNS112,572,Z003,*,,,,6477,Mürüvvet,2025-02-27 14:48:50.853000,KGShop,,,
1487199217,LNRCNKRNS112,233,Z003,*,,,,6478,Mürüvvet,2025-02-27 14:48:54.903000,KGShop,,,
1487199218,LNRCNKRNS112,548,Z003,*,,,,6479,Mürüvvet,2025-02-27 14:48:59.153000,KGShop,,,
1487199219,LNRCNKRNS563,572,Z003,*,,,,6480,Mürüvvet,2025-02-27 14:50:07.600000,KGShop,,,
1487199220,LNRCNKRNS563,46,Z003,*,,,,6481,Mürüvvet,2025-02-27 14:50:14.010000,KGShop,,,
1487199221,LNRCNKRNS563,233,Z003,*,,,,6482,Mürüvvet,2025-02-27 14:50:19.513000,KGShop,,,
1487199222,LNRCNKRNS563,455,Z003,*,,,,6483,Mürüvvet,2025-02-27 14:50:25.290000,KGShop,,,
1487199223,LNRCNKRNS563,548,Z003,*,,,,6484,Mürüvvet,2025-02-27 14:50:32.283000,KGShop,,,
1487199224,LNRCNKFM700,232,4,*,,,,6485,Rumeysa,2025-03-05 13:49:56.660000,KGShop,,,
1487199225,LNRCNKFM114,574,Z003,*,,,,6486,Rumeysa,2025-03-05 13:53:54.880000,KGShop,,,
1487199226,LNRCNKFM103,196,4,*,,,,6487,Rumeysa,2025-03-05 14:07:40.977000,KGShop,,,
1487199227,LNRCNKHZ105,351,Z003,*,,,,6488,Rumeysa,2025-03-05 14:16:13.130000,KGShop,,,
1487199228,LNRCNKHZ105,515,Z003,*,,,,6489,Rumeysa,2025-03-05 14:16:17.293000,KGShop,,,
1487199229,LNRCNKHZ059,638,Z003,*,,,,6490,Rumeysa,2025-03-05 14:18:34.850000,KGShop,,,
1487199230,LNRCNKHZ059,489,Z003,*,,,,6491,Rumeysa,2025-03-05 14:18:38.843000,KGShop,,,
1487199231,LNRCNKHZ059,637,4,*,,,,6492,Rumeysa,2025-03-05 14:18:50.370000,KGShop,,,
1487199232,LNRCNKHZ059,637,Z003,*,,,,6493,Rumeysa,2025-03-05 14:19:31.820000,KGShop,,,
1487199233,LNRCNKHZ205,535,Z003,*,,,,6494,Rumeysa,2025-03-05 14:22:38.147000,KGShop,,,
1487199234,LNRCNKHZ174,535,Z003,*,,,,6495,Rumeysa,2025-03-05 14:25:06.287000,KGShop,,,
1487199235,LNRCNKRNS5197,572,Z001,*,,,,6496,Rumeysa,2025-03-05 14:37:27.230000,KGShop,,,
1487199236,LNRCNKRNS5197,46,Z001,*,,,,6497,Rumeysa,2025-03-05 14:37:31.030000,KGShop,,,
1487199237,LNRCNKRNS5197,233,Z001,*,,,,6498,Rumeysa,2025-03-05 14:37:36.730000,KGShop,,,
1487199238,LNRCNKRNS5197,455,Z001,*,,,,6499,Rumeysa,2025-03-05 14:37:41.583000,KGShop,,,
1487199239,LNRCNKRNS5197,548,Z001,*,,,,6500,Rumeysa,2025-03-05 14:37:45.357000,KGShop,,,
1487199240,LNRCNKETL75,228,Z003,*,,,,6501,Rumeysa,2025-03-06 17:47:11.640000,KGShop,,,
1487199241,LNRCNKWFL0090,378,Z001,*,,,,6502,Rumeysa,2025-03-07 09:02:02.817000,KGShop,,,
1487199242,LNRCNKWFL0090,46,Z001,*,,,,6503,Rumeysa,2025-03-07 09:02:06.573000,KGShop,,,
1487199243,LNRCNKWFL0090,233,Z001,*,,,,6504,Rumeysa,2025-03-07 09:02:10.823000,KGShop,,,
1487199244,LNRCNKWFL0098,402,Z001,*,,,,6505,Rumeysa,2025-03-07 09:02:55.607000,KGShop,,,
1487199245,LNRCNKWFL0098,482,Z001,*,,,,6506,Rumeysa,2025-03-07 09:03:00.257000,KGShop,,,
1487199246,LNRCNKWFL0098,399,Z001,*,,,,6507,Rumeysa,2025-03-07 09:03:04.847000,KGShop,,,
1487199247,LNRCNKTK725,621,KLAS,*,,,,6508,Rumeysa,2025-03-07 09:07:57.957000,KGShop,,,
1487199248,LNRCNKTK700,617,Z003,*,,,,6509,Rumeysa,2025-03-07 09:09:05.240000,KGShop,,,
1487199249,LNRCNKSTK2302,1,KLAS,*,,,,6510,Rumeysa,2025-03-07 09:13:48.950000,KGShop,,,
1487199250,LNRCNKSTK1003,196,Z003,*,,,,6511,Rumeysa,2025-03-07 09:14:23.500000,KGShop,,,
1487199251,LNRCNKSTK1003,9,Z003,*,,,,6512,Rumeysa,2025-03-07 09:14:27.903000,KGShop,,,
1487199252,LNRCNKSTK1003,1,Z003,*,,,,6513,Rumeysa,2025-03-07 09:14:32.340000,KGShop,,,
1487199253,LNRCNKSM322,9,4,*,,,,6514,Rumeysa,2025-03-11 12:08:42.470000,KGShop,,,
1487199254,LNRCNKSM322,196,4,*,,,,6515,Rumeysa,2025-03-11 12:08:55.800000,KGShop,,,
1487199255,LNRCNKWFL900,196,Z001,*,,,,6516,Rumeysa,2025-03-14 14:10:32.210000,KGShop,,,
1487199256,LNRCNKWFL900,1,Z001,*,,,,6517,Rumeysa,2025-03-14 14:10:36.373000,KGShop,,,
1487199257,LNRCNKVC201,196,mrm6,*,,,,6518,Rumeysa,2025-03-14 14:15:17.720000,KGShop,,,
1487199258,LNRCNKVC201,8,mrm6,*,,,,6519,Rumeysa,2025-03-14 14:15:23,KGShop,,,
1487199259,LNRCNKVC201,1,mrm6,*,,,,6520,Rumeysa,2025-03-14 14:15:26.823000,KGShop,,,
1487199260,LNRCNKVC201,46,mrm6,*,,,,6521,Rumeysa,2025-03-14 14:15:30.440000,KGShop,,,
1487199261,LNRCNKVC201,48,mrm6,*,,,,6522,Rumeysa,2025-03-14 14:15:34.410000,KGShop,,,
1487199262,LNRCNKVC201,19,mrm6,*,,,,6523,Rumeysa,2025-03-14 14:15:38.807000,KGShop,,,
1487199263,LNRCNKVC200,196,Z003,*,,,,6524,Rumeysa,2025-03-14 14:17:16.807000,KGShop,,,
1487199264,LNRCNKVC200,8,Z003,*,,,,6525,Rumeysa,2025-03-14 14:17:20.917000,KGShop,,,
1487199265,LNRCNKVC200,355,Z003,*,,,,6526,Rumeysa,2025-03-14 14:17:24.730000,KGShop,,,
1487199266,LNRCNKVC200,1,Z003,*,,,,6527,Rumeysa,2025-03-14 14:17:46.990000,KGShop,,,
1487199267,LNRCNKVC200,46,Z003,*,,,,6528,Rumeysa,2025-03-14 14:17:53.423000,KGShop,,,
1487199268,LNRCNKVC200,48,Z003,*,,,,6529,Rumeysa,2025-03-14 14:17:57.333000,KGShop,,,
1487199269,LNRCNKVC200,19,Z003,*,,,,6530,Rumeysa,2025-03-14 14:18:00.930000,KGShop,,,
1487199270,LNRCNKETL92,48,Z003,*,,,,6531,Mürüvvet,2025-03-18 17:04:46.140000,KGShop,,,
1487199271,LNRCNKWFL0036,9,Z001,*,,,,6532,Rumeysa,2025-03-20 11:42:46.930000,KGShop,,,
1487199272,LNRCNKWFL0036,1,Z001,*,,,,6533,Rumeysa,2025-03-20 11:42:50.627000,KGShop,,,
1487199273,LNRCNKWFL0036,293,Z001,*,,,,6534,Rumeysa,2025-03-20 11:42:54.440000,KGShop,,,
1487199274,LNRCNKWFL0036,281,Z001,*,,,,6535,Rumeysa,2025-03-20 11:42:58.140000,KGShop,,,
1487199275,LNRCNKWFL900,9,Z001,*,,,,6536,Rumeysa,2025-03-20 11:45:31.457000,KGShop,,,
1487199276,LNRCNKWFL301,238,Z001,*,,,,6537,Rumeysa,2025-03-20 11:46:15.703000,KGShop,,,
1487199277,LNRCNKLDS98,378,KLAS,*,,,,6538,Rumeysa,2025-03-20 12:08:09.587000,KGShop,,,
1487199278,LNRCNKLDS93,46,Z003,*,,,,6539,Rumeysa,2025-03-20 12:11:37.613000,KGShop,,,
1487199279,LNRCNKDM603,196,KLAS,*,,,,6540,Rumeysa,2025-03-20 12:26:23.690000,KGShop,,,
1487199280,LNRCNKETL701,196,A043,*,,,,6541,Rumeysa,2025-03-21 10:39:27.790000,KGShop,,,
1487199281,LNRCNKETL701,196,A033,*,,,,6542,Rumeysa,2025-03-21 10:39:28.050000,KGShop,,,
1487199282,LNRCNKETL701,196,A050,*,,,,6543,Rumeysa,2025-03-21 10:39:28.333000,KGShop,,,
1487199283,LNRCNKETL701,196,A051,*,,,,6544,Rumeysa,2025-03-21 10:39:28.580000,KGShop,,,
1487199284,LNRCNKETL701,196,A049,*,,,,6545,Rumeysa,2025-03-21 10:39:28.830000,KGShop,,,
1487199285,LNRCNKETL701,1,A043,*,,,,6546,Rumeysa,2025-03-21 10:39:41.550000,KGShop,,,
1487199286,LNRCNKETL701,1,A033,*,,,,6547,Rumeysa,2025-03-21 10:39:41.643000,KGShop,,,
1487199287,LNRCNKETL701,1,A050,*,,,,6548,Rumeysa,2025-03-21 10:39:41.730000,KGShop,,,
1487199288,LNRCNKETL701,1,A051,*,,,,6549,Rumeysa,2025-03-21 10:39:41.787000,KGShop,,,
1487199289,LNRCNKETL701,1,A049,*,,,,6550,Rumeysa,2025-03-21 10:39:41.833000,KGShop,,,
1487199290,LNRCNKRNS355,196,KLAS,*,,,,6551,Mürüvvet,2025-03-22 16:53:22.140000,KGShop,,,
1487199291,LNRCNKRNS355,9,KLAS,*,,,,6552,Mürüvvet,2025-03-22 16:53:27.537000,KGShop,,,
1487199292,LNRCNKFM202,378,KLAS,*,,,,6553,Mürüvvet,2025-03-25 15:38:24.177000,KGShop,,,
1487199293,LNRCNKFM202,46,KLAS,*,,,,6554,Mürüvvet,2025-03-25 15:38:37.697000,KGShop,,,
1487199294,LNRCNKFM210,378,KLAS,*,,,,6555,Mürüvvet,2025-03-25 15:39:58.703000,KGShop,,,
1487199295,LNRCNKFM103,196,KLAS,*,,,,6556,Mürüvvet,2025-03-25 15:41:37.113000,KGShop,,,
1487199296,LNRCNKFM103,1,KLAS,*,,,,6557,Mürüvvet,2025-03-25 15:41:42.033000,KGShop,,,
1487199297,LNRCNKFM215,378,KLAS,*,,,,6558,Mürüvvet,2025-03-25 15:42:45.717000,KGShop,,,
1487199298,LNRCNKFM215,232,KLAS,*,,,,6559,Mürüvvet,2025-03-25 15:42:50.120000,KGShop,,,
1487199299,LNRCNKFM215,46,KLAS,*,,,,6560,Mürüvvet,2025-03-25 15:42:57.587000,KGShop,,,
1487199300,LNRCNKFM210,378,Z006,*,,,,6561,Mürüvvet,2025-03-25 15:45:02.897000,KGShop,,,
1487199301,LNRCNKETL794,228,KLAS,*,,,,6562,Mürüvvet,2025-03-25 15:51:05.103000,KGShop,,,
1487199302,LNRCNKTK09,615,KLAS,*,,,,6563,Mürüvvet,2025-03-25 16:05:30.407000,KGShop,,,
1487199303,LNRCNKTK303,46,KLAS,*,,,,6564,Mürüvvet,2025-03-25 16:08:30.413000,KGShop,,,
1487199304,LNRCNKTK303,455,KLAS,*,,,,6565,Mürüvvet,2025-03-25 16:08:35.027000,KGShop,,,
1487199305,LNRCNKSVR1020,196,KLAS,*,,,,6566,Mürüvvet,2025-03-25 16:09:56.490000,KGShop,,,
1487199306,LNRCNKSVR1025,9,KLAS,*,,,,6567,Mürüvvet,2025-03-25 16:11:46.447000,KGShop,,,
1487199307,LNRCNKSVR1030,196,KLAS,*,,,,6568,Mürüvvet,2025-03-25 16:12:35.513000,KGShop,,,
1487199308,LNRCNKSVR1030,1,KLAS,*,,,,6569,Mürüvvet,2025-03-25 16:12:40.193000,KGShop,,,
1487199309,LNRCNKSVR1035,196,KLAS,*,,,,6570,Mürüvvet,2025-03-25 16:13:17.820000,KGShop,,,
1487199310,LNRCNKSVR1005,196,KLAS,*,,,,6571,Mürüvvet,2025-03-25 16:14:35.003000,KGShop,,,
1487199311,LNRCNKMK00908,1,Z003,*,,,,6572,Mürüvvet,2025-03-26 09:32:19.530000,KGShop,,,
1487199312,LNRCNKMK00908,293,Z003,*,,,,6573,Mürüvvet,2025-03-26 09:32:24.553000,KGShop,,,
1487199313,LNRCNKMK00902,1,KLAS,*,,,,6574,Mürüvvet,2025-03-26 09:32:51.363000,KGShop,,,
1487199314,LNRCNKMK00902,293,Z003,*,,,,6575,Mürüvvet,2025-03-26 09:32:55.323000,KGShop,,,
1487199315,LNRCNKMK00903,9,Z003,*,,,,6576,Mürüvvet,2025-03-26 09:33:35.827000,KGShop,,,
1487199316,LNRCNKMK00903,1,KLAS,*,,,,6577,Mürüvvet,2025-03-26 09:33:39.767000,KGShop,,,
1487199317,LNRCNKMK00903,293,Z003,*,,,,6578,Mürüvvet,2025-03-26 09:33:43.393000,KGShop,,,
1487199318,LNRCNKMK00905,370,Z003,*,,,,6579,Mürüvvet,2025-03-26 09:34:16.450000,KGShop,,,
1487199319,LNRCNKMK00905,1,Z003,*,,,,6580,Mürüvvet,2025-03-26 09:34:20.867000,KGShop,,,
1487199320,LNRCNKMK009016,9,KLAS,*,,,,6581,Mürüvvet,2025-03-26 09:34:50.110000,KGShop,,,
1487199321,LNRCNKMK009016,1,KLAS,*,,,,6582,Mürüvvet,2025-03-26 09:34:54.697000,KGShop,,,
1487199322,LNRCNKMK00911,1,KLAS,*,,,,6583,Mürüvvet,2025-03-26 09:35:35.680000,KGShop,,,
1487199323,LNRCNKMK00911,293,Z003,*,,,,6584,Mürüvvet,2025-03-26 09:35:40.007000,KGShop,,,
1487199324,LNRCNKMK079507,1,Z003,*,,,,6585,Mürüvvet,2025-03-26 09:36:06.960000,KGShop,,,
1487199325,LNRCNKMK079507,293,Z003,*,,,,6586,Mürüvvet,2025-03-26 09:36:11.677000,KGShop,,,
1487199326,LNRCNKMK079506,1,Z003,*,,,,6587,Mürüvvet,2025-03-26 09:36:43.493000,KGShop,,,
1487199327,LNRCNKMK079506,293,Z003,*,,,,6588,Mürüvvet,2025-03-26 09:36:47.437000,KGShop,,,
1487199328,LNRCNKMK079505,1,Z003,*,,,,6589,Mürüvvet,2025-03-26 09:37:22.953000,KGShop,,,
1487199329,LNRCNKMK079505,48,Z003,*,,,,6590,Mürüvvet,2025-03-26 09:37:26.623000,KGShop,,,
1487199330,LNRCNKMK079455,1,Z003,*,,,,6591,Mürüvvet,2025-03-26 09:37:52.957000,KGShop,,,
1487199331,LNRCNKMK079455,293,Z003,*,,,,6592,Mürüvvet,2025-03-26 09:37:57.070000,KGShop,,,
1487199332,LNRCNKMK050035,370,Z003,*,,,,6593,Mürüvvet,2025-03-26 09:38:42.183000,KGShop,,,
1487199333,LNRCNKMK050035,233,Z003,*,,,,6594,Mürüvvet,2025-03-26 09:38:46.150000,KGShop,,,
1487199334,LNRCNKMK050035,455,Z003,*,,,,6595,Mürüvvet,2025-03-26 09:38:49.770000,KGShop,,,
1487199335,LNRCNKMK050034,232,Z003,*,,,,6596,Mürüvvet,2025-03-26 09:39:29.937000,KGShop,,,
1487199336,LNRCNKMK050034,370,Z003,*,,,,6597,Mürüvvet,2025-03-26 09:39:34.640000,KGShop,,,
1487199337,LNRCNKMK050034,233,Z003,*,,,,6598,Mürüvvet,2025-03-26 09:39:38.550000,KGShop,,,
1487199338,LNRCNKMK1397011,370,Z003,*,,,,6599,Mürüvvet,2025-03-26 09:40:20.047000,KGShop,,,
1487199339,LNRCNKMK1397011,1,Z003,*,,,,6600,Mürüvvet,2025-03-26 09:40:24.210000,KGShop,,,
1487199340,LNRCNKMK1397021,370,Z003,*,,,,6601,Mürüvvet,2025-03-26 09:40:55.590000,KGShop,,,
1487199341,LNRCNKMK1397021,1,Z003,*,,,,6602,Mürüvvet,2025-03-26 09:40:59.773000,KGShop,,,
1487199342,LNRCNKMK1397022,9,Z003,*,,,,6603,Mürüvvet,2025-03-26 09:41:22.313000,KGShop,,,
1487199343,LNRCNKMK1397022,1,Z003,*,,,,6604,Mürüvvet,2025-03-26 09:41:26.323000,KGShop,,,
1487199344,LNRCNKMK1397023,9,Z003,*,,,,6605,Mürüvvet,2025-03-26 09:41:50.173000,KGShop,,,
1487199345,LNRCNKMK1397023,1,Z003,*,,,,6606,Mürüvvet,2025-03-26 09:41:55.727000,KGShop,,,
1487199346,LNRCNKMK1397110,196,Z003,*,,,,6607,Mürüvvet,2025-03-26 09:42:55.853000,KGShop,,,
1487199347,LNRCNKMK1397110,10,Z003,*,,,,6608,Mürüvvet,2025-03-26 09:43:00.217000,KGShop,,,
1487199348,LNRCNKMK1397110,1,Z003,*,,,,6609,Mürüvvet,2025-03-26 09:43:04.087000,KGShop,,,
1487199349,LNRCNKMK1397110,48,Z003,*,,,,6610,Mürüvvet,2025-03-26 09:43:07.800000,KGShop,,,
1487199350,LNRCNKMK1398041,352,Z003,*,,,,6611,Mürüvvet,2025-03-26 09:43:48.300000,KGShop,,,
1487199351,LNRCNKMK1398041,196,Z003,*,,,,6612,Mürüvvet,2025-03-26 09:43:53.130000,KGShop,,,
1487199352,LNRCNKMK1398041,370,Z003,*,,,,6613,Mürüvvet,2025-03-26 09:43:57.583000,KGShop,,,
1487199353,LNRCNKMK1398041,1,Z003,*,,,,6614,Mürüvvet,2025-03-26 09:44:02.330000,KGShop,,,
1487199354,LNRCNKMK1398042,9,Z003,*,,,,6615,Mürüvvet,2025-03-26 09:44:29.063000,KGShop,,,
1487199355,LNRCNKMK1398042,1,Z003,*,,,,6616,Mürüvvet,2025-03-26 09:44:37.480000,KGShop,,,
1487199356,LNRCNKMK1398110,196,Z003,*,,,,6617,Mürüvvet,2025-03-26 09:45:17.167000,KGShop,,,
