RENK_KOD,Tanim,OzKod1,OzKod2,OzKod3,Tip
19840,BEYAZ DERİ-BEYAZ AKSESSUAR,,,,
19841,R1002-25089 Siyah Deri,,,,
19842,R1347-25089 Nohut Deri,,,,
19843,R1106-25002 Siyah Rugan,,,,
19844,R1246-25002 Vizon Rugan,,,,
19845,R1258-25002 Bej Rugan,,,,
19846,R1001-25002 Beyaz Deri,,,,
19847,R1002-25002 Siyah Deri,,,,
19848,R1004-04002 Taba Deri,,,,
19849,R1256-25049 Gümüş Yılan,,,,
19850,R1257-25049 Altın Yılan,,,,
19851,KAHVE SÜYET-KAHVE DERİBEJ SÜYET,,,,
19852,BEJ SÜYET-BEJ DERİ-BEJ SÜYET,,,,
19853,SİYAH SATEN MISIR,,,,
19854,BEYAZ SATEN MISIR,,,,
19855,MAVİ SATEN MISIR,,,,
19856,R1258-02002 Bej Rugan,,,,
19857,R1378-04002 Taba Rugan,,,,
19858,G2565-02002 Siyah File Siyah Deri,,,,
19859,G2566-25151 Bej File Nohut Deri,,,,
19860,G2793-25166 Kırmızı File Kırmızı Deri,,,,
19861,R1124-25166 Bej Floter,,,,
19862,R1351-25166 Altın Floter,,,,
19863,R1379- 25151 Çelik Floter,,,,
19864,R1001-25206 Beyaz Deri,,,,
19865,R1004-04166 Taba Deri,,,,
19866,R1002-02002 Siyah Deri,,,,
19867,R1003-25166 Bej Deri,,,,
19868,R1003-02002 Bej Deri,,,,
19869,R1012-02002 Kahve Deri,,,,
19870,R1014-02002 Bordo Deri,,,,
19871,0123 Kot Kırmızı,,,,
19872,2369,,,,
19873,ACIK VİZON DERİ,,,,
19874,BEJ FLOTER-BEJ RUGAN,,,,
19875,VİZON SATEN,,,,
19876,BEYAZ KOJA,,,,
19877,213-212,,,,
19878,457-106,,,,
19879,486,,,,
19880,360-464,,,,
19881,302,,,,
19882,487,,,,
19883,224,,,,
19884,BYZ KIRIK RUGAN,,,,
19885,05-205,,,,
19886,17-232,,,,
19887,115-02,,,,
19888,203-150,,,,
19889,SİYAH FLOTER-46,,,,
19890,4012-46,,,,
19891,4022-45,,,,
19892,4022-11,,,,
19893,818-1026,,,,
19894,628-641,,,,
19895,645-621,,,,
19896,MAVİ KRİSTAL,,,,
19897,4258,,,,
19898,4224,,,,
19899,2277,,,,
19900,4332-01,,,,
19901,4334-4207,,,,
19902,4333-4063,,,,
19903,10-38,,,,
19904,273,,,,
19905,30-SİYAH RUGAN,,,,
19906,11-BEJ,,,,
19907,02-SİYAH RUGAN,,,,
19908,20-30,,,,
19909,353,,,,
19910,354,,,,
19911,350- Leopar,,,,
19912,352,,,,
19913,72-82,,,,
19914,SİYAH RUGAN-SİYAH SÜET,,,,
19915,Bej Sedefli Deri,,,,
19916,656-642,,,,
19917,BEYAZ DERİ-BEYAZ TEKSTİL,,,,
19918,BEJ FLOTER-BEJ SÜYET,,,,
19919,SİYAH FLOTER-SİYAH DERİ-GÜMÜŞ GARNİ,,,,
19920,SİYAH FLOTER-SİYAH DERİ-GARNİ GÜMÜŞ,,,,
19921,201-451,,,,
19922,VİZON SÜYE-TVİZON FLOTER-VİZON YILAN,,,,
19923,KAHVE DERİ-KAHVE SÜYET-BEJ DERİ,,,,
19924,F052-R420,,,,
19925,201-205,,,,
19926,200-205,,,,
19927,08-205,,,,
19928,202-205,,,,
19929,917,,,,
19930,1505,,,,
19931,R1003-25206,,,,
19932,1504,,,,
19933,G2261-04166 TABA-LEOPAR,,,,
19934,G2109-02151 BEJ-LEOPAR,,,,
19935,R1002-02151 SİYAH,,,,
19936,R1001-01026 BEYAZ,,,,
19937,G2822-01026 GÜMÜŞ,,,,
19938,G2823-25206 ALTIN,,,,
19939,1512,,,,
19940,1511,,,,
19941,1509,,,,
19942,1508,,,,
19943,1333,,,,
19944,R1004-04206,,,,
19945,G2254-02205,,,,
19946,G2804-02205,,,,
19947,1011-01,,,,
19948,01-1011,,,,
19949,1504-272,,,,
19950,1505-01,,,,
19951,325-1325,,,,
19952,01-1325,,,,
19953,01-1316,,,,
19954,R1382-25206,,,,
19955,R1380-25026,,,,
19956,R1029-25166,,,,
19957,4630,,,,
19958,430,,,,
19959,R1001-25026,,,,
19960,R1003-25166,,,,
19961,R1113-01026,,,,
19962,G2564-01026,,,,
19963,G2592-25166,,,,
19964,1317-425,,,,
19965,1316-01,,,,
19966,1327-01,,,,
19967,1512-01,,,,
19968,1511-01,,,,
19969,R1380-01026,,,,
19970,G2824-25026,,,,
19971,G2818-25151,,,,
19972,849,,,,
19973,R1137-01026,,,,
19974,R1371-25166 ALTIN,,,,
19975,G2049-01026 GÜMÜŞ,,,,
19976,G2254-02002 ALTIN,,,,
19977,1359,,,,
19978,R1029-25206,,,,
19979,R1002-02205,,,,
19980,101-21,,,,
19981,2917-Syh. Deri,,,,
19982,2910-Syh. Deri,,,,
19983,G2254-02151 ALTIN,,,,
19984,G2174-01026 BEYAZ,,,,
19985,R1381-02151 SİYAH,,,,
19986,R1382-25166 BEJ,,,,
19987,G1096-02205,,,,
19988,Beyaz Deri-467,,,,
19989,Beyaz Deri-428,,,,
19990,KOT SÜYET,,,,
19991,468-467,,,,
19992,903,,,,
19993,891,,,,
19994,049,,,,
19995,425-439,,,,
19996,100-448,,,,
19997,336-173,,,,
19998,432,,,,
19999,424-438,,,,
20000,468-262,,,,
20001,241-86,,,,
20002,475-249,,,,
20003,79-80,,,,
20004,879,,,,
20005,878,,,,
20006,Siyah Deri- Siyah Floter,,,,
20007,Beyaz Deri- Beyaz Floter,,,,
20008,081-055,,,,
20009,080-081,,,,
20010,098-054,,,,
20011,01-035,,,,
20012,Taba Deri- File,,,,
20013,Lila Deri- File,,,,
20014,892-645,,,,
20015,893-645,,,,
20016,897-01,,,,
20017,01-01,,,,
20018,53-39,,,,
20019,56-39,,,,
20020,1375,,,,
20021,1351,,,,
20022,1724 YLN-1351,,,,
20023,1698,,,,
20024,1502,,,,
20025,01-1351,,,,
20026,1254,,,,
20027,1000,,,,
20028,1438,,,,
20029,03-1778,,,,
20030,01-1375,,,,
20031,1635,,,,
20032,3209,,,,
20033,KOYU VİZON SÜYET,,,,
20034,Lokum,,,,
20035,VİZON DERİ-KAHVE SÜYET,,,,
20036,SİYAH DERİ-FİLE,,,,
20037,BEYAZ DERİ-BEYAZ FİLE,,,,
20038,BEJ SÜET-BEJ DERİ,,,,
20039,112 -Yılan,,,,
20040,641-1118,,,,
20041,1081-1117,,,,
20042,890,,,,
20043,747,,,,
20044,SİYAH RUGAN-BEJ RUGAN,,,,
20045,295,,,,
20046,110-109,,,,
20047,Siyah Krş. Rugan- Siyah Süe,,,,
20048,Siyah Krş. Rugan- Siyah Süet,,,,
20049,Bronz Yılan- Vizon,,,,
20050,Beyaz Yılan-10,,,,
20051,BEYAZ SÜYET-GÜMÜŞ DERİ-BEYAZ SÜYET,,,,
20052,SİYAH SÜYET-CİLEK KROKKO,,,,
20053,BEYAZ DERİ-GÜMÜŞ DER,,,,
20054,PUDRA F056-R655,,,,
20055,620,,,,
20056,397-548,,,,
20057,220-655,,,,
20058,318-618,,,,
20059,829-1112,,,,
20060,669,,,,
20061,621,,,,
20062,1090,,,,
20063,906,,,,
20064,907,,,,
20065,905-484,,,,
20066,898-484,,,,
20067,904-484,,,,
20068,899-484,,,,
20069,523-438,,,,
20070,32-438,,,,
20071,01-10,,,,
20072,523-600,,,,
20073,201-190,,,,
20074,F3,,,,
20075,D1,,,,
20076,75-82,,,,
20077,73-80,,,,
20078,88-80,,,,
20079,10-80,,,,
20080,76-80,,,,
20081,68-80,,,,
20082,75-80,,,,
20083,77-80,,,,
20084,58-80,,,,
20085,52-82,,,,
20086,45-82,,,,
20087,11-80,,,,
20088,59-80,,,,
20089,102-82,,,,
20090,101-82,,,,
20091,17-56-80,,,,
20092,12-57-80,,,,
20093,15-62-80,,,,
20094,13-52-82,,,,
20095,74-80,,,,
20096,96-79,,,,
20097,95-82,,,,
20098,83-80,,,,
20099,24-80,,,,
20100,17-84-80,,,,
20101,14-59-80,,,,
20102,99-100-81,,,,
20103,Leopar - Tütün Süet,,,,
20104,Siyah Rugan -Siyah Deri,,,,
20105,Vizon Deri-Vizon Yarma,,,,
20106,Siyah Deri-Kahve Süet,,,,
20107,073,,,,
20108,Bej Yılan,,,,
20109,Siyah Yumuşak Rugan,,,,
20110,F078-R200,,,,
20111,F052-R406,,,,
20112,F121-R1432,,,,
20113,656-F121-R1432,,,,
20114,Siyah Süet-F121-R1432,,,,
20115,F082-R365,,,,
20116,210,,,,
20117,VİZON SEDEFLİ,,,,
20118,47,,,,
20119,145,,,,
20120,38-82-106,,,,
20121,VİZON DERİ-VİZON SÜYET,,,,
20122,TABA SÜYET-TABAN DERİ,,,,
20123,YILAN DERİ,,,,
20124,F7616-R419,,,,
20125,F097-R07,,,,
20126,F052-475,,,,
20127,AVOKADO DERİ-YEŞİL YILAN,,,,
20128,BEJ YILAN-ALTIN,,,,
20129,VİZON DERİ-VİZIN YILAN,,,,
20130,F.104-R69,,,,
20131,F.078-R42,,,,
20132,ACIK MAVİ,,,,
20133,ACIK AVOKADO,,,,
20134,BEYAZ-GÜMÜŞ,,,,
20135,BEYAZ-ALTIN,,,,
20136,35-1000,,,,
20137,D2,,,,
20138,SİYAH DERİ-SİYAH FİLE,,,,
20139,01-05,,,,
20140,04-79,,,,
20141,45-02,,,,
20142,67-02,,,,
20143,02-45,,,,
20144,30-22,,,,
20145,22-30,,,,
20146,205,,,,
20147,01-09,,,,
20148,03-151,,,,
20149,BEJ SÜET ALTYN DERİ-FİLE KOYU BEJ,,,,
20150,BEYAZ DERİ-GÜMÜŞ DERİ-FİLE GÜMÜŞ,,,,
20151,130-183-360,,,,
20152,01-02-169,,,,
20153,89-310-307,,,,
20154,29-169-371,,,,
20155,02-107-170,,,,
20156,175-347,,,,
20157,02-113-130,,,,
20158,89-107-246,,,,
20159,07-170,,,,
20160,90-214,,,,
20161,90-214-331,,,,
20162,89-244-323,,,,
20163,114-329-350,,,,
20164,130-392-344,,,,
20165,109-169,,,,
20166,109-110-167,,,,
20167,03-106-310,,,,
20168,29-214-312,,,,
20169,89-170-337,,,,
20170,01-02,,,,
20171,90-167,,,,
20172,918,,,,
20173,919,,,,
20174,Vizon Deri- Vizon Rugan,,,,
20175,3142,,,,
20176,2996,,,,
20177,2995,,,,
20178,2993,,,,
20179,13-27-55,,,,
20180,2895,,,,
20181,TÜTÜN SÜET,,,,
20182,3138,,,,
20183,2518-2646,,,,
20184,01-3019,,,,
20185,2322,,,,
20186,510,,,,
20187,487-249,,,,
20188,467-262,,,,
20189,487-489,,,,
20190,470-460,,,,
20191,238-01,,,,
20192,13- Leopar,,,,
20193,353- Leopar,,,,
20194,16- Leopar,,,,
20195,352- Leopar,,,,
20196,15- Leopar,,,,
20197,14- Leopar,,,,
20198,233,,,,
20199,410,,,,
20200,Gri Yarma,,,,
20201,352- Bej Yılan,,,,
20202,354- Leopar,,,,
20203,Leopar- 10,,,,
20204,102-101,,,,
20205,990,,,,
20206,986,,,,
20207,989,,,,
20208,4338,,,,
20209,4141-4020,,,,
20210,516,,,,
20211,4341,,,,
20212,Vizon Deri- Vizon Süet,,,,
20213,302-121,,,,
20214,301-121,,,,
20215,303-121,,,,
20216,VİZON YARMA,,,,
20217,128-109,,,,
20218,028-108,,,,
20219,127-01,,,,
20220,116-119,,,,
20221,116-01,,,,
20222,116-128,,,,
20223,825,,,,
20224,81-79-67,,,,
20225,32-04-03,,,,
20226,70-13-43,,,,
20227,26-22-03,,,,
20228,72-01-45,,,,
20229,27-13-43,,,,
20230,26-22-45,,,,
20231,82-80-83,,,,
20232,81-79-66,,,,
20233,82-80-65,,,,
20234,27-13-65 EVA,,,,
20235,12-66 EVA,,,,
20236,26-03-22-47,,,,
20237,2012-4016,,,,
20238,4016-40,,,,
20239,Siyah Süet- Syh Floter,,,,
20240,40-2012,,,,
20241,2012,,,,
20242,2011,,,,
20243,2001,,,,
20244,4016-2012,,,,
20245,4015-2011,,,,
20246,4006-2007,,,,
20247,2012-40,,,,
20248,4021-2001,,,,
20249,3026,,,,
20250,SİYAH YLN-SYH SÜET,,,,
20251,SYH YILAN-2011,,,,
20252,3022-2012,,,,
20253,3022-4016,,,,
20254,108-121,,,,
20255,104-121,,,,
20256,01-121,,,,
20257,K.Vizon Deri,,,,
20258,K. Vizon Deri,,,,
20259,R-3,,,,
20260,R-2,,,,
20261,R-1,,,,
20262,PEMBE SÜET,,,,
20263,44-37,,,,
20264,2022- Byz.Floter-21,,,,
20265,Syh.Süet- Syh. Floter- Syh.Rgn,,,,
20266,2012-4016-40,,,,
20267,Syh.Süet- Syh.Deri-Syh. Rgn,,,,
20268,2008- Byz. Deri- 4002,,,,
20269,2013-4006-4009,,,,
20270,Syh. Deri- Syh.Süet- Syh. Yılan,,,,
20271,Syh Deri- Syh Süet- Syh Yılan,,,,
20272,40-2012-3008,,,,
20273,21-2004-3008,,,,
20274,Syh. Floter- Syh. Süet,,,,
20275,11-52,,,,
20276,28-53,,,,
20277,75-24,,,,
20278,143-99,,,,
20279,38-08,,,,
20280,38-254-08,,,,
20281,76-21-99,,,,
20282,35-61,,,,
20283,24-63,,,,
20284,38-97-99,,,,
20285,76-93-99,,,,
20286,125-99,,,,
20287,145-35,,,,
20288,35-108,,,,
20289,63-24,,,,
20290,06-66,,,,
20291,24-06,,,,
20292,9,,,,
20293,01- S. Dantel,,,,
20294,LACİ SÜET,,,,
20295,09-120,,,,
20296,904,,,,
20297,BEJ KROKKO,,,,
20298,BORDO SÜYET-BORDO RUGAN,,,,
20299,SİYAH SÜYET-SİYAH DERİ,,,,
20300,KIRMIZI SÜET-KIRMIZI RUGAN,,,,
20301,G2637-02002,,,,
20302,062,,,,
20303,042,,,,
20304,045,,,,
20305,BEJ KIRIŞIK RUGAN,,,,
20306,916,,,,
20307,305,,,,
20308,KAHVE SÜET-KAHVE DERİ,,,,
20309,Bordo Süet- Bordo Deri,,,,
20310,894,,,,
20311,885,,,,
20312,01-894,,,,
20313,01-886,,,,
20314,859-888,,,,
20315,839-889,,,,
20316,484-886,,,,
20317,3173,,,,
20318,3173-3327-3283,,,,
20319,22-3012-3305,,,,
20320,4016-3008,,,,
20321,4016,,,,
20322,2002-21,,,,
20323,2011-4015,,,,
20324,2001-4021,,,,
20325,CAFE,,,,
20326,235-01,,,,
20327,237-52,,,,
20328,3137-3292-3384,,,,
20329,01-3012-3391,,,,
20330,3382-3009-3388,,,,
20331,3010-3240,,,,
20332,3174-3043-3340,,,,
20333,3372-3370-3203,,,,
20334,3227-3007,,,,
20335,453-203,,,,
20336,454-201,,,,
20337,01-3012-3442-3395,,,,
20338,3340-3043-3364-3395,,,,
20339,3283-3292-3415-3387,,,,
20340,3043-3206,,,,
20341,3292-3213,,,,
20342,3193-3217,,,,
20343,3505-3009-3391,,,,
20344,3173-3227-3387,,,,
20345,3226,,,,
20346,3231-3046,,,,
20347,3283-3292,,,,
20348,340-3072-3043-3369,,,,
20349,3340-3072-3043-3369,,,,
20350,01-3305-3012-3305,,,,
20351,3283-3072-3292-3252,,,,
20352,3227-3173-3340,,,,
20353,3012-22-3305,,,,
20354,3009-3300-3072,,,,
20355,3012-01-3305,,,,
20356,3309-3300-3394,,,,
20357,3189-3315,,,,
20358,3011-3245,,,,
20359,3173-3227-3252,,,,
20360,3228-3137-3292-3225,,,,
20361,202-507-323,,,,
20362,204-514-322,,,,
20363,201-506-301,,,,
20364,313-312-308,,,,
20365,312-312-102,,,,
20366,102-102-304,,,,
20367,201-501-301,,,,
20368,204-504-313,,,,
20369,203-503-312,,,,
20370,202-505-312,,,,
20371,024,,,,
20372,358-105,,,,
20373,335-435,,,,
20374,021-021 KAPITONE,,,,
20375,2622-BEJ HASIR,,,,
20376,2642-BEJ HASIR,,,,
20377,2642-LAZERLİ,,,,
20378,08-LAZERLİ,,,,
20379,2492-2493,,,,
20380,1127,,,,
20381,TURKUAZ,,,,
20382,3079,,,,
20383,3029,,,,
20384,2327,,,,
20385,G1096-02002,,,,
20386,G2819-02002,,,,
20387,G2820-02002,,,,
20388,G2225-02002,,,,
20389,G2834-02002,,,,
20390,VİZON FLOTER-VİZON DERİ,,,,
20391,G2254-02002,,,,
20392,G2807-02002,,,,
20393,G2174-02002,,,,
20394,R1002-02002,,,,
20395,R1001-02002,,,,
20396,R1029-02002,,,,
20397,BEJ FLOTER-BEJ YILAN,,,,
20398,G2815-02002,,,,
20399,G2816-02002,,,,
20400,G2285--02002,,,,
20401,R1003-25002,,,,
20402,G2815-01002,,,,
20403,G2816-25002,,,,
20404,G2109-02002,,,,
20405,G2261-02002,,,,
20406,G2565-02002,,,,
20407,BORDO KIRIŞIK RUGAN,,,,
20408,BORDO BONCUK RUGAN,,,,
20409,GRİ DÜZ DERİ,,,,
20410,TABA LEOPAR SÜET,,,,
20411,KAHVE FLOTER-KAHVE SÜYET,,,,
20412,F004-3183,,,,
20413,SİYAH FLOTER-SİYAH SÜYET-SİYAH YILAN,,,,
20414,KAHVE FLOTER-KAHVE SÜYET-KAHVE YILAN,,,,
20415,VİZON FLOTER-TABA FLOTER,,,,
20416,SİYAH FLOTER-BORDO FLOTER,,,,
20417,BORDO KIRISIK RUGAN,,,,
20418,SİYAH DERİ-SİYAH DÜZ  PİTON ,,,,
20419,F104-R111,,,,
20420,199-200,,,,
20421,430-3,,,,
20422,429-2,,,,
20423,SİYAH SÜYET-BEYAZ DERİ-SİYAH DERİ-GÜMÜŞ DERİ,,,,
20424,SARI SÜYET,,,,
20425,TABA SÜYET-TABA DERİ,,,,
20426,SARI SÜYET-SARI DERİ,,,,
20427,BEJ ACIK,,,,
20428,VİZON SÜYET-VİZON DERİ,,,,
20429,FUJİ SÜYET-FUJİ DERİ,,,,
20430,YŞL SÜET,,,,
20431,Açık Bej,,,,
20432,Fuşya Süet- Fuşya Deri,,,,
20433,F.104 R69,,,,
20434,01-382,,,,
20435,200-1073,,,,
20436,633-1074,,,,
20437,LİLA RENKLİ,,,,
20438,Kot,,,,
20439,33-208,,,,
20440,33-07,,,,
20441,209,,,,
20442,ROSE,,,,
20443,28-857,,,,
20444,BEBE MAVİ-BEYAZ,,,,
20445,TABA-ALTIN,,,,
20446,ACIK BEJ-TABA,,,,
20447,706,,,,
20448,Leopar- Siyah Süet,,,,
20449,08-203,,,,
20450,45- Bej Deri,,,,
20451,46- Bej Deri,,,,
20452,467-483,,,,
20453,06-39,,,,
20454,06-37,,,,
20455,SARI LİMON DERİ,,,,
20456,NUD DERİ,,,,
20457,700-TSYH,,,,
20458,64,,,,
20459,173-105,,,,
20460,213- Bej Rugan,,,,
20461,256,,,,
20462,1390,,,,
20463,467-465,,,,
20464,491-460,,,,
20465,460,,,,
20466,21-19,,,,
20467,22-20,,,,
20468,Pudra Crispy,,,,
20469,ALTIN DERİ,,,,
20470,SİYAH RUGAN-SİYAH SÜYET,,,,
20471,SİYAH DERİ-GÜMÜŞ DERİ,,,,
20472,NİKEL YILAN,,,,
20473,BEYAZ MAT YILAN,,,,
20474,KIRMIZI YILAN,,,,
20475,KIRMIZI YILAN PARLAK,,,,
20476,SİYAH MAT YILAN,,,,
20477,GÜMÜŞ-BEYAZ,,,,
20478,SİYAH-NİKEL,,,,
20479,TABA DERİ-TABA YILAN,,,,
20480,ALTIN-BEJ YILAN,,,,
20481,ALTIN-HAKİ YILAN,,,,
20482,ALTIN-SİYAH YILAN,,,,
20483,2853,,,,
20484,F036-R218,,,,
20485,73-02,,,,
20486,01-122,,,,
20487,GÜMÜŞ DERİ-GÜMÜŞ YILAN,,,,
20488,PORTOKAL DERİ,,,,
20489,73-01,,,,
20490,02-122,,,,
20491,74-01,,,,
20492,74-73,,,,
20493,NİKEL LEOPAR,,,,
20494,BEJ SATEN,,,,
20495,15-197,,,,
20496,86-111,,,,
20497,Pembe Yarma- Pembe Deri,,,,
20498,Bordo Yarma-54,,,,
20499,Bordo Yarma,,,,
20500,Taba Yarma,,,,
20501,Kahve Yarma,,,,
20502,50-2012,,,,
20503,46-4012,,,,
20504,46-02,,,,
20505,45-2014,,,,
20506,50-2004,,,,
20507,Kahve Yarma- Kahve Deri,,,,
20508,2008-4004,,,,
20509,2011-54,,,,
20510,20-Siyah Floter,,,,
20511,Bordo Yarma- Bordo Deri,,,,
20512,Siyah Yarma- Siyah Deri,,,,
20513,Kahve Yarma- Khv. Floter,,,,
20514,Siyah Yarma- Syh. Floter,,,,
20515,Taba Yarma-50,,,,
20516,Vizon Yarma-46,,,,
20517,Siyah Yarma-46,,,,
20518,Siyah Yarma-01,,,,
20519,Taba Yarma- Taba Süet,,,,
20520,F052-407,,,,
20521,359,,,,
20522,Beyaz Deri- File,,,,
20523,Kahve Deri-Taba Süet,,,,
20524,Bitter Kahve,,,,
20525,YEŞİL SÜET,,,,
20526,TOFİ SÜET,,,,
20527,PETİBOR,,,,
20528,Açık Taba Süet,,,,
20529,Sugaro,,,,
20530,DESERT,,,,
20531,Venice Bej,,,,
20532,COFİ SÜET,,,,
20533,Siyah-Nakış Kahve,,,,
20534,SUGARO SÜET,,,,
20535,20-85-32,,,,
20536,13-65-27,,,,
20537,16-67-29,,,,
20538,80-83-82,,,,
20539,22-67-26,,,,
20540,82-80-86,,,,
20541,29-16-43,,,,
20542,01-38-46,,,,
20543,13-27-02-43,,,,
20544,38-26-46-44,,,,
20545,36-32-51-43,,,,
20546,20-32-43,,,,
20547,79-81-46,,,,
20548,22-44,,,,
20549,01-86,,,,
20550,36-86,,,,
20551,80-95-86,,,,
20552,22-92-46,,,,
20553,17-93-86,,,,
20554,22-26-01-46,,,,
20555,80-82,,,,
20556,13-27-02-86,,,,
20557,36-32-43,,,,
20558,19-33-11-02,,,,
20559,02-27,,,,
20560,51-32,,,,
20561,36-32,,,,
20562,54-80,,,,
20563,54-20,,,,
20564,17-86,,,,
20565,16-29,,,,
20566,13-27,,,,
20567,54-13,,,,
20568,53-22,,,,
20569,09-82,,,,
20570,406-170,,,,
20571,67-57,,,,
20572,32-243,,,,
20573,32-516,,,,
20574,243,,,,
20575,125-06,,,,
20576,52-06,,,,
20577,89-06,,,,
20578,115-06,,,,
20579,123-06,,,,
20580,114-06,,,,
20581,105-06,,,,
20582,27-13-54,,,,
20583,82-80-55,,,,
20584,32-36-54,,,,
20585,26-01-53,,,,
20586,09-82-43,,,,
20587,01-26-44,,,,
20588,51-32-43,,,,
20589,16-29-43,,,,
20590,22-26-44,,,,
20591,32-51-36-43,,,,
20592,26-01-38-44,,,,
20593,29-01-16-43,,,,
20594,81-01-79-46,,,,
20595,16-86,,,,
20596,80-86,,,,
20597,22-87,,,,
20598,20-86,,,,
20599,BORDO YRM SÜET,,,,
20600,SİYAH YRM SÜET,,,,
20601,KAHVE YRM SÜET,,,,
20602,BEJ YRM SÜET,,,,
20603,LACİ YRM SÜET,,,,
20604,SİGARO YRM SÜET,,,,
20605,Camel Yrm Süet,,,,
20606,BİTTER SÜET,,,,
20607,231-233,,,,
20608,232-234,,,,
20609,197-02,,,,
20610,233-231,,,,
20611,227,,,,
20612,228,,,,
20613,116-69,,,,
20614,29-01,,,,
20615,178-169,,,,
20616,132-133,,,,
20617,131-123,,,,
20618,29-68,,,,
20619,01-186,,,,
20620,97-01,,,,
20621,18-29,,,,
20622,113-29,,,,
20623,188-29,,,,
20624,67-29,,,,
20625,123-131,,,,
20626,01-97,,,,
20627,68-116,,,,
20628,930-484,,,,
20629,01-425,,,,
20630,01-484,,,,
20631,01-925,,,,
20632,868-01,,,,
20633,867,,,,
20634,868,,,,
20635,870,,,,
20636,850,,,,
20637,870-01,,,,
20638,484-01,,,,
20639,01-731,,,,
20640,930-01,,,,
20641,731-484,,,,
20642,01-923,,,,
20643,484-891,,,,
20644,484-731,,,,
20645,01-837,,,,
20646,933,,,,
20647,SİYAH D. SÜET,,,,
20648,2002-12,,,,
20649,SİYAH M SÜET,,,,
20650,4167,,,,
20651,4324-4150,,,,
20652,4180-03,,,,
20653,4356,,,,
20654,4346,,,,
20655,4150,,,,
20656,4358-4306,,,,
20657,2103-4180,,,,
20658,4167-4150,,,,
20659,4229-4355,,,,
20660,2103-03,,,,
20661,3735-20,,,,
20662,4360,,,,
20663,856,,,,
20664,728,,,,
20665,BEYAZ KROKO,,,,
20666,GÜMÜŞ Kroko,,,,
20667,423-500,,,,
20668,688-678,,,,
20669,222-220,,,,
20670,222-212,,,,
20671,574-707,,,,
20672,678,,,,
20673,677,,,,
20674,212-677,,,,
20675,706-679,,,,
20676,574,,,,
20677,222-677,,,,
20678,212-222,,,,
20679,624-666,,,,
20680,548-669,,,,
20681,548-587,,,,
20682,574-220,,,,
20683,681-676,,,,
20684,680-675,,,,
20685,705,,,,
20686,704,,,,
20687,670,,,,
20688,666-574,,,,
20689,575,,,,
20690,692,,,,
20691,696,,,,
20692,695,,,,
20693,666-708,,,,
20694,669-548,,,,
20695,663,,,,
20696,664,,,,
20697,220-686,,,,
20698,575-687,,,,
20699,212-685,,,,
20700,500-548,,,,
20701,707-423,,,,
20702,666,,,,
20703,890-1101-770-01,,,,
20704,01-274,,,,
20705,10-12,,,,
20706,414-31,,,,
20707,444-274,,,,
20708,450-274,,,,
20709,443-07,,,,
20710,31-380,,,,
20711,01-SYH HASIR,,,,
20712,443-03,,,,
20713,452-03,,,,
20714,12-314,,,,
20715,274-01,,,,
20716,440,,,,
20717,166,,,,
20718,144-158-193,,,,
20719,186-157-193,,,,
20720,1102-724,,,,
20721,1086-724,,,,
20722,149-1113,,,,
20723,882-149,,,,
20724,774-880,,,,
20725,1098,,,,
20726,880-1080,,,,
20727,149-1107,,,,
20728,774-1109,,,,
20729,1113-796,,,,
20730,774-770,,,,
20731,149-616,,,,
20732,149-655,,,,
20733,774-1101,,,,
20734,1075-880-1105,,,,
20735,1074-774-1104,,,,
20736,103-1112-651,,,,
20737,851-1112-724,,,,
20738,790-724,,,,
20739,882-691,,,,
20740,709-774,,,,
20741,880-1073-01,,,,
20742,880-665-724,,,,
20743,880-708,,,,
20744,790,,,,
20745,882-890-01-15-770,,,,
20746,774-790-1112,,,,
20747,1099-149-761,,,,
20748,790-650-761,,,,
20749,103-651-761,,,,
20750,149-655-01,,,,
20751,323-691-692,,,,
20752,149-651,,,,
20753,1112-880-651,,,,
20754,880-1073,,,,
20755,774-790,,,,
20756,149-103,,,,
20757,880-105-149,,,,
20758,149-880-105,,,,
20759,103-655-149,,,,
20760,790-1079-774,,,,
20761,890-1109-15-770,,,,
20762,796-1107-15-770,,,,
20763,774-1079,,,,
20764,790-770-15-01,,,,
20765,706-01-15-770,,,,
20766,323-149-1071-880,,,,
20767,1085-1104,,,,
20768,1075-1105,,,,
20769,1102-880,,,,
20770,792-323,,,,
20771,505-890,,,,
20772,790-650,,,,
20773,1073-650,,,,
20774,760-880,,,,
20775,1071,,,,
20776,851-890-1100,,,,
20777,31-274,,,,
20778,402,,,,
20779,401,,,,
20780,5103,,,,
20781,4362,,,,
20782,4364,,,,
20783,4150-4167,,,,
20784,4361,,,,
20785,14-54-13,,,,
20786,69-71-12,,,,
20787,33-68-45,,,,
20788,14-04-13,,,,
20789,73-75-61,,,,
20790,14-15-68,,,,
20791,15-58,,,,
20792,32-58,,,,
20793,15-14,,,,
20794,32-33,,,,
20795,25-66-26-76,,,,
20796,45-71-33-78,,,,
20797,14-20-15,,,,
20798,33-57-32,,,,
20799,70-13-40,,,,
20800,14-16-15,,,,
20801,33-09-45,,,,
20802,14-16-13,,,,
20803,26-25,,,,
20804,33-45,,,,
20805,02-66,,,,
20806,14-49-77,,,,
20807,33-71,,,,
20808,14-13-67,,,,
20809,232-233,,,,
20810,25-26-14,,,,
20811,33-32-57,,,,
20812,14-15-56,,,,
20813,20-26-P17,,,,
